timestep,action,price,current_amt,qty,order_qty,is_order,reward,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
51,-0.3630518,2430000.0,86032534.0,22.0,12.0,True,0.5190763737604924,-2.4594892479092665,2.1764061757719713,0.7401837653854934,2.9709236780517054,1.0,2.698971496437055,0.07025457920164135,-6.871690399806237,-0.01,0.5114344301424388,0.0026122339268837003,4.4,0.1760125666682969,-0.09762808079346987,-0.10595077622849852,sell
52,-0.8813695,2450000.0,86396101.0,3.0,19.0,True,0.5146676652367794,-38.90915731948567,2.6081959619952495,0.4225924578718093,38.69734220528277,1.0,2.390856294536817,0.05555888412259824,-4.451719734085724,-0.01,-0.21181511420289673,-0.01,-1.83,-0.01,0.4354733866838918,0.4690182486979199,sell
53,-0.01144697,2389000.0,86213101.0,3.0,0.0,True,0.514475090206402,-91.71837627255887,2.390856294536817,-0.21181511420289673,91.70445727433145,1.0,2.376604513064133,0.05491696735467344,-4.287080638993113,-0.01,-0.013918998227427176,-0.01,-0.12000000000000001,-0.01,0.1712566038468413,0.18600156510772453,sell
54,0.01617074,2385000.0,86201101.0,3.0,0.0,True,0.5141881439473575,-91.72167580423769,2.376604513064133,-0.013918998227427176,91.70079440041432,1.0,2.355226840855107,0.05396047982452479,-4.0401219963541966,-0.01,-0.020881403823368797,-0.01,-0.18000000000000002,-0.01,0.15411290180232357,0.1677687817257529,buy
55,-0.6255032,2379000.0,86179196.0,2.0,1.0,True,0.5143487894416685,-91.69616174624035,2.3505890736342043,-0.02541150837504964,91.71240696625841,1.0,2.3672161520190023,0.054495964805561625,-4.341191719179566,-0.01,0.016245220018065613,2.639068252041632e-06,0.14,0.0001959807932548907,0.08119851794773218,0.08863836888585153,sell
56,-0.18689391,2386000.0,86193196.0,2.0,0.0,True,0.5121263986558608,-94.62979441117089,2.3672161520190023,0.016245220018065613,94.46272785988533,1.0,2.196194774346793,0.04708799551953613,-1.2921773186764627,-0.01,-0.16706655128555623,-0.01,-1.4400000000000002,-0.01,0.07021281408498492,0.07597161758669645,sell
57,0.10949753,2314000.0,86048211.0,5.0,3.0,True,0.5107287258308124,-94.6747536777729,2.1950249406175772,-0.1682093329037248,94.5643504527715,1.0,2.0821983372921617,0.042429086102708236,-0.5564420920459421,-0.01,-0.11040322500138905,-0.01,-0.9500000000000001,-0.01,-0.18002323936094236,-0.19610855322977544,buy
58,0.41646653,2295000.0,85948975.0,18.0,13.0,True,0.5032362239202104,-87.03633710641584,2.0771674584323043,-0.11532604669724046,85.69600698613226,1.0,0.7089964370546318,0.005014146465182279,0.9326100327612508,0.008659899903278423,-1.3403301202835753,-0.01,-11.520000000000001,-0.01,-0.3108190173807853,-0.34035613930456227,buy
59,0.36350256,2231000.0,84794758.0,25.0,7.0,True,0.5056323355279753,-52.879019208780555,0.7063634204275534,-1.3429095576765167,53.43919534608376,1.0,1.2704964370546319,0.016012034281638665,0.6443783690760988,0.004143626217418261,0.5601761373032046,0.003133054756448095,4.75,0.2019826979496352,-1.9923939117460292,-2.1996851060570055,buy
60,0.37229422,2250000.0,85268480.0,29.0,4.0,True,0.5315881097927011,-31.894374885768293,1.268978622327791,0.5586689686643129,33.934988251926576,1.0,3.3354869358669834,0.10528919067463638,0.026005719409022632,6.762951550998153e-06,2.04061336615828,0.04078595129335583,17.400000000000002,0.9515682650820059,-1.2944480965908578,-1.422706199306532,buy
61,0.20334367,2310000.0,87008152.0,30.0,1.0,True,0.5604578161216448,-20.007956046595414,3.3350973871733967,2.0402286988110965,21.45609621626595,1.0,4.831534441805226,0.20819272040548265,-0.356300978588334,-0.01,1.4481401696705385,0.02075273511383391,12.600000000000001,0.7955843790217361,1.2076738537668168,1.3828326642406588,buy
62,0.7479704,2352000.0,88266483.0,35.0,5.0,True,0.553846887898028,-19.145507193394938,4.829552256532066,1.4462219586045224,18.867938639995117,1.0,4.538578384798099,0.18615629299342673,-0.33619800160619384,-0.01,-0.2775685533998222,-0.01,-2.45,-0.01,2.980129111273583,3.459575189135166,buy
63,0.249567,2345000.0,88021483.0,35.0,0.0,True,0.5511058941886126,-7.133492562516623,4.538578384798099,-0.2775685533998222,7.0142035021403055,1.0,4.413875296912114,0.17701964729537523,-0.3267329320682073,-0.01,-0.11928906037631745,-0.01,-1.05,-0.01,2.658891591103955,3.1123924028160492,buy
64,0.32151538,2342000.0,87916483.0,35.0,0.0,True,0.5585133332455577,-6.556902705217997,4.413875296912114,-0.11928906037631745,6.875386782885207,1.0,4.746416864608076,0.20171111081852588,-0.3519731175028369,-0.01,0.3184840776672106,0.0010138068275376,2.8000000000000003,0.0754054852397893,2.540388851938664,2.987208178718779,buy
65,0.12966913,2350000.0,88196483.0,35.0,0.0,True,0.582309968140918,-5.489849952255256,4.746416864608076,0.3184840776672106,6.442268882611017,1.0,5.744041567695962,0.2810332271363931,-0.4276936738067212,-0.01,0.9524189303557603,0.009030000620904644,8.4,0.5061878019666539,2.956461301634739,3.4523646073981493,buy
66,-0.07051672,2374000.0,89028687.0,33.0,2.0,True,0.584026256052937,-5.710525894779727,5.734782660332542,0.9435795756164109,5.784659303037225,1.0,5.8131674584323045,0.2867541868431235,-0.4480132213530261,-0.01,0.07413340825749795,5.4956112056303574e-05,0.66,0.004346526392669747,4.165168231937993,4.867288836753812,sell
67,-0.19679378,2376000.0,89071279.0,27.0,6.0,True,0.5639793424483729,-12.856178593311165,5.7853669833729215,0.047840759462172006,12.098358555720822,1.0,4.983704275534442,0.21993114149457627,-0.15940842571779434,-0.01,-0.7578200375903438,-0.01,-6.750000000000001,-0.01,4.267574610166539,4.950233818946385,sell
68,-0.057829365,2351000.0,88392420.0,26.0,1.0,True,0.5361321842715616,-30.1289925341703,4.979121140142518,-0.7621525228126566,28.775935337636934,1.0,3.5586935866983374,0.11895184973846418,0.47282596594699555,0.0022331467501118807,-1.353057196533368,-0.01,-11.96,-0.01,3.3260719992684447,3.906753301436623,sell
69,-0.95490676,2305000.0,87105584.0,2.0,24.0,True,0.5339670994676222,-32.229483025806964,3.450812351543943,-1.455821664346332,32.22718696175669,1.0,3.448437054631829,0.11211866901440981,0.4072921530218112,0.0016574938164964914,-0.002296064050268006,-0.01,-0.02,-0.01,1.439063261632076,1.696081810557557,sell
70,-0.50736594,2304000.0,87099801.0,1.0,1.0,True,0.5337240762320009,-94.69609204388091,3.443944180522565,-0.006639069201349939,94.70298069337392,1.0,3.4510700712589077,0.11227995147702896,0.14158885480094696,0.00020045394446122078,0.006888649493010897,4.7453480578329987e-07,0.060000000000000005,3.599935200782056e-05,1.4288803097051483,1.685045167533234,sell
71,-0.61372465,2310000.0,87105801.0,1.0,0.0,True,0.53181507299396,-97.34098129569779,3.4510700712589077,0.006888649493010897,97.34786947068856,1.0,3.4581959619952496,0.11271690997986683,-0.11962156931065371,-0.01,0.006888174990779317,4.744694345193423e-07,0.060000000000000005,3.599935200782056e-05,1.4621429674069037,1.712289047921408,sell
72,-0.036301207,2316000.0,87111801.0,1.0,0.0,True,0.5319901762635663,-97.33198022023815,3.4581959619952496,0.006888174990779317,97.3411638209767,1.0,3.4676971496437052,0.11330058754522099,-0.4679021347927885,-0.01,0.009183600738549763,8.433848696087765e-07,0.08,6.399795204370395e-05,1.4650390052325983,1.703921671344166,sell
73,0.58197385,2324000.0,87113201.0,21.0,20.0,True,0.5223770928009867,-97.35741888748231,3.459858669833729,0.0016071301292462086,96.82707446815601,1.0,2.911165083135392,0.08125697600328896,-0.040534380191978414,-0.01,-0.5303444193262971,-0.01,-4.62,-0.01,1.4659570144128453,1.693470063480397,buy
74,0.14665523,2302000.0,86650548.0,23.0,2.0,True,0.5402039900945916,-43.638852164323524,2.910389548693587,-0.531094018689544,44.59441449960154,1.0,3.8937624703087885,0.14067996698197205,-0.6679548821062382,-0.01,0.9555623352780181,0.009089432836168143,8.280000000000001,0.496204073174479,0.7489674039274684,0.8741722413343056,buy
75,-0.20662048,2338000.0,87463193.0,19.0,4.0,True,0.5453857528196647,-37.62301422490715,3.875526128266033,0.937841731826093,37.88369530934915,1.0,4.14630997624703,0.15795250939888228,-0.9520800058638823,-0.01,0.2606810844420006,0.000679315438578354,2.2800000000000002,0.050655943773726175,1.9390437649994696,2.2663691111613797,sell
76,-0.4719798,2350000.0,87660325.0,11.0,8.0,True,0.5606807404145979,-47.73344256937887,4.109649643705463,0.22538852429044068,48.436154999432034,1.0,4.841241092636579,0.20893580138199308,-2.761621161388465,-0.01,0.7027124300531625,0.004925875480227826,6.16,0.31576646897307614,2.2745641043251545,2.6419830559447885,sell
77,0.32638222,2406000.0,88273592.0,19.0,8.0,True,0.5867199311332021,-69.20613744017034,4.837995249406176,0.6995947140282677,70.23928900830863,1.0,5.9211306413301665,0.2957331037773404,-3.82842213147842,-0.01,1.0331515681382943,0.010617256409195863,9.120000000000001,0.5647105208893397,3.1937633413142272,3.7009216735530166,buy
78,0.82557154,2454000.0,89180714.0,33.0,14.0,True,0.6226049106297774,-46.405262402825976,5.91533729216152,1.0276255666587126,47.73738898795289,1.0,7.326263657957245,0.41534970209925803,-4.033307003938997,-0.01,1.3321265851269142,0.017589086260080378,11.88,0.7561846250154723,4.56761429455619,5.3071247187561985,buy
79,0.0045481995,2490000.0,90368714.0,33.0,0.0,True,0.6125228287531869,-8.231279691257013,7.326263657957245,1.3321265851269142,7.866109063732093,1.0,6.934339667458432,0.3817427625106229,-3.9780038030245732,-0.01,-0.36517062752491974,-0.01,-3.3000000000000003,-0.01,6.252684263081832,7.328594649202659,buy
80,0.46633407,2480000.0,90038362.0,34.0,1.0,True,0.613550882814502,-9.401167311067413,6.933921615201901,-0.3655601428609463,9.438928993137996,1.0,6.974301662707838,0.3851696093816732,-3.9827645269164904,-0.01,0.037761682070582316,1.425934466259271e-05,0.34,0.001155332089393002,5.79392796414331,6.850433149880268,buy
81,-0.38597336,2481000.0,90019402.0,21.0,13.0,True,0.6336986978905328,-5.029369592485478,6.9114038004750595,-0.021057690942889434,5.822531937643026,1.0,7.759384798099762,0.45232899296844264,-4.718253842329577,-0.01,0.7931623451575472,0.006271317740231375,7.140000000000001,0.39938190759369463,5.812132764155565,6.881072596063231,sell
82,-0.5221979,2515000.0,90692106.0,11.0,10.0,True,0.6341135944763909,-41.21267324126414,7.710339667458433,0.7472877902477069,41.27331799021285,1.0,7.775660332541568,0.45371198158796966,-4.925591903594389,-0.01,0.060644748948712246,3.6777179453495457e-05,0.55,0.0030204292974532754,6.817590630699943,8.055478106797015,sell
83,0.10322818,2520000.0,90746391.0,13.0,2.0,True,0.6735576639931213,-68.1736357517158,7.774811163895487,0.05985636721237899,69.66350216414426,1.0,9.380511876484562,0.5851922133104045,-7.971903150349071,-0.01,1.4898664124284569,0.021952478139904974,13.520000000000001,0.839249852774729,6.93434070917294,8.144592001151924,buy
84,0.2608019,2624000.0,92096528.0,18.0,5.0,True,0.6643864285659123,-62.66738585780233,9.378299287410927,1.4878134382225734,62.315581064466365,1.0,8.993501187648455,0.5546214285530413,-7.553904894641349,-0.01,-0.3518047933359659,-0.01,-3.24,-0.01,8.820195782276016,10.482522156087597,buy
85,0.081633456,2606000.0,91772158.0,19.0,1.0,True,0.6670768583293908,-48.968760255544055,8.993061757719715,-0.3522065457234175,49.07227749004125,1.0,9.10588836104513,0.5635895277646359,-7.665131316951291,-0.01,0.10351723449719902,0.00010715243714698452,0.9500000000000001,0.008984396926888127,8.339450970684041,9.99446294096376,buy
86,-0.12636359,2611000.0,91858584.0,17.0,2.0,True,0.6804900497667418,-45.34290018547891,9.095705463182897,0.09417453167005183,45.879594720199805,1.0,9.681216152019003,0.6083001658891394,-8.38676238107581,-0.01,0.5366945347208922,0.0028762658345760084,4.930000000000001,0.21576691459111585,8.533837376827975,10.168485995790068,sell
87,-0.5612007,2640000.0,92312572.0,8.0,9.0,True,0.6815951952007768,-50.95722355136674,9.634883610451306,0.4942249055352301,51.0438856367867,1.0,9.729895486935867,0.6119839840025896,-8.785310237572183,-0.01,0.08666208541995775,7.510035032087803e-05,0.8,0.006379563620851014,9.249126573463807,10.972896554513726,sell
88,0.3090596,2650000.0,92389562.0,16.0,8.0,True,0.6944857919469856,-76.76589489890932,9.726320665083135,0.08340142445603184,77.30275208197509,1.0,10.315394299287412,0.6549526398232852,-9.586215718601675,-0.01,0.5368571830657667,0.0028780069248679485,4.96,0.21809028573003608,9.432294418595626,11.127216345348456,buy
89,-1.0148214,2681000.0,92885562.0,16.0,0,False,-0.05,-55.26767406906854,10.315394299287412,0.5368571830657667,53.579575330967565,1.0,8.453161520190024,0.5105923011345272,-7.065622021849331,-0.01,-1.6880987381009762,-0.01,-15.680000000000001,-0.01,10.215029116798803,12.003083129814225,wrong
90,-0.29868472,2583000.0,91300597.0,12.0,4.0,True,0.651031299705878,-55.48931490558242,8.433013064133018,-1.706363148236106,55.50245830266228,1.0,8.447264845605702,0.5101043323529267,-7.116241415574978,-0.01,0.013143397079867945,1.7274873759243192e-06,0.12000000000000001,0.00014398963249762087,7.59788902105789,8.882193896068445,sell
91,-0.033838414,2584000.0,91312597.0,12.0,0.0,True,0.643547421817042,-66.31347328429847,8.447264845605702,0.013143397079867945,66.03749821812004,1.0,8.147977434679335,0.48515807272347355,-6.476351724533544,-0.01,-0.2759750661784376,-0.01,-2.52,-0.01,7.594521602161285,8.830336647835773,sell
92,-0.09222389,2563000.0,91056390.0,11.0,1.0,True,0.643750448845233,-66.30475858659457,8.142980997624703,-0.28058231658880534,66.3168390128008,1.0,8.15604513064133,0.4858348294841103,-6.513006747712874,-0.01,0.01208042620622232,1.4593659083406152e-06,0.11000000000000001,0.00012099267979526207,7.203015097630491,8.431317918746089,sell
93,0.35100582,2564000.0,91064478.0,19.0,8.0,True,0.6846934662932473,-68.10767481557308,8.152586698337293,0.00888240792326601,69.69336446285794,1.0,9.86755106888361,0.6223115543108243,-8.200427464211202,-0.01,1.5856896472848614,0.024830636167909148,14.440000000000001,0.875709784453023,7.2722572835297985,8.467404050428746,buy
94,0.027180169,2640000.0,92508478.0,19.0,0.0,True,0.7259546282496006,-42.99863004760209,9.86755106888361,1.5856896472848614,44.88818659181418,1.0,11.94356057007126,0.759848760832002,-10.238908124025343,-0.01,1.8895565442120885,0.03507436167003031,17.48,0.9529010230969832,9.260851380981105,10.925333279000814,buy
95,0.24480721,2732000.0,94255315.0,22.0,3.0,True,0.7294704847127843,-43.724076835422586,11.942179334916865,1.8882993621406245,43.910803705944424,1.0,12.151205463182897,0.7715682823759478,-10.389044984044293,-0.01,0.18672687052183742,0.00034860846369277887,1.7600000000000002,0.030501159231009045,11.607785036215052,13.967933433944864,buy
96,0.5365431,2740000.0,94428981.0,28.0,6.0,True,0.7049224126401639,-36.979681198879874,12.148433491686461,0.18425061759116712,35.793604648927484,1.0,10.818267220902612,0.6897413754672128,-9.933074460671627,-0.01,-1.1860765499523922,-0.01,-11.200000000000001,-0.01,11.95715417474247,14.314418125087997,buy
97,-0.28935754,2700000.0,93273513.0,20.0,8.0,True,0.7021373245633141,-20.05844053320876,10.776143705463182,-1.2236370526967775,19.97267127522016,1.0,10.681131828978623,0.6804577485443803,-9.891318976030322,-0.01,-0.08576925798859962,-0.01,-0.8,-0.01,10.184983158462371,12.277228402031412,sell
98,1.1586692,2696000.0,93193513.0,20.0,0,False,-0.05,-41.248058277809264,10.681131828978623,-0.08576925798859962,42.19233001054242,1.0,11.72626247030879,0.7471736312097899,-10.813987976918401,-0.01,0.9442717327331571,0.008876857032317442,8.8,0.5390197137891665,10.109452007952333,12.216240085390304,wrong
99,0.014483268,2740000.0,94073513.0,20.0,0.0,True,0.7213040477410482,-41.24054535855946,11.72626247030879,0.9442717327331571,41.19802541992381,1.0,11.678756532066508,0.7443468258034941,-10.772048476878037,-0.01,-0.04251993863564976,-0.01,-0.4,-0.01,11.37928514694543,13.753209238807834,buy
100,-0.6775084,2738000.0,93975065.0,7.0,13.0,True,0.705949612808123,-43.682341277081896,11.609340855106888,-0.1046500729700612,43.01939946374024,1.0,10.869435866983373,0.6931653760270766,-7.60104713838335,-0.01,-0.6629418133416561,-0.01,-6.23,-0.01,11.299697503288249,13.697542193320423,sell
101,-0.11060421,2649000.0,93352065.0,7.0,0.0,True,0.7129409615715067,-79.9478723425198,10.869435866983373,-0.6629418133416561,80.27030763090897,1.0,11.226918052256533,0.7164698719050223,-9.166641876187118,-0.01,0.3224352883891749,0.0010391049082019155,3.0100000000000002,0.08661792234775212,10.352656537688986,12.672031317455374,sell
102,-0.2164855,2692000.0,93648645.0,6.0,1.0,True,0.715938270044394,-79.64158586100908,11.22166864608076,0.3177005243536926,79.78894517410966,1.0,11.385564133016628,0.7264609001479803,-10.036618335677469,-0.01,0.14735931310057931,0.00021712409672558497,1.3800000000000001,0.018863808699364992,10.782082157078676,13.137798672883234,sell
103,0.34462512,2715000.0,93783176.0,15.0,9.0,True,0.7114614209320644,-82.6884841740102,11.381444180522566,0.14365504167198576,82.48055775445708,1.0,11.14985273159145,0.7115380697735482,-9.690934388265438,-0.01,-0.20792641955311902,-0.01,-1.9500000000000002,-0.01,11.053052911362537,13.403200263975126,buy
104,-0.20234212,2702000.0,93574866.0,12.0,3.0,True,0.7092140393797914,-56.895253792641874,11.134045130641331,-0.2221187305492832,56.80548609797053,1.0,11.034282660332542,0.704046797932638,-9.49344542553508,-0.01,-0.08976769467134475,-0.01,-0.8400000000000001,-0.01,10.7872797209441,13.147139508518974,sell
105,-0.9027543,2695000.0,93446614.0,2.0,10.0,True,0.7046263524877341,-66.40123428015382,10.981726840855107,-0.13705817115463462,66.2407148203476,1.0,10.803579572446557,0.6887545082924468,-6.369944577821778,-0.01,-0.1605194598062162,-0.01,-1.5000000000000002,-0.01,10.588854758612586,12.948576707539003,sell
106,0.34779337,2620000.0,93292522.0,13.0,11.0,True,0.7147765098602996,-94.31975138232403,10.79871971496437,-0.16489843066972978,94.7935299773544,1.0,11.323660332541568,0.7225883662009985,-7.370436268531776,-0.01,0.47377859503037123,0.002242144202204477,4.42,0.17746479925497705,10.34985210151052,12.70487509586544,buy
107,0.6613836,2654000.0,93729246.0,27.0,14.0,True,0.7405529152238239,-62.3485363596452,11.317394299287411,0.46812326501367385,63.73124245759034,1.0,12.856586698337292,0.8085097174127465,-7.984200421519596,-0.01,1.3827060979451387,0.018937157203198662,12.96,0.8135544426110515,11.049247646528796,13.513845139117937,buy
108,-0.29719928,2702000.0,94989754.0,19.0,8.0,True,0.7555983102177246,-20.66723763039767,12.814434679334916,1.3448395818739436,21.707349809233293,1.0,13.987831353919239,0.858661034059082,-9.178537161286483,-0.01,1.0401121788356247,0.010760025729877443,9.88,0.6232389077608083,12.868165467205536,15.84075119112304,sell
109,-0.5170779,2754000.0,95937054.0,10.0,9.0,True,0.7683264245662418,-42.77382800675534,13.93949406175772,0.9972654524402706,43.88914263795091,1.0,15.210277909738718,0.9010880818874725,-12.741421553588655,-0.01,1.1153146311955753,0.012362219384491224,10.700000000000001,0.6817442582266293,14.198684119162465,17.495179350737338,sell
110,-0.26042405,2861000.0,96997659.0,8.0,2.0,True,0.7675313654996843,-70.26175100186003,15.199119952494062,1.105521751793629,70.19577002803055,1.0,15.123110451306413,0.8984378849989475,-12.470807258890368,-0.01,-0.0659809738294818,-0.01,-0.64,-0.01,15.766713817236079,19.470574249629518,sell
111,-0.7651006,2853000.0,96905551.0,2.0,6.0,True,0.7664652128524975,-76.74995434683635,15.089728028503563,-0.09495899277321734,76.67978292807005,1.0,15.008967933491688,0.8948840428416583,-11.064377325900084,-0.01,-0.07017141876629956,-0.01,-0.68,-0.01,15.721376175210782,19.466099911407785,sell
112,-0.008601308,2819000.0,96837551.0,2.0,0.0,True,0.7664652128524975,-94.18196383817063,15.008967933491688,-0.07017141876629956,94.18196383817063,1.0,15.008967933491688,0.8948840428416583,-11.064377325900084,-0.01,0.0,0,0.0,0,15.685596890644124,19.463038680146028,sell
113,0.15432021,2819000.0,96835950.0,6.0,4.0,True,0.7654913782801764,-94.20679277607918,15.007066508313539,-0.0016532842719246378,94.1200481321737,1.0,14.907304038004751,0.8916379276005884,-10.539923153408482,-0.01,-0.0867446439054917,-0.01,-0.8400000000000001,-0.01,15.721618978224683,19.52024254914204,buy
114,0.19987656,2805000.0,96749959.0,11.0,5.0,True,0.7694448760265393,-82.41562147115819,14.90493942992874,-0.0888006985009183,82.79081542860473,1.0,15.336055819477433,0.904816253421798,-11.58702110359949,-0.01,0.37519395744653494,0.0014067147050425,3.6300000000000003,0.12345654676774698,15.668654017942831,19.50372389930776,buy
115,-0.39922097,2838000.0,97094320.0,7.0,4.0,True,0.7676805974002301,-67.97207945070033,15.313919239904989,0.3559288330034331,67.82068027513579,1.0,15.139334916864607,0.8989353246674339,-10.844564904244516,-0.01,-0.15139917556454383,-0.01,-1.4700000000000002,-0.01,16.252314390826804,20.15034950049053,sell
116,0.60057175,2817000.0,96940920.0,23.0,16.0,True,0.7683571377513432,-79.66925356704697,15.131733966745845,-0.1579907042966056,79.74043093982205,1.0,15.213681710213777,0.9011904591711439,-10.904386268319318,-0.01,0.07117737277508816,5.0660900644872164e-05,0.6900000000000001,0.004749684404472654,16.08177150736837,20.014642547141072,buy
117,0.81366926,2820000.0,97006717.0,31.0,8.0,True,0.767988975303858,-33.116995382342154,15.209877672209027,0.06787329849974602,33.085038832364276,1.0,15.173060570071259,0.8999632510128601,-10.900284689320513,-0.01,-0.03195654997787421,-0.01,-0.31,-0.01,16.215585244365602,20.09591643399605,buy
118,-0.04901575,2819000.0,96971089.0,30.0,1.0,True,0.7597131476862684,-10.649486261863702,15.167564133016628,-0.03672735363263556,9.937933976419119,1.0,14.348086698337292,0.8723771589542283,-10.69663602080403,-0.01,-0.7115522854445823,-0.01,-6.9,-0.01,16.202337290385373,20.11001397142413,sell
119,-0.52542204,2796000.0,96212225.0,15.0,15.0,True,0.7527027062763789,-14.397166355427855,14.266300475059381,-0.7825672660023443,13.945040858901816,1.0,13.749673396674583,0.8490090209212632,-9.998090467368351,-0.01,-0.45212549652603923,-0.01,-4.3500000000000005,-0.01,14.985735442024883,18.741261557091647,sell
120,-0.045604907,2767000.0,95777225.0,15.0,0.0,True,0.7573932337938101,-56.5179996616854,13.749673396674583,-0.45212549652603923,56.86254921404505,1.0,14.141597387173396,0.8646441126460335,-10.59006629797866,-0.01,0.34454955235965545,0.0011864395637045666,3.3000000000000003,0.10317990497621321,14.399927287610737,18.132941972691544,sell
121,-0.8718051,2789000.0,96047693.0,2.0,13.0,True,0.7566304673702566,-56.289190880190986,14.070894299287412,0.28239281311397363,56.293355477876844,1.0,14.075644893111638,0.8621015579008556,-10.745464230323064,-0.01,0.0041645976858600865,1.7343872382724612e-07,0.04,1.5999872000738158e-05,14.880830399405633,18.66534956437173,sell
122,-1.0074599,2791000.0,96051693.0,2.0,0,False,-0.05,-94.25285519351308,14.075644893111638,0.0041645976858600865,94.18830661757076,1.0,14.002010688836105,0.8592208647385862,-9.432694141217564,-0.01,-0.06454857594233139,-0.01,-0.62,-0.01,14.940210617160735,18.664945002260247,wrong
123,-0.4000975,2760000.0,95989693.0,2.0,0.0,True,0.7558785200144369,-94.24476568049664,14.002010688836105,-0.06454857594233139,94.2530999086309,1.0,14.011511876484562,0.8595950667147895,-9.6020838301344,-0.01,0.008334228134264373,6.945933447299879e-07,0.08,6.399795204370395e-05,14.93171458013048,18.687462755959285,sell
124,0.45397905,2764000.0,95992199.0,16.0,14.0,True,0.7629335571735288,-94.17020742008208,14.004986935866985,0.002610696963058315,94.73692013806034,1.0,14.651067695961995,0.8831118572450961,-10.483100461461973,-0.01,0.5667127179782598,0.003206481270449424,5.44,0.256164968061118,14.998476164624076,18.69721142823652,buy
125,-1.008579,2798000.0,96536199.0,16.0,0,False,-0.05,-53.91292161147386,14.651067695961995,0.5667127179782598,53.365976521995044,1.0,14.023989311163895,0.8600853607536504,-9.63432911459639,-0.01,-0.5469450894788181,-0.01,-5.28,-0.01,15.887062043757204,19.754384417690122,wrong
126,0.0021295669,2765000.0,96008199.0,16.0,0.0,True,0.7577869987466265,-54.0400383901587,14.023989311163895,-0.5469450894788181,54.173360336964514,1.0,14.176008313539192,0.865956662488755,-9.840091865351685,-0.01,0.13332194680581394,0.00017773161886502908,1.28,0.016250512287163565,15.10609901217037,18.91905248809006,buy
127,-0.005985281,2773000.0,96136199.0,16.0,0.0,True,0.7179983321358727,-56.13707950088721,14.176008313539192,0.13332194680581394,53.79040881547765,1.0,11.496673396674584,0.7333277737862424,-6.213523383289637,-0.01,-2.3466706854095616,-0.01,-22.560000000000002,-0.01,15.34470616801954,19.14276395783979,sell
128,-0.45900765,2632000.0,93849947.0,9.0,7.0,True,0.7235055543195772,-55.662902794815096,11.460744655581948,-2.378138540717633,55.96977563726859,1.0,11.802787410926365,0.7516851810652574,-7.338536381560219,-0.01,0.30687284245349655,0.0009412661451988491,2.8800000000000003,0.0795973116724934,11.355884614127993,13.685339466639787,sell
129,-0.22414725,2664000.0,94129199.0,7.0,2.0,True,0.7182384232106656,-74.77888826085325,11.792397862232779,0.29755157986397157,74.52604429476362,1.0,11.509737529691211,0.7341280773688854,-6.111013811990361,-0.01,-0.25284396608962967,-0.01,-2.3800000000000003,-0.01,11.879940037215867,14.265646952801678,sell
130,0.26467806,2630000.0,93888585.0,14.0,7.0,True,0.6878611059271045,-81.11106841565709,11.50663301662708,-0.2556210002381939,79.76905223765206,1.0,10.01019596199525,0.6328703530903483,-3.585510656967184,-0.01,-1.342016178005026,-0.01,-12.600000000000001,-0.01,11.556036269430667,13.937235231105035,buy
131,0.86039215,2540000.0,92622093.0,32.0,18.0,True,0.6893619396496331,-62.095498616791375,10.002485748218527,-1.348930756598366,62.1645966018693,1.0,10.078495249406176,0.6378731321654436,-3.606656807838906,-0.01,0.06909798507792303,4.774417562880551e-05,0.64,0.004087622833527593,9.549606819169671,11.539668684970204,buy
132,-0.01121446,2542000.0,92686093.0,32.0,0.0,True,0.7091029281948404,-11.31273615248578,10.078495249406176,0.06909798507792303,12.17586456162047,1.0,11.028614014251781,0.7036764273161348,-3.7746060215263935,-0.01,0.8631284091346909,0.007422224737927419,8.0,0.47270757595695145,9.667242180311435,11.637821609725995,sell
133,0.6794839,2567000.0,93485364.0,34.0,2.0,True,0.7058854087564244,-11.512075495511501,11.027748218527316,0.8623418833718668,11.366598177800036,1.0,10.866228028503564,0.6929513625214145,-3.7581011307093153,-0.01,-0.14547731771146552,-0.01,-1.36,-0.01,10.88156581865674,13.099550965764724,buy
134,0.367157,2563000.0,93349364.0,34.0,0.0,True,0.6489263019080143,-9.04030710090619,10.866228028503564,-0.14547731771146552,6.782123531492692,1.0,8.362665083135392,0.5030876730267141,-3.488855489315414,-0.01,-2.258183569413499,-0.01,-21.080000000000002,-0.01,10.690551054481823,12.90306287276201,buy
135,0.37493736,2501000.0,91241364.0,34.0,0.0,True,0.6835456754725859,-7.596585232225042,8.362665083135392,-2.258183569413499,8.938082055968273,1.0,9.816346793349169,0.6184855849086197,-3.645191668189293,-0.01,1.3414968237432312,0.017835173822420725,12.24,0.7764624790393386,7.326623069709582,8.664842290430922,buy
136,0.34393913,2537000.0,92465364.0,34.0,0.0,True,0.7328941218916046,-3.11411828521108,9.816346793349169,1.3414968237432312,5.430661374794332,1.0,12.360289786223277,0.7829804063053489,-3.9187799812185844,-0.01,2.316543089583252,0.052249236372180596,21.42,0.9898284838560645,9.064722104273748,10.77926872906781,buy
