timestep,action,reward,price,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.8092986,-1.0,4270.0,26000000.0,0.0,0.0,0.0,0.0
2,0.14320305,0.05861603671648526,4270.0,25999472.0,871.0,-394125.7634841955,0.0,0.005862619056263911
3,-0.2792521,0.012493072996059215,4445.0,26150124.0,243.0,-1500.0872052641598,0.0,0.0009606072996059216
4,0.18717763,-0.033364436705672226,4485.0,26174624.0,974.0,-1602.571975677207,0.0,-0.0036722590551826074
5,-0.18656754,-0.07604280075377497,4425.0,26076340.0,298.0,-1292.1016432146669,-1938.6482150734798,-0.007751087767685189
6,-0.19694272,0.019825198579454077,4270.0,25872426.0,256.0,-926.5081565044944,-1133.6813216891453,0.002227854473330023
7,0.8490791,0.04920818658530306,4325.0,25927487.0,4200.0,-976.7550418711901,-1154.0517779217657,0.005060266735453382
8,-0.072934225,0.16915286259148504,4350.0,26055960.0,382.0,-935.1103044582135,-1150.6166538325945,0.01680767087453312
9,-0.14396681,0.04085474940972869,4440.0,26488797.0,700.0,-591.730758135709,-1144.1341345402247,0.003145480710203638
10,-0.16321798,0.017469251712554822,4460.0,26567145.0,679.0,-605.6374965178061,-1118.0712280161813,0.0006562617097170208
11,0.4587137,-0.14511483179246967,4465.0,26583863.0,1131.0,-625.039735519651,-1107.1947015994385,-0.015634296640785427
12,0.25563458,-0.12012153443183445,4375.0,26168027.0,348.0,-489.002779191564,-603.2369210624528,-0.01233528228933729
13,-0.008673307,-0.11727136108081851,4310.0,25844934.0,43.0,-461.4485684879888,-625.8055868321578,-0.011428932261928005
14,-0.23597322,-0.04564070554457779,4250.0,25541453.0,1161.0,-448.4066131899442,-664.1621070529512,-0.0036822494006116253
15,-0.2747859,-0.10194501151419139,4225.0,25440238.0,1033.0,-456.7343244853883,-675.5170684163705,-0.009118035766803754
16,-0.12391402,0.022673708367882656,4140.0,25205977.0,338.0,-452.47760820664456,-712.350648546691,0.003794338144480573
17,-0.06351085,0.07065839094951376,4180.0,25300582.0,151.0,-461.29713280633933,-715.905981679838,0.00841087371033599
18,0.6528994,-0.08266987606146335,4275.0,25511905.0,2434.0,-444.9818500773335,-701.3401151199722,-0.007328343375377104
19,0.52491915,-0.15053779481488364,4235.0,25324533.0,685.0,-446.43842826684806,-738.9151635142958,-0.013754804481488365
20,-0.8954636,-0.006825669661603556,4170.0,24943347.0,4798.0,-424.98875318098794,-699.7104309257705,0.0013494580338396446
21,0.14209312,-0.0646038256750202,4230.0,24976552.0,759.0,-437.6426023412389,-706.64919852743,-0.0044922133367327885
22,0.6192622,0.003563592177359017,4145.0,24862648.0,2896.0,-473.87102870454646,-762.3577626879847,0.0025435746023512863
23,0.8594857,-0.1934220367990178,4160.0,24924988.0,1525.0,-475.5752646469051,-754.1216117466075,-0.01727487291067101
24,-0.22004354,-0.3491572809509636,4085.0,24485942.0,1263.0,-440.9800179101406,-676.5563222133211,-0.03200407809509636
25,0.030788258,-0.08237763367730651,3910.0,23702266.0,48.0,-373.6538350363625,-459.5589131499004,-0.00381904413696142
26,0.14976203,-0.04593040384615384,3890.0,23611619.0,231.0,-390.2284937889297,-475.5761561601565,0.0
