timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,0.039972924,0.06551149443320121,-0.11946966090085433,-0.01,-0.12,-0.01,8.246533864541833,0.4934099628880082,-0.13499999046325684,-0.01,buy,47500.0,11299940.0,-0.0005309734513274337,-0.0005309734513274337,-0.11946966090085433,9.0,True,-8194.499999999998,0.0,0.06551149443320121
2,0.07932805,0.08255131779537704,0.11164012680178165,0.06041556280812521,0.0462212389380531,2.1363801080420686e-05,7.018332792722913,0.3889460048173672,0.1889999955892563,0.0003571461914372298,buy,46000.0,11286323.0,-0.12103539823008849,-0.12050506462866174,0.16745932222567084,18.0,True,-40.454458945636574,-38.2255097867879,0.08255131779537704
3,0.15850759,0.1870295517969672,0.30075668622182844,0.3638194813345139,0.5840530973451328,0.003405368739851422,5.564132778620033,0.26625647747334336,0.6100000143051147,0.0037140858321214054,buy,46700.0,11304998.0,0.04423008849557522,0.16546575886584142,0.5395843502139496,34.0,True,-20.81474023773561,-35.30378752149309,0.1870295517969672
4,0.3114046,0.0386138282497821,-0.2903597029204549,-0.01,-0.03516814159292035,-0.01,6.140130663187956,0.3140921883318807,-0.6959999799728394,-0.01,buy,47700.0,11365626.0,0.5807610619469027,0.5362937702421531,-0.6123727808745422,55.0,True,-7.177649815135786,-27.393230020375277,0.0386138282497821
5,0.068000175,0.0987975618294629,0.1593596637488206,0.11924652137403113,2.4333893805309734,0.05749479654948597,4.126616472164439,0.1565795029496594,2.7899999618530273,0.07488849045081447,buy,47100.0,11295973.0,-0.035637168141592915,-0.6128390992277943,2.46990675349525,8.0,True,-6.612875126312655,-8.555494815104622,0.0987975618294629
6,-0.14419195,0.05384450314950898,0.08071723503376527,0.03205146569327133,1.9004070796460177,0.0354710877603196,4.689251701159962,0.1973935743739239,-0.5884999632835388,-0.01,sell,49350.0,11573596.0,2.4212035398230087,2.45771656855058,-0.5084850032781514,17.0,True,0.17116039717685524,0.5933698117968165,0.05384450314950898
7,-0.19965568,0.08610464474769747,0.14581258388577778,0.10085102658262002,1.2766725663716814,0.016166819601340587,5.6591426858935945,0.274038981694535,-0.687999963760376,-0.01,sell,48800.0,11513064.0,1.8855221238938051,-0.523018083575753,-0.5975820163945931,21.0,True,-0.4685244639010965,-1.6377749423375596,0.08610464474769747
8,0.044960015,0.04675675947287444,0.0,0,1.2763185840707965,0.016157928526110532,5.658788703592709,0.2740098965915717,0.0,0,buy,48000.0,11444224.0,1.2763185840707965,-0.5979294477994737,0.0,6.0,True,-1.1477516301786392,-3.9739119299323713,0.04675675947287444
9,0.1908751,0.18378452631967898,0.2831323117443467,0.3302290761547776,2.5384070796460176,0.062403042376345086,4.530438952155977,0.18555531900376654,1.4279999732971191,0.020185331754821623,buy,48000.0,11444040.0,1.2746902654867256,-0.0016077979599141018,1.2478110876928077,27.0,True,-1.2289779429124663,-3.8233550901513764,0.18378452631967898
10,0.25674778,0.351918658561654,0.45055118034194863,0.6375909854503725,4.894141592920354,0.21299936154661747,3.300516094912386,0.10321045456762346,2.6640000343322754,0.0685091965504534,buy,49200.0,11586638.0,2.5366194690265487,1.2460459767704413,2.2992001648795792,29.0,True,0.2510977286192498,0.8011617567229847,0.351918658561654
11,0.16515082,0.06344962360156937,-0.0767811068311276,-0.01,3.8959646017699114,0.14082736212427738,3.6967614145189156,0.12773364572048196,-1.1269999742507935,-0.01,buy,51000.0,11852944.0,4.893309734513275,2.298388885542122,-0.9508186320630554,13.0,True,2.5653470318382587,9.499883199426034,0.06344962360156937
12,-0.049456958,0.0553859750415651,0.08933925428776424,0.03912169503653096,1.8466106194690266,0.03352486527564691,4.635455240982971,0.19335729453650874,-2.309999942779541,-0.01,sell,50300.0,11739667.0,3.890858407079646,-0.9556866209778769,-1.9676878398680302,7.0,True,1.544834147961009,4.721301753132156,0.0553859750415651
13,-0.06419254,0.04032415957675352,-0.02734308676143732,-0.01,2.289353982300885,0.05106162244405643,4.380987448436343,0.17463577913411277,0.5074999928474426,0.002572248512168529,sell,48800.0,11507947.0,1.8402389380530972,-1.9738208928754113,0.44099959793002175,9.0,True,-0.37300171342131455,-0.7089348644027315,0.04032415957675352
14,-0.03602256,0.06412541662461357,0.10371682766083223,0.05236502817917599,-0.6876548672566372,-0.01,6.184855092902724,0.31786270235295455,-3.359999895095825,-0.01,sell,49150.0,11558295.0,2.285796460176991,0.437506359735581,-2.9070031522815434,5.0,True,0.09796338925479141,0.18028151555975067,0.06412541662461357
