timestep,action,reward,price,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.14375031,-3.234042553191489e-05,3385.0,4699905.0,199.0,-251130.42105263157,0.0,-2.0212765957446807e-05
2,0.7344133,0.0025489801487839038,3425.0,4707446.0,862.0,-3330.911655744936,0.0,0.0016045005164998015
3,0.6840595,-0.002218625170828278,3415.0,4696733.0,214.0,-1856.432982786549,-2274.125984663975,-0.0022757563230677525
4,0.097274244,0.025423520615119648,3475.0,4773229.0,9.0,-383.2584966504328,-2276.5415933633158,0.016287065924335063
5,0.32979968,0.0075052523156600125,3460.0,4753955.0,29.0,-389.4878971237311,-1580.2756037499807,-0.004037937421397549
6,0.48961788,-0.003015712570767224,3430.0,4714551.0,29.0,-359.82908517299165,-847.400808347435,-0.008288677532706977
7,-0.19763666,0.038765968035375784,3510.0,4820384.0,265.0,-257.19143835468503,-837.6600671945613,0.02244816102318121
8,-0.014017761,0.013957826033811876,3485.0,4793374.0,15.0,-262.5517327065405,-903.8996821413731,-0.005603288036803707
9,0.049892694,0.021462272886475408,3495.0,4803987.0,15.0,-274.0115484318271,-894.9433925385454,0.002214098044508941
10,-0.06329209,0.030674869725483205,3525.0,4835904.0,68.0,-283.3324513785112,-891.4716448895657,0.006643856446738927
11,-0.31988865,0.09491099589172283,3730.0,5040778.0,322.0,-177.79674094029696,-875.3057658505699,0.042365191699421656
12,0.5023648,0.08335362941704971,3810.0,5095562.0,326.0,-181.80631942476109,-864.0807728652428,0.010868163604903846
13,0.1638609,0.06907392599006493,3790.0,5075274.0,53.0,-186.34905038976007,-954.4041989132447,-0.003981503904770465
14,-0.41282538,0.13061507242654352,3960.0,5253634.0,440.0,-163.9602992293883,-937.3336200125584,0.035142930214211096
15,0.15364768,0.10802835017082685,3970.0,5259834.0,107.0,-164.981639244371,-918.5655697204111,0.0011801355023970076
16,-0.1253165,0.1189034513087012,4020.0,5295885.0,91.0,-169.21770440908884,-914.0325607967011,0.00685401858689837
17,0.47777843,0.10261770919440685,3965.0,5260392.0,326.0,-169.84781848668376,-921.0715864611766,-0.006701995983674117
18,0.13813995,0.12929248094948217,4035.0,5328125.0,48.0,-173.3252102315889,-920.1296113897907,0.012876036614761789
19,0.23000813,0.17603204298995445,4205.0,5500805.0,67.0,-160.9569799521698,-904.2141974068214,0.032409149560117305
20,-0.33263442,0.21810570402823248,4395.0,5703978.0,360.0,-149.30365489829657,-893.9680054916208,0.03693513949321963
21,0.3311171,0.3285186453388413,4995.0,6137660.0,167.0,-105.82930453452045,-844.2483785480209,0.07603149942022919
22,-0.21849453,0.30335305133212803,5100.0,6229486.0,194.0,-107.94389003515302,-842.4758063806886,0.014961076371125152
23,0.2184079,0.20403155740507428,4680.0,5937084.0,124.0,-97.13334050110537,-155.81609636642634,-0.04693838303834377
24,0.32745594,0.2622285879275186,4780.0,6018987.0,143.0,-98.12787795582331,-154.3141365573854,0.013795156005877633
25,0.056067005,0.3622368435950428,5150.0,6375287.0,15.0,-87.73128118073599,-147.17742991879396,0.05919600756738634
26,0.19914435,0.2795360910940583,5010.0,6238330.0,53.0,-87.38940591852025,-152.40740269561277,-0.02148248384739385
27,0.30588892,0.24133055706152398,4840.0,6063014.0,67.0,-86.55551613900617,-152.24397052110567,-0.028103033985056897
28,0.27923438,0.26267889925335147,4845.0,6068475.0,43.0,-87.17103126338861,-150.96385670222801,0.0009007071400461882
