timestep,action,reward,price,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.21237913,-4.818957345971564e-05,81400.0,42198729.0,110.0,-125506.32730133753,0.0,-3.0118483412322276e-05
2,-0.49669394,0.005950261228588367,82900.0,42356380.0,54.0,-1053.1727677271188,0.0,0.003735918207394351
3,-0.531467,0.0014913147804941664,82100.0,42307671.0,29.0,-1015.3372012888917,-3349.4287039800042,-0.001149980239104475
4,0.40344173,0.0015960009738784915,81500.0,42289180.0,198.0,-1111.6581920441774,-4100.567938885159,-0.00043706022011941994
5,0.4120033,0.0018493660882308441,81500.0,42287792.0,120.0,-1219.5178780213446,-4184.995406905603,-3.282163428092009e-05
6,0.2886424,-0.015138506967291066,80200.0,41838723.0,50.0,-469.06549468757686,-469.04585167596923,-0.010619353216644652
7,-0.9089634,-0.03502187365813719,78500.0,41120951.0,359.0,-300.553567784792,-295.2494666944849,-0.017155686133154685
8,-0.10642941,-0.02509828786090255,77000.0,41066573.0,3.0,-315.5747725314546,-310.763726085407,-0.0013223915954667488
9,-0.7013035,-0.027572724901180783,74400.0,40977965.0,23.0,-333.0341991860523,-330.30788860219013,-0.0021576672589650957
10,-0.076201856,-0.026139176551249248,74200.0,40975965.0,0.0,-338.83688709866436,-334.8579099190585,-4.880671844002014e-05
11,0.40185866,-0.02630808657281344,73900.0,40970678.0,218.0,-350.09812285867787,-345.54238397880704,-0.00012902685757370204
12,1.2163457,-1.0,73100.0,40788278.0,0.0,-360.2489776011405,-355.4567377345384,-0.00012902685757370204
13,0.16211136,-0.03674841307006999,72700.0,40696531.0,53.0,-362.34654621730766,-361.7245414069068,-0.006691297615333581
14,-0.02688833,-0.0256011702907705,73300.0,40864290.0,7.0,-361.97617531994166,-367.85815436480135,0.004122194100524195
15,0.28353944,-0.004282942733544785,75600.0,41493664.0,77.0,-293.45338912705597,-374.57808281110096,0.015401564544495941
16,0.29076013,-0.013746697718839438,75700.0,41528152.0,57.0,-301.1967600103167,-373.84697324423024,0.0008311630421454225
17,0.78787076,-0.031509929597944984,74600.0,41078177.0,111.0,-291.98163393594024,-361.90655117708275,-0.010835420752649913
18,-0.8853545,-0.032047575580206364,74300.0,40866477.0,459.0,-300.07260989039867,-377.92268560296264,-0.005153587998805303
19,-0.22021945,-0.0278090400004305,74600.0,40882886.0,13.0,-302.9897515998001,-372.8618206414763,0.0004015271490126247
20,-0.56577826,-0.024421065844280613,76700.0,40978312.0,26.0,-307.2550332845622,-372.2363707742522,0.00233413071670136
21,0.767001,-0.026138458992470078,76800.0,40976138.0,392.0,-319.03295501478647,-384.02904248878133,-5.3052453697946365e-05
22,0.52075315,-0.03881810881837067,76000.0,40645059.0,63.0,-319.1439715679204,-389.3561451529825,-0.008079800004578275
23,-0.63418615,-0.023611973143182398,76600.0,40892801.0,301.0,-315.35388825916766,-388.5941718225645,0.006095255022264822
24,0.35123077,-0.02322146987225458,77300.0,41013940.0,124.0,-322.8167409901237,-393.34425279013414,0.002962355158796777
25,0.28237352,-0.03909839795543264,76100.0,40654427.0,66.0,-322.1332946998249,-398.02645360887095,-0.008765629442087251
26,-0.6115079,-0.031225528530148483,76300.0,40699489.0,223.0,-333.77475922622585,-405.9275606255657,0.0011084155730444805
27,0.01193631,-0.03747376465854137,75300.0,40557447.0,4.0,-337.06103087024366,-414.84098762055527,-0.0034900192481532137
28,-0.12449662,-0.035116606110037224,75300.0,40555222.0,18.0,-343.751167669035,-419.55156997500455,-5.4860455097185976e-05
29,0.02062428,-0.03014233125105459,76300.0,40683136.0,8.0,-351.06160101602,-425.2897211553198,0.003154069776760191
30,-0.06437294,-0.030816791495311312,76600.0,40722930.0,8.0,-359.86835713833653,-429.8149849875982,0.0009781448509770731
31,-0.75531787,-0.02999692882394019,77000.0,40761993.0,96.0,-358.6317361361985,-422.4443996439761,0.0009592384437956699
32,-0.5922377,-0.03186373982999584,76100.0,40730945.0,18.0,-367.48997747535213,-432.56360725767723,-0.0007616899399398847
33,-1.4174491,-1.0,77200.0,40746345.0,0.0,-377.423477149555,-444.1375195802528,-0.0007616899399398847
34,-0.25727704,-0.030644255842770356,77400.0,40748765.0,3.0,-388.1730207797441,-450.67409097089336,0.0004375051941466126
35,0.15841353,-0.031027096816636405,77300.0,40746776.0,81.0,-403.2970450764069,-466.4588065895955,-4.881129526256808e-05
36,0.55583394,-0.029677862179473925,77700.0,40780928.0,240.0,-411.07433183093417,-469.69962359650845,0.0008381522012931771
37,1.3894476,-1.0,76300.0,40316128.0,0.0,-434.70225362087655,-490.82351725452617,0.0008381522012931771
38,0.10144217,-0.07627817174348768,74100.0,39585518.0,20.0,-331.60825464570587,-327.6362720771439,-0.029312967081082608
39,0.19391128,-0.05577345055828042,74100.0,39585150.0,35.0,-337.6622726161253,-333.6555918586194,-9.296329026185789e-06
40,0.09014961,-0.06935953644063639,73200.0,39236715.0,13.0,-341.5470841169938,-342.1722127217172,-0.008802164448031648
41,0.37990725,-0.07888587661571071,72200.0,38836182.0,52.0,-345.71979754602506,-350.82979743244516,-0.010208117575592146
42,0.85481566,-0.08777744207700633,71300.0,38428643.0,73.0,-360.72376162096015,-370.5095020431482,-0.010493796738309651
43,0.54425085,-0.07420663338049041,71600.0,38586072.0,7.0,-359.2531133031304,-368.16727819088163,0.004096657797674511
44,-0.28709915,-0.07987831744598738,71500.0,38515027.0,152.0,-361.64741796829304,-371.6818864387607,-0.0018412084028661948
45,-0.10951695,-0.11629956930085333,69000.0,37560383.0,41.0,-340.6273342402338,-343.40173706248055,-0.024786273679621204
46,-0.16315316,-0.10190700897271335,68800.0,37486370.0,55.0,-338.3338477653165,-341.85252053299627,-0.001970507063253322
47,-0.5321875,-0.09439986232450678,69400.0,37639563.0,151.0,-331.9160670944609,-334.5561356081776,0.0040866320211853
48,-0.2589775,-0.09369976129064628,70100.0,37728750.0,34.0,-334.36584000178436,-334.94885268394046,0.002369501473755155
49,0.4350358,-0.09503908912199564,70200.0,37736757.0,190.0,-343.3850363510412,-340.90923934752163,0.00021222542490806083
50,0.695219,-0.09064626410683471,70600.0,37850643.0,171.0,-341.8079946891427,-337.68502806111246,0.0030179063876633596
51,-1.0844294,-1.0,70300.0,37712643.0,0.0,-345.7545633525866,-339.8985811647941,0.0030179063876633596
52,-0.26685345,-0.1006457770592781,70200.0,37652581.0,122.0,-348.04928426741327,-345.1527778886668,-0.0052327248443309144
53,-0.18727416,-0.09457505358030069,70400.0,37712900.0,63.0,-353.4978307719279,-348.1359052719033,0.0016019884533280734
54,0.5716631,-0.09794953625108781,70200.0,37656415.0,149.0,-359.05524470228454,-354.3084140264344,-0.0014977633647902972
55,0.2558018,-0.08168035755171454,71100.0,38037733.0,28.0,-356.18928708284596,-357.37986633020904,0.01012624276633875
56,0.5705565,-0.10674514790678225,70100.0,37585266.0,47.0,-358.87090582008256,-364.14815345798246,-0.01189521468064356
57,-0.19139668,-0.08689761169106905,70700.0,37873639.0,95.0,-343.30629703426354,-350.5669023180037,0.007672501240246644
58,-0.34758574,-0.1073818502675709,69800.0,37493994.0,140.0,-368.18371635261127,-380.2884184196749,-0.010023990565047103
59,-0.16425778,-0.09950648833198894,69900.0,37515460.0,43.0,-361.3317069247254,-370.4491559194884,0.0005725183612073976
60,0.30443653,-0.08580595245555929,71500.0,37868116.0,93.0,-352.6006498171119,-365.58580095220276,0.009400284576012129
61,0.2056978,-0.10615477077085889,70400.0,37522277.0,44.0,-352.3157777412096,-369.42376584248933,-0.009132722631355623
62,0.1619417,-0.09691030600583952,70600.0,37593597.0,28.0,-348.42149212731914,-363.169948835489,0.00190073752720284
63,-0.18079622,-0.10472633112422171,70200.0,37431245.0,69.0,-340.58363311732876,-357.33264570755415,-0.004318607767168436
64,0.14783937,-0.0966401679565826,70600.0,37557735.0,31.0,-338.55709336850623,-353.85110316856964,0.003379262431693095
65,-0.49834558,-0.10119673200873584,70500.0,37502910.0,173.0,-336.2944077205966,-351.7809958985308,-0.0014597525649510015
66,-0.16231348,-0.10240355235177699,70200.0,37447183.0,28.0,-341.2708221946959,-357.33385769821,-0.0014859380245426288
67,0.07238463,-0.10313936367823355,69900.0,37402806.0,28.0,-348.486507806174,-365.0217657339398,-0.0011850557624054124
