timestep,action,reward
1,0.15528075397014618,-2.2069693769799366e-05
2,-0.12065622210502625,-0.0027927349524815206
3,-0.2507815659046173,-0.0004419324181626188
4,-0.03982963413000107,-0.0005691446673706442
5,-0.4486519992351532,0.0023353220696937698
6,-0.45351120829582214,0.0018548363252375924
7,-0.30967727303504944,0.002147740232312566
8,-0.021229766309261322,0.0022863674762407605
9,-0.8093265295028687,0.0025316261879619853
10,-0.21333137154579163,0.002534308342133052
11,0.22080761194229126,0.0024871066525871174
12,0.09703108668327332,-0.0017871066525871173
13,-0.07979588955640793,-0.0001391024287222809
14,0.27184605598449707,-0.0007880464625131995
15,0.12670503556728363,0.004020760295670538
16,0.22281232476234436,0.016234255543822598
17,0.34310922026634216,0.01839157338965153
18,-0.29918548464775085,0.02144519535374868
19,0.022928472608327866,0.019033917634635692
20,-0.0849846601486206,0.020184794086589228
21,0.2191888391971588,0.021293569165786695
22,0.041568323969841,0.032239461457233366
23,-0.1977623999118805,0.03904650475184794
24,-0.09607594460248947,0.03446065469904963
25,0.392711877822876,0.03087025343189018
26,0.049675386399030685,0.018176145723336853
27,-0.13901439309120178,0.02720194297782471
28,-0.24789215624332428,0.022344118268215418
29,0.1393548846244812,0.009951605068637804
30,-0.7189533114433289,0.01751844772967265
31,-0.12501662969589233,0.018965480464625133
32,0.10582495480775833,0.02081906019007392
33,0.06907385587692261,0.021302249208025342
34,-0.18147385120391846,0.022133220696937697
35,-0.7393131852149963,0.023846800422386485
36,0.2658950090408325,0.022771341077085533
37,-0.08660158514976501,0.02306897571277719
38,-0.006859816610813141,0.027448236536430835
39,-0.059218794107437134,0.02990323125659979
40,-0.017323467880487442,0.030478986272439283
41,0.3107801675796509,0.02528495248152059
42,-0.17041189968585968,0.03380066525871172
43,-0.3848392963409424,0.033083738120380145
44,-0.059310588985681534,0.027271224920802535
45,0.196774423122406,0.029582312565997887
46,0.38670065999031067,0.019321615628299895
47,-0.5796459317207336,0.01663519535374868
48,0.04625885188579559,0.015167697993664202
49,-0.010631293058395386,0.00853090813093981
50,0.5059875845909119,0.0055282259767687435
51,-0.07901768386363983,0.0009617634635691658
52,-0.07072238624095917,-0.006674582893347413
53,-0.45478737354278564,-0.0006982154171066526
54,-0.09775778651237488,0.003079894403379092
55,0.21266813576221466,-0.0013328616684266104
56,0.042090531438589096,0.005582365364308342
57,-0.0988917201757431,0.007596483632523759
58,-0.5734001994132996,0.004387571277719113
59,-0.25836169719696045,0.007722059134107708
60,-0.33259767293930054,0.007797909186906019
61,-0.09473131597042084,0.006895575501583949
62,-0.1646418571472168,0.006695797254487856
63,-0.1683671772480011,0.0061565469904963045
64,0.10509778559207916,0.006698247096092925
65,0.32649528980255127,0.007010369588173178
66,-0.17972955107688904,-0.00048140443505807816
67,-0.06788739562034607,0.004306810982048575
68,0.1340903639793396,0.002794466737064414
69,0.23996730148792267,-0.002487338965153115
70,-0.2573692798614502,0.00816089757127772
71,0.2287265807390213,0.023347624076029565
72,0.12561450898647308,0.030815744456177404
73,0.16946856677532196,0.039023674762407604
74,-0.22919099032878876,0.04026881731784583
75,-0.17218086123466492,0.0418613833157339
76,-0.19887343049049377,0.041230686378035904
77,0.13545304536819458,0.0396737909186906
78,-0.952471911907196,0.046697486800422384
79,0.14769282937049866,0.0473343717001056
80,-0.2487545609474182,0.04743959873284055
81,-0.2663795053958893,0.04764738120380148
82,-0.18270501494407654,0.04800681098204857
83,-0.004454605281352997,0.047055607180570225
84,0.6294782757759094,0.04744086589229145
85,0.10721195489168167,0.036242111932418164
86,0.07890761643648148,0.04585462513199578
87,-0.4399734437465668,0.04225200633579725
88,-0.5279516577720642,0.031179883843717
89,-0.25572606921195984,0.03271607180570222
90,-0.08887802064418793,0.03194217529039071
91,0.05194569751620293,0.035080707497360086
92,0.4121971130371094,0.03373715945089757
93,0.09493689239025116,0.040300601900739176
94,0.04215240105986595,0.05043139387539599
95,-0.32996833324432373,0.05132822597676874
96,-0.32918834686279297,0.05604969376979937
97,0.023804984986782074,0.05494251319957762
98,-0.6440304517745972,0.05109567053854277
99,-0.4382820427417755,0.05185612460401267
100,-0.5570712089538574,0.052856008447729676
101,0.1882966160774231,0.05282853220696938
102,-0.1529741883277893,0.05062426610348469
103,0.5796236991882324,0.051279419218585004
104,-0.19252637028694153,0.05646204857444562
105,-0.3887815773487091,0.053926378035902854
106,-0.1813633292913437,0.04916907074973601
107,0.16287481784820557,0.04915108764519535
108,0.40869149565696716,0.05547454065469905
109,-0.1585925817489624,0.06974483632523759
110,-0.35644829273223877,0.0738221752903907
111,-0.06257528066635132,0.0780464413938754
112,-0.1176510900259018,0.07531662090813095
113,-0.3057638108730316,0.07047457233368533
114,-0.4027319550514221,0.06830227032734952
115,-0.29152417182922363,0.07065933474128828
116,0.0596211738884449,0.07047992608236536
117,0.3361974060535431,0.07128491024287223
118,-0.43926751613616943,0.07877889123548046
119,0.2334093302488327,0.07777607180570222
120,0.1228395327925682,0.07776516367476241
121,-0.1651574671268463,0.06279965153115101
122,-0.745126485824585,0.05403791974656811
123,0.07443585991859436,0.05528869060190074
124,-0.48670193552970886,0.05583892291446674
125,0.2134808450937271,0.05580964097148891
126,-0.333568811416626,0.05794692713833157
127,0.37098151445388794,0.054451858500527986
128,-0.17491790652275085,0.04426398099260823
129,0.007330987602472305,0.045091182682154174
130,0.039649996906518936,0.04090076029567054
131,-0.1845022737979889,0.03677629355860612
132,0.07034455984830856,0.03713116156282999
133,-0.0484013557434082,0.04448234424498416
134,-0.1961684226989746,0.05059649419218585
135,0.3391527235507965,0.05244309398099261
136,0.17205795645713806,0.056862101372756074
137,-0.07250309735536575,0.07453579725448786
138,-0.42568451166152954,0.09054031678986273
139,-0.1961345076560974,0.09042082365364308
140,0.05745485797524452,0.1012485005279831
141,-0.254698783159256,0.09860902851108765
142,-0.397429496049881,0.09704840549102428
143,-0.32841211557388306,0.09696393875395988
144,0.22383803129196167,0.09599787750791974
145,-0.6952765583992004,0.09269325237592398
146,0.01845037192106247,0.09340443505807815
147,0.22081473469734192,0.09570851108764519
148,-0.21472100913524628,0.09142989440337909
149,0.11855506896972656,0.08861549102428723
150,-0.2885781526565552,0.09038076029567053
151,0.18219752609729767,0.09035912354804647
152,-0.276174396276474,0.09237189017951425
153,0.1812027543783188,0.09765232312565998
154,0.29153457283973694,0.11174784582893348
