timestep,action,reward
1,0.27153480052948,-4e-05
2,0.1605200469493866,-0.003308181818181818
3,0.05354733392596245,-0.012382272727272728
4,0.018198005855083466,-0.008566818181818182
5,0.014082005247473717,-0.008569545454545455
6,-0.017556730657815933,-0.008081363636363637
7,0.443808913230896,-0.006114545454545455
8,0.2100962996482849,-0.015123181818181819
9,0.09771382063627243,-0.009398636363636364
10,-0.022008955478668213,0.0065436363636363635
11,0.03979910537600517,-0.012277272727272727
12,0.055938489735126495,-0.014802727272727273
13,-0.12521344423294067,-0.033972272727272726
14,0.03643574193120003,-0.024975
15,-0.18397101759910583,-0.023670454545454547
16,-0.18566720187664032,-0.027557727272727272
17,0.09945661574602127,-0.03758909090909091
18,-0.0804826095700264,-0.03002
19,0.2487720549106598,-0.023037727272727272
20,0.09107843786478043,-0.02686181818181818
21,-0.15414394438266754,-0.03384954545454545
22,-0.14910466969013214,-0.022624545454545456
23,0.0778731256723404,-0.02692590909090909
24,0.14236733317375183,-0.029028636363636364
25,0.016766104847192764,-0.020440454545454546
26,-0.10604351758956909,-0.016090454545454547
27,-0.13117162883281708,-0.009981363636363637
28,-0.07749605178833008,-0.019118636363636362
29,0.13571862876415253,-0.02215318181818182
30,0.21456541121006012,-0.022167727272727273
31,-0.3370618522167206,-0.012971818181818182
32,0.2732168734073639,-0.012995909090909091
33,-0.11011966317892075,-0.017826818181818183
34,0.1983363926410675,-0.020455
35,-0.007332377135753632,-0.01667090909090909
36,-0.049111634492874146,-0.02901090909090909
37,0.21120405197143555,-0.026752727272727272
38,0.023935817182064056,-0.026073636363636365
39,-0.03408436477184296,-0.013461363636363636
40,0.332329124212265,-0.01216090909090909
41,-0.017314061522483826,-0.010604545454545455
42,0.10481324791908264,-0.03379181818181818
43,0.06590375304222107,-0.03952181818181818
44,0.30209052562713623,-0.03784863636363636
45,-0.0867186039686203,-0.05434409090909091
46,0.10075752437114716,-0.05680409090909091
47,0.12095049023628235,-0.06112772727272727
48,-0.08511483669281006,-0.043988181818181815
49,-0.030351638793945312,-0.02278409090909091
50,0.1477324366569519,-0.021244545454545453
51,-0.15942637622356415,-0.02226909090909091
52,0.08066437393426895,-0.020229545454545455
53,0.19007423520088196,-0.016601818181818183
54,0.011806227266788483,-0.012627272727272727
55,0.04056407883763313,0.0012790909090909092
56,-0.009139254689216614,0.014698181818181819
57,0.27405574917793274,-0.0016745454545454546
58,0.08875003457069397,0.001868181818181818
59,0.10031045973300934,-0.017225454545454544
60,0.10462633520364761,-0.026546363636363635
61,0.1280849575996399,-0.04945818181818182
62,0.3069637417793274,-0.037733636363636365
63,-0.12738314270973206,-0.046935
64,0.7485324144363403,-0.05558818181818182
65,-0.01633196324110031,-0.06562090909090909
66,-0.0840076208114624,-0.03057590909090909
67,0.23316459357738495,-0.04299045454545455
68,-0.07582627236843109,-0.03660318181818182
69,-0.05772184580564499,-0.02577409090909091
70,0.16637104749679565,-0.00878
71,0.0911925882101059,-0.006328181818181818
72,0.2827562093734741,-0.004655454545454545
73,0.25072211027145386,-0.023752272727272726
74,0.26066941022872925,-0.025667272727272726
75,0.4617209732532501,-0.03867
76,-0.20015570521354675,-0.05945772727272727
77,0.028001081198453903,-0.059460454545454546
78,0.38722729682922363,-0.05538090909090909
79,0.07387172430753708,-0.04902
80,0.13432230055332184,-0.09002272727272727
81,0.2286762148141861,-0.07284363636363636
82,0.10515579581260681,-0.07675545454545454
83,-0.02167648822069168,-0.08078772727272727
84,0.10899668186903,-0.07004045454545454
85,0.14014318585395813,-0.07204318181818181
86,0.08540588617324829,-0.07511409090909091
