timestep,action,reward
1,0.38031846284866333,-5.409937888198758e-05
2,0.27956974506378174,-0.0009853416149068323
3,0.8018555641174316,-0.004986335403726708
4,0.02584868110716343,0.00153472049689441
5,0.1550278216600418,-0.01267863354037267
6,0.3063605725765228,-0.014905093167701864
7,0.3596111238002777,-0.010361428571428572
8,-0.4889729619026184,-0.003014409937888199
9,0.06896369904279709,-0.0065598757763975155
10,0.546813428401947,-0.011664347826086956
11,0.5351521968841553,-0.015457267080745341
12,0.03994809836149216,-0.017631863354037266
13,-0.06200667470693588,-0.015537142857142857
14,-1.2862577438354492,-1
15,0.01945701614022255,-0.009388757763975155
16,-0.9602388143539429,-0.014849378881987578
17,-0.12505751848220825,-0.01437329192546584
18,0.8455083966255188,-0.01510968944099379
19,1.3227286338806152,-1
20,0.823305606842041,-0.04296546583850932
21,0.5294130444526672,-0.023986211180124225
22,0.43288564682006836,-0.030011739130434784
23,-0.8011146187782288,-0.03128621118012422
24,-0.5297629237174988,-0.03169248447204969
25,0.30010706186294556,-0.031097080745341614
26,0.21628807485103607,-0.03288
27,-0.01879921182990074,-0.0316788198757764
28,1.6913875341415405,-1
29,0.23451608419418335,-0.03348447204968944
30,-0.4880395233631134,-0.03023968944099379
31,-0.74464350938797,-0.029101739130434782
32,-0.2103688269853592,-0.02904136645962733
33,-0.7839612364768982,-0.0289788198757764
34,-0.34064027667045593,-0.028738757763975154
35,-0.46006473898887634,-0.028784347826086958
36,-0.25181010365486145,-1
37,-0.23016513884067535,-1
38,0.6982018947601318,-0.02888086956521739
39,0.6046491265296936,-0.029744347826086957
40,0.25241872668266296,-0.02974863354037267
41,0.7314659953117371,-0.03522298136645963
42,0.9973921775817871,-0.03055496894409938
43,0.22919854521751404,-1
44,0.2916663587093353,-1
45,-0.05932836979627609,-0.035423664596273295
46,-0.7308014631271362,-0.043207329192546585
47,-0.7834522724151611,-0.04321919254658385
48,0.5816459655761719,-0.04323192546583851
49,-0.722330629825592,-0.03600204968944099
50,-0.13560603559017181,-0.03524857142857143
51,-0.25101205706596375,-0.03480385093167702
52,0.8463571667671204,-0.03602540372670807
53,-1.1647611856460571,-1
54,-0.20118489861488342,-0.04552670807453416
55,0.5915881991386414,-0.04636571428571429
56,0.012650888413190842,-0.04221732919254658
57,0.3915163576602936,-0.03387664596273292
