psbl_qty,qty,evlu_rate,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_lower
6.0122708e-05,0.0,0.0,0.05252826,0.05271812,0.050882794,0.98825336,0.0016454635,0.05208525,0.054290805,0.060251392,2.2583763e-05,0.058738995,0.049842615
9.8495686e-05,0.0,0.0,0.08595045,0.08657252,0.085432045,0.9681089,-0.00010367967,0.08545278,0.08846986,0.09853888,4.127987e-05,0.09522994,0.08170979
6.702405e-05,1.6119708e-05,-2.330431e-11,0.0683815,0.07007831,0.0683815,0.9791874,-0.0019513331,0.06948443,0.07200843,0.080500975,2.7657277e-05,0.07752891,0.06648796
3.2468168e-05,3.6797257e-05,2.0286441e-09,0.059019916,0.05916422,0.05793764,0.9850561,0.0008658178,0.058976624,0.060935535,0.06830942,2.4975512e-05,0.065374695,0.056496378
8.827016e-06,6.25247e-05,6.0699706e-10,0.059950154,0.061274204,0.05958236,0.9844367,-0.00022067541,0.060288522,0.061870027,0.069487005,3.1359137e-05,0.06628425,0.057455808
4.691438e-05,4.316123e-05,2.1720765e-09,0.0766581,0.07787787,0.07647044,0.974651,0.00018765753,0.0766581,0.078562826,0.08842266,4.0988358e-05,0.08380452,0.073321134
2.3276727e-05,2.1851622e-05,7.184938e-09,0.039855458,0.03990296,0.03923791,0.9935025,0.0010450776,0.038905386,0.03963219,0.044665977,2.4095989e-05,0.041922253,0.037342127
1.0988536e-05,3.2049895e-05,9.8409405e-09,0.03891773,0.03891773,0.037956234,0.99391764,0.0005036412,0.03790129,0.038146242,0.04297662,2.2434926e-05,0.04022861,0.036063876
7.0822854e-05,1.0239449e-05,7.650315e-09,0.071420155,0.0718468,0.070737526,0.9788785,-0.0011092736,0.070959374,0.07088685,0.07998147,5.0374798e-05,0.07420344,0.06757026
9.647863e-06,2.9363062e-05,4.9977738e-09,0.03594878,0.036661882,0.035529304,0.99482894,0.00083894463,0.035235677,0.03477845,0.039273795,2.5647736e-05,0.036061488,0.03349541
3.2692144e-05,6.706081e-06,-9.504013e-09,0.03432675,0.035542227,0.03420101,0.99498755,-0.0015926942,0.03522369,0.03469978,0.039115313,2.0553493e-05,0.035965215,0.03343434
5.8246686e-05,1.1948038e-05,-1.7538e-08,0.060860317,0.061831098,0.060636293,0.984195,-0.00029870094,0.062398627,0.06172655,0.06944174,3.4210825e-05,0.06397148,0.05948162
2.288088e-05,3.0889187e-05,-1.3697755e-08,0.046505388,0.0467914,0.045933366,0.9908542,-0.0001144044,0.047374863,0.047217555,0.05298163,2.6732687e-05,0.0489505,0.04548461
3.7255144e-05,2.8286313e-05,-2.2328898e-08,0.0552618,0.05588272,0.055192806,0.98683494,-0.0008278921,0.056641616,0.056765802,0.06363731,3.3947956e-05,0.058772765,0.054758836
3.564626e-05,8.683062e-06,-2.3489102e-08,0.034960754,0.03573766,0.03477795,0.9944634,-0.0016452118,0.036679085,0.03750626,0.041944522,1.5386544e-05,0.03924458,0.035767943
3.059024e-05,1.062161e-05,-2.1738538e-08,0.032544617,0.032672074,0.03152494,0.99529463,4.248644e-05,0.033649262,0.034758158,0.038783044,1.4517979e-05,0.036666155,0.03285016
2.4880348e-05,1.0512824e-05,-2.2257067e-08,0.025476076,0.0268077,0.025265818,0.9968953,-0.0013666671,0.0271371,0.028500265,0.031779096,1.1083287e-05,0.030596875,0.026403654
3.4861852e-05,1.4525772e-05,-3.1488504e-08,0.035007108,0.036411267,0.034813434,0.99417144,-0.00019367695,0.036624312,0.03911548,0.043645907,1.3098925e-05,0.042546667,0.0356843
2.4899085e-05,8.518108e-06,-2.1450163e-08,0.023654131,0.023916226,0.022998892,0.99739736,-3.2761953e-05,0.024263503,0.026296383,0.029344883,8.949607e-06,0.02890126,0.023691505
3.474831e-05,8.176074e-06,-3.0299077e-08,0.028452735,0.029801788,0.028084813,0.99603826,-0.0010628896,0.02971185,0.032591872,0.03636513,9.639912e-06,0.03635632,0.028827427
5.841775e-05,8.43812e-06,-4.6695583e-08,0.045760572,0.045890387,0.04491676,0.9901257,0.0005841775,0.046383694,0.05134271,0.05736623,1.2320616e-05,0.057771873,0.04491355
5.3646956e-05,1.5625327e-06,-3.9258072e-08,0.035677828,0.03697994,0.035677828,0.9937708,-0.0010416885,0.03678202,0.04082377,0.045715366,6.9445896e-06,0.0464242,0.03522334
1.5870579e-05,3.7692625e-05,-3.768942e-08,0.033278618,0.034369722,0.033080235,0.994502,-0.0006943378,0.03450859,0.03853823,0.04321757,6.583481e-06,0.044369828,0.032706626
5.552429e-06,3.972122e-05,-1.4387711e-08,0.030538358,0.030538358,0.028787207,0.99586314,0.0018792836,0.029658511,0.032968614,0.03697633,9.225574e-06,0.03805003,0.027887197
3.229977e-05,3.9028888e-05,-2.0642721e-08,0.04831507,0.049055275,0.047507577,0.9896064,0.00020187355,0.04702308,0.051615704,0.057867054,1.7839988e-05,0.059654057,0.043577354
3.715753e-05,5.890828e-05,-2.9140612e-08,0.06488974,0.06552413,0.063983455,0.98124063,-0.00018125624,0.06353031,0.06905863,0.0774085,2.4252597e-05,0.079854414,0.058262844
5.979563e-05,2.906732e-05,-3.25369e-08,0.058799036,0.059214283,0.05788549,0.9845276,-0.00066439586,0.058599718,0.06273974,0.07044811,2.1615619e-05,0.07235907,0.053120397
5.8287e-05,2.1396494e-05,-3.1911874e-08,0.051572926,0.0524583,0.051572926,0.9879506,-0.0006640291,0.052473057,0.05518082,0.06214821,1.946999e-05,0.06327563,0.04708601
