timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.6521723,-1.0,20191212, 098460.csv,103400.0,106100.0,0.0,89600000,89600000.0,0,0.0,0.0,0.0,0.0,0,-1.9723865877712032,0.0,0.0,0,0.0,0.0,wrong
2,0.1484615,0.42009523368339075,20191213, 098460.csv,106100.0,105500.0,128.0,76362921.0,89943721.0,128.0,0.0,-0.002097098214285714,-0.002097098214285714,0.3857223746913175,0.5247473642913346,-4.251491293762328,0.3836171875,0.3857223746913175,0.001486711251615036,-1639.821268217888,0.0,buy
3,-0.19723348,0.001101843004509795,20191216, 098460.csv,105500.0,103300.0,103.0,79011067.0,89877567.0,25.0,-0.08538672755155415,0.3787578125,0.380862897783314,0.016673768964687502,0.0013891071536824562,-3.7336079067166805,0.3097845982142857,-0.06871295858686664,-4.7213592180850306e-05,-7.688029277856014,0.0,sell
4,-0.3094803,0.022635000301209598,20191217, 098460.csv,103300.0,104100.0,72.0,82276198.0,89713798.0,31.0,-0.25212075444810383,0.3037924107142857,-0.07468253584662209,0.07587047513480608,0.028371398717879748,-1.7467605619540714,0.12700669642857143,-0.17625027931329776,-0.00031059336547101246,-8.047039536077532,-36.04600680131232,sell
5,0.36787456,0.230246550698092,20191218, 098460.csv,104100.0,105200.0,364.0,52108315.0,90000715.0,292.0,0.06420417068955213,0.12222656250000001,-0.18101593553993192,0.2603990779179116,0.28754490892963647,-2.2154953309911245,0.44722656250000004,0.32460324860746376,0.0010531177719140805,-8.539924421385521,-20.18060936711658,buy
6,0.04566422,0.0033317972447643343,20191219, 098460.csv,105200.0,102800.0,386.0,49817790.0,90424990.0,22.0,0.44488535452190575,0.4468638392857143,0.3242409681960715,0.026890378894360578,0.003608934470794134,-2.826786748908143,0.9207477678571429,0.47177573341626633,0.002223248340645134,-6.0149958327806194,-15.775892304972768,buy
7,-0.7277791,0.7492231501864621,20191220, 098460.csv,102800.0,103500.0,106.0,79225424.0,90122224.0,280.0,-1.0244955515062815,0.8667678571428571,0.4180359662885906,0.743006833804235,0.9367269490201907,-0.7978313257255564,0.5828392857142858,-0.2814887177020465,-0.000792045148452325,-3.666746945430816,-10.72787289231787,sell
8,-0.65724474,-0.011403887756608989,20191223, 098460.csv,103500.0,101500.0,37.0,86306978.0,90136478.0,69.0,0.08233263306950792,0.5698415178571429,-0.2943747931987369,-0.05359016955984094,-0.014256925010251664,-1.4722581493026208,0.5987477678571429,0.028742463509666978,8.26125796171695e-06,-4.617360435034928,-9.98935581906787,sell
9,-0.26374346,0.0015856812673716637,20191224, 098460.csv,101500.0,106200.0,28.0,87236949.0,90078949.0,9.0,-0.08209772740399286,0.5970412946428572,0.027045659389733356,0.01996866357105055,0.0019917514494018906,0.435921965254297,0.5345412946428572,-0.06212906383294231,-3.8599460749244585e-05,-4.605008214569602,-9.462343346867577,sell
10,0.12733348,0.642272683180882,20191226, 098460.csv,106200.0,105000.0,137.0,76171878.0,90721278.0,109.0,0.1460940668834846,0.5327879464285714,-0.06387200596297003,0.5687357986128224,0.8015666578617672,-3.4823014713651737,1.2514263392857141,0.714829865496307,0.005096784457341186,-5.008732348313893,-10.648394672379595,buy
