timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,0.3669625,-0.005714171201807515,-0.5864194127711434,-0.01,-0.591594017094017,-0.01,1.369190296631473,0.018572191987949904,-1.37214994430542,-0.01,buy,4065.0,23398782.0,-0.005205128205128205,-0.005205128205128205,-0.5864194127711434,2111.0,True,-1355.28078817734,0.0,-0.005714171201807515
2,-0.6607426,-0.008783033112594022,-0.3894477554261297,-0.01,-0.43155128205128207,-0.01,-0.06390422322775269,-0.01,0.46604999899864197,0.0021696688740597825,sell,4000.0,23252412.0,-0.6307179487179487,-0.6255453809518803,0.20043081982204686,1394.0,True,-14.515543510332373,-13.743160885799112,-0.008783033112594022
3,0.10959244,-0.008245311114347295,-0.05890990709422364,-0.01,-0.5681581196581197,-0.01,0.41223403720462537,0.0016979259043513606,-0.3164999783039093,-0.01,buy,4065.0,23298701.0,-0.43290170940170936,0.19907182102226642,-0.1358444833469471,549.0,True,-13.051684872635239,-13.04413728268383,-0.008245311114347295
4,0.01725597,-0.007780104700004362,-0.004964265114665176,-0.01,-0.6544358974358975,-0.01,0.6936033182503771,0.0047993019999709174,-0.20144999027252197,-0.01,buy,4040.0,23267007.0,-0.5683461538461538,-0.13603333507735044,-0.08658182807956348,77.0,True,-14.935004765134675,-15.52239056381892,-0.007780104700004362
5,0.34173816,-0.007357476879658252,-0.09769746413464014,-0.01,-0.8412735042735042,-0.01,0.8744127702362998,0.0076168208022783235,-0.42854997515678406,-0.01,buy,4025.0,23245997.0,-0.6581324786324786,-0.09029953874170409,-0.18435432130529827,1514.0,True,-16.71305095383705,-17.501347503616664,-0.007357476879658252
6,0.22379637,-0.006961564935068652,-0.04234704332589917,-0.01,-1.067991452991453,-0.01,1.01534188034188,0.010256233766208989,-0.5267999768257141,-0.01,buy,4010.0,23202770.0,-0.842863247863248,-0.18595459682800441,-0.22704185750235853,655.0,True,-18.960001775003366,-20.655429291510114,-0.006961564935068652
7,0.19788179,-0.006205855468811209,-0.05845035417489547,-0.01,-1.5771581196581195,-0.01,1.2414693313222729,0.01529429687459194,-1.1888999938964844,-0.01,buy,3995.0,23149835.0,-1.0690811965811966,-0.22814086421578111,-0.5135673753182258,451.0,True,-21.245673363448997,-24.00639772375472,-0.006205855468811209
8,0.047112178,-0.005499742785822107,-0.009336182118317271,-0.01,-2.009948717948718,-0.01,1.4214238310708902,0.02000171476118595,-1.0122499465942383,-0.01,buy,3965.0,23030897.0,-1.577363247863248,-0.5137747202085889,-0.4395182697399932,86.0,True,-21.594969473759356,-24.736601410445214,-0.005499742785822107
9,-0.08187708,0.0020132763459969278,0.03605075649974676,0.00647721702602877,-2.4163205128205125,-0.01,1.6277971342383108,0.02614926357056946,-0.9294999837875366,-0.01,sell,3940.0,22927531.0,-2.019098290598291,-0.44881447735188085,-0.4054078042681526,331.0,True,-23.158694236061855,-27.165996025261112,0.0020132763459969278
10,0.0059804656,-0.004160063435090908,-0.0005255616511066485,-0.01,-2.575747863247863,-0.01,1.7134678230266465,0.028932910432727277,-0.37299999594688416,-0.01,buy,3915.0,22834575.0,-2.416346153846154,-0.4054339736799396,-0.16334878139838382,12.0,True,-25.26042505797305,-30.272218058982496,-0.004160063435090908
