,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,125000,126500,122500,3919,2000,123100.0,129400.0,135208.33333333334,32.0,148532.6945305673,129400.0,110267.3054694327
1,20181220,121500,126000,118000,6975,-3500,123000.0,128200.0,134483.33333333334,30.37974683544304,146114.79835220033,128200.0,110285.20164779968
2,20181221,122000,123500,120500,2236,500,122900.0,126975.0,133766.66666666666,34.72222222222222,142963.98058038723,126975.0,110986.01941961276
3,20181224,121500,125000,120000,3717,-500,122600.0,125925.0,133125.0,40.98360655737705,140382.7833709044,125925.0,111467.2166290956
4,20181226,120000,121000,116500,5354,-1500,122000.0,125000.0,132441.66666666666,40.322580645161295,138453.6240470737,125000.0,111546.37595292628
5,20181227,119500,125000,118000,5595,-500,120900.0,123975.0,131783.33333333334,47.169811320754725,135715.84749922252,123975.0,112234.15250077746
6,20181228,118500,122000,116000,5452,-1000,120300.0,122975.0,131125.0,47.169811320754725,132856.6749592364,122975.0,113093.3250407636
7,20190102,118000,121000,117000,4363,-500,119500.0,122025.0,130483.33333333331,54.34782608695652,129748.1793971136,122025.0,114301.8206028864
8,20190103,116500,119500,114000,4570,-1500,118500.0,121200.0,129800.0,51.02040816326531,127440.19230472908,121200.0,114959.80769527092
9,20190104,122000,124000,115000,9522,5500,118900.0,120950.0,129191.66666666669,42.85714285714287,126614.80361530742,120950.0,115285.19638469258
10,20190107,123000,124000,120500,6213,1000,119600.0,120800.0,128650.0,52.63157894736842,126066.87763290548,120800.0,115533.12236709452
11,20190108,123000,124500,121500,5708,0,120500.0,120900.0,128308.33333333331,51.35135135135136,126253.50352572968,120900.0,115546.49647427032
12,20190109,129000,130000,121500,8207,6000,122700.0,121350.0,128041.66666666669,62.5,127738.27050147376,121350.0,114961.72949852624
13,20190110,123500,130500,122000,5497,-5500,124100.0,121725.0,127675.0,50.84745762711864,127678.78031170114,121725.0,115771.21968829886
14,20190111,130000,133000,123500,12272,6500,125700.0,122425.0,127558.33333333331,57.35294117647059,128798.97050510904,122425.0,116051.02949489096
15,20190114,129000,134000,128500,4431,-1000,126900.0,122625.0,127450.0,61.90476190476191,129537.85035278504,122625.0,115712.14964721496
16,20190115,128000,134000,128000,6922,-1000,127900.0,122925.0,127408.33333333331,59.37499999999999,130213.8613651242,122925.0,115636.1386348758
