,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20150326,9460,9720,9460,2018737,-120,9558.0,9233.5,9672.5,9784.617954706611,9233.5,8682.382045293387
1,20150327,9300,9610,9210,2713432,-160,9448.0,9246.5,9672.0,9790.973139833362,9246.5,8702.026860166638
2,20150330,9080,9260,9000,2172321,-220,9362.0,9242.5,9658.333333333334,9790.619512515292,9242.5,8694.380487484708
3,20150331,9040,9160,8960,2194068,-40,9292.0,9236.5,9642.333333333334,9790.694009350516,9236.5,8682.305990649484
4,20150401,9040,9120,8870,2192607,0,9184.0,9230.5,9614.666666666666,9790.445533065496,9230.5,8670.554466934505
5,20150402,8910,9050,8770,3229484,-130,9074.0,9216.5,9584.833333333334,9793.536393999546,9216.5,8639.463606000454
6,20150403,9000,9070,8900,1598265,90,9014.0,9205.5,9557.333333333334,9790.187095804244,9205.5,8620.812904195756
7,20150406,9300,9420,9050,3619413,300,9058.0,9219.0,9536.5,9799.306815400269,9219.0,8638.693184599733
8,20150407,9280,9360,9140,1497286,-20,9106.0,9238.0,9508.666666666666,9799.875431034316,9238.0,8676.124568965683
9,20150408,9270,9350,9190,1877889,-10,9152.0,9249.5,9479.833333333334,9804.061989321302,9249.5,8694.938010678698
10,20150409,9500,9530,9230,1993907,230,9270.0,9277.0,9467.333333333334,9823.922297954654,9277.0,8730.077702045346
11,20150410,9480,9560,9400,2067390,-20,9366.0,9304.5,9453.666666666666,9833.894937641076,9304.5,8775.105062358924
12,20150413,9820,9930,9390,4065053,340,9470.0,9352.5,9447.333333333334,9886.049435385326,9352.5,8818.950564614674
13,20150414,9740,10000,9600,2363802,-80,9562.0,9386.5,9439.666666666666,9927.767955822252,9386.5,8845.232044177748
14,20150415,9720,9910,9650,1897607,-20,9652.0,9398.5,9435.0,9957.866606082272,9398.5,8839.133393917728
15,20150416,9480,9760,9450,2525993,-240,9648.0,9387.5,9424.666666666666,9931.149703393648,9387.5,8843.850296606353
16,20150417,9320,9480,9290,2191196,-160,9616.0,9361.0,9412.5,9861.875233965506,9361.0,8860.124766034494
17,20150420,9740,9780,9330,2951219,420,9600.0,9372.5,9402.333333333334,9896.55629468598,9372.5,8848.44370531402
18,20150421,9440,9700,9420,2576933,-300,9540.0,9375.0,9390.5,9899.842833617837,9375.0,8850.157166382163
19,20150422,9280,9590,9070,2175719,-160,9452.0,9360.0,9373.5,9877.648529409676,9360.0,8842.351470590324
20,20150423,9370,9430,9280,1401401,90,9430.0,9355.5,9366.0,9871.15395373254,9355.5,8839.846046267461
21,20150424,9520,9740,9420,2854838,150,9470.0,9366.5,9363.833333333334,9886.318237463827,9366.5,8846.681762536173
22,20150427,9670,9820,9530,2820065,150,9456.0,9396.0,9362.166666666666,9914.397530858318,9396.0,8877.602469141682
23,20150428,9580,9820,9550,2457981,-90,9484.0,9423.0,9362.166666666666,9920.2363623067,9423.0,8925.7636376933
