,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20161104,4980,5100,4920,72981,-60,5148.0,5665.0,6385.5,6406.039809996737,5665.0,4923.960190003263
1,20161107,4965,5020,4930,35726,-15,5091.0,5609.75,6331.75,6385.716977390146,5609.75,4833.783022609854
2,20161108,5000,5240,4975,60124,35,5013.0,5554.75,6282.583333333333,6339.807163523778,5554.75,4769.692836476222
3,20161109,4645,5150,4090,161355,-355,4926.0,5480.0,6227.0,6311.258082667471,5480.0,4648.741917332529
4,20161110,4865,4925,4645,27760,220,4891.0,5415.75,6174.916666666667,6228.364761126082,5415.75,4603.135238873918
5,20161111,4865,4950,4780,23425,0,4868.0,5354.0,6119.5,6136.378425060405,5354.0,4571.621574939595
6,20161114,4880,4885,4815,17612,15,4851.0,5298.5,6063.166666666667,6049.386809046477,5298.5,4547.613190953523
7,20161115,4815,4970,4800,30482,-65,4814.0,5244.25,6008.416666666667,5969.820637498514,5244.25,4518.679362501486
8,20161116,4940,5020,4810,16147,125,4873.0,5205.75,5958.916666666667,5909.776100368445,5205.75,4501.723899631555
9,20161117,4940,5000,4885,6651,0,4888.0,5166.75,5910.083333333333,5838.168461170081,5166.75,4495.331538829919
10,20161118,4935,4945,4870,18954,-5,4902.0,5124.0,5862.333333333333,5737.633441070481,5124.0,4510.366558929519
11,20161121,4815,4920,4800,14932,-120,4889.0,5075.75,5813.75,5623.71236184614,5075.75,4527.78763815386
12,20161122,4895,4975,4750,20666,80,4905.0,5038.0,5764.333333333333,5522.916487655349,5038.0,4553.083512344651
13,20161123,4750,4940,4750,36775,-145,4867.0,5000.5,5714.166666666667,5451.519955212627,5000.5,4549.480044787373
14,20161124,4780,4800,4565,15801,30,4835.0,4964.0,5669.0,5358.836675094905,4964.0,4569.163324905095
15,20161125,4680,4825,4615,61980,-100,4784.0,4925.5,5628.166666666667,5270.259336349286,4925.5,4580.740663650714
16,20161128,4680,4720,4540,51450,0,4757.0,4897.0,5590.0,5223.502679927746,4897.0,4570.497320072254
17,20161129,4860,4860,4660,23611,180,4750.0,4870.5,5559.666666666667,5105.997346057233,4870.5,4635.002653942767
18,20161130,4995,5050,4760,15330,135,4799.0,4866.25,5531.083333333333,5089.204591789449,4866.25,4643.295408210551
19,20161201,4965,5050,4900,18968,-30,4836.0,4862.5,5511.333333333333,5075.959598050778,4862.5,4649.040401949222
20,20161202,4905,5050,4905,18718,-60,4881.0,4858.75,5493.916666666667,5066.376467484278,4858.75,4651.123532515722
21,20161205,4910,4975,4880,15836,5,4927.0,4856.0,5479.916666666667,5059.337158433967,4856.0,4652.662841566033
22,20161206,4800,4935,4725,41308,-110,4915.0,4846.0,5466.416666666667,5039.458005779032,4846.0,4652.541994220968
23,20161207,4900,4965,4750,32433,100,4896.0,4858.75,5454.25,5029.860344514877,4858.75,4687.639655485123
24,20161208,4905,5070,4900,25635,5,4884.0,4860.75,5440.333333333333,5033.03682480097,4860.75,4688.46317519903
25,20161209,4985,5000,4890,18572,80,4900.0,4866.75,5428.916666666667,5047.367690163505,4866.75,4686.132309836495
26,20161212,5050,5200,4625,220476,65,4928.0,4875.25,5416.416666666667,5072.771517815148,4875.25,4677.728482184852
27,20161213,5030,5130,4960,51286,-20,4974.0,4886.0,5402.916666666667,5092.436430893386,4886.0,4679.563569106614
28,20161214,4925,5140,4920,54568,-105,4979.0,4885.25,5387.666666666667,5091.0041008096805,4885.25,4679.49589919032
29,20161215,4975,5060,4900,25086,50,4993.0,4887.0,5371.416666666667,5095.168201221993,4887.0,4678.831798778007
30,20161216,4950,5030,4940,30857,-25,4986.0,4887.75,5349.75,5096.7111207856615,4887.75,4678.7888792143385
31,20161219,5070,5080,4915,35566,120,4990.0,4900.5,5329.583333333333,5120.951808792761,4900.5,4680.048191207239
32,20161220,5070,5150,5050,35827,0,4998.0,4909.25,5309.916666666667,5141.699456871811,4909.25,4676.800543128189
33,20161221,5070,5100,5000,7768,0,5027.0,4925.25,5293.083333333333,5155.694678827696,4925.25,4694.805321172304
34,20161222,5120,5150,5000,47845,50,5056.0,4942.25,5278.25,5177.440879925221,4942.25,4707.059120074779
35,20161223,5280,5280,5050,84542,160,5122.0,4972.25,5266.083333333333,5218.775353665703,4972.25,4725.724646334297
36,20161226,5480,5710,5330,111843,200,5204.0,5012.25,5257.416666666667,5310.335138844593,5012.25,4714.164861155407
37,20161227,5560,5670,5440,65428,80,5302.0,5047.25,5249.75,5420.512307231791,5047.25,4673.987692768209
38,20161228,5450,5570,5300,49249,-110,5378.0,5070.0,5238.916666666667,5481.278494453576,5070.0,4658.721505546424
39,20161229,5380,5510,5370,37140,-70,5430.0,5090.75,5225.25,5520.217984837054,5090.75,4661.282015162946
40,20170102,5390,5400,5220,24713,10,5452.0,5115.0,5212.916666666667,5554.431450854397,5115.0,4675.568549145603
41,20170103,5500,5550,5360,27666,110,5456.0,5144.5,5203.416666666667,5603.6938588439525,5144.5,4685.306141156048
42,20170104,5560,5940,5450,238454,60,5456.0,5182.5,5194.416666666667,5647.123503495034,5182.5,4717.876496504966
43,20170105,5680,5780,5600,51510,120,5502.0,5221.5,5186.75,5714.7859211451305,5221.5,4728.2140788548695
44,20170106,5680,5770,5650,39806,0,5562.0,5260.25,5178.916666666667,5769.499202257598,5260.25,4751.000797742402
45,20170109,5650,5740,5600,27218,-30,5614.0,5293.5,5171.416666666667,5813.25090187512,5293.5,4773.74909812488
46,20170110,5460,5650,5420,38569,-190,5606.0,5314.0,5162.583333333333,5826.001953121275,5314.0,4801.998046878725
47,20170111,5550,5600,5400,26579,90,5604.0,5340.0,5156.75,5844.430371805664,5340.0,4835.5696281943365
48,20170112,5580,5600,5500,25956,30,5584.0,5372.75,5154.583333333333,5849.441462059056,5372.75,4896.058537940944
49,20170113,5590,5700,5470,55838,10,5566.0,5403.5,5152.416666666667,5852.1100756782,5403.5,4954.8899243218
50,20170116,5430,5600,5410,29074,-160,5522.0,5427.5,5146.416666666667,5824.93552936294,5427.5,5030.06447063706
51,20170117,5350,5600,5210,48772,-80,5500.0,5441.5,5139.25,5805.932435438999,5441.5,5077.067564561001
52,20170118,5240,5380,5240,15804,-110,5438.0,5450.0,5132.416666666667,5786.214217426926,5450.0,5113.785782573074
53,20170119,5250,5340,5160,51717,10,5372.0,5459.0,5128.25,5762.044551180185,5459.0,5155.955448819815
54,20170120,5200,5350,5170,12055,-50,5294.0,5463.0,5123.083333333333,5749.712399452832,5463.0,5176.287600547168
55,20170123,5260,5300,5170,16785,60,5260.0,5462.0,5119.916666666667,5751.385555962975,5462.0,5172.614444037025
56,20170124,5170,5280,5130,17133,-90,5224.0,5446.5,5118.583333333333,5762.365477695807,5446.5,5130.6345223041935
57,20170125,5170,5230,5100,15433,0,5210.0,5427.0,5114.916666666667,5760.112593577607,5427.0,5093.887406422393
58,20170126,5260,5290,5130,25010,90,5212.0,5417.5,5117.916666666667,5758.197813318489,5417.5,5076.802186681511
59,20170131,5260,5320,5170,10144,0,5224.0,5411.5,5121.583333333333,5758.790944310386,5411.5,5064.209055689614
60,20170201,5300,5300,5120,33235,40,5232.0,5407.0,5126.916666666667,5757.60519106254,5407.0,5056.39480893746
61,20170202,5370,5750,5280,91117,70,5272.0,5400.5,5133.666666666667,5748.780059722058,5400.5,5052.219940277942
62,20170203,5300,5410,5250,16293,-70,5298.0,5387.5,5138.666666666667,5730.362946379453,5387.5,5044.637053620547
63,20170206,5320,5440,5210,23617,20,5310.0,5369.5,5149.916666666667,5685.82103945201,5369.5,5053.17896054799
64,20170207,5210,5380,5210,15247,-110,5300.0,5346.0,5155.666666666667,5635.233469709161,5346.0,5056.766530290839
65,20170208,5220,5250,5150,16744,10,5284.0,5324.5,5161.583333333333,5582.374000240427,5324.5,5066.625999759573
66,20170209,5270,5300,5150,13032,50,5264.0,5315.0,5168.083333333333,5566.117502376876,5315.0,5063.882497623124
67,20170210,5200,5400,5160,12356,-70,5244.0,5297.5,5174.5,5528.660117667387,5297.5,5066.339882332613
68,20170213,3925,4800,3770,582152,-1275,4965.0,5214.75,5157.583333333333,5836.710408707821,5214.75,4592.789591292179
69,20170214,3975,4050,3925,224547,50,4718.0,5134.0,5141.5,5933.991249952148,5134.0,4334.008750047852
70,20170215,4030,4030,3935,137066,55,4480.0,5064.0,5126.416666666667,5984.122817889003,5064.0,4143.877182110997
71,20170216,4055,4090,3980,41531,25,4237.0,4999.25,5113.75,6007.770079125845,4999.25,3990.729920874155
72,20170217,4075,4110,3990,49653,20,4012.0,4941.0,5100.083333333333,6019.33019061881,4941.0,3862.6698093811897
73,20170220,4100,4130,4050,59503,25,4047.0,4883.5,5089.25,6011.299184252232,4883.5,3755.700815747768
74,20170221,4105,4130,4060,65743,5,4073.0,4828.75,5078.0,5995.419940471597,4828.75,3662.080059528402
75,20170222,3920,4135,3840,295308,-185,4051.0,4761.75,5065.333333333333,5974.652613567965,4761.75,3548.847386432035
76,20170223,3900,3950,3825,142251,-20,4020.0,4698.25,5052.333333333333,5951.3233218770565,4698.25,3445.176678122944
77,20170224,3960,4015,3880,177120,60,3997.0,4637.75,5037.333333333333,5910.55978547464,4637.75,3364.94021452536
78,20170227,3230,3440,3175,149063,-175,3823.0,4536.25,5007.916666666667,5913.838018966483,4536.25,3158.661981033517
79,20170228,3445,4145,3185,1721681,215,3691.0,4445.5,4982.583333333333,5859.080206426222,4445.5,3031.9197935737784
80,20170302,3605,3980,3450,603938,160,3628.0,4360.75,4960.916666666667,5762.439248728119,4360.75,2959.0607512718807
81,20170303,3490,3600,3385,133094,-115,3546.0,4266.75,4937.25,5636.9006304052855,4266.75,2896.599369594715
82,20170306,3400,3535,3385,67939,-90,3434.0,4171.75,4913.916666666667,5505.145196481523,4171.75,2838.3548035184767
83,20170307,3335,3450,3270,46582,-65,3455.0,4072.5,4887.833333333333,5343.27732117,4072.5,2801.7226788300004
84,20170308,3350,3350,3270,38701,15,3436.0,3979.5,4861.916666666667,5173.610128924463,3979.5,2785.389871075536
85,20170309,3510,3670,3335,147230,160,3417.0,3894.0,4837.333333333333,4958.413453503854,3894.0,2829.586546496146
86,20170310,3540,3595,3200,101235,30,3427.0,3807.5,4812.166666666667,4673.199139424315,3807.5,2941.800860575685
87,20170313,3525,3580,3510,21551,-15,3452.0,3723.75,4787.083333333333,4314.959565213554,3723.75,3132.540434786445
88,20170314,3540,3585,3440,71061,15,3493.0,3704.5,4764.0,4293.311514833058,3704.5,3115.6884851669424
89,20170315,3840,4335,3630,1167911,300,3591.0,3697.75,4745.083333333333,4277.0208779146415,3697.75,3118.479122085358
90,20170316,3840,3915,3720,138294,0,3657.0,3688.25,4726.583333333333,4251.42204298509,3688.25,3125.0779570149098
91,20170317,3865,3950,3750,103310,25,3722.0,3678.75,4706.5,4222.945507147937,3678.75,3134.554492852063
92,20170320,4020,4550,3805,813928,155,3821.0,3676.0,4689.0,4212.6619047407785,3676.0,3139.338095259222
93,20170321,4020,4100,3975,96149,0,3917.0,3672.0,4671.5,4197.02761832117,3672.0,3146.97238167883
94,20170322,3800,4090,3800,192401,-220,3909.0,3656.75,4649.5,4147.160797189458,3656.75,3166.339202810542
95,20170323,4000,4245,3825,377215,200,3941.0,3660.75,4628.166666666667,4160.892729628254,3660.75,3160.607270371747
96,20170324,3930,4030,3870,62685,-70,3954.0,3662.25,4602.333333333333,4165.424671461114,3662.25,3159.075328538886
97,20170327,3750,4000,3735,74844,-180,3900.0,3651.75,4572.166666666667,4138.116888264405,3651.75,3165.383111735596
98,20170328,3660,3750,3600,105907,-90,3828.0,3673.25,4542.333333333333,4119.504131633535,3673.25,3226.9958683664654
99,20170329,3795,3980,3645,153682,135,3827.0,3690.75,4515.916666666667,4127.170382200465,3690.75,3254.329617799535
100,20170330,3835,3900,3730,46645,40,3794.0,3702.25,4490.0,4141.140362163491,3702.25,3263.359637836509
101,20170331,3755,3890,3715,64453,-80,3759.0,3715.5,4460.916666666667,4143.832814526275,3715.5,3287.167185473725
102,20170403,3705,3800,3635,80933,-50,3750.0,3730.75,4430.0,4134.052305969108,3730.75,3327.447694030892
103,20170404,3730,3790,3620,39810,25,3764.0,3750.5,4397.5,4110.734645751904,3750.5,3390.265354248096
104,20170405,3750,3765,3700,24287,20,3755.0,3770.5,4365.333333333333,4080.482257556783,3770.5,3460.517742443217
105,20170406,3750,3790,3690,41796,0,3738.0,3782.5,4333.666666666667,4068.900069832394,3782.5,3496.099930167606
106,20170407,3620,3775,3550,121210,-130,3711.0,3786.5,4303.0,4061.238057065271,3786.5,3511.761942934729
107,20170410,3440,3620,3410,83121,-180,3658.0,3782.25,4267.833333333333,4075.0720449351447,3782.25,3489.4279550648557
108,20170411,3380,3440,3320,54557,-60,3588.0,3774.25,4231.166666666667,4099.999520337329,3774.25,3448.500479662671
109,20170412,3490,3515,3330,30173,110,3536.0,3756.75,4196.166666666667,4103.423838066849,3756.75,3410.0761619331506
110,20170413,3610,3640,3485,38094,120,3508.0,3745.25,4165.833333333333,4095.356769428984,3745.25,3395.143230571016
111,20170414,3580,3630,3555,15741,-30,3500.0,3731.0,4136.333333333333,4083.64146097701,3731.0,3378.35853902299
112,20170417,3550,3580,3500,31386,-30,3522.0,3707.5,4108.166666666667,4042.1565403514473,3707.5,3372.8434596485527
113,20170418,3600,3635,3445,21362,50,3566.0,3686.5,4080.6666666666665,3991.4770483167545,3686.5,3381.522951683245
114,20170419,3605,3625,3560,36586,5,3589.0,3676.75,4054.0833333333335,3979.045798846097,3676.75,3374.454201153903
115,20170420,4685,4685,3600,3169442,1080,3804.0,3711.0,4044.5,4229.754277090801,3711.0,3192.245722909199
116,20170421,4485,5130,4380,2121012,-200,3985.0,3738.75,4033.0833333333335,4352.141188394486,3738.75,3125.358811605514
117,20170424,4310,4680,4270,797409,-175,4137.0,3766.75,4018.75,4428.832132367276,3766.75,3104.6678676327238
118,20170425,4320,4650,4225,1528114,10,4281.0,3799.75,4003.0833333333335,4501.843120604382,3799.75,3097.6568793956176
119,20170426,4210,4360,4155,353261,-110,4402.0,3820.5,3985.5833333333335,4544.9784330813445,3820.5,3096.0215669186555
120,20170427,4100,4270,4080,293134,-110,4285.0,3833.75,3965.5833333333335,4568.425948973423,3833.75,3099.074051026577
121,20170428,3900,4065,3860,290448,-200,4168.0,3841.0,3941.0833333333335,4575.28604780426,3841.0,3106.71395219574
122,20170502,3870,3955,3860,100247,-30,4080.0,3849.25,3917.25,4580.941704203348,3849.25,3117.558295796652
123,20170504,3930,3935,3660,407689,60,4002.0,3859.25,3894.0833333333335,4589.614806107194,3859.25,3128.885193892805
124,20170508,3920,3985,3915,181656,-10,3944.0,3867.75,3872.5833333333335,4596.7868646371735,3867.75,3138.713135362827
125,20170510,3825,3900,3710,378958,-95,3889.0,3871.5,3849.3333333333335,4598.845172528147,3871.5,3144.154827471853
