,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr
10,20141209,1349000,1357000,1319000,271062,30000,1313600.0,1251000.0,1191716.6666666667,80.75117370892019,1347829.7474952817,1251000.0,1154170.2525047183,1970.95,1977.15,1968.85,-0.40,541162,3920050,546.57,552.38,546.57,-0.88,513199,2178098,4740.69,4793.24,4722.91,2060.31,2075.78,2054.27
11,20141210,1317000,1346000,1317000,319556,-32000,1317400.0,1255350.0,1193666.6666666667,72.57383966244726,1355765.6860256405,1255350.0,1154934.3139743595,1945.56,1966.11,1943.27,-1.29,367890,3921968,541.96,548.21,540.42,-0.84,452662,2189383,4766.47,4768.41,4674.38,2059.82,2060.60,2034.17
12,20141211,1305000,1319000,1294000,409817,-12000,1318400.0,1260600.0,1195316.6666666667,67.37288135593221,1359864.0921985388,1260600.0,1161335.9078014612,1916.59,1937.23,1916.49,-1.49,343635,4483230,537.21,542.60,536.32,-0.88,477012,2356053,4684.03,4766.64,4679.25,2026.14,2058.86,2024.26
13,20141212,1286000,1304000,1274000,287945,-19000,1315200.0,1265200.0,1196316.6666666667,63.095238095238095,1360124.3909645989,1265200.0,1170275.6090354011,1921.71,1926.67,1915.00,0.27,363470,3800864,533.67,540.13,530.83,-0.66,596591,2729367,4708.16,4759.88,4699.43,2035.33,2055.53,2027.92
14,20141215,1273000,1280000,1260000,286759,-13000,1306000.0,1268600.0,1197366.6666666667,67.65957446808511,1359439.198587394,1268600.0,1177760.801412606,1920.36,1920.43,1899.61,-0.07,294421,3750325,538.09,538.92,530.10,0.83,424151,1945924,4653.60,4707.92,4653.60,2002.33,2032.25,2002.33
15,20141216,1279000,1289000,1268000,257895,6000,1292000.0,1271550.0,1198516.6666666667,66.95652173913044,1359675.9893561485,1271550.0,1183424.0106438515,1904.13,1919.60,1901.13,-0.85,369417,4372157,534.15,539.39,533.24,-0.73,460172,2360215,4605.16,4690.58,4592.43,1989.63,2018.69,1982.26
16,20141217,1266000,1283000,1253000,261773,-13000,1281800.0,1273950.0,1199816.6666666667,50.55555555555556,1358660.034824689,1273950.0,1189239.965175311,1900.16,1913.28,1900.16,-0.21,307269,4126755,533.06,537.17,532.68,-0.20,456093,2340472,4547.83,4645.19,4547.31,1972.74,2016.89,1972.56
17,20141218,1266000,1279000,1252000,236165,0,1274000.0,1276750.0,1201566.6666666667,43.31210191082802,1356368.7791918465,1276750.0,1197131.2208081535,1897.50,1919.24,1881.73,-0.14,337298,5321982,527.52,536.63,520.93,-1.04,515786,2360670,4644.31,4651.90,4550.70,2012.89,2016.75,1973.77
18,20141219,1328000,1328000,1287000,367130,62000,1282400.0,1282000.0,1204533.3333333333,57.81990521327014,1360590.0757093413,1282000.0,1203409.9242906587,1929.98,1930.08,1914.27,1.71,291792,4492734,535.51,535.99,530.96,1.51,390477,2000657,4748.40,4748.40,4697.09,2061.23,2061.23,2018.98
19,20141222,1345000,1347000,1318000,358877,17000,1296800.0,1288250.0,1207683.3333333333,60.96491228070177,1366000.5626989284,1288250.0,1210499.4373010716,1943.12,1944.20,1928.89,0.68,324535,4210382,536.78,538.78,535.12,0.24,429662,1777044,4765.38,4782.13,4738.29,2070.65,2077.85,2061.03
20,20141223,1339000,1349000,1337000,219527,-6000,1308800.0,1295700.0,1210250.0,58.87445887445888,1362090.0594968856,1295700.0,1229309.9405031144,1939.02,1944.75,1936.75,-0.21,300797,3699646,534.65,539.13,534.55,-0.40,417420,2343008,4781.42,4781.93,4757.81,2078.54,2078.76,2069.28
21,20141224,1343000,1343000,1339000,125140,4000,1324200.0,1302800.0,1212716.6666666667,59.227467811158796,1356277.4718923774,1302800.0,1249322.5281076226,1946.61,1947.35,1936.74,0.39,283866,3040951,536.89,538.02,535.78,0.42,463603,2017389,4765.42,4798.06,4761.39,2082.17,2086.73,2079.77
22,20141226,1352000,1355000,1343000,229762,9000,1341400.0,1307200.0,1215516.6666666667,60.41666666666667,1361655.8536798386,1307200.0,1252744.1463201614,1948.16,1954.77,1944.22,0.08,297006,3406229,535.17,539.24,535.17,-0.32,506926,2206609,4773.47,4787.58,4768.67,2081.88,2087.56,2081.86
23,20141229,1329000,1347000,1329000,192749,-23000,1341600.0,1309300.0,1218400.0,52.03252032520326,1363717.2766683523,1309300.0,1254882.7233316477,1927.86,1941.33,1927.83,-1.04,265809,3436899,539.22,540.03,536.99,0.76,384930,1857152,4806.86,4814.95,4787.85,2088.77,2092.70,2084.30
24,20141230,1327000,1335000,1321000,212982,-2000,1338000.0,1310900.0,1221500.0,44.95412844036697,1365423.0226601572,1310900.0,1256376.9773398428,1915.59,1937.55,1910.78,-0.64,256437,3695016,542.97,543.08,540.28,0.70,388706,1687682,4806.91,4813.72,4798.90,2090.57,2093.55,2085.75
25,20150102,1330000,1340000,1327000,175499,3000,1336200.0,1312650.0,1224483.3333333333,53.43915343915344,1367266.0232898735,1312650.0,1258033.9767101265,1926.44,1929.15,1909.67,0.57,258776,3696028,553.73,553.78,546.01,1.98,364060,1921225,4736.05,4806.43,4734.11,2058.90,2085.58,2057.94
26,20150105,1333000,1336000,1313000,202790,3000,1334200.0,1314400.0,1227333.3333333333,57.777777777777786,1369268.5702383432,1314400.0,1259531.4297616568,1915.75,1921.96,1903.37,-0.55,313443,4700135,561.25,561.25,554.07,1.36,427454,2357130,4726.81,4777.01,4698.11,2058.20,2072.36,2046.04
27,20150106,1295000,1317000,1288000,304710,-38000,1322800.0,1314150.0,1230083.3333333333,52.26130653266332,1369323.4537617504,1314150.0,1258976.5462382496,1882.45,1900.02,1877.38,-1.74,303688,4755440,558.90,562.10,556.39,-0.42,487561,2582876,4652.57,4702.77,4641.46,2020.58,2054.44,2017.34
28,20150107,1307000,1311000,1282000,286455,12000,1318400.0,1314400.0,1233450.0,58.58585858585859,1369395.9998545349,1314400.0,1259404.0001454651,1883.83,1887.60,1876.27,0.07,280510,3762677,561.32,561.95,557.56,0.43,494452,3041388,4592.74,4667.33,4567.60,2002.61,2030.25,1992.44
29,20150108,1314000,1339000,1310000,289552,7000,1315800.0,1314150.0,1236883.3333333333,58.79396984924623,1369105.5274744951,1314150.0,1259194.4725255049,1904.65,1907.23,1891.77,1.11,262207,4395567,566.43,567.21,563.63,0.91,468818,2614408,4650.47,4652.72,4613.91,2025.90,2029.61,2005.55
30,20150109,1314000,1322000,1314000,186248,0,1312600.0,1312400.0,1240000.0,62.903225806451616,1364982.8869500335,1312400.0,1259817.1130499665,1924.70,1929.10,1915.85,1.05,308781,4406668,572.99,573.36,569.62,1.16,438637,2853481,4736.19,4741.38,4688.02,2062.14,2064.08,2030.61
31,20150112,1316000,1319000,1301000,166508,2000,1309200.0,1312350.0,1243183.3333333333,63.297872340425535,1364917.1950935181,1312350.0,1259782.8049064819,1920.95,1924.66,1917.88,-0.19,311915,3581795,574.76,575.57,572.27,0.31,453314,2660021,4704.07,4744.71,4681.24,2044.81,2064.43,2038.33
32,20150113,1339000,1340000,1300000,245868,23000,1318000.0,1314050.0,1246916.6666666667,53.69127516778525,1367743.4819135433,1314050.0,1260356.5180864567,1917.14,1920.77,1910.27,-0.20,338989,4873083,571.00,577.85,570.30,-0.65,553182,2894920,4664.71,4715.81,4650.66,2028.26,2049.30,2022.58
33,20150114,1345000,1355000,1335000,286645,6000,1325600.0,1317000.0,1251183.3333333333,50.0,1370687.987483235,1317000.0,1263312.012516765,1913.66,1925.68,1913.51,-0.18,297517,4526792,574.17,574.70,571.66,0.56,433170,2473735,4661.50,4751.34,4624.28,2023.03,2056.93,2008.25
34,20150115,1334000,1349000,1329000,282078,-11000,1329600.0,1320050.0,1254983.3333333333,48.25174825174825,1370207.651460171,1320050.0,1269892.348539829,1914.14,1919.69,1908.60,0.03,266544,3892782,581.39,581.39,575.06,1.26,447943,2724216,4639.32,4655.37,4595.98,2011.27,2018.40,1988.44
35,20150116,1316000,1334000,1313000,271370,-18000,1330000.0,1321900.0,1258866.6666666667,41.40127388535032,1368465.6525778389,1321900.0,1275334.3474221611,1888.13,1907.07,1885.62,-1.36,298733,4008277,577.41,582.49,575.70,-0.68,429675,2733248,4570.82,4663.96,4567.39,1992.67,2021.35,1991.47
36,20150119,1343000,1349000,1320000,133459,27000,1335400.0,1325750.0,1262850.0,47.42857142857143,1365412.9550084206,1325750.0,1286087.0449915794,1902.62,1912.42,1900.26,0.77,281120,3583090,577.94,583.59,577.94,0.09,441095,2509255,4634.38,4635.82,4563.11,2019.42,2020.46,1988.12
37,20150120,1372000,1372000,1345000,265561,29000,1342000.0,1331050.0,1267483.3333333333,61.87845303867403,1365322.2920155628,1331050.0,1296777.7079844372,1918.31,1918.85,1907.97,0.82,280895,3636919,582.27,582.28,576.20,0.75,486159,2882457,4634.38,4635.82,4563.11,2019.42,2020.46,1988.12
38,20150121,1395000,1395000,1360000,332253,23000,1352000.0,1334400.0,1272200.0,66.83168316831683,1378510.7696600275,1334400.0,1290289.2303399725,1921.23,1921.88,1909.86,0.15,300843,4401215,584.34,586.04,583.64,0.36,538202,3023147,4654.85,4665.65,4601.10,2022.55,2028.94,2004.49
39,20150122,1378000,1399000,1378000,359154,-17000,1360800.0,1336050.0,1276916.6666666667,61.111111111111114,1383930.9983187485,1336050.0,1288169.0016812515,1920.82,1932.50,1916.56,-0.02,343132,4597898,578.42,587.42,572.68,-1.01,647448,3292362,4667.42,4692.46,4629.59,2032.12,2038.29,2012.04
40,20150123,1386000,1400000,1377000,257175,8000,1374800.0,1338400.0,1281833.3333333333,61.990950226244344,1391009.5048446571,1338400.0,1285790.4951553429,1936.09,1945.36,1930.65,0.79,367702,4644549,589.31,589.31,580.78,1.88,506745,3033529,4750.40,4752.60,4644.57,2063.15,2064.62,2026.38
41,20150126,1389000,1395000,1364000,203070,3000,1384000.0,1340700.0,1286150.0,75.26881720430109,1397747.6993401137,1340700.0,1283652.3006598863,1935.68,1936.40,1924.14,-0.02,330607,3969674,590.34,591.82,589.00,0.17,534749,2897775,4757.88,4771.18,4737.95,2051.82,2062.98,2050.54
42,20150127,1400000,1400000,1374000,199144,11000,1389600.0,1343100.0,1289800.0,75.13513513513513,1405623.275665947,1343100.0,1280576.724334053,1952.40,1952.41,1940.72,0.86,466962,4619118,587.84,593.23,587.70,-0.42,530981,3679824,4771.76,4774.18,4734.20,2057.09,2057.62,2040.97
43,20150128,1378000,1390000,1374000,216630,-22000,1386200.0,1345550.0,1292033.3333333333,66.0,1409495.210923102,1345550.0,1281604.789076898,1961.58,1963.53,1943.59,0.47,400930,5333256,594.39,594.40,587.00,1.11,470184,2664292,4681.50,4721.88,4659.83,2029.55,2047.86,2019.91
44,20150129,1360000,1395000,1357000,274045,-18000,1382600.0,1347200.0,1294116.6666666667,60.550458715596335,1410847.7807939916,1347200.0,1283552.2192060084,1951.02,1960.12,1946.20,-0.54,391034,5334660,593.12,595.42,592.66,-0.21,467498,2690843,4637.99,4742.06,4637.48,2002.16,2042.49,2001.49
45,20150130,1365000,1377000,1360000,322200,5000,1378400.0,1348950.0,1296583.3333333333,61.08597285067873,1412534.5106924635,1348950.0,1285365.4893075365,1949.26,1964.13,1948.60,-0.09,441477,5889622,591.58,597.28,588.97,-0.26,452065,2561744,4683.41,4688.41,4601.76,2021.25,2024.64,1989.18
46,20150202,1368000,1377000,1356000,210420,3000,1374200.0,1350700.0,1299350.0,57.213930348258714,1414358.7778707696,1350700.0,1287041.2221292304,1952.68,1956.10,1944.58,0.18,364831,4375859,590.27,591.75,586.87,-0.22,422466,2472994,4635.24,4703.81,4631.10,1994.99,2023.32,1993.38
47,20150203,1366000,1380000,1359000,113088,-2000,1367400.0,1354250.0,1302050.0,55.32994923857868,1412802.113539991,1354250.0,1295697.886460009,1951.96,1960.35,1940.74,-0.04,369978,4659075,593.31,593.56,587.34,0.52,501515,2868943,4676.69,4676.69,4580.46,2020.85,2021.66,1980.90
48,20150204,1359000,1381000,1359000,186578,-7000,1363600.0,1356850.0,1304600.0,56.476683937823836,1411249.5404392353,1356850.0,1302450.4595607647,1962.79,1970.27,1961.57,0.55,348032,5028816,598.23,598.53,595.90,0.83,505360,2728893,4727.74,4727.74,4670.82,2050.03,2050.30,2022.71
49,20150205,1358000,1369000,1346000,135408,-1000,1363200.0,1359050.0,1306100.0,61.93181818181818,1409774.6488405785,1359050.0,1308325.3511594215,1952.84,1962.15,1945.42,-0.51,395653,4334613,600.81,600.88,598.14,0.43,554182,2865104,4716.70,4744.33,4697.79,2041.51,2054.74,2036.72
50,20150206,1372000,1374000,1336000,160101,14000,1364600.0,1361950.0,1308450.0,58.895705521472394,1408500.9398401363,1361950.0,1315399.0601598637,1955.52,1955.52,1945.82,0.14,309818,5949733,604.13,606.13,603.93,0.55,515658,3049408,4765.10,4767.38,4722.80,2062.52,2063.55,2043.45
51,20150209,1395000,1399000,1357000,173870,23000,1370000.0,1365900.0,1311200.0,57.32484076433122,1409497.7063616884,1365900.0,1322302.2936383116,1947.00,1952.86,1944.79,-0.44,310182,4326855,593.75,605.88,592.69,-1.72,519774,3299104,4744.40,4787.18,4731.22,2055.47,2072.40,2049.97
52,20150210,1378000,1400000,1377000,130387,-17000,1372400.0,1367850.0,1314166.6666666667,44.370860927152314,1409922.6752180082,1367850.0,1325777.3247819918,1935.86,1954.20,1935.86,-0.57,329203,4136831,592.95,595.14,585.35,-0.13,553759,3034809,4726.01,4749.47,4719.61,2046.74,2056.16,2041.88
53,20150211,1355000,1374000,1354000,199476,-23000,1371600.0,1368350.0,1316850.0,42.67515923566879,1409553.276568739,1368350.0,1327146.723431261,1945.70,1948.89,1937.95,0.51,307454,4227731,601.41,602.25,595.97,1.43,499705,2890277,4787.65,4793.27,4737.12,2068.59,2070.86,2048.62
54,20150212,1344000,1358000,1331000,214964,-11000,1368800.0,1368850.0,1319166.6666666667,36.875,1408590.5334639584,1368850.0,1329109.4665360416,1941.63,1947.47,1932.75,-0.21,334825,4319339,602.24,604.69,600.02,0.14,516792,3071794,4801.18,4810.36,4780.13,2068.53,2073.48,2057.99
55,20150213,1361000,1361000,1345000,130458,17000,1366600.0,1371100.0,1321516.6666666667,41.95402298850575,1402923.8903969957,1371100.0,1339276.1096030043,1957.50,1957.50,1946.94,0.82,351080,4073754,608.07,608.45,603.94,0.97,507035,3354772,4857.61,4857.61,4823.58,2088.48,2088.53,2069.98
56,20150216,1374000,1374000,1361000,124530,13000,1362400.0,1372650.0,1324116.6666666667,42.61363636363637,1401751.7181623355,1372650.0,1343548.2818376645,1958.23,1963.44,1955.39,0.04,350944,3690780,610.16,613.72,609.29,0.34,451940,3251071,4893.84,4893.84,4860.12,2096.99,2097.03,2086.70
57,20150217,1377000,1377000,1364000,114900,3000,1362200.0,1372900.0,1326900.0,49.681528662420384,1402060.9327697179,1372900.0,1343739.0672302821,1961.45,1962.97,1952.33,0.16,304531,3510746,609.10,611.92,606.46,-0.17,440244,3195821,4893.84,4893.84,4860.12,2096.99,2097.03,2086.70
58,20150223,1367000,1390000,1366000,306036,-10000,1364600.0,1371500.0,1329300.0,52.34899328859059,1398918.9715343227,1371500.0,1344081.0284656773,1968.39,1976.96,1966.77,0.35,347581,4142517,615.52,616.35,611.98,1.05,426305,2904874,4955.97,4957.02,4905.59,2110.30,2110.61,2085.44
59,20150224,1367000,1389000,1364000,217265,0,1369200.0,1370950.0,1331750.0,50.69444444444444,1398266.4785431798,1370950.0,1343633.5214568202,1976.12,1980.38,1972.61,0.39,309544,4262649,621.31,621.73,616.27,0.94,472886,2949830,4960.97,4960.97,4939.56,2109.66,2110.05,2103.00
60,20150225,1379000,1385000,1373000,167485,12000,1372800.0,1370600.0,1334900.0,53.59477124183007,1397308.8000479243,1370600.0,1343891.1999520757,1990.47,1992.03,1984.53,0.73,369498,5017453,616.57,625.26,616.57,-0.76,479931,2914314,4968.12,4971.18,4945.14,2115.48,2117.94,2105.87
61,20150226,1375000,1380000,1368000,163583,-4000,1373000.0,1369900.0,1337800.0,52.9032258064516,1395347.200238926,1369900.0,1344452.799761074,1993.08,1993.43,1983.94,0.13,385656,5153504,617.08,618.37,615.02,0.08,487146,2974401,4967.14,4984.24,4956.00,2113.86,2119.59,2109.89
62,20150227,1357000,1376000,1357000,260188,-18000,1369000.0,1367750.0,1339350.0,49.39759036144578,1389685.131638538,1367750.0,1345814.868361462,1985.80,1993.34,1982.50,-0.37,424548,5675034,624.56,625.20,620.06,1.21,503343,2946335,4987.89,4989.11,4955.51,2110.74,2113.91,2103.76
63,20150302,1423000,1423000,1367000,436112,66000,1380200.0,1370000.0,1341616.6666666667,64.06926406926407,1402409.8750383274,1370000.0,1337590.1249616726,1996.81,1999.13,1988.33,0.55,373366,5785659,621.81,628.03,621.75,-0.44,507112,2855825,4963.53,4989.25,4960.87,2104.50,2112.74,2103.75
64,20150303,1418000,1437000,1406000,274976,-5000,1390400.0,1372900.0,1343666.6666666667,60.36036036036037,1411078.0041385088,1372900.0,1334721.9958614912,2001.38,2003.05,1995.93,0.23,444865,5438365,625.64,626.24,624.29,0.62,502375,2787743,5008.10,5008.57,4972.01,2117.39,2117.52,2104.50
65,20150304,1437000,1440000,1410000,232062,19000,1402000.0,1376500.0,1346033.3333333333,59.63302752293579,1423563.7865030004,1376500.0,1329436.2134969996,1998.29,2003.85,1996.50,-0.15,374540,4724947,630.35,631.32,627.09,0.75,528476,3007145,4979.90,4996.66,4956.07,2107.78,2115.76,2098.26
66,20150305,1422000,1443000,1417000,192312,-15000,1411400.0,1379200.0,1348100.0,60.18518518518518,1430047.2221463474,1379200.0,1328352.7778536526,1998.38,2002.48,1993.92,0.00,373683,4055523,631.43,633.58,629.41,0.17,485603,2827877,4967.14,4973.33,4938.90,2098.53,2107.72,2087.62
67,20150306,1442000,1449000,1406000,234670,20000,1428400.0,1383000.0,1350466.6666666667,70.4225352112676,1440285.2511559476,1383000.0,1325714.7488440524,2012.94,2013.73,2003.18,0.73,393347,4809474,635.84,635.87,632.50,0.70,551627,3076185,4982.81,4993.52,4963.10,2101.04,2104.25,2095.22
68,20150309,1420000,1440000,1420000,156292,-22000,1427800.0,1386050.0,1352433.3333333333,66.96428571428572,1444385.152352591,1386050.0,1327714.847647409,1992.82,2005.81,1990.87,-1.00,296747,4048388,629.26,636.83,628.83,-1.03,503302,2792596,4927.37,4982.93,4918.63,2071.26,2100.91,2067.27
69,20150310,1421000,1443000,1420000,208397,1000,1428400.0,1389200.0,1354133.3333333333,64.42307692307693,1447938.743602498,1389200.0,1330461.256397502,1984.77,2003.19,1982.22,-0.40,433405,4786369,621.99,633.52,617.89,-1.16,571069,2934639,4942.44,4950.47,4920.82,2079.43,2083.49,2072.21
70,20150311,1474000,1479000,1418000,422173,53000,1435800.0,1394300.0,1356216.6666666667,70.16129032258065,1463040.381145292,1394300.0,1325559.618854708,1980.83,1984.60,1969.13,-0.20,399532,5887013,619.61,623.24,616.43,-0.38,470057,2571349,4859.80,4903.44,4859.80,2044.16,2076.14,2044.16
71,20150312,1447000,1473000,1447000,383064,-27000,1440800.0,1396900.0,1358383.3333333333,62.86764705882353,1469381.4459016926,1396900.0,1324418.5540983074,1970.59,1988.77,1970.59,-0.52,384041,6400259,628.15,628.29,621.47,1.38,490443,2778599,4849.94,4876.09,4846.79,2040.24,2050.08,2039.69
72,20150313,1457000,1479000,1455000,188262,10000,1443800.0,1400850.0,1360916.6666666667,66.54411764705883,1477283.6967573857,1400850.0,1324416.3032426143,1985.79,1991.87,1982.96,0.77,326707,4350272,634.25,634.97,631.50,0.97,530719,3012814,4893.29,4895.80,4853.20,2065.95,2066.41,2041.10
73,20150316,1470000,1487000,1455000,179491,13000,1453800.0,1406600.0,1363983.3333333333,68.0701754385965,1485630.120840095,1406600.0,1327569.879159905,1987.33,1991.79,1982.26,0.08,319163,4646945,635.40,636.69,633.86,0.18,556633,3013223,4871.76,4904.47,4842.80,2053.40,2064.56,2041.17
74,20150317,1497000,1500000,1460000,273223,27000,1469000.0,1414250.0,1367716.6666666667,69.66666666666667,1497089.3022664967,1414250.0,1331410.6977335033,2029.91,2029.91,1997.27,2.14,356554,5386342,636.05,639.00,634.55,0.10,524049,2870417,4929.51,4929.94,4889.09,2081.19,2081.41,2055.35
75,20150318,1503000,1506000,1486000,249287,6000,1474800.0,1421350.0,1371450.0,71.19205298013244,1508922.3129761913,1421350.0,1333777.6870238087,2028.45,2036.13,2026.72,-0.07,362009,5388525,628.99,639.70,628.94,-1.11,556577,3398296,4937.44,4944.91,4907.02,2074.28,2080.59,2065.08
76,20150319,1470000,1510000,1470000,264516,-33000,1479400.0,1426150.0,1374850.0,67.82334384858044,1513337.7858418254,1426150.0,1338962.2141581746,2037.89,2047.13,2031.07,0.47,468284,5799016,631.81,633.64,620.52,0.45,559031,3292416,4982.83,5001.57,4907.72,2099.50,2106.85,2061.23
77,20150320,1464000,1480000,1460000,254099,-6000,1480800.0,1430500.0,1378150.0,57.97665369649805,1516111.9150585944,1430500.0,1344888.0849414056,2037.24,2040.00,2027.81,-0.03,351732,5195223,640.08,640.09,632.57,1.31,578703,3368135,4992.38,5000.02,4979.94,2089.27,2098.69,2085.56
78,20150323,1467000,1474000,1458000,162458,3000,1480200.0,1435500.0,1380466.6666666667,59.6078431372549,1517288.7522829392,1435500.0,1353711.2477170608,2036.59,2043.92,2032.35,-0.03,314897,4686339,640.29,644.01,640.29,0.03,530150,3010643,5026.42,5042.14,5020.06,2108.10,2113.92,2090.32
79,20150324,1476000,1478000,1455000,182263,9000,1476000.0,1440950.0,1382650.0,57.95918367346938,1518152.2668060984,1440950.0,1363747.7331939016,2041.37,2041.77,2028.54,0.23,328834,4664615,641.87,642.43,638.46,0.25,525789,2659167,5010.97,5031.39,5010.97,2104.42,2114.86,2104.42
80,20150325,1485000,1488000,1472000,187381,9000,1472400.0,1446250.0,1385083.3333333333,63.17991631799163,1520198.2927456747,1446250.0,1372301.7072543253,2042.81,2046.97,2038.14,0.07,423409,5109071,651.05,651.06,644.69,1.43,534691,3482399,4994.73,5032.48,4994.56,2091.50,2107.63,2091.50
81,20150326,1421000,1456000,1421000,420119,-64000,1462600.0,1448550.0,1386383.3333333333,46.28975265017667,1516073.2552532828,1448550.0,1381026.7447467172,2022.56,2036.70,2019.51,-0.99,342261,5154957,642.53,649.62,640.56,-1.31,551807,3594197,4876.52,5006.76,4876.52,2061.05,2097.43,2061.05
82,20150327,1421000,1448000,1415000,321316,0,1454000.0,1451750.0,1387533.3333333333,50.191570881226056,1506466.9991867244,1451750.0,1397033.0008132756,2019.80,2027.25,2016.88,-0.14,448964,5110738,640.12,646.43,637.71,-0.38,592412,3213332,4863.36,4889.21,4825.93,2056.15,2067.15,2045.50
83,20150330,1428000,1434000,1412000,179110,7000,1446200.0,1452000.0,1389183.3333333333,51.31086142322098,1506232.831384688,1452000.0,1397767.168615312,2030.04,2033.27,2018.12,0.51,439556,4465390,646.74,646.78,641.47,1.03,467256,2722251,4891.22,4899.26,4859.66,2061.02,2062.83,2052.96
84,20150331,1441000,1452000,1430000,196853,13000,1439200.0,1453150.0,1391083.3333333333,42.73127753303964,1505388.9701276738,1453150.0,1400911.0298723262,2041.03,2046.90,2032.24,0.54,555933,5367292,650.49,650.75,647.38,0.58,524552,3358425,4947.44,4948.46,4921.12,2086.24,2088.97,2064.11
85,20150401,1423000,1437000,1420000,145321,-18000,1426800.0,1452450.0,1392633.3333333333,44.4954128440367,1505897.0766272582,1452450.0,1399002.9233727418,2028.45,2039.04,2024.64,-0.62,542801,5386245,650.23,651.40,645.63,-0.04,513254,2945767,4900.89,4940.87,4899.31,2067.89,2084.05,2067.04
