,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr
0,20141125,150300,150300,142800,2823013,5900,142940.0,140795.0,150143.33333333334,63.956639566395665,148576.63864491277,140795.0,133013.36135508723,1980.21,1981.85,1973.80,0.08,283188,6179890,546.34,546.98,543.36,0.81,397533,2820780,,,,2069.41,2070.17,2065.07
1,20141126,147400,150500,147400,547397,-2900,145120.0,140905.0,150040.0,65.73816155988858,148988.928500426,140905.0,132821.071499574,1980.84,1985.43,1972.95,0.03,253288,4149141,547.34,548.10,546.58,0.18,367260,1898873,4758.25,4774.52,4749.92,2067.03,2074.21,2064.75
2,20141127,143800,148900,143200,353152,-3600,145660.0,141095.0,149580.0,61.139896373057,149263.1025948503,141095.0,132926.8974051497,1982.09,1994.82,1982.08,0.06,295509,5571154,545.97,549.32,545.46,-0.25,338403,1735361,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
3,20141128,146700,148500,143000,498395,2900,146520.0,141130.0,149273.33333333334,59.89304812834225,149387.3845738224,141130.0,132872.6154261776,1980.78,1984.73,1975.66,-0.07,340696,4301527,545.08,548.01,544.51,-0.16,354876,1632517,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
4,20141201,140900,145300,140000,514326,-5800,145820.0,141075.0,148905.0,51.058823529411754,149323.12099814255,141075.0,132826.87900185745,1965.22,1971.97,1962.15,-0.79,333977,4702647,539.45,545.23,539.13,-1.03,368382,1706683,4791.63,4810.86,4786.72,2067.56,2075.76,2065.06
5,20141202,142100,142400,137800,430671,1200,144180.0,141055.0,148493.33333333334,49.51456310679611,149291.13380173003,141055.0,132818.86619826997,1965.83,1965.83,1954.40,0.03,317912,3878547,541.53,541.55,537.53,0.39,359758,1826563,4727.35,4782.07,4724.62,2053.44,2065.78,2049.57
6,20141203,140000,143000,138700,309538,-2100,142700.0,141055.0,147995.0,47.11316397228637,149291.13380173003,141055.0,132818.86619826997,1969.91,1973.96,1964.77,0.21,271112,3300716,545.02,546.00,542.64,0.64,428016,2033941,4755.81,4761.63,4729.76,2066.55,2068.77,2053.77
7,20141204,139900,143600,139500,396891,-100,141920.0,141245.0,147585.0,51.256281407035175,149185.14483495106,141245.0,133304.85516504894,1986.61,1988.56,1976.10,0.85,244390,3548271,548.16,549.46,547.20,0.58,394092,2248476,4774.47,4781.37,4745.14,2074.33,2076.28,2066.65
8,20141205,137800,141300,136900,481696,-2100,140140.0,141375.0,147245.0,51.0,148993.62848549528,141375.0,133756.37151450472,1986.62,1989.17,1983.36,0.00,305548,3434291,550.85,550.92,549.27,0.49,480233,2249781,4769.44,4785.41,4753.71,2071.92,2077.34,2062.34
9,20141208,134800,138400,134800,398731,-3000,138920.0,141150.0,146906.66666666666,51.0,149250.98759411467,141150.0,133049.01240588533,1978.95,1990.04,1976.89,-0.39,295139,3174101,551.40,553.11,551.19,0.10,432777,2141511,4780.76,4788.98,4769.64,2075.37,2079.47,2070.81
10,20141209,134300,138000,134300,322993,-500,137360.0,140865.0,146596.66666666666,47.10526315789474,149491.76648576974,140865.0,132238.23351423026,1970.95,1977.15,1968.85,-0.40,541162,3920050,546.57,552.38,546.57,-0.88,513199,2178098,4740.69,4793.24,4722.91,2060.31,2075.78,2054.27
11,20141210,128000,135000,128000,755885,-6300,134960.0,140140.0,146301.66666666666,33.50125944584383,150381.36709624258,140140.0,129898.63290375743,1945.56,1966.11,1943.27,-1.29,367890,3921968,541.96,548.21,540.42,-0.84,452662,2189383,4766.47,4768.41,4674.38,2059.82,2060.60,2034.17
12,20141211,124000,129700,123500,658337,-4000,131780.0,139215.0,145881.66666666666,28.30188679245283,151562.02798247416,139215.0,126867.97201752584,1916.59,1937.23,1916.49,-1.49,343635,4483230,537.21,542.60,536.32,-0.88,477012,2356053,4684.03,4766.64,4679.25,2026.14,2058.86,2024.26
13,20141212,120800,125600,119600,670440,-3200,128380.0,138310.0,145340.0,22.93577981651376,153040.09164940938,138310.0,123579.90835059062,1921.71,1926.67,1915.00,0.27,363470,3800864,533.67,540.13,530.83,-0.66,596591,2729367,4708.16,4759.88,4699.43,2035.33,2055.53,2027.92
14,20141215,126900,128700,119800,515956,6100,126800.0,137805.0,144906.66666666666,23.28767123287671,153350.09247318908,137805.0,122259.90752681092,1920.36,1920.43,1899.61,-0.07,294421,3750325,538.09,538.92,530.10,0.83,424151,1945924,4653.60,4707.92,4653.60,2002.33,2032.25,2002.33
15,20141216,127800,131200,126200,505397,900,125500.0,137495.0,144463.33333333334,26.555023923444978,153569.51087902833,137495.0,121420.48912097167,1904.13,1919.60,1901.13,-0.85,369417,4372157,534.15,539.39,533.24,-0.73,460172,2360215,4605.16,4690.58,4592.43,1989.63,2018.69,1982.26
16,20141217,126100,130000,125000,363820,-1700,125120.0,136975.0,143976.66666666666,27.819548872180448,153799.9665675745,136975.0,120150.0334324255,1900.16,1913.28,1900.16,-0.21,307269,4126755,533.06,537.17,532.68,-0.20,456093,2340472,4547.83,4645.19,4547.31,1972.74,2016.89,1972.56
