,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,22100,22350,21900,1537,-50,22170.0,21610.0,21986.666666666668,60.60606060606061,22410.37491215055,21610.0,20809.62508784945
1,20181220,22500,22700,21900,1941,400,22260.0,21672.5,21966.666666666668,64.86486486486487,22542.83039703322,21672.5,20802.16960296678
2,20181221,22150,22600,21850,5293,-350,22240.0,21712.5,21937.5,58.75,22593.337669494216,21712.5,20831.662330505784
3,20181224,22150,22500,21850,8761,0,22210.0,21747.5,21899.166666666668,51.47058823529412,22639.394052003936,21747.5,20855.605947996064
4,20181226,21400,22250,21100,5366,-750,22060.0,21775.0,21855.83333333333,44.87179487179487,22584.62954491545,21775.0,20965.37045508455
5,20181227,20750,22100,20650,7667,-650,21790.0,21745.0,21807.5,41.66666666666666,22653.790404878924,21745.0,20836.20959512108
6,20181228,20600,21100,20400,8693,-150,21410.0,21705.0,21756.666666666668,38.82352941176471,22733.54265832779,21705.0,20676.45734167221
7,20190102,20700,20850,20250,2775,100,21120.0,21670.0,21712.5,45.45454545454545,22781.93524991341,21670.0,20558.06475008659
8,20190103,20150,20700,19600,7335,-550,20720.0,21605.0,21656.666666666668,33.75,22898.019721427325,21605.0,20311.980278572675
9,20190104,19500,20150,19300,14499,-650,20340.0,21477.5,21592.5,28.26086956521739,23043.857238946468,21477.5,19911.14276105353
10,20190107,19100,20000,18900,30130,-400,20010.0,21342.5,21512.5,16.853932584269664,23210.727769839643,21342.5,19474.27223016036
11,20190108,18750,19250,18600,20858,-350,19640.0,21207.5,21456.666666666668,11.956521739130435,23389.0762649974,21207.5,19025.9237350026
12,20190109,18800,19200,18650,36159,50,19260.0,21070.0,21395.83333333333,11.956521739130435,23482.343259156954,21070.0,18657.65674084305
13,20190110,18800,19000,18600,12682,0,18990.0,20957.5,21350.0,12.359550561797754,23565.041945971338,20957.5,18349.958054028662
14,20190111,18800,19050,18700,13042,0,18850.0,20825.0,21298.33333333333,12.5,23583.894706218416,20825.0,18066.105293781584
15,20190114,18850,19350,18550,30374,50,18800.0,20692.5,21246.666666666668,4.938271604938272,23561.345586642823,20692.5,17823.654413357177
16,20190115,19100,20050,18850,47103,250,18870.0,20545.0,21201.666666666668,11.39240506329114,23422.82904287242,20545.0,17667.17095712758
17,20190116,20050,20100,19150,19121,950,19120.0,20435.0,21165.0,28.571428571428577,23210.085584265827,20435.0,17659.914415734173
