,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,12600,12750,12350,81139,50,12770.0,13290.0,13873.333333333334,33.84615384615384,14230.0,13290.0,12350.0
1,20181220,13000,13250,12400,128454,400,12770.0,13265.0,13828.333333333334,41.0958904109589,14207.920993509,13265.0,12322.079006491
2,20181221,12800,13200,12750,64492,-200,12770.0,13230.0,13780.0,30.88235294117647,14187.287835501946,13230.0,12272.712164498054
3,20181224,13100,13150,12750,73714,300,12810.0,13187.5,13735.0,38.028169014084504,14086.874782835275,13187.5,12288.125217164725
4,20181226,13200,13250,12550,94997,100,12940.0,13162.5,13690.0,45.3125,14030.75975376036,13162.5,12294.24024623964
5,20181227,13000,13250,12800,119183,-200,13020.0,13130.0,13643.333333333334,49.15254237288135,13971.070746132571,13130.0,12288.929253867429
6,20181228,13000,13100,12800,65175,0,13020.0,13097.5,13606.666666666666,47.36842105263158,13905.259246310434,13097.5,12289.740753689566
7,20190102,12650,13150,12600,89051,-350,12990.0,13047.5,13558.333333333334,47.36842105263158,13835.836856933633,13047.5,12259.163143066367
8,20190103,12500,12800,12400,93552,-150,12870.0,12967.5,13508.333333333334,46.55172413793104,13626.495447632227,12967.5,12308.504552367773
9,20190104,12500,12600,12200,49478,0,12730.0,12895.0,13452.5,38.00000000000001,13408.711981561653,12895.0,12381.288018438347
10,20190107,12700,12900,12550,66475,200,12670.0,12855.0,13408.333333333334,44.230769230769226,13293.06392227619,12855.0,12416.93607772381
11,20190108,12600,12750,12500,50282,-100,12590.0,12832.5,13379.166666666666,46.0,13274.399309798058,12832.5,12390.600690201942
12,20190109,12750,12900,12550,81903,150,12610.0,12812.5,13349.166666666666,47.05882352941176,13230.680583002128,12812.5,12394.319416997872
13,20190110,12750,12850,12550,63027,0,12660.0,12810.0,13321.666666666666,54.54545454545454,13229.04653679514,12810.0,12390.95346320486
14,20190111,13700,13800,12700,269564,950,12900.0,12860.0,13309.166666666666,67.74193548387098,13427.097875150313,12860.0,12292.902124849687
15,20190114,13650,14000,13550,159515,-50,13090.0,12887.5,13294.166666666666,61.81818181818181,13544.671971404747,12887.5,12230.328028595253
16,20190115,13600,13900,13450,119538,-50,13290.0,12917.5,13276.666666666666,65.38461538461539,13643.637039407851,12917.5,12191.362960592149
