,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20220224,54000,54700,53800,618172,-1000,54740.0,55475.0,56833.333333333336,30.64516129032258,56884.78721798717,55475.0,54065.21278201283
1,20220225,53900,54400,53700,330995,-100,54520.0,55355.0,56766.66666666666,35.84905660377359,56868.24155375142,55355.0,53841.75844624858
2,20220228,54600,54700,54000,620228,700,54500.0,55255.0,56768.333333333336,38.18181818181819,56688.14339826829,55255.0,53821.856601731706
3,20220302,54500,55200,54000,694441,-100,54400.0,55205.0,56766.66666666666,33.9622641509434,56669.8890742988,55205.0,53740.1109257012
4,20220303,54900,55100,54600,432559,400,54380.0,55130.0,56758.333333333336,43.13725490196078,56492.49770642009,55130.0,53767.50229357991
5,20220304,56400,56400,54400,1026361,1500,54860.0,55135.0,56751.66666666666,62.71186440677967,56515.25359988663,55135.0,53754.74640011337
6,20220307,56400,56600,55400,737099,0,55360.0,55135.0,56763.333333333336,64.91228070175438,56515.25359988663,55135.0,53754.74640011337
7,20220308,56200,57000,55400,688113,-200,55680.0,55175.0,56770.0,62.06896551724137,56628.10013419585,55175.0,53721.89986580415
8,20220310,57000,57000,56300,676237,800,56180.0,55230.0,56801.66666666666,63.934426229508205,56861.073266288186,55230.0,53598.92673371181
9,20220311,57100,57300,56500,317526,100,56620.0,55275.0,56821.66666666666,63.33333333333334,57053.6230629338,55275.0,53496.376937066205
10,20220314,59300,59800,57100,856350,2200,57200.0,55460.0,56880.0,77.92207792207793,57959.119845065456,55460.0,52960.880154934544
11,20220315,57800,59800,57600,527352,-1500,57480.0,55605.0,56910.0,67.41573033707866,58287.14466425657,55605.0,52922.85533574343
12,20220316,58000,58500,57000,422455,200,57840.0,55770.0,56940.0,67.04545454545455,58610.49291497092,55770.0,52929.50708502908
13,20220317,57200,59000,57100,678533,-800,57880.0,55890.0,56960.0,61.458333333333336,58759.076506473815,55890.0,53020.923493526185
14,20220318,58100,58100,56700,834171,900,58080.0,56030.0,56950.0,71.57894736842105,59040.04983347452,56030.0,53019.95016652548
15,20220321,57100,58500,56600,590105,-1000,57640.0,56110.0,56886.66666666666,65.38461538461539,59144.402741891725,56110.0,53075.59725810828
16,20220322,57200,57800,56800,408999,100,57520.0,56220.0,56823.333333333336,63.26530612244897,59244.96280968874,56220.0,53195.03719031126
17,20220323,58100,58500,57600,468144,900,57540.0,56390.0,56761.66666666666,66.98113207547169,59436.24358842165,56390.0,53343.75641157835
18,20220324,57300,58200,57300,337610,-800,57560.0,56505.0,56673.333333333336,60.9090909090909,59505.98317222873,56505.0,53504.01682777127
19,20220325,57000,57700,56600,468127,-300,57340.0,56605.0,56578.333333333336,53.06122448979592,59531.072452964894,56605.0,53678.92754703511
20,20220328,58000,58200,56800,459120,1000,57520.0,56805.0,56516.66666666666,57.40740740740742,59531.51792585341,56805.0,54078.48207414659
21,20220329,58300,58800,58200,575817,300,57740.0,57025.0,56466.66666666666,59.63302752293578,59474.38767858418,57025.0,54575.61232141582
22,20220330,56300,58100,56100,930642,-2000,57380.0,57110.0,56383.333333333336,47.10743801652893,59323.50400948361,57110.0,54896.49599051639
23,20220331,56900,57000,56200,474771,600,57300.0,57230.0,56360.0,49.2063492063492,59097.7258899528,57230.0,55362.2741100472
24,20220401,57200,57200,56200,488696,300,57340.0,57345.0,56348.333333333336,40.18691588785047,58877.93835492495,57345.0,55812.06164507505
25,20220404,58500,58500,56800,609911,1300,57440.0,57450.0,56370.0,53.333333333333336,58997.25563498731,57450.0,55902.74436501269
26,20220405,57700,58100,57400,314559,-800,57320.0,57515.0,56378.333333333336,48.64864864864865,58987.78647467988,57515.0,56042.21352532012
27,20220406,57900,58100,57100,339576,200,57640.0,57600.0,56371.66666666666,53.333333333333336,58950.55544129073,57600.0,56249.44455870927
28,20220407,58000,58200,57200,550329,100,57860.0,57650.0,56373.333333333336,49.48453608247423,58981.91591326179,57650.0,56318.08408673821
29,20220408,60500,60500,58300,1380058,2500,58520.0,57820.0,56441.66666666666,65.17857142857143,59615.10445378535,57820.0,56024.89554621465
30,20220411,62500,62600,59500,1200157,2000,59320.0,57980.0,56541.66666666666,70.2290076335878,60637.5176386997,57980.0,55322.4823613003
31,20220412,62500,63100,61100,1035731,0,60280.0,58215.0,56646.66666666666,68.03278688524591,61519.708761751936,58215.0,54910.291238248064
32,20220413,61500,63100,61500,634856,-1000,61000.0,58390.0,56736.66666666666,66.93548387096774,61988.277365629285,58390.0,54791.72263437072
33,20220414,60500,61300,59400,1160788,-1000,61500.0,58555.0,56806.66666666666,63.3587786259542,62221.86514614323,58555.0,54888.13485385677
34,20220415,59500,60200,58500,1083415,-1000,61300.0,58625.0,56860.0,55.72519083969465,62307.86573200816,58625.0,54942.13426799184
35,20220418,59800,60100,58800,369109,300,60760.0,58760.0,56926.66666666666,55.72519083969465,62407.13586256394,58760.0,55112.86413743606
36,20220419,60400,60700,59900,396501,600,60340.0,58920.0,56996.66666666666,67.52136752136752,62560.10988845117,58920.0,55279.890111548826
37,20220420,61300,61900,60300,784374,900,60300.0,59080.0,57088.333333333336,68.33333333333333,62841.17003072182,59080.0,55318.82996927818
38,20220421,62000,62000,61300,614446,700,60600.0,59315.0,57175.0,69.35483870967741,63187.60893972009,59315.0,55442.39106027991
39,20220422,61600,61900,61100,500407,-400,61020.0,59545.0,57246.66666666666,63.47826086956522,63386.60122865453,59545.0,55703.39877134547
40,20220425,59600,60900,59500,456090,-2000,60980.0,59625.0,57301.66666666666,57.48031496062992,63400.64564015216,59625.0,55849.35435984784
41,20220426,59000,59800,58500,808373,-600,60700.0,59660.0,57346.66666666666,54.19847328244274,63398.66286257534,59660.0,55921.33713742466
42,20220427,56800,58300,55800,1696978,-2200,59800.0,59685.0,57350.0,46.05263157894737,63339.18937659229,59685.0,56030.810623407706
43,20220428,56700,56900,55100,1247497,-100,58740.0,59675.0,57370.0,35.15624999999999,63360.58000862823,59675.0,55989.419991371775
44,20220429,57000,57300,56700,640368,300,57820.0,59665.0,57380.0,25.225225225225223,63378.36774370651,59665.0,55951.63225629349
45,20220502,57000,57200,56300,303132,0,57300.0,59590.0,57391.66666666666,25.225225225225223,63452.07198275744,59590.0,55727.92801724256
46,20220503,57800,57800,56700,438613,800,57060.0,59595.0,57415.0,33.02752293577982,63447.51865667125,59595.0,55742.48134332876
47,20220504,58200,58500,57700,431757,400,57340.0,59610.0,57461.66666666666,38.83495145631068,63438.26331382783,59610.0,55781.736686172175
48,20220506,57800,58800,57800,662434,-400,57560.0,59600.0,57493.333333333336,41.23711340206185,63446.03692129964,59600.0,55753.96307870036
49,20220509,58100,58300,57400,897537,300,57780.0,59480.0,57525.0,41.23711340206185,63355.87409496232,59480.0,55604.12590503768
50,20220510,59100,59100,57000,580566,1000,58200.0,59310.0,57583.333333333336,43.56435643564357,62930.99433857608,59310.0,55689.00566142392
51,20220511,59600,59600,58200,569018,500,58560.0,59165.0,57661.66666666666,41.23711340206185,62482.996383361504,59165.0,55847.003616638496
52,20220512,59800,59800,58900,841386,200,58880.0,59080.0,57746.66666666666,38.04347826086956,62237.59402076961,59080.0,55922.40597923039
53,20220513,61000,61900,59400,1186612,1200,59520.0,59105.0,57850.0,47.0,62314.6573025792,59105.0,55895.3426974208
