,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
1,20180102,15350,15400,13950,382063,1450,14680,16367.5,24743.33333,19029.88145,16367.5,13705.11855
2,20180103,17200,17250,15350,819973,1850,15100,16330,24283.33333,18922.37343,16330,13737.62657
3,20180104,16500,17850,16450,526458,-700,15400,16245,23811.66667,18694.06104,16245,13795.93896
4,20180105,16550,16900,16200,244282,50,15900,16162.5,23340.83333,18448.29855,16162.5,13876.70145
5,20180108,15900,16600,15700,284641,-650,16300,16072.5,22859.16667,18248.15507,16072.5,13896.84493
6,20180109,15400,15850,15200,264053,-500,16310,15957.5,22369.16667,18016.9356,15957.5,13898.0644
7,20180110,15900,16450,15200,426655,500,16050,15897.5,21887.5,17889.10111,15897.5,13905.89889
8,20180111,15900,16300,15750,325226,0,15930,15832.5,21405.83333,17732.57237,15832.5,13932.42763
9,20180112,17300,17550,16200,905957,1400,16080,15842.5,20947.5,17771.0422,15842.5,13913.9578
10,20180115,19100,19200,17500,1839224,1800,16720,15942.5,20519.16667,18284.5664,15942.5,13600.4336
11,20180116,19000,19350,18350,637656,-100,17440,16047.5,20089.16667,18717.23313,16047.5,13377.76687
12,20180117,18150,19000,17850,728905,-850,17890,16130,19645,18948.4038,16130,13311.5962
13,20180118,17950,18400,17600,247380,-200,18300,16205,19197.5,19131.24333,16205,13278.75667
14,20180119,18100,18400,17550,244982,150,18460,16317.5,18752.5,19351.51961,16317.5,13283.48039
15,20180122,19400,19500,18400,1091237,1300,18520,16527.5,18329.16667,19795.4466,16527.5,13259.5534
16,20180123,19500,19700,18800,678050,100,18620,16762.5,17907.5,20172.61363,16762.5,13352.38637
17,20180124,19800,20000,19500,769987,300,18950,16997.5,17490.83333,20561.27258,16997.5,13433.72742
18,20180125,21150,21350,19700,1587988,1350,19590,17305,17520,21174.48317,17305,13435.51683
19,20180126,21650,22550,21200,1234474,500,20300,17685,17575,21691.50721,17685,13678.49279
20,20180129,22450,22500,21600,953737,800,20910,18112.5,17645.83333,22235.22665,18112.5,13989.77335
21,20180130,23750,24500,22850,1859129,1300,21760,18532.5,17746.66667,23128.28883,18532.5,13936.71117
22,20180131,24250,24350,22100,1368908,500,22650,18885,17867.5,24062.55734,18885,13707.44266
23,20180201,23450,24600,23050,689135,-800,23110,19232.5,17958.33333,24650.45856,19232.5,13814.54144
24,20180202,23350,24500,22550,928458,-100,23450,19572.5,18034.16667,25126.19021,19572.5,14018.80979
25,20180205,22000,23200,22000,789143,-1350,23360,19877.5,18059.16667,25258.25041,19877.5,14496.74959
26,20180206,22000,23200,20400,1303247,0,23010,20207.5,18075.83333,25248.16216,20207.5,15166.83784
27,20180207,20900,23000,20750,686588,-1100,22340,20457.5,18095,25098.97337,20457.5,15816.02663
28,20180208,21450,21900,20300,964180,550,21940,20735,18133.33333,24891.6934,20735,16578.3066
29,20180209,20600,21000,20050,632150,-850,21390,20900,18162.5,24748.76604,20900,17051.23396
30,20180212,19500,21050,19150,1020228,-1100,20890,20920,18180,24735.15399,20920,17104.84601
31,20180213,18950,19700,18850,410507,-550,20280,20917.5,18190,24737.74541,20917.5,17097.25459
32,20180214,20050,20100,18950,306984,1100,20110,21012.5,18219.16667,24642.49656,21012.5,17382.50344
