,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20151222,2010,2010,2000,9123,10,2001.0,2007.0,2069.333333333333,2029.0,2007.0,1985.0
1,20151223,2000,2010,1995,20884,-10,2001.0,2006.75,2067.833333333333,2028.947972880423,2006.75,1984.552027119577
2,20151224,2000,2005,1975,105806,0,2002.0,2004.5,2065.9166666666665,2018.247727084868,2004.5,1990.7522729151324
3,20151228,2000,2000,1990,42406,0,2002.0,2003.75,2064.0,2016.7403810567664,2003.75,1990.7596189432331
4,20151229,1995,2000,1995,49742,-5,2001.0,2003.0,2062.0,2016.1909059582729,2003.0,1989.8090940417271
5,20151230,1995,2000,1990,52102,0,1998.0,2002.75,2059.6666666666665,2016.342277219068,2002.75,1989.157722780932
6,20160104,2000,2000,1995,15019,5,1998.0,2002.75,2057.833333333333,2016.342277219068,2002.75,1989.157722780932
7,20160105,2000,2010,1990,10228,0,1998.0,2002.5,2055.25,2016.1014705087357,2002.5,1988.8985294912643
8,20160106,2000,2000,2000,6810,0,1998.0,2001.25,2052.9166666666665,2010.1241196746491,2001.25,1992.3758803253504
9,20160107,2000,2000,1995,6300,0,1999.0,2000.75,2050.4166666666665,2008.6714897588772,2000.75,1992.8285102411223
10,20160108,2000,2000,1995,5683,0,2000.0,2000.25,2048.5,2006.9395440801295,2000.25,1993.5604559198705
11,20160111,1995,2000,1995,12385,-5,1999.0,1999.75,2046.4166666666667,2006.4395440801295,1999.75,1993.0604559198705
12,20160112,1995,2000,1995,4526,0,1998.0,1999.5,2044.4166666666667,2006.5,1999.5,1992.5
13,20160113,1995,2000,1995,6713,0,1997.0,1999.0,2042.25,2005.7823299831248,1999.0,1992.2176700168748
14,20160114,2000,2000,1995,8001,5,1997.0,1999.0,2040.1666666666667,2005.7823299831248,1999.0,1992.2176700168748
15,20160115,2000,2000,1995,1116,0,1997.0,1999.0,2038.0,2005.7823299831248,1999.0,1992.2176700168748
16,20160118,2000,2000,1990,2321,0,1998.0,1999.0,2036.0,2005.7823299831248,1999.0,1992.2176700168748
17,20160119,1990,2000,1990,22328,-10,1997.0,1998.75,2033.8333333333333,2006.414854858378,1998.75,1991.085145141622
18,20160120,1985,2000,1985,23586,-5,1995.0,1998.0,2031.25,2007.6953597148329,1998.0,1988.3046402851676
19,20160121,2005,2005,1990,29283,20,1996.0,1998.25,2029.0,2008.3865674663568,1998.25,1988.1134325336436
20,20160122,1990,2005,1990,13206,-15,1994.0,1997.25,2026.75,2006.455976319761,1997.25,1988.044023680239
21,20160125,1985,2000,1985,9713,-5,1991.0,1996.5,2024.5,2007.0356537528528,1996.5,1985.9643462471472
22,20160126,2000,2005,1985,62922,15,1993.0,1996.5,2022.3333333333333,2007.0356537528528,1996.5,1985.9643462471472
23,20160127,2000,2000,1990,8307,0,1996.0,1996.5,2020.5,2007.0356537528528,1996.5,1985.9643462471472
24,20160128,2000,2000,1995,4970,0,1995.0,1996.75,2018.5,2007.3683802907976,1996.75,1986.1316197092024
25,20160129,2000,2000,1995,6103,0,1997.0,1997.0,2016.6666666666667,2007.6770782520316,1997.0,1986.3229217479688
