,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20201021,36150,37400,35800,89893,-350,37110.0,34332.5,32371.666666666668,68.82352941176471,40371.89359538688,34332.5,28293.106404613125
1,20201022,34500,36300,34500,138329,-1650,36090.0,34402.5,32375.0,59.94236311239193,40415.52544481561,34402.5,28389.474555184388
2,20201023,33250,34750,33250,163539,-1250,35160.0,34497.5,32444.166666666668,54.317548746518106,40373.08294980166,34497.5,28621.91705019834
3,20201026,31700,33600,31550,160218,-1550,34420.0,34450.0,32494.166666666668,45.37815126050421,40399.45375643848,34450.0,28500.546243561515
4,20201027,33100,33500,31050,132586,1400,33740.0,34527.5,32572.5,49.35064935064935,40363.121218002416,34527.5,28691.878781997584
5,20201028,34100,34400,33250,75117,1000,33330.0,34752.5,32650.83333333333,51.73267326732673,40140.67919152658,34752.5,29364.32080847342
6,20201029,34700,34950,32950,110138,600,33370.0,35000.0,32739.166666666668,46.42857142857142,39876.78172568754,35000.0,30123.21827431245
7,20201030,33950,34850,33750,73209,-750,33510.0,35145.0,32822.5,38.775510204081634,39705.581103324446,35145.0,30584.41889667556
8,20201102,34400,34600,33500,46371,450,34050.0,35280.0,32926.666666666664,42.13649851632047,39576.90586352552,35280.0,30983.09413647448
9,20201103,34400,35000,34200,73077,0,34310.0,35332.5,33033.333333333336,32.758620689655174,39558.87847335044,35332.5,31106.12152664956
10,20201104,34050,34700,33800,68860,-350,34300.0,35367.5,33120.0,31.058020477815703,39538.863685894576,35367.5,31196.13631410542
11,20201105,36550,37300,33950,273139,2500,34670.0,35525.0,33239.166666666664,45.63106796116504,39624.573148511925,35525.0,31425.42685148807
12,20201106,36650,38100,35750,205648,100,35210.0,35557.5,33344.166666666664,54.78927203065134,39681.85146416985,35557.5,31433.148535830147
13,20201109,36350,37000,35850,104528,-300,35600.0,35485.0,33402.5,49.38775510204081,39498.614331248085,35485.0,31471.385668751915
14,20201110,36100,36100,34950,73817,-250,35940.0,35437.5,33400.0,49.79423868312757,39398.03973594509,35437.5,31476.96026405491
15,20201111,35400,36200,35200,67857,-700,36210.0,35237.5,33429.166666666664,54.01785714285715,38756.857185623536,35237.5,31718.142814376468
16,20201112,35000,35900,34800,55569,-400,35900.0,35007.5,33485.833333333336,58.45410628019325,37902.19773897034,35007.5,32112.80226102966
17,20201113,35900,36350,35000,113966,900,35750.0,34907.5,33550.833333333336,71.64948453608247,37520.02272717387,34907.5,32294.97727282613
18,20201116,35300,36450,35150,74884,-600,35540.0,34902.5,33650.0,62.35955056179775,37511.61383423568,34902.5,32293.38616576432
19,20201117,34850,35800,34800,56111,-450,35290.0,34820.0,33729.166666666664,54.49101796407185,37324.07667614233,34820.0,32315.923323857674
20,20201118,34950,35250,34700,49230,100,35200.0,34760.0,33835.833333333336,51.59235668789808,37190.14402865345,34760.0,32329.855971346555
21,20201119,34950,35550,34400,60621,0,35190.0,34782.5,33927.5,57.04225352112676,37210.93056314156,34782.5,32354.069436858448
22,20201120,35200,35700,35100,50728,250,35050.0,34880.0,34001.666666666664,55.79710144927535,37209.03413457167,34880.0,32550.96586542833
23,20201123,34650,35500,34550,57432,-550,34920.0,35027.5,34072.5,51.67785234899328,36851.088495247765,35027.5,33203.911504752235
24,20201124,34700,35100,34600,44660,50,34890.0,35107.5,34153.333333333336,54.54545454545454,36713.20078159039,35107.5,33501.79921840961
25,20201125,34400,35000,34000,68548,-300,34780.0,35122.5,34206.666666666664,28.28282828282828,36695.54640745275,35122.5,33549.45359254725
26,20201126,34900,35950,34650,136950,500,34770.0,35132.5,34279.166666666664,33.64485981308411,36697.19645618567,35132.5,33567.80354381433
