,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr
0,20141125,12050,12250,11950,41372,-100,11980.0,12480.0,13075.833333333334,29.166666666666668,13617.27745075685,12480.0,11342.72254924315,1980.21,1981.85,1973.80,0.08,283188,6179890,546.34,546.98,543.36,0.81,397533,2820780,,,,,,
1,20141126,12050,12150,11700,10580,0,11990.0,12407.5,13078.333333333334,35.89743589743589,13456.916504539546,12407.5,11358.083495460454,1980.84,1985.43,1972.95,0.03,253288,4149141,547.34,548.10,546.58,0.18,367260,1898873,4758.25,4774.52,4749.92,2067.03,2074.21,2064.75
2,20141127,11900,12250,11900,8802,-150,12020.0,12330.0,13072.5,34.14634146341463,13284.67271878901,12330.0,11375.32728121099,1982.09,1994.82,1982.08,0.06,295509,5571154,545.97,549.32,545.46,-0.25,338403,1735361,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
3,20141128,12150,12400,11850,13077,250,12060.0,12267.5,13058.333333333334,44.18604651162791,13088.033363124254,12267.5,11446.966636875746,1980.78,1984.73,1975.66,-0.07,340696,4301527,545.08,548.01,544.51,-0.16,354876,1632517,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
4,20141201,12000,12200,11550,10775,-150,12030.0,12210.0,13047.5,45.23809523809524,12930.138875495553,12210.0,11489.861124504447,1965.22,1971.97,1962.15,-0.79,333977,4702647,539.45,545.23,539.13,-1.03,368382,1706683,4791.63,4810.86,4786.72,2067.56,2075.76,2065.06
5,20141202,12000,12250,11850,12059,0,12020.0,12152.5,13036.666666666666,47.5,12733.425984958498,12152.5,11571.574015041502,1965.83,1965.83,1954.40,0.03,317912,3878547,541.53,541.55,537.53,0.39,359758,1826563,4727.35,4782.07,4724.62,2053.44,2065.78,2049.57
6,20141203,12300,12350,11800,15615,300,12070.0,12115.0,13033.333333333334,59.523809523809526,12533.449519058153,12115.0,11696.550480941847,1969.91,1973.96,1964.77,0.21,271112,3300716,545.02,546.00,542.64,0.64,428016,2033941,4755.81,4761.63,4729.76,2066.55,2068.77,2053.77
7,20141204,12400,12400,12100,7818,100,12170.0,12105.0,13025.0,55.26315789473685,12484.341534767813,12105.0,11725.658465232187,1986.61,1988.56,1976.10,0.85,244390,3548271,548.16,549.46,547.20,0.58,394092,2248476,4774.47,4781.37,4745.14,2074.33,2076.28,2066.65
8,20141205,12650,12650,12200,11824,250,12270.0,12110.0,13026.666666666666,65.0,12514.474968323133,12110.0,11705.525031676867,1986.62,1989.17,1983.36,0.00,305548,3434291,550.85,550.92,549.27,0.49,480233,2249781,4769.44,4785.41,4753.71,2071.92,2077.34,2062.34
9,20141208,12950,13050,12750,12264,300,12460.0,12137.5,13032.5,71.11111111111111,12671.236826535325,12137.5,11603.763173464675,1978.95,1990.04,1976.89,-0.39,295139,3174101,551.40,553.11,551.19,0.10,432777,2141511,4780.76,4788.98,4769.64,2075.37,2079.47,2070.81
