,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,132000,133500,129500,56423,2000,130200.0,129325.0,123925.0,54.99999999999999,132793.06862677197,129325.0,125856.93137322803
1,20181220,129500,132500,128000,47083,-2500,130000.0,129400.0,123858.33333333333,47.72727272727273,132814.67421579277,129400.0,125985.32578420722
2,20181221,136500,136500,129500,251975,7000,131500.0,129875.0,123875.0,57.40740740740742,134312.05983732472,129875.0,125437.94016267528
3,20181224,134000,138500,132500,135518,-2500,132400.0,130175.0,123875.0,59.615384615384606,134868.3463541486,130175.0,125481.6536458514
4,20181226,131500,133500,131000,138628,-2500,132700.0,130325.0,123816.66666666667,54.38596491228069,134986.27664915955,130325.0,125663.72335084046
5,20181227,120500,127000,119000,112505,-3500,130400.0,129750.0,123566.66666666667,39.743589743589745,136006.99608438427,129750.0,123493.00391561574
6,20181228,121500,121500,119000,53727,1000,128800.0,129325.0,123350.0,42.85714285714287,136538.00908082057,129325.0,122111.99091917943
7,20190102,116000,121500,116000,52125,-5500,124700.0,128600.0,123083.33333333333,36.7816091954023,137828.21759604747,128600.0,119371.78240395254
8,20190103,118500,120000,115500,55472,2500,121600.0,127900.0,122850.0,41.11111111111111,137927.96090937735,127900.0,117872.03909062265
9,20190104,119500,121000,116500,65183,1000,119200.0,127425.0,122641.66666666667,35.36585365853659,138079.92843711303,127425.0,116770.07156288697
10,20190107,120000,122000,119500,56921,500,119100.0,126975.0,122541.66666666667,37.03703703703704,138076.689060679,126975.0,115873.31093932099
11,20190108,119000,122000,117500,41468,-1000,118600.0,126500.0,122566.66666666667,37.49999999999999,138101.72400981854,126500.0,114898.27599018146
12,20190109,120500,121500,118500,44935,1500,119500.0,126175.0,122616.66666666667,39.02439024390244,138063.12432640238,126175.0,114286.87567359762
13,20190110,118000,121500,118000,154961,-2500,119400.0,125700.0,122666.66666666667,36.04651162790698,138087.0900537616,125700.0,113312.90994623839
14,20190111,119000,119500,118000,29099,1000,119300.0,125325.0,122733.33333333333,34.523809523809526,138042.21274493748,125325.0,112607.78725506253
15,20190114,118500,120000,118000,31287,-500,119000.0,124675.0,122716.66666666667,36.25,137392.21274493748,124675.0,111957.78725506253
16,20190115,118000,120000,117500,58461,-500,118800.0,124050.0,122725.0,22.388059701492537,136789.30924344016,124050.0,111310.69075655984
17,20190116,117500,118500,116000,55593,-500,118200.0,123475.0,122683.33333333333,23.809523809523807,136306.50419865106,123475.0,110643.49580134894
18,20190117,118500,119000,116000,45141,1000,118300.0,122925.0,122641.66666666667,28.333333333333332,135618.6007499842,122925.0,110231.39925001578
19,20190118,118000,120000,117000,54368,-500,118100.0,122325.0,122666.66666666667,43.58974358974359,134755.9090576675,122325.0,109894.09094233249
20,20190121,118500,119000,117000,26813,500,118100.0,121650.0,122675.0,42.10526315789474,133350.85466963844,121650.0,109949.14533036154
21,20190122,118000,118500,117000,49122,-500,118100.0,121075.0,122725.0,57.14285714285715,132296.74228896742,121075.0,109853.25771103257
22,20190123,119000,119000,117000,50943,1000,118400.0,120200.0,122858.33333333333,52.0,128925.82374334939,120200.0,111474.17625665061
23,20190124,119000,119500,117500,45620,0,118500.0,119450.0,123033.33333333333,47.82608695652174,125457.49531835024,119450.0,113442.50468164976
24,20190125,120500,121500,118000,56258,1500,119000.0,118900.0,123250.0,52.0,121361.70672501823,118900.0,116438.29327498177
25,20190128,121000,122000,119000,58566,500,119500.0,118925.0,123450.0,58.333333333333336,121460.25146681744,118925.0,116389.74853318256
26,20190129,120000,121000,118500,43211,-1000,119900.0,118850.0,123616.66666666667,47.82608695652174,121154.34372436059,118850.0,116545.65627563941
27,20190130,117500,121000,116500,97668,-2500,119600.0,118925.0,123691.66666666667,47.82608695652174,120931.86322403894,118925.0,116918.13677596106
28,20190131,120500,120500,117000,90121,3000,119900.0,119025.0,123866.66666666667,55.55555555555556,121133.90967089632,119025.0,116916.09032910368
29,20190201,120000,120500,119000,45621,-500,119800.0,119050.0,123991.66666666667,55.55555555555556,121192.42852856286,119050.0,116907.57147143714
30,20190207,124000,124000,120000,80580,4000,120400.0,119250.0,124191.66666666667,67.64705882352942,122274.89669245083,119250.0,116225.10330754917
31,20190208,121000,124000,121000,54684,-3000,120600.0,119350.0,124366.66666666667,58.97435897435898,122466.08729017658,119350.0,116233.91270982342
32,20190211,124500,125500,120500,79266,3500,122000.0,119550.0,124458.33333333333,63.63636363636363,123369.68585095686,119550.0,115730.31414904314
33,20190212,125000,127000,122000,79213,500,122900.0,119900.0,124525.0,65.90909090909092,124322.66887749919,119900.0,115477.33112250081
34,20190213,123000,125000,122500,70354,-2000,123500.0,120100.0,124566.66666666667,59.57446808510638,124700.0,120100.0,115500.0
35,20190214,126000,126000,122000,137577,3000,123900.0,120475.0,124675.0,65.38461538461539,125675.72110384704,120475.0,115274.27889615296
36,20190215,124000,126500,122000,66548,-2000,124500.0,120775.0,124658.33333333333,59.25925925925925,126061.53951087098,120775.0,115488.46048912902
37,20190218,125000,125500,123000,36414,1000,124600.0,121150.0,124658.33333333333,60.71428571428571,126517.49476012785,121150.0,115782.50523987215
38,20190219,126000,127500,123500,57757,1000,124800.0,121525.0,124600.0,60.00000000000001,127141.7161224331,121525.0,115908.2838775669
39,20190220,126000,127000,124500,68453,0,125400.0,121925.0,124516.66666666667,59.25925925925925,127619.51490471313,121925.0,116230.48509528687
40,20190221,125000,126000,124000,43961,-1000,125200.0,122250.0,124408.33333333333,59.25925925925925,127866.93866799344,122250.0,116633.06133200656
41,20190222,125000,125000,123500,31065,0,125400.0,122600.0,124358.33333333333,65.3061224489796,127981.44961882949,122600.0,117218.55038117051
42,20190225,125500,126000,124000,45852,500,125500.0,122925.0,124333.33333333333,61.36363636363637,128181.1868307738,122925.0,117668.8131692262
