,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr
0,20141125,33900,35850,33600,4721965,650,34470.0,34627.5,35215.833333333336,45.731707317073166,38288.57566160548,34627.5,30966.42433839452,1980.21,1981.85,1973.80,0.08,283188,6179890,546.34,546.98,543.36,0.81,397533,2820780,4754.89,4755.02,4723.62,,,
1,20141126,28850,30000,28850,2726510,-5050,33140.0,34482.5,34985.833333333336,26.923076923076927,38764.937973864886,34482.5,30200.062026135114,1980.84,1985.43,1972.95,0.03,253288,4149141,547.34,548.10,546.58,0.18,367260,1898873,4758.25,4774.52,4749.92,2067.03,2074.21,2064.75
2,20141127,28200,28950,27700,5124440,-650,31710.0,34302.5,34746.666666666664,25.36764705882353,39268.834161129314,34302.5,29336.165838870686,1982.09,1994.82,1982.08,0.06,295509,5571154,545.97,549.32,545.46,-0.25,338403,1735361,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
3,20141128,28150,28850,27800,1886791,-50,30470.0,34070.0,34505.0,26.037735849056602,39688.48734091303,34070.0,28451.51265908697,1980.78,1984.73,1975.66,-0.07,340696,4301527,545.08,548.01,544.51,-0.16,354876,1632517,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
4,20141201,26150,28500,26050,2313047,-2000,29050.0,33840.0,34225.833333333336,15.714285714285714,40297.290453433234,33840.0,27382.709546566766,1965.22,1971.97,1962.15,-0.79,333977,4702647,539.45,545.23,539.13,-1.03,368382,1706683,4791.63,4810.86,4786.72,2067.56,2075.76,2065.06
5,20141202,26850,27250,25900,1765448,700,27640.0,33487.5,33968.333333333336,12.592592592592592,40626.88897945756,33487.5,26348.111020542445,1965.83,1965.83,1954.40,0.03,317912,3878547,541.53,541.55,537.53,0.39,359758,1826563,4727.35,4782.07,4724.62,2053.44,2065.78,2049.57
6,20141203,26600,27350,26250,1276216,-250,27190.0,33087.5,33748.333333333336,12.043795620437958,40805.71708686663,33087.5,25369.28291313337,1969.91,1973.96,1964.77,0.21,271112,3300716,545.02,546.00,542.64,0.64,428016,2033941,4755.81,4761.63,4729.76,2066.55,2068.77,2053.77
7,20141204,26700,27250,26650,706510,100,26890.0,32680.0,33529.166666666664,10.74074074074074,40831.404786906365,32680.0,24528.595213093635,1986.61,1988.56,1976.10,0.85,244390,3548271,548.16,549.46,547.20,0.58,394092,2248476,4774.47,4781.37,4745.14,2074.33,2076.28,2066.65
8,20141205,27500,27800,26600,943955,800,26760.0,32310.0,33321.666666666664,16.18705035971223,40693.23326646706,32310.0,23926.76673353294,1986.62,1989.17,1983.36,0.00,305548,3434291,550.85,550.92,549.27,0.49,480233,2249781,4769.44,4785.41,4753.71,2071.92,2077.34,2062.34
9,20141208,27100,27750,26900,549043,-400,26950.0,31940.0,33116.666666666664,16.24548736462094,40553.977014132324,31940.0,23326.022985867676,1978.95,1990.04,1976.89,-0.39,295139,3174101,551.40,553.11,551.19,0.10,432777,2141511,4780.76,4788.98,4769.64,2075.37,2079.47,2070.81
10,20141209,27050,27600,26900,532388,-50,26990.0,31505.0,32900.833333333336,17.374517374517374,40183.87665542033,31505.0,22826.123344579668,1970.95,1977.15,1968.85,-0.40,541162,3920050,546.57,552.38,546.57,-0.88,513199,2178098,4740.69,4793.24,4722.91,2060.31,2075.78,2054.27
11,20141210,25800,27100,25600,967841,-1250,26830.0,30947.5,32664.166666666668,16.014234875444842,39588.07145100948,30947.5,22306.928548990523,1945.56,1966.11,1943.27,-1.29,367890,3921968,541.96,548.21,540.42,-0.84,452662,2189383,4766.47,4768.41,4674.38,2059.82,2060.60,2034.17
12,20141211,25300,26000,25200,487186,-500,26550.0,30362.5,32431.666666666668,16.605166051660518,38867.961480719314,30362.5,21857.038519280686,1916.59,1937.23,1916.49,-1.49,343635,4483230,537.21,542.60,536.32,-0.88,477012,2356053,4684.03,4766.64,4679.25,2026.14,2058.86,2024.26
13,20141212,25300,25900,24800,554816,0,26110.0,29762.5,32201.666666666668,18.072289156626507,37911.29592332512,29762.5,21613.704076674887,1921.71,1926.67,1915.00,0.27,363470,3800864,533.67,540.13,530.83,-0.66,596591,2729367,4708.16,4759.88,4699.43,2035.33,2055.53,2027.92
