,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol,acml_tr_pbmn,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr
0,20141125,48500,48800,47800,2680733,1400,47290.0,47450.0,45422.5,56.132075471698116,48915.6056768449,47450.0,45984.3943231551,1980.21,1981.85,1973.80,0.08,283188,6179890,546.34,546.98,543.36,0.81,397533,2820780,,,,2069.41,2070.17,2065.07
1,20141126,48600,48700,48100,914772,100,47580.0,47530.0,45476.666666666664,53.266331658291456,49061.796331109326,47530.0,45998.203668890674,1980.84,1985.43,1972.95,0.03,253288,4149141,547.34,548.10,546.58,0.18,367260,1898873,4758.25,4774.52,4749.92,2067.03,2074.21,2064.75
2,20141127,47850,48700,47650,1558962,-750,47700.0,47562.5,45514.166666666664,52.21674876847291,49092.491830043546,47562.5,46032.508169956454,1982.09,1994.82,1982.08,0.06,295509,5571154,545.97,549.32,545.46,-0.25,338403,1735361,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
3,20141128,48050,48600,47700,1131555,200,48020.0,47592.5,45558.333333333336,52.450980392156865,49135.96201767326,47592.5,46049.03798232674,1980.78,1984.73,1975.66,-0.07,340696,4301527,545.08,548.01,544.51,-0.16,354876,1632517,4787.32,4788.00,4757.48,2072.83,2073.29,2066.62
4,20141201,47950,48500,47800,1444205,-100,48190.0,47587.5,45615.833333333336,51.70731707317072,49125.64011065312,47587.5,46049.35988934688,1965.22,1971.97,1962.15,-0.79,333977,4702647,539.45,545.23,539.13,-1.03,368382,1706683,4791.63,4810.86,4786.72,2067.56,2075.76,2065.06
5,20141202,47700,48000,47300,1417999,-250,48030.0,47600.0,45676.666666666664,48.00000000000001,49137.530487502605,47600.0,46062.469512497395,1965.83,1965.83,1954.40,0.03,317912,3878547,541.53,541.55,537.53,0.39,359758,1826563,4727.35,4782.07,4724.62,2053.44,2065.78,2049.57
6,20141203,48050,48500,47750,1199173,350,47920.0,47642.5,45780.833333333336,49.75845410628018,49180.44505753619,47642.5,46104.55494246381,1969.91,1973.96,1964.77,0.21,271112,3300716,545.02,546.00,542.64,0.64,428016,2033941,4755.81,4761.63,4729.76,2066.55,2068.77,2053.77
7,20141204,48700,48800,48150,1438113,650,48090.0,47680.0,45891.666666666664,47.474747474747474,49281.374409686876,47680.0,46078.625590313124,1986.61,1988.56,1976.10,0.85,244390,3548271,548.16,549.46,547.20,0.58,394092,2248476,4774.47,4781.37,4745.14,2074.33,2076.28,2066.65
8,20141205,48350,49150,48100,1335134,-350,48150.0,47727.5,45977.5,67.62589928057554,49349.06560150985,47727.5,46105.93439849015,1986.62,1989.17,1983.36,0.00,305548,3434291,550.85,550.92,549.27,0.49,480233,2249781,4769.44,4785.41,4753.71,2071.92,2077.34,2062.34
9,20141208,48650,49200,48500,2243336,300,48290.0,47782.5,46057.5,66.66666666666666,49450.21550331584,47782.5,46114.78449668416,1978.95,1990.04,1976.89,-0.39,295139,3174101,551.40,553.11,551.19,0.10,432777,2141511,4780.76,4788.98,4769.64,2075.37,2079.47,2070.81
