,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20180803,11000,11500,10900,29516,-150,11120.0,11450.0,13966.666666666666,12367.06052144883,11450.0,10532.93947855117
1,20180806,11050,11500,11000,47812,50,11110.0,11402.5,13867.5,12298.86767009972,11402.5,10506.13232990028
2,20180807,11150,11400,11000,31799,100,11140.0,11360.0,13764.166666666666,12218.836422143357,11360.0,10501.163577856643
3,20180808,10900,11300,10850,31297,-250,11050.0,11312.5,13648.333333333334,12162.720559619678,11312.5,10462.279440380322
4,20180809,10850,11000,10500,53798,-50,10990.0,11257.5,13540.833333333334,12077.42377694515,11257.5,10437.57622305485
5,20180810,10700,11000,10550,28768,-150,10930.0,11180.0,13435.833333333334,11896.519364706914,11180.0,10463.480635293086
6,20180813,10400,10800,10200,65671,-300,10800.0,11107.5,13325.833333333334,11831.56836693782,11107.5,10383.43163306218
7,20180814,9980,10550,9960,135808,-420,10566.0,11021.5,13208.833333333334,11845.351321538055,11021.5,10197.648678461945
8,20180816,9980,10000,9800,33154,0,10382.0,10925.5,13083.5,11764.82055854721,10925.5,10086.17944145279
9,20180817,10050,10300,9900,42003,70,10222.0,10853.0,12954.333333333334,11730.908879098508,10853.0,9975.091120901492
10,20180820,9870,10000,9830,59344,-180,10056.0,10771.5,12822.166666666666,11695.45400318414,10771.5,9847.54599681586
11,20180821,10150,10250,9970,29935,280,10006.0,10714.0,12692.166666666666,11642.361998360551,10714.0,9785.638001639449
12,20180822,10050,10350,10000,27795,-100,10020.0,10656.5,12538.833333333334,11599.670716254486,10656.5,9713.329283745514
13,20180823,10100,10200,9910,14344,50,10044.0,10631.5,12405.5,11605.34341657168,10631.5,9657.65658342832
14,20180824,10250,10400,10000,26652,150,10084.0,10609.0,12263.0,11596.175769556769,10609.0,9621.824230443231
15,20180827,10150,10250,10000,25825,-100,10140.0,10561.5,12101.333333333334,11540.995278191784,10561.5,9582.004721808216
16,20180828,10150,10200,10000,33286,0,10140.0,10514.0,11978.833333333334,11476.42194488696,10514.0,9551.57805511304
17,20180829,10450,10500,10050,52058,300,10220.0,10486.5,11876.333333333334,11422.881866548045,10486.5,9550.118133451955
18,20180830,10450,10550,10300,16189,0,10290.0,10441.5,11780.5,11289.940333789003,10441.5,9593.059666210997
19,20180831,10500,10550,10250,20230,50,10340.0,10409.0,11704.666666666666,11193.803160034411,10409.0,9624.196839965589
20,20180903,10250,10500,10200,22640,-250,10360.0,10371.5,11621.333333333334,11110.073625307592,10371.5,9632.926374692408
21,20180904,10350,10400,10250,15926,100,10400.0,10336.5,11548.833333333334,11006.2842936349,10336.5,9666.7157063651
22,20180905,10500,10500,10150,37374,150,10410.0,10304.0,11497.166666666666,10867.361340526664,10304.0,9740.638659473336
23,20180906,10300,10500,10250,35041,-200,10380.0,10274.0,11437.166666666666,10766.682453513416,10274.0,9781.317546486584
24,20180907,10100,10300,10050,26008,-200,10300.0,10236.5,11384.666666666666,10656.98900104521,10236.5,9816.01099895479
25,20180910,10100,10300,9890,44779,0,10270.0,10206.5,11337.166666666666,10572.520491229658,10206.5,9840.479508770342
26,20180911,10200,10200,10100,15029,100,10240.0,10196.5,11293.833333333334,10551.59294557904,10196.5,9841.40705442096
27,20180912,10100,10300,10000,21604,-100,10160.0,10202.5,11257.166666666666,10546.643865265676,10202.5,9858.356134734324
28,20180913,10100,10150,10000,27693,0,10120.0,10208.5,11214.666666666666,10540.90186521739,10208.5,9876.09813478261
29,20180914,10500,10500,10000,69453,400,10200.0,10231.0,11170.5,10578.038902718414,10231.0,9883.961097281586
30,20180917,10150,10500,10150,34922,-350,10210.0,10245.0,11122.166666666666,10553.058436014988,10245.0,9936.941563985012
31,20180918,10300,10300,10100,31612,150,10230.0,10252.5,11060.5,10558.236814924208,10252.5,9946.763185075792
32,20180919,10100,10350,10050,31959,-200,10230.0,10255.0,10994.666666666666,10554.8332870113,10255.0,9955.1667129887
