,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,29950,30350,28500,545339,1000,29990.0,31427.5,33017.5,36.61971830985915,34363.053610479634,31427.5,28491.94638952037
1,20181220,29500,30900,28950,438817,-450,29720.0,31265.0,32893.333333333336,36.44859813084112,34249.1414175605,31265.0,28280.858582439498
2,20181221,30200,30250,29200,365047,700,29490.0,31172.5,32786.666666666664,40.08810572687225,34168.24281272609,31172.5,28176.757187273914
3,20181224,30950,31500,29750,592041,750,29910.0,31040.0,32695.833333333332,40.61135371179039,33821.294662562745,31040.0,28258.70533743726
4,20181226,31600,31950,29950,804936,650,30440.0,30940.0,32604.166666666668,50.96153846153847,33479.21247633986,30940.0,28400.78752366014
5,20181227,31000,32300,30750,502394,-600,30650.0,30840.0,32485.833333333332,54.08163265306122,33197.880404091775,30840.0,28482.119595908225
6,20181228,30250,31350,29850,530255,-750,30800.0,30712.5,32372.5,47.5,32902.44862953449,30712.5,28522.55137046551
7,20190102,29050,30800,28950,482873,-1200,30570.0,30545.0,32235.0,45.023696682464454,32705.300904966713,30545.0,28384.699095033287
8,20190103,28300,29650,28250,463812,-750,30040.0,30337.5,32075.833333333332,43.18181818181818,32523.106323197295,30337.5,28151.893676802705
9,20190104,30250,30300,28100,487820,1950,29770.0,30195.0,31974.166666666668,48.559670781893004,31975.70210872004,30195.0,28414.29789127996
10,20190107,31350,32150,30400,876522,1100,29840.0,30192.5,31886.666666666668,51.92307692307693,31966.556087050238,30192.5,28418.443912949762
11,20190108,31500,31800,30800,357678,150,30090.0,30257.5,31820.833333333332,50.59288537549407,32120.90414295987,30257.5,28394.09585704013
12,20190109,31550,31850,30950,376344,50,30590.0,30297.5,31745.833333333332,63.23529411764706,32234.372479023852,30297.5,28360.627520976148
13,20190110,31500,31650,30850,232543,-50,31230.0,30367.5,31675.833333333332,62.5615763546798,32370.816001034284,30367.5,28364.183998965716
14,20190111,30900,31150,29650,811176,-600,31360.0,30422.5,31576.666666666668,54.871794871794876,32420.868084212714,30422.5,28424.131915787286
15,20190114,30900,31200,30600,331558,0,31270.0,30437.5,31457.5,57.5268817204301,32445.452937695503,30437.5,28429.547062304497
16,20190115,32950,33500,30900,1615359,2050,31560.0,30542.5,31390.833333333332,62.91079812206573,32826.41659217232,30542.5,28258.583407827686
17,20190116,33150,33250,32450,460147,200,31880.0,30632.5,31311.666666666668,60.89108910891089,33164.94447125697,30632.5,28100.05552874303
18,20190117,31800,33200,31450,586505,-1350,31940.0,30780.0,31189.166666666668,50.92592592592593,33222.007370996245,30780.0,28337.992629003755
19,20190118,31650,32000,31100,411760,-150,32090.0,30915.0,31068.333333333332,53.14009661835749,33232.77910940624,30915.0,28597.220890593755
20,20190121,28800,32000,28200,2484135,-2850,31670.0,30857.5,31031.666666666668,44.17670682730924,33320.6839151797,30857.5,28394.3160848203
21,20190122,29300,29400,28100,817451,500,30940.0,30847.5,31015.833333333332,51.06382978723404,33334.15940570879,30847.5,28360.840594291207
22,20190123,27600,29000,27200,2112568,-1700,29830.0,30717.5,31019.166666666668,47.24409448818898,33570.791958422764,30717.5,27864.208041577236
23,20190124,27850,28350,27350,920789,250,29040.0,30562.5,31037.5,39.09090909090909,33673.589037620106,30562.5,27451.410962379894
24,20190125,28000,28250,27550,652120,150,28310.0,30382.5,31029.166666666668,33.33333333333333,33645.516242681,30382.5,27119.483757319005
25,20190128,27650,28150,27500,566972,-350,28080.0,30215.0,31013.333333333332,31.219512195121958,33672.18093249399,30215.0,26757.81906750601
26,20190129,27650,28000,27400,431548,0,27750.0,30085.0,30973.333333333332,30.88235294117647,33718.19418693799,30085.0,26451.805813062012
27,20190130,27700,27950,27600,458949,50,27770.0,30017.5,30910.0,31.372549019607842,33773.19900284887,30017.5,26261.80099715113
28,20190131,28700,28750,27700,952561,1000,27940.0,30037.5,30880.0,39.62264150943396,33760.5196077915,30037.5,26314.480392208498
29,20190201,28250,28950,28000,493338,-450,27990.0,29937.5,30847.5,38.009049773755656,33738.930651741524,29937.5,26136.069348258476
30,20190207,28800,29100,28200,596321,550,28220.0,29810.0,30840.0,28.272251308900525,33584.33437840369,29810.0,26035.665621596305
31,20190208,28550,28750,28300,331444,-250,28400.0,29662.5,30837.5,26.041666666666668,33391.42410756776,29662.5,25933.575892432244
32,20190211,29200,29350,28650,738493,650,28700.0,29545.0,30828.333333333332,35.39325842696629,33175.41319962343,29545.0,25914.586800376575
33,20190212,29600,30400,29200,863375,400,28880.0,29450.0,30804.166666666668,38.79781420765027,32968.522417151835,29450.0,25931.477582848165
34,20190213,29500,30100,29050,574963,-100,29130.0,29380.0,30782.5,55.46875,32835.48838805747,29380.0,25924.511611942533
35,20190214,29200,29600,28950,357084,-300,29210.0,29295.0,30725.833333333332,49.19354838709677,32679.65655569365,29295.0,25910.34344430635
36,20190215,29850,30000,29300,796304,650,29470.0,29140.0,30650.0,71.84466019417476,32097.9722784367,29140.0,26182.0277215633
37,20190218,29900,30250,29600,488563,50,29610.0,28977.5,30574.166666666668,70.70707070707071,31331.958536479247,28977.5,26623.041463520753
38,20190219,29400,29900,29300,340293,-500,29570.0,28857.5,30492.5,63.20754716981132,30839.48763871019,28857.5,26875.51236128981
39,20190220,29600,29800,29300,357523,200,29590.0,28755.0,30422.5,68.93203883495146,30316.05733398873,28755.0,27193.94266601127
40,20190221,30150,30600,29550,1039009,550,29780.0,28822.5,30369.166666666668,71.9298245614035,30498.052147800838,28822.5,27146.947852199162
41,20190222,29800,30150,29300,414588,-350,29770.0,28847.5,30320.0,67.5,30565.194676012008,28847.5,27129.805323987992
42,20190225,29800,30000,29450,344017,0,29750.0,28957.5,30282.5,61.0,30622.515014947312,28957.5,27292.484985052688
43,20190226,29400,29900,28550,496633,-400,29750.0,29035.0,30212.5,61.61616161616161,30629.39643752738,29035.0,27440.60356247262
44,20190227,29000,29550,28750,466526,-400,29630.0,29085.0,30135.833333333332,52.083333333333336,30607.530787866046,29085.0,27562.469212133954
45,20190228,28500,29300,28500,413113,-500,29300.0,29127.5,30060.833333333332,49.504950495049506,30530.167102344672,29127.5,27724.832897655328
46,20190304,28650,29050,28550,419387,150,29070.0,29177.5,29991.666666666668,43.95604395604396,30429.088990044256,29177.5,27925.911009955744
47,20190305,28700,29100,28550,237348,50,28850.0,29227.5,29930.0,39.28571428571429,30307.07167432274,29227.5,28147.92832567726
48,20190306,30000,30100,28850,1063163,1300,28970.0,29292.5,29889.166666666668,54.62962962962964,30393.53360530004,29292.5,28191.46639469996
49,20190307,29350,30550,29000,553451,-650,29040.0,29347.5,29826.666666666668,51.304347826086946,30339.203080563937,29347.5,28355.796919436063
