,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,81300,82300,80200,71049,700,82980.0,82800.0,91443.33333333331,48.7603305785124,85681.66618469245,82800.0,79918.33381530755
1,20181220,80100,81000,78700,51238,-1200,81980.0,82675.0,90956.66666666669,48.7603305785124,85788.11740864362,82675.0,79561.88259135638
2,20181221,83500,83500,79500,87924,3400,81920.0,82760.0,90431.66666666669,47.008547008547005,85865.73662759739,82760.0,79654.26337240261
3,20181224,86200,87100,81900,67319,2700,82340.0,82945.0,90051.66666666667,53.93700787401574,86389.11091575169,82945.0,79500.88908424831
4,20181226,81700,85900,81700,60048,-4500,82560.0,82840.0,89596.66666666667,50.74074074074073,86301.44478505725,82840.0,79378.55521494275
5,20181227,83500,84500,82700,33241,1800,83000.0,82815.0,89178.33333333333,53.16901408450705,86249.69067020598,82815.0,79380.30932979402
6,20181228,82500,83800,81800,46555,-1000,83480.0,82845.0,88758.33333333333,48.18840579710145,86257.60897261904,82845.0,79432.39102738096
7,20190102,83500,85100,82300,60459,1000,83480.0,82985.0,88408.33333333333,55.42635658914728,86261.1410226057,82985.0,79708.8589773943
8,20190103,79600,83800,79500,56343,-3900,82160.0,82720.0,88070.0,43.79562043795621,86185.60240073786,82720.0,79254.39759926214
9,20190104,75300,79900,72300,164465,-4300,80880.0,82275.0,87633.33333333333,34.76821192052981,86943.13667323484,82275.0,77606.86332676516
10,20190107,80200,81100,76100,93435,4900,80220.0,82220.0,87345.0,42.89855072463768,86958.18530663375,82220.0,77481.81469336625
11,20190108,80200,81800,80200,65015,0,79760.0,82145.0,87115.0,44.57831325301205,86960.58926819969,82145.0,77329.41073180031
12,20190109,82700,84700,80300,52735,2500,79600.0,82105.0,86933.33333333333,48.0225988700565,86888.08477867578,82105.0,77321.91522132422
13,20190110,83600,84500,81000,67478,900,80400.0,82250.0,86776.66666666667,54.57317073170731,87029.74894738208,82250.0,77470.25105261792
14,20190111,82200,85400,81800,61102,-1400,81780.0,82210.0,86543.33333333333,51.34328358208956,86977.3472707576,82210.0,77442.6527292424
15,20190114,78600,81400,78500,135088,-3600,81460.0,81915.0,86170.0,47.910863509749305,86807.55556943403,81915.0,77022.44443056597
16,20190115,77600,79100,77100,61761,-1000,80940.0,81540.0,85823.33333333333,41.19402985074627,86546.95516257136,81540.0,76533.04483742864
17,20190116,79000,80900,78200,78609,1400,80200.0,81300.0,85453.33333333333,38.81987577639752,86310.78836112643,81300.0,76289.21163887357
18,20190117,76800,79900,76800,60963,-2200,78840.0,80935.0,85065.0,41.80602006688963,86136.64397089997,80935.0,75733.35602910003
19,20190118,74100,76500,73100,188434,-2700,77220.0,80610.0,84670.0,34.74025974025974,86606.29885846261,80610.0,74613.70114153739
20,20190121,75700,76000,74800,58245,1600,76640.0,80330.0,84323.33333333333,39.171974522293,86683.61314528986,80330.0,73976.38685471014
21,20190122,76700,76900,75600,50302,1000,76460.0,80160.0,84053.33333333333,39.171974522293,86708.09896076717,80160.0,73611.90103923283
22,20190123,75600,76900,75200,79730,-1100,75780.0,79765.0,83753.33333333333,43.00699300699301,86411.88648917672,79765.0,73118.11351082328
23,20190124,79100,79900,76000,107151,3500,76240.0,79410.0,83568.33333333333,56.83453237410072,85366.81122749412,79410.0,73453.18877250588
24,20190125,79600,80100,78100,50227,500,77340.0,79305.0,83335.0,48.71794871794872,85169.97229319968,79305.0,73440.02770680032
25,20190128,80700,81000,78900,104294,1100,78340.0,79165.0,83176.66666666667,51.02040816326531,84749.72022575885,79165.0,73580.27977424115
26,20190129,81800,81900,79300,69896,1100,79360.0,79130.0,83010.0,48.05194805194805,84638.93819170265,79130.0,73621.06180829735
27,20190130,83400,83400,80400,75704,1600,80920.0,79125.0,82815.0,49.57983193277311,84618.22309759945,79125.0,73631.77690240055
28,20190131,82000,83900,82000,65864,-1400,81500.0,79245.0,82616.66666666667,49.57983193277311,84877.57489963516,79245.0,73612.42510036484
29,20190201,81600,82900,81200,49416,-400,81900.0,79560.0,82435.0,57.28155339805826,84975.31162538224,79560.0,74144.68837461776
30,20190207,85100,85200,81800,65343,3500,82780.0,79805.0,82361.66666666667,66.23376623376623,85733.0603910554,79805.0,73876.9396089446
31,20190208,83200,86600,83200,55912,-1900,83060.0,79955.0,82271.66666666667,58.89830508474576,86064.4926139574,79955.0,73845.5073860426
32,20190211,81600,83200,81000,41550,-1600,82700.0,79900.0,82116.66666666667,60.434782608695656,85928.93025337,79900.0,73871.06974663
33,20190212,81300,84000,81100,35166,-300,82560.0,79785.0,82038.33333333333,67.47572815533981,85611.5856210992,79785.0,73958.4143789008
34,20190213,83000,83500,81400,52289,1700,82840.0,79825.0,82106.66666666667,67.6328502415459,85727.83830034331,79825.0,73922.16169965669
35,20190214,84900,84900,82100,36536,1900,82800.0,80140.0,82096.66666666667,68.98148148148148,86408.7797855723,80140.0,73871.2202144277
36,20190215,82500,84400,82000,65352,-2400,82660.0,80385.0,81943.33333333333,65.06550218340611,86620.47111291521,80385.0,74149.52888708479
37,20190218,85400,86000,82600,73101,2900,83420.0,80705.0,81866.66666666667,64.1255605381166,87271.42216126865,80705.0,74138.57783873135
38,20190219,86400,86700,83700,56934,1000,84440.0,81185.0,81800.0,64.91228070175438,87940.22760534388,81185.0,74429.77239465612
39,20190220,89500,89600,85600,97605,3100,85740.0,81955.0,81853.33333333333,67.74193548387098,88814.29296647986,81955.0,75095.70703352014
40,20190221,89800,90200,88400,71772,300,86720.0,82660.0,81930.0,66.66666666666666,89698.86354463559,82660.0,75621.13645536441
41,20190222,89500,90300,88300,46011,-300,88120.0,83300.0,82045.0,63.43612334801762,90382.37248385033,83300.0,76217.62751614969
42,20190225,92600,93000,88500,93750,3100,89560.0,84150.0,82225.0,71.72131147540983,91410.16528737466,84150.0,76889.83471262534
43,20190226,88400,90800,85900,137614,-4200,89960.0,84615.0,82323.33333333333,62.05673758865249,91711.27367003277,84615.0,77518.72632996725
44,20190227,85600,88100,84600,114109,-2800,89180.0,84915.0,82353.33333333333,50.90909090909091,91635.20088985442,84915.0,78194.79911014558
45,20190228,80600,86100,80600,80546,-5000,87340.0,84910.0,82296.66666666667,45.751633986928105,91642.87457183035,84910.0,78177.12542816963
46,20190304,86500,87500,81500,86629,5900,86740.0,85145.0,82373.33333333333,57.02005730659025,91754.22839671923,85145.0,78535.77160328077
47,20190305,87800,87800,84000,48151,1300,85780.0,85365.0,82491.66666666667,59.05292479108636,92020.00563485862,85365.0,78709.99436514138
48,20190306,87000,88200,86500,45526,-800,85500.0,85615.0,82526.66666666667,55.71428571428572,92119.54456514827,85615.0,79110.45543485173
49,20190307,88600,89100,86300,59629,1600,86100.0,85965.0,82600.0,55.3314121037464,92319.29775821058,85965.0,79610.70224178942
