,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20160801,10550,10900,10500,306793,-50,10800.0,12237.5,13300.666666666666,14571.782545023205,12237.5,9903.217454976795
1,20160802,10600,10750,10450,416325,50,10690.0,12077.5,13245.666666666666,14400.100912769993,12077.5,9754.899087230007
2,20160803,7640,8420,7450,27047568,-2960,10048.0,11762.0,13158.833333333334,14631.380420927138,11762.0,8892.619579072862
3,20160804,7100,7740,6850,14197313,-540,9298.0,11419.5,13058.833333333334,14759.185464231625,11419.5,8079.814535768375
4,20160805,7380,7640,7170,11066578,280,8654.0,11116.0,12969.333333333334,14752.478516367171,11116.0,7479.521483632827
5,20160808,7170,7460,7090,2855231,-210,7978.0,10822.0,12897.166666666666,14726.400594201368,10822.0,6917.599405798632
6,20160809,7150,7270,7080,1804960,-20,7288.0,10517.0,12826.333333333334,14565.447109695271,10517.0,6468.552890304729
7,20160810,7040,7180,6990,2189060,-110,7168.0,10214.0,12739.5,14349.966150731894,10214.0,6078.033849268106
8,20160811,6840,7050,6780,2950131,-200,7116.0,9913.5,12631.833333333334,14112.558346820151,9913.5,5714.441653179847
9,20160812,6980,7070,6830,2074168,140,7036.0,9602.5,12559.833333333334,13702.02131351942,9602.5,5502.978686480579
10,20160816,6900,7000,6860,1405366,-80,6982.0,9322.5,12486.5,13356.613905184136,9322.5,5288.386094815864
11,20160817,6910,7140,6840,1614762,10,6934.0,9058.0,12412.5,12995.29145479478,9058.0,5120.70854520522
12,20160818,6930,7020,6910,871895,20,6912.0,8844.5,12346.333333333334,12757.041245788982,8844.5,4931.9587542110185
13,20160819,6940,7000,6890,733014,10,6932.0,8619.0,12295.666666666666,12423.24447163954,8619.0,4814.75552836046
14,20160822,6920,7070,6840,1118667,-20,6920.0,8392.5,12254.166666666666,12031.383757417923,8392.5,4753.616242582075
15,20160823,6870,7020,6850,1038460,-50,6914.0,8168.5,12165.333333333334,11597.058151760008,8168.5,4739.941848239992
16,20160824,6800,6920,6790,857520,-70,6892.0,7951.0,12014.5,11138.863861585058,7951.0,4763.136138414942
17,20160825,6650,6800,6640,1408275,-150,6836.0,7741.0,11825.333333333334,10681.02653049254,7741.0,4800.97346950746
18,20160826,6780,6910,6420,2460716,130,6804.0,7537.5,11646.666666666666,10131.654004680524,7537.5,4943.345995319476
19,20160829,6910,7120,6730,2712226,130,6802.0,7353.0,11461.0,9543.078537404535,7353.0,5162.921462595462
20,20160830,7430,7870,6910,12888443,520,6914.0,7197.0,11311.5,8826.761945806811,7197.0,5567.23805419319
21,20160831,9330,9520,7710,51168100,1900,7420.0,7133.5,11159.5,8244.288458708497,7133.5,6022.711541291503
22,20160901,9150,9560,8840,26123706,-180,7920.0,7209.0,11050.333333333334,8613.633760095492,7209.0,5804.366239904508
23,20160902,9440,9550,8710,22882214,290,8452.0,7326.0,10941.0,9032.263754523316,7326.0,5619.736245476684
24,20160905,9100,9540,8890,10696352,-340,8890.0,7412.0,10824.333333333334,9285.655251106777,7412.0,5538.344748893223
25,20160906,8550,8990,8300,10742393,-550,9114.0,7481.0,10724.333333333334,9414.606992126372,7481.0,5547.393007873627
26,20160907,9230,9330,8630,16856732,680,9094.0,7585.0,10629.833333333334,9655.135261281252,7585.0,5514.864738718748
27,20160908,8890,9330,8850,8889344,-340,9042.0,7677.5,10545.5,9806.451619929396,7677.5,5548.548380070604
28,20160909,8590,9040,8440,3926825,-300,8872.0,7765.0,10472.833333333334,9892.923870818691,7765.0,5637.076129181309
29,20160912,8000,8430,7840,4192507,-590,8652.0,7816.0,10402.833333333334,9914.91781639968,7816.0,5717.08218360032
30,20160913,8050,8340,7850,2694980,50,8552.0,7873.5,10328.666666666666,9931.50170067957,7873.5,5815.49829932043
31,20160919,7720,8050,7640,2744034,-330,8250.0,7914.0,10252.333333333334,9925.928428150464,7914.0,5902.071571849536
32,20160920,7480,7720,7410,2536015,-240,7968.0,7941.5,10179.5,9913.516987756444,7941.5,5969.483012243556
33,20160921,8100,8690,7580,9659520,620,7870.0,7999.5,10057.833333333334,9917.785432358804,7999.5,6081.2145676411965
34,20160922,8040,8220,7860,2938737,-60,7878.0,8055.5,9921.833333333334,9908.750927424562,8055.5,6202.249072575438
35,20160923,8210,8380,8160,2523254,170,7910.0,8122.5,9806.166666666666,9894.582108707156,8122.5,6350.417891292844
36,20160926,8700,9190,8660,6447382,490,8106.0,8217.5,9718.666666666666,9897.105608468846,8217.5,6537.894391531155
37,20160927,8770,9020,8460,7312343,70,8364.0,8323.5,9625.666666666666,9855.091002846386,8323.5,6791.908997153613
38,20160928,8510,8740,8510,2234843,-260,8446.0,8410.0,9522.5,9768.793582557704,8410.0,7051.206417442296
39,20160929,8400,8640,8390,1658427,-110,8518.0,8484.5,9422.5,9656.736750831504,8484.5,7312.263249168496
40,20160930,8110,8440,8080,1907801,-290,8498.0,8518.5,9317.666666666666,9602.553042982676,8518.5,7434.446957017324
41,20161004,8130,8280,8080,980084,20,8384.0,8458.5,9223.166666666666,9487.699203264365,8458.5,7429.300796735637
42,20161005,8010,8140,7990,865590,-120,8232.0,8401.5,9124.166666666666,9396.914988836314,8401.5,7406.085011163685
43,20161006,8080,8170,8060,770987,70,8146.0,8333.5,9026.333333333334,9215.163768111175,8333.5,7451.836231888823
44,20161007,7990,8100,7950,1011203,-90,8064.0,8278.0,8935.333333333334,9097.209374946357,8278.0,7458.790625053643
45,20161010,7980,8050,7860,656280,-10,8038.0,8249.5,8850.833333333334,9068.535408269996,8249.5,7430.464591730003
46,20161011,7980,8040,7930,586974,0,8008.0,8187.0,8763.0,8877.973226688271,8187.0,7496.02677331173
47,20161012,8090,8130,8000,798450,110,8024.0,8147.0,8679.5,8758.624067544763,8147.0,7535.375932455237
48,20161013,8350,8590,8030,3050285,260,8078.0,8135.0,8604.5,8720.23499553598,8135.0,7549.765004464019
49,20161014,9230,9500,8180,14914079,880,8326.0,8196.5,8538.333333333334,8947.18701867023,8196.5,7445.812981329769
50,20161017,8750,9110,8730,4395880,-480,8480.0,8231.5,8475.833333333334,9016.10881973121,8231.5,7446.891180268792
51,20161018,8710,9150,8660,3829284,-40,8626.0,8281.0,8417.666666666666,9055.12918818502,8281.0,7506.870811814979
52,20161019,8740,8860,8550,1726352,30,8756.0,8344.0,8376.666666666666,9049.135447981447,8344.0,7638.86455201855
53,20161020,8780,9000,8760,1911024,40,8842.0,8378.0,8332.166666666666,9098.211080170253,8378.0,7657.788919829749
54,20161021,8670,8850,8660,1204545,-110,8730.0,8409.5,8285.833333333334,9122.899607513207,8409.5,7696.100392486791
55,20161024,8790,8910,8730,1184158,120,8738.0,8438.5,8243.166666666666,9164.152120509543,8438.5,7712.847879490455
56,20161025,8670,8830,8620,1205483,-120,8730.0,8437.0,8201.833333333334,9160.604864549709,8437.0,7713.395135450293
57,20161026,8410,8510,8230,1743191,-260,8664.0,8419.0,8161.166666666667,9126.301915733302,8419.0,7711.698084266697
58,20161027,8510,8630,8300,1041256,100,8610.0,8419.0,8122.166666666667,9126.301915733302,8419.0,7711.698084266697
59,20161028,8730,8930,8510,2049033,220,8622.0,8435.5,8091.0,9155.540971056507,8435.5,7715.459028943491
60,20161031,8720,9200,8570,5526417,-10,8608.0,8466.0,8060.5,9179.95798195692,8466.0,7752.042018043078
61,20161101,8720,9150,8710,2332887,0,8618.0,8495.5,8029.166666666667,9200.183616951608,8495.5,7790.816383048393
62,20161102,8400,8820,8400,1503903,-320,8616.0,8515.0,8041.833333333333,9185.62657269154,8515.0,7844.373427308461
63,20161103,8360,8550,8230,1313394,-40,8586.0,8529.0,8062.833333333333,9173.915498340672,8529.0,7884.084501659326
64,20161104,8480,8790,8460,1661201,120,8536.0,8553.5,8081.166666666667,9150.066006406669,8553.5,7956.933993593332
65,20161107,8410,8530,8290,877737,-70,8474.0,8575.0,8101.833333333333,9115.721739899553,8575.0,8034.278260100447
66,20161108,8440,8570,8410,811613,30,8418.0,8598.0,8123.333333333333,9070.338861412016,8598.0,8125.661138587983
67,20161109,7980,8530,7610,3945399,-460,8334.0,8592.5,8139.0,9090.249937217475,8592.5,8094.750062782526
68,20161110,8330,8360,8100,1573394,350,8328.0,8591.5,8163.833333333333,9091.270947534967,8591.5,8091.729052465032
69,20161111,8340,8430,8150,1200202,10,8300.0,8547.0,8186.5,8962.889408376794,8547.0,8131.110591623205
70,20161114,8100,8370,8100,1188433,-240,8238.0,8514.5,8206.5,8962.226479002527,8514.5,8066.7735209974735
71,20161115,7880,7920,7650,2014347,-220,8126.0,8473.0,8222.666666666666,8989.182138396904,8473.0,7956.817861603096
72,20161116,7880,7910,7810,852737,0,8106.0,8430.0,8238.5,8991.355502333414,8430.0,7868.644497666585
73,20161117,7630,7890,7570,1289850,-250,7966.0,8372.5,8250.0,9009.206368744652,8372.5,7735.793631255348
74,20161118,7630,7790,7580,706916,0,7824.0,8320.5,8261.833333333334,9018.453436842316,8320.5,7622.546563157684
75,20161121,7220,7470,7140,1391735,-410,7648.0,8242.0,8267.666666666666,9054.787795183958,8242.0,7429.212204816042
