,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower
0,20181219,11250,11550,11050,1064138,-250,11620.0,12430.0,13074.166666666666,35.05154639175258,13964.079528577317,12430.0,10895.920471422683
1,20181220,11150,11500,11000,659140,-100,11450.0,12295.0,13011.666666666666,32.291666666666664,13779.89056835849,12295.0,10810.10943164151
2,20181221,10700,11300,10700,964153,-450,11260.0,12187.5,12938.333333333334,26.0,13801.772281865733,12187.5,10573.227718134267
3,20181224,10250,10700,10150,1220108,-450,10970.0,12055.0,12873.333333333334,12.631578947368421,13839.628812946827,12055.0,10270.371187053173
4,20181226,10450,10450,9960,1176851,200,10760.0,11915.0,12791.666666666666,19.75308641975309,13741.499384067785,11915.0,10088.500615932215
5,20181227,10900,10950,10650,1008078,450,10690.0,11807.5,12711.666666666666,34.24657534246575,13607.02076953838,11807.5,10007.97923046162
6,20181228,11900,12850,10850,5171654,1000,10840.0,11767.5,12655.0,49.45054945054945,13520.861058082448,11767.5,10014.138941917552
7,20190102,11100,11950,10900,2123382,-800,10920.0,11680.0,12588.333333333334,44.11764705882353,13382.468795602434,11680.0,9977.531204397566
8,20190103,10900,11300,10600,1021803,-200,11050.0,11570.0,12497.5,44.11764705882353,13172.62285020525,11570.0,9967.37714979475
9,20190104,10650,10650,10100,1769814,-250,11090.0,11412.5,12420.833333333334,35.41666666666667,12694.636888167563,11412.5,10130.363111832437
10,20190107,10450,10800,10300,1165580,-200,11000.0,11290.0,12328.333333333334,34.343434343434346,12441.781229227148,11290.0,10138.218770772852
11,20190108,10400,10600,10150,941365,-50,10700.0,11207.5,12253.333333333334,36.55913978494624,12366.065923890394,11207.5,10048.934076109606
12,20190109,10500,10700,10350,808112,100,10580.0,11135.0,12173.333333333334,37.234042553191486,12280.032750623317,11135.0,9989.967249376683
13,20190110,10500,10700,10300,855167,0,10500.0,11075.0,12136.666666666666,38.88888888888889,12221.08027642046,11075.0,9928.91972357954
14,20190111,10550,10900,10400,809890,50,10480.0,11027.5,12087.5,41.860465116279066,12177.923834940844,11027.5,9877.076165059156
15,20190114,10450,10850,10400,752507,-100,10480.0,10947.5,12042.5,41.860465116279066,12022.430230294041,10947.5,9872.569769705959
16,20190115,10650,11000,10550,1342940,200,10530.0,10880.0,12005.0,49.38271604938272,11846.126285741155,10880.0,9913.873714258845
17,20190116,10700,10900,10500,692061,50,10570.0,10832.5,11971.666666666666,56.164383561643824,11733.763002680127,10832.5,9931.236997319873
18,20190117,12300,13350,10750,15297219,1600,10930.0,10862.5,11964.166666666666,68.31683168316832,11905.991734514462,10862.5,9819.008265485538
19,20190118,11550,12500,11300,3700446,-750,11130.0,10865.0,11950.0,56.07476635514019,11914.809506529637,10865.0,9815.190493470363
