,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20150326,34800,34800,34100,354257,500,34250.0,33712.5,32688.333333333332,34756.470785031845,33712.5,32668.52921496816
1,20150327,34200,34550,33900,478650,-600,34240.0,33722.5,32713.333333333332,34781.02491704258,33722.5,32663.97508295742
2,20150330,34350,34600,34200,229597,150,34390.0,33792.5,32770.833333333336,34822.19655724393,33792.5,32762.80344275607
3,20150331,34650,34900,34200,525297,300,34460.0,33817.5,32841.666666666664,34903.44428954712,33817.5,32731.555710452878
4,20150401,34750,34950,34400,324868,100,34550.0,33855.0,32915.833333333336,35012.9723658188,33855.0,32697.027634181195
5,20150402,34600,34750,34300,198025,-150,34510.0,33880.0,32990.833333333336,35078.916177220075,33880.0,32681.083822779925
6,20150403,35400,35450,34500,217598,800,34750.0,33960.0,33076.666666666664,35328.42975705734,33960.0,32591.570242942664
7,20150406,35000,35350,34800,161597,-400,34880.0,34055.0,33150.0,35435.181147531,34055.0,32674.818852468994
8,20150407,35950,36150,35250,583900,950,35140.0,34175.0,33236.666666666664,35760.71750321424,34175.0,32589.28249678576
9,20150408,35450,36150,35200,281943,-500,35280.0,34295.0,33301.666666666664,35885.251552428104,34295.0,32704.748447571896
10,20150409,36200,36300,35450,342520,750,35600.0,34470.0,33385.833333333336,36089.6913286179,34470.0,32850.3086713821
11,20150410,36650,36650,36000,303117,450,35850.0,34637.5,33482.5,36422.962125053346,34637.5,32852.037874946654
12,20150413,36400,36700,36000,281538,-250,36130.0,34782.5,33579.166666666664,36644.29349015942,34782.5,32920.70650984058
13,20150414,36350,36800,36000,255684,-50,36210.0,34925.0,33670.833333333336,36808.48082018374,34925.0,33041.51917981626
14,20150415,36350,36500,35600,342451,0,36390.0,35052.5,33771.666666666664,36959.19216183421,35052.5,33145.80783816579
15,20150416,37450,37550,36250,430854,1100,36640.0,35250.0,33892.5,37286.41842458764,35250.0,33213.58157541236
16,20150417,37950,38400,36950,533887,500,36900.0,35435.0,33993.333333333336,37730.23419284395,35435.0,33139.76580715605
17,20150420,37750,38300,37500,333869,-200,37170.0,35642.5,34084.166666666664,37986.48698801849,35642.5,33298.51301198151
18,20150421,37900,38500,37650,360392,150,37480.0,35822.5,34178.333333333336,38276.7768792457,35822.5,33368.2231207543
19,20150422,37550,38300,37500,414704,-350,37720.0,35985.0,34262.5,38444.8983718845,35985.0,33525.1016281155
20,20150423,37500,37900,36900,531772,-50,37730.0,36120.0,34343.333333333336,38601.20938253909,36120.0,33638.79061746091
21,20150424,38200,39750,37000,904346,700,37780.0,36320.0,34431.666666666664,38794.75251287881,36320.0,33845.24748712119
22,20150427,38500,38850,38000,565802,300,37930.0,36527.5,34523.333333333336,39002.671711215204,36527.5,34052.328288784796
23,20150428,38000,38500,37750,360756,-500,37950.0,36695.0,34606.666666666664,39091.434852024984,36695.0,34298.565147975016
24,20150429,37700,38650,37400,340816,-300,37980.0,36842.5,34695.0,39101.1002302311,36842.5,34583.8997697689
25,20150430,36650,37700,36650,430373,-1050,37810.0,36945.0,34762.5,38960.16748683577,36945.0,34929.83251316423
26,20150504,38050,38350,36700,360711,1400,37780.0,37077.5,34857.5,39015.92074896035,37077.5,35139.07925103965
27,20150506,37750,38500,37050,330913,-300,37630.0,37215.0,34933.333333333336,38920.608395851756,37215.0,35509.391604148244
28,20150507,37300,38150,37000,323797,-450,37490.0,37282.5,34994.166666666664,38886.331350236054,37282.5,35678.668649763946
29,20150508,36800,37500,36800,399185,-500,37310.0,37350.0,35047.5,38738.88444443733,37350.0,35961.11555556267
30,20150511,37300,37300,36750,182060,500,37440.0,37405.0,35122.5,38690.65158577276,37405.0,36119.34841422724
31,20150512,37700,39200,37100,497864,400,37370.0,37457.5,35201.666666666664,38700.59090576675,37457.5,36214.40909423325
32,20150513,37500,38200,37250,296714,-200,37320.0,37512.5,35277.5,38656.99770641972,37512.5,36368.00229358028
33,20150514,38250,38550,37350,552684,750,37510.0,37607.5,35361.666666666664,38662.144489863764,37607.5,36552.855510136236
34,20150515,39000,39500,38450,715988,750,37950.0,37740.0,35464.166666666664,38795.272476661834,37740.0,36684.727523338166
35,20150518,39500,39700,39050,321505,500,38390.0,37842.5,35562.5,39136.43778830359,37842.5,36548.56221169641
36,20150519,40000,40200,39500,396099,500,38850.0,37945.0,35663.333333333336,39545.28122528511,37945.0,36344.71877471489
37,20150520,40000,40500,39750,453418,0,39350.0,38057.5,35775.0,39887.05595705625,38057.5,36227.94404294375
38,20150521,40000,40250,39500,252785,0,39700.0,38162.5,35879.166666666664,40175.67535252148,38162.5,36149.32464747852
39,20150522,40400,40450,40000,347372,400,39980.0,38305.0,35982.5,40518.11996963563,38305.0,36091.88003036437
40,20150526,41300,41500,39800,468000,900,40340.0,38495.0,36109.166666666664,41028.3574560255,38495.0,35961.6425439745
41,20150527,40300,41750,39950,454388,-1000,40400.0,38600.0,36214.166666666664,41247.26273724389,38600.0,35952.73726275611
42,20150528,39400,40200,39300,624618,-900,40280.0,38645.0,36321.666666666664,41314.4381431305,38645.0,35975.5618568695
43,20150529,40300,41150,39100,588626,900,40340.0,38760.0,36424.166666666664,41505.46899454355,38760.0,36014.53100545645
44,20150601,39700,40400,38750,371766,-600,40200.0,38860.0,36519.166666666664,41589.39553747712,38860.0,36130.60446252288
45,20150602,38550,39500,38300,664626,-1150,39650.0,38955.0,36593.333333333336,41495.84631569877,38955.0,36414.15368430123
46,20150603,39150,39950,38550,561051,600,39420.0,39010.0,36682.5,41517.50872381334,39010.0,36502.49127618666
47,20150604,39000,39900,38400,461063,-150,39340.0,39072.5,36780.833333333336,41512.67929669112,39072.5,36632.32070330888
48,20150605,39650,40350,39000,636393,650,39210.0,39190.0,36882.5,41500.324652510986,39190.0,36879.675347489014
49,20150608,39300,40300,38600,545275,-350,39130.0,39315.0,36986.666666666664,41348.494529129595,39315.0,37281.505470870405
50,20150609,40100,40150,38850,410126,800,39440.0,39455.0,37110.0,41290.18391448923,39455.0,37619.81608551077
51,20150610,39400,40700,38900,709875,-700,39490.0,39540.0,37211.666666666664,41190.3332996701,39540.0,37889.6667003299
52,20150611,37750,39700,37750,709259,-1650,39240.0,39552.5,37282.5,41143.560966776575,39552.5,37961.439033223425
53,20150612,38150,38850,38000,747581,400,38940.0,39547.5,37360.0,41155.441230269316,39547.5,37939.558769730684
54,20150615,37750,38600,37650,535021,-400,38630.0,39485.0,37425.833333333336,41261.54158408972,39485.0,37708.45841591028
55,20150616,38550,39350,38500,776980,800,38320.0,39437.5,37510.0,41260.101163173116,39437.5,37614.898836826884
56,20150617,37650,38550,37350,712500,-900,37970.0,39320.0,37566.666666666664,41280.204071008935,39320.0,37359.795928991065
57,20150618,36450,38000,36250,723854,-1200,37710.0,39142.5,37614.166666666664,41438.42573921719,39142.5,36846.57426078281
58,20150619,36500,37000,36100,604519,50,37380.0,38967.5,37650.833333333336,41496.98117209834,38967.5,36438.01882790166
59,20150622,37050,38500,36500,612156,550,37240.0,38800.0,37696.666666666664,41371.18649654202,38800.0,36228.81350345798
60,20150623,37000,37500,36650,435983,-50,36930.0,38585.0,37733.333333333336,40998.31721909906,38585.0,36171.68278090094
61,20150624,37500,38150,36900,433961,500,36900.0,38445.0,37788.333333333336,40767.26182847671,38445.0,36122.73817152329
62,20150625,37700,37950,37400,296820,200,37150.0,38360.0,37844.166666666664,40660.565147958216,38360.0,36059.434852041784
63,20150626,37000,38100,37000,284330,-700,37250.0,38195.0,37883.333333333336,40386.09561635269,38195.0,36003.90438364731
64,20150629,37050,37500,36350,342143,50,37250.0,38062.5,37921.666666666664,40193.19824236094,38062.5,35931.80175763906
65,20150630,37000,37500,36600,410634,-50,37250.0,37985.0,37961.666666666664,40151.587178029076,37985.0,35818.412821970924
66,20150701,38100,38850,36800,429649,1100,37370.0,37932.5,38006.666666666664,40033.51761058778,37932.5,35831.48238941222
67,20150702,38550,38900,38000,370272,450,37540.0,37910.0,38065.833333333336,39974.12208941235,37910.0,35845.87791058765
68,20150703,38700,39050,38400,367836,150,37880.0,37862.5,38111.666666666664,39804.37409478576,37862.5,35920.62590521424
69,20150706,37500,38850,37350,331655,-1200,37970.0,37772.5,38145.833333333336,39603.20341672265,37772.5,35941.79658327735
70,20150707,38000,38900,37850,455699,500,38170.0,37667.5,38175.833333333336,39162.249142833,37667.5,36172.750857167
71,20150708,39150,39550,38150,503640,1150,38380.0,37655.0,38217.5,39094.75692392848,37655.0,36215.24307607152
72,20150709,38800,39600,38500,380929,-350,38430.0,37707.5,38257.5,39231.40124351941,37707.5,36183.59875648059
73,20150710,38650,39250,38400,220928,-150,38420.0,37732.5,38295.833333333336,39300.38870778509,37732.5,36164.61129221491
74,20150713,39150,39400,38200,269908,500,38750.0,37802.5,38342.5,39487.8708790649,37802.5,36117.1291209351
75,20150714,39800,40150,38700,334765,650,39110.0,37865.0,38381.666666666664,39738.792944804736,37865.0,35991.207055195264
76,20150715,41200,41200,39700,278752,1400,39520.0,38042.5,38435.833333333336,40408.990016881544,38042.5,35676.009983118456
77,20150716,40550,41400,40200,202757,-650,39870.0,38247.5,38482.5,40733.958324605504,38247.5,35761.041675394496
78,20150717,41150,41350,40000,183483,600,40370.0,38480.0,38536.666666666664,41133.37520904979,38480.0,35826.62479095021
79,20150720,40550,41250,40200,434016,-600,40650.0,38655.0,38586.666666666664,41369.01915984394,38655.0,35940.98084015606
80,20150721,40550,41000,40100,196184,0,40800.0,38832.5,38637.5,41554.682029181735,38832.5,36110.317970818265
81,20150722,40600,40800,39550,402449,50,40680.0,38987.5,38677.5,41741.38362136093,38987.5,36233.61637863907
82,20150723,40600,40950,40100,133067,0,40690.0,39132.5,38712.5,41905.27388187353,39132.5,36359.72611812647
83,20150724,40450,41200,39550,194560,-150,40550.0,39305.0,38753.333333333336,41952.054967317454,39305.0,36657.945032682546
84,20150727,39500,40400,39000,229222,-950,40340.0,39427.5,38783.333333333336,41864.19345630508,39427.5,36990.80654369492
85,20150728,41600,41900,39800,477765,2100,40550.0,39657.5,38865.833333333336,42000.84696534679,39657.5,37314.15303465321
86,20150729,40600,41650,40600,331885,-1000,40550.0,39782.5,38908.333333333336,42045.52342011743,39782.5,37519.47657988257
87,20150730,41400,41850,40400,293952,800,40710.0,39925.0,38969.166666666664,42218.35998046534,39925.0,37631.64001953466
88,20150731,42650,42650,41000,429224,1250,41150.0,40122.5,39058.333333333336,42630.18319370689,40122.5,37614.81680629311
89,20150803,40250,42250,40150,499662,-2400,41300.0,40260.0,39115.833333333336,42460.13635941048,40260.0,38059.86364058952
90,20150804,40200,40900,40150,422879,-50,41020.0,40370.0,39164.166666666664,42312.00926877294,40370.0,38427.99073122706
91,20150805,41250,41750,40250,395812,1050,41150.0,40475.0,39223.333333333336,42368.27758133878,40475.0,38581.72241866122
92,20150806,42100,42600,40700,376949,850,41290.0,40640.0,39300.0,42495.424479735026,40640.0,38784.575520264974
