,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20211216,95700,99500,95100,448758,-3200,101820.0,108055.0,107923.33333333333,117369.39208966425,108055.0,98740.60791033575
1,20211217,91500,93400,89700,1686560,-4200,98620.0,107180.0,107590.0,118941.39447514623,107180.0,95418.60552485377
2,20211220,91900,93400,91600,462510,400,95800.0,106325.0,107470.0,119794.94803256493,106325.0,92855.05196743507
3,20211221,94000,94900,91300,411144,2100,94400.0,105475.0,107383.33333333333,119777.42986348823,105475.0,91172.57013651177
4,20211222,92700,95000,92100,313539,-1300,93160.0,104485.0,107311.66666666667,119431.87592776497,104485.0,89538.12407223503
5,20211223,92300,92800,91500,214082,-400,92480.0,103400.0,107183.33333333333,118575.242996407,103400.0,88224.757003593
6,20211224,92700,93600,92200,220253,400,92720.0,102460.0,106936.66666666667,117839.51884813045,102460.0,87080.48115186955
7,20211227,92700,93200,92300,191739,0,92880.0,101670.0,106556.66666666667,117347.64012853976,101670.0,85992.35987146024
8,20211228,92700,93500,92400,217210,0,92620.0,100980.0,106210.0,116958.43546784227,100980.0,85001.56453215773
9,20211229,93700,95000,92800,258296,1000,92820.0,100265.0,106030.0,116202.66294034355,100265.0,84327.33705965645
10,20211230,95200,95300,92900,232685,1500,93400.0,99350.0,105833.33333333333,114207.92717709977,99350.0,84492.07282290023
11,20220103,97600,97700,94900,225810,2400,94380.0,98680.0,105635.0,112551.92848885835,98680.0,84808.07151114165
12,20220104,101500,102000,96400,425113,3900,96140.0,98130.0,105585.0,110564.3234637032,98130.0,85695.6765362968
13,20220105,104000,105000,101500,488265,2500,98400.0,97830.0,105635.0,109361.01903562734,97830.0,86298.98096437266
14,20220106,111000,112500,100500,845951,7000,101860.0,97980.0,105785.0,110099.33991601854,97980.0,85860.66008398146
15,20220107,112000,114000,107000,427073,1000,105220.0,98230.0,105951.66666666667,111255.68232377866,98230.0,85204.31767622134
16,20220110,111500,116500,110500,432107,-500,108000.0,98430.0,106060.0,112124.53905759519,98430.0,84735.46094240481
17,20220111,107000,111000,106000,380355,-4500,109100.0,98480.0,106151.66666666667,112291.5314140033,98480.0,84668.4685859967
18,20220112,108500,110000,103500,327291,1500,110000.0,98855.0,106268.33333333333,113312.03634912771,98855.0,84397.96365087229
19,20220113,105500,110000,105000,178574,-3000,108900.0,99185.0,106351.66666666667,113929.52779847493,99185.0,84440.47220152507
20,20220114,106000,110500,103500,447722,500,107700.0,99700.0,106443.33333333333,114639.87951758648,99700.0,84760.12048241352
21,20220117,102000,106500,101500,209131,-4000,105800.0,100225.0,106460.0,114706.28102068322,100225.0,85743.71897931678
22,20220118,103000,105500,101500,246352,1000,105000.0,100780.0,106410.0,114785.51320016514,100780.0,86774.48679983486
23,20220119,102000,106000,101000,209795,-1000,103700.0,101180.0,106301.66666666667,114840.83452794887,101180.0,87519.16547205113
24,20220120,103500,104000,101500,146791,1500,103300.0,101720.0,106135.0,114840.45730910322,101720.0,88599.54269089678
25,20220121,105500,107000,102000,198031,2000,103200.0,102380.0,106026.66666666667,114850.54128737001,102380.0,89909.45871262999
26,20220124,101500,106000,101000,222116,-4000,103100.0,102820.0,105768.33333333333,114488.521757275,102820.0,91151.478242725
27,20220125,97700,102000,95700,267898,-3800,102040.0,103070.0,105421.66666666667,114054.73486252627,103070.0,92085.26513747373
28,20220126,96600,99100,96500,142126,-1100,100960.0,103265.0,105098.33333333333,113627.29221745845,103265.0,92902.70778254155
29,20220127,93400,96600,92700,160754,-3200,98940.0,103250.0,104713.33333333333,113668.34919744966,103250.0,92831.65080255034
30,20220128,99300,99500,92900,164368,5900,97700.0,103455.0,104493.33333333333,113381.4243310469,103455.0,93528.5756689531
31,20220203,102000,103500,99300,163952,2700,97800.0,103675.0,104301.66666666667,113261.83993816524,103675.0,94088.16006183476
32,20220204,102000,103000,100500,123018,0,98660.0,103700.0,104135.0,113266.60859448112,103700.0,94133.39140551888
33,20220207,101500,104000,100000,125054,-500,99640.0,103575.0,104001.66666666667,113187.88198200727,103575.0,93962.11801799273
34,20220208,98000,103500,97800,271060,-3500,100560.0,102925.0,103785.0,112193.6298879608,102925.0,93656.3701120392
35,20220209,103000,104000,98300,187002,5000,101300.0,102475.0,103635.0,110759.17165442629,102475.0,94190.82834557371
36,20220210,101000,103500,101000,99003,-2000,101100.0,101950.0,103451.66666666667,109138.18474999077,101950.0,94761.81525000923
37,20220211,97800,101000,97500,155249,-3200,100260.0,101490.0,103181.66666666667,108501.9612092481,101490.0,94478.0387907519
38,20220214,95600,96800,94800,112913,-2200,99080.0,100845.0,102916.66666666667,107524.36374215389,100845.0,94165.63625784611
39,20220215,96200,98300,95000,139493,600,98720.0,100380.0,102711.66666666667,106992.89649094858,100380.0,93767.10350905142
40,20220216,98000,99800,97600,97403,1800,97720.0,99980.0,102578.33333333333,106136.81735964288,99980.0,93823.18264035712
41,20220217,98300,100500,97200,145013,300,97180.0,99795.0,102400.0,105920.1857114703,99795.0,93669.8142885297
42,20220218,99200,100500,96900,120957,900,97460.0,99605.0,102236.66666666667,105553.94108224312,99605.0,93656.05891775688
43,20220221,99900,100500,97600,128539,700,98320.0,99500.0,102051.66666666667,105349.44441806228,99500.0,93650.55558193772
44,20220222,102000,103500,98500,236189,2100,99480.0,99425.0,101876.66666666667,105103.33602387179,99425.0,93746.66397612821
45,20220223,109500,110000,103000,491171,7500,101780.0,99625.0,101801.66666666667,106333.46480202438,99625.0,92916.53519797562
46,20220224,105500,111500,104500,398595,-4000,103220.0,99825.0,101701.66666666667,106969.47338857106,99825.0,92680.52661142894
47,20220225,109500,113500,106500,274441,4000,105280.0,100415.0,101718.33333333333,108628.95763319972,100415.0,92201.04236680028
48,20220228,109500,111500,108000,159563,0,107200.0,101060.0,101768.33333333333,109970.75754355374,101060.0,92149.24245644626
49,20220302,116500,118500,109500,483682,7000,110100.0,102215.0,101910.0,112703.5222982077,102215.0,91726.4777017923
50,20220303,113000,117500,111500,374950,-3500,110800.0,102900.0,101901.66666666667,114288.41516629948,102900.0,91511.58483370052
51,20220304,114000,114500,111000,231862,1000,112500.0,103500.0,101951.66666666667,115858.64070195424,103500.0,91141.35929804576
52,20220307,116500,117000,112000,246331,2500,113900.0,104225.0,102018.33333333333,117789.05175454592,104225.0,90660.94824545408
53,20220308,113500,116000,113000,196809,-3000,114700.0,104825.0,102076.66666666667,118905.60723122409,104825.0,90744.39276877591
54,20220310,112000,116000,110000,306188,-1500,113800.0,105525.0,102143.33333333333,119570.76448613603,105525.0,91479.23551386397
55,20220311,112000,114000,111000,175659,0,113600.0,105975.0,102226.66666666667,120243.26899101639,105975.0,91706.73100898361
56,20220314,113500,114000,110000,146595,1500,113500.0,106600.0,102326.66666666667,121035.9274035304,106600.0,92164.0725964696
57,20220315,109500,113500,108500,217330,-4000,112100.0,107185.0,102385.0,121085.399274841,107185.0,93284.600725159
58,20220316,110000,112000,109000,179441,500,111400.0,107905.0,102535.0,120784.82530937434,107905.0,95025.17469062566
59,20220317,108000,110000,107000,758132,-2000,110600.0,108495.0,102686.66666666667,120203.88124459378,108495.0,96786.11875540622
60,20220318,108500,111000,107000,862650,500,109900.0,109020.0,102900.0,119695.5046719113,109020.0,98344.4953280887
61,20220321,108500,109500,107500,137399,0,108900.0,109530.0,103183.33333333333,119016.64324194813,109530.0,100043.35675805187
62,20220322,114000,114000,108500,286203,5500,109800.0,110270.0,103551.66666666667,118664.0693349531,110270.0,101875.9306650469
63,20220323,115500,118000,112500,258178,1500,110900.0,111050.0,103910.0,118260.40914234414,111050.0,103839.59085765586
64,20220324,117000,117500,114500,179791,1500,112700.0,111800.0,104315.0,118159.24523823385,111800.0,105440.75476176615
65,20220325,117500,119000,117000,172617,500,114500.0,112200.0,104735.0,118926.0686883201,112200.0,105473.9313116799
66,20220328,122500,123000,117500,335257,5000,117300.0,113050.0,105231.66666666667,120438.50458482635,113050.0,105661.49541517365
67,20220329,123000,124000,120500,203796,500,119100.0,113725.0,105736.66666666667,122094.4384518915,113725.0,105355.5615481085
68,20220330,117500,123500,117000,312495,-5500,119500.0,114125.0,106150.0,122412.79222712539,114125.0,105837.20777287461
69,20220331,119500,121000,118000,132482,2000,120000.0,114275.0,106580.0,122833.4753315062,114275.0,105716.5246684938
70,20220401,119000,119500,115500,128991,-500,120300.0,114575.0,106976.66666666667,123351.53120543646,114575.0,105798.46879456354
71,20220404,121000,122000,116500,129247,2000,120000.0,114925.0,107366.66666666667,124129.75420638705,114925.0,105720.24579361295
72,20220405,126500,127000,120000,290232,5500,120700.0,115425.0,107783.33333333333,125914.39941083378,115425.0,104935.60058916622
73,20220406,127000,128500,124500,186145,500,122600.0,116100.0,108166.66666666667,127687.0617500728,116100.0,104512.9382499272
74,20220407,121500,127000,120500,211250,-5500,123000.0,116575.0,108341.66666666667,128229.50556651804,116575.0,104920.49443348196
75,20220408,124000,126500,120500,143765,2500,124000.0,117175.0,108541.66666666667,129058.91770419166,117175.0,105291.08229580834
76,20220411,127500,128000,122500,113957,3500,125300.0,117875.0,108808.33333333333,130440.32928338928,117875.0,105309.67071661072
77,20220412,129500,130000,125000,198383,2000,125900.0,118875.0,109183.33333333333,131793.49449432865,118875.0,105956.50550567133
78,20220413,136500,137000,128500,383827,7000,127800.0,120200.0,109650.0,134561.05845681299,120200.0,105838.941543187
79,20220414,139000,141500,135000,314096,2500,131300.0,121750.0,110208.33333333333,137162.65713626303,121750.0,106337.34286373697
80,20220415,148000,149500,138000,488027,9000,136100.0,123725.0,110908.33333333333,141742.97713396262,123725.0,105707.02286603738
81,20220418,142500,151000,141000,266352,-5500,139100.0,125425.0,111583.33333333333,143788.7550626227,125425.0,107061.24493737733
82,20220419,153500,153500,142500,361662,11000,143900.0,127400.0,112425.0,148687.55504984074,127400.0,106112.44495015926
83,20220420,149000,161500,148000,542107,-4500,146400.0,129075.0,113208.33333333333,151590.0505218176,129075.0,106559.94947818237
84,20220421,145500,148500,139500,598407,-3500,147700.0,130500.0,113908.33333333333,153382.30757594173,130500.0,107617.69242405827
85,20220422,140000,144500,136500,480103,-5500,146100.0,131625.0,114483.33333333333,154047.92353820082,131625.0,109202.07646179918
86,20220425,139500,142500,136000,238248,-500,145500.0,132475.0,115116.66666666667,154738.14218613357,132475.0,110211.85781386643
87,20220426,140500,142500,136000,260290,1000,142900.0,133350.0,115830.0,155429.62862006514,133350.0,111270.37137993485
88,20220427,144000,145500,137000,312795,3500,141900.0,134675.0,116620.0,155957.09341206827,134675.0,113392.90658793172
89,20220428,144000,145000,139500,273272,0,141600.0,135900.0,117463.33333333333,156351.40581964966,135900.0,115448.59418035034
90,20220429,140000,145500,139000,190100,-4000,141600.0,136950.0,118141.66666666667,155926.03752104216,136950.0,117973.96247895784
91,20220502,140000,144500,136500,190759,0,141700.0,137900.0,118775.0,155434.53734776028,137900.0,120365.46265223972
92,20220503,137500,142000,137000,205450,-2500,141100.0,138450.0,119366.66666666667,155191.8636955388,138450.0,121708.1363044612
93,20220504,133500,138500,131000,390969,-4000,139000.0,138775.0,119900.0,154854.41230269315,138775.0,122695.58769730685
