,stck_bsop_date,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,bb_upper,bb_middle,bb_lower
0,20150326,18250,18450,18100,1447220,50,18630,19400,18875,21487.82183,19400,17312.17817
1,20150327,18300,18700,18100,1350484,50,18500,19302.5,18858.33333,21404.51689,19302.5,17200.48311
2,20150330,17850,18300,17750,2069277,-450,18240,19115,18841.66667,21023.95259,19115,17206.04741
3,20150331,18100,18400,18000,1716637,250,18140,18972.5,18832.5,20731.8962,18972.5,17213.1038
4,20150401,17850,18200,17500,2114524,-250,18070,18827.5,18817.5,20449.68217,18827.5,17205.31783
5,20150402,17900,18000,17600,1136193,50,18000,18707.5,18812.5,20228.11665,18707.5,17186.88335
6,20150403,18100,18200,17750,1171254,200,17960,18572.5,18831.66667,19771.44746,18572.5,17373.55254
7,20150406,18200,18500,17900,2710176,100,18030,18487.5,18846.66667,19528.59318,18487.5,17446.40682
8,20150407,18500,19100,18300,3920610,300,18110,18427.5,18871.66667,19308.11058,18427.5,17546.88942
9,20150408,18750,19000,18350,3621489,250,18290,18402.5,18894.16667,19213.96473,18402.5,17591.03527
10,20150409,18450,18750,18200,2875155,-300,18400,18385,18915,19176.26481,18385,17593.73519
11,20150410,18850,18950,18400,2691041,400,18550,18375,18945.83333,19136.90551,18375,17613.09449
12,20150413,20000,20100,18950,5720399,1150,18910,18475,18993.33333,19495.04902,18475,17454.95098
13,20150414,20000,20200,19650,3172470,0,19210,18555,19045,19771.10032,18555,17338.89968
14,20150415,20050,20400,19850,2567610,50,19470,18650,19104.16667,20012.71787,18650,17287.28213
15,20150416,20350,21100,20100,5582267,300,19850,18720,19143.33333,20268.35396,18720,17171.64604
16,20150417,19700,20550,19550,3221011,-650,20020,18757.5,19173.33333,20361.64307,18757.5,17153.35693
17,20150420,19750,19900,19250,2202090,50,19970,18787.5,19213.33333,20441.54806,18787.5,17133.45194
18,20150421,19550,20300,19500,2497138,-200,19880,18835,19230.83333,20519.07244,18835,17150.92756
19,20150422,19250,19800,19000,2124233,-300,19720,18887.5,19245.83333,20554.4958,18887.5,17220.5042
20,20150423,19550,19700,19050,1929077,300,19560,18952.5,19256.66667,20616.37349,18952.5,17288.62651
21,20150424,19300,19800,19100,1358143,-250,19480,19002.5,19245.83333,20644.89916,19002.5,17360.10084
22,20150427,19450,19700,19300,1469626,150,19420,19082.5,19234.16667,20646.55722,19082.5,17518.44278
23,20150428,19900,20150,19450,3355663,450,19490,19172.5,19240,20706.92986,19172.5,17638.07014
24,20150429,18600,19950,18500,4834063,-1300,19360,19210,19225,20646.8716,19210,17773.1284
25,20150430,18150,18500,18050,1885420,-450,19080,19222.5,19194.16667,20617.30285,19222.5,17827.69715
26,20150504,18050,18400,18000,2014663,-100,18830,19220,19164.16667,20622.99679,19220,17817.00321
27,20150506,17850,18250,17800,1655763,-200,18510,19202.5,19135,20663.48426,19202.5,17741.51574
28,20150507,17550,18000,17100,2378766,-300,18040,19155,19098.33333,20759.02618,19155,17550.97382
29,20150508,17450,17900,17400,1567826,-100,17810,19090,19060,20851.98751,19090,17328.01249
30,20150511,17800,18050,17650,2227381,350,17740,19057.5,19017.5,20888.14879,19057.5,17226.85121
31,20150512,17700,17900,17550,1369409,-100,17670,19000,18995.83333,20923.01846,19000,17076.98154
32,20150513,18050,18100,17600,1666337,350,17710,18902.5,18985.83333,20810.50288,18902.5,16994.49712
