episode,timestep,reward
1,2000,-35.512
3,4000,-36.6761
5,6000,-38.2595
7,8000,-36.8496
9,10000,-36.2716
11,12000,-36.296
13,14000,-37.1721
15,16000,-35.3375
17,18000,-37.1266
