episode,timestep,reward
1,2000,-38.6508
3,4000,-37.4424
5,6000,-35.8494
7,8000,-36.0758
9,10000,-36.2982
11,12000,-35.1172
13,14000,-36.4834
15,16000,-34.7402
17,18000,-35.8402
19,20000,-36.7691
21,22000,-37.5339
23,24000,-37.0237
25,26000,-37.7133
27,28000,-35.2057
29,30000,-36.3325
