episode,timestep,reward
1,2000,-38.6606
3,4000,-36.9707
5,6000,-38.8203
7,8000,-35.6052
9,10000,-36.7857
11,12000,-36.0936
13,14000,-35.8074
15,16000,-36.7744
17,18000,-37.7848
19,20000,-40.7906
21,22000,-38.675
23,24000,-38.1177
25,26000,-35.9146
27,28000,-34.5801
