episode,timestep,reward
9724,282000,-0.4246
9793,284000,-1.0902
9862,286000,-0.8399
9931,288000,-1.8661
9999,290000,0.8282
10068,292000,0.5046
10137,294000,-0.7458
10206,296000,0.9918
10275,298000,-0.7198
10344,300000,-0.3488
10413,302000,-0.0101
10482,304000,-0.1881
10551,306000,-1.1152
10620,308000,-2.2646
10689,310000,-2.9408
10758,312000,-3.8849
10827,314000,-0.9087
10896,316000,-2.8617
10965,318000,-0.7492
11034,320000,-1.8608
11103,322000,-2.2429
11172,324000,-1.7007
11241,326000,-1.121
11310,328000,-1.9028
11379,330000,-0.9415
11448,332000,-1.7037
11517,334000,-0.9387
11586,336000,-4.2393
11655,338000,-2.811
11724,340000,0.6491
11793,342000,-2.1661
11862,344000,-2.9677
11931,346000,-1.0847
11999,348000,-1.8598
12068,350000,-2.3831
12137,352000,-0.3463
12206,354000,-1.1597
12275,356000,-2.466
12344,358000,-1.1709
12413,360000,-0.7966
12482,362000,-3.0706
12551,364000,-0.3458
12620,366000,0.7845
12689,368000,-2.3757
12758,370000,-2.1736
12827,372000,-2.0742
12896,374000,-0.1005
12965,376000,0.7537
13034,378000,-1.875
13103,380000,2.2757
13172,382000,-2.7252
13241,384000,-0.8963
13310,386000,0.1193
13379,388000,0.0906
13448,390000,-1.9122
13517,392000,-1.9974
13586,394000,-1.5522
13655,396000,-0.2822
13724,398000,-4.0479
13793,400000,-0.0936
13862,402000,-1.8726
13931,404000,-0.8142
13999,406000,-1.195
14068,408000,-0.9769
14137,410000,0.0605
14206,412000,-2.3302
14275,414000,-0.0781
14344,416000,-1.0808
14413,418000,-1.636
14482,420000,-0.6205
14551,422000,-1.4692
14620,424000,-1.0058
14689,426000,-1.357
14758,428000,-0.8422
14827,430000,-1.3441
14896,432000,-1.9017
14965,434000,-3.0618
15034,436000,-3.7553
15103,438000,-1.9187
15172,440000,-0.5727
15241,442000,-1.9339
15310,444000,0.7344
15379,446000,-1.5676
15448,448000,-2.3096
15517,450000,-2.1662
15586,452000,-2.7665
15655,454000,-0.2191
15724,456000,-0.4802
15793,458000,-1.503
15862,460000,-0.4527
15931,462000,-0.8296
15999,464000,-0.7146
16068,466000,-0.6975
16137,468000,-1.4154
16206,470000,0.0133
16275,472000,-0.0132
16344,474000,-1.2701
16413,476000,-0.3154
16482,478000,-2.8311
16551,480000,-0.1674
16620,482000,-2.3583
16689,484000,-2.1848
16758,486000,-1.1138
16827,488000,-2.5676
16896,490000,-1.2926
16965,492000,-1.1661
17034,494000,-0.9059
17103,496000,-2.0598
17172,498000,-0.1167
17241,500000,0.7366
17310,502000,-3.0451
17379,504000,-3.3181
17448,506000,-0.8235
17517,508000,-2.2957
17586,510000,-2.3314
17655,512000,-1.5518
17724,514000,-3.7248
17793,516000,-2.8758
17862,518000,-1.8156
17931,520000,-0.8951
17999,522000,-0.7211
18068,524000,-2.3394
18137,526000,-2.1688
18206,528000,-0.8861
18275,530000,-2.4683
18344,532000,-2.0584
18413,534000,-0.0302
18482,536000,-2.0884
18551,538000,-1.6476
18620,540000,-0.6839
18689,542000,0.1802
18758,544000,-0.7773
18827,546000,-0.5258
18896,548000,-0.4553
18965,550000,-0.3966
19034,552000,-2.0013
19104,554000,-0.4144
19173,556000,-1.6343
19241,558000,-0.2887
19310,560000,-1.4579
19379,562000,1.8015
19448,564000,0.0102
19517,566000,-3.6673
19586,568000,-3.3443
19655,570000,-1.4106
19724,572000,-2.3825
19793,574000,-1.7735
19862,576000,-1.4952
19931,578000,-1.1984
20000,580000,-3.4997
20069,582000,-1.2282
20138,584000,-1.0237
20207,586000,-1.0571
20276,588000,-0.7472
20345,590000,-2.8851
20414,592000,-1.2789
20483,594000,-1.9428
20552,596000,-0.427
20621,598000,-1.1946
20690,600000,-1.5062
20759,602000,-2.5733
20828,604000,0.8146
20897,606000,-0.3573
20966,608000,-1.8255
21035,610000,-2.2672
21104,612000,-1.6907
21173,614000,-1.0777
21241,616000,-0.614
21310,618000,-0.778
21379,620000,-3.8932
21448,622000,-0.0293
21517,624000,-2.8167
21586,626000,-1.9306
21655,628000,-0.6613
21724,630000,-1.0793
21793,632000,-1.3571
21862,634000,-0.5861
21931,636000,-2.6794
22000,638000,-1.9001
22069,640000,-1.2854
22138,642000,-1.4185
22207,644000,-2.4495
22276,646000,-0.3458
22345,648000,-0.5236
22414,650000,-1.7845
22483,652000,-0.5519
22552,654000,0.1633
22621,656000,-1.4042
22690,658000,-0.8103
22759,660000,0.0461
22828,662000,-0.8109
22897,664000,-1.1067
22966,666000,-2.8943
23035,668000,-3.742
23104,670000,1.1627
23173,672000,-1.5141
23241,674000,-0.8302
23310,676000,-2.3425
23379,678000,-1.8379
23448,680000,-2.1263
23517,682000,-0.5015
23586,684000,-1.2743
23655,686000,-5.2016
23724,688000,-1.3947
23793,690000,-1.3253
23862,692000,0.3991
23931,694000,-0.4423
24000,696000,-2.2967
24069,698000,-1.5652
24138,700000,-1.0555
24207,702000,-0.0738
24276,704000,-2.1344
24345,706000,-1.3973
24414,708000,-2.0681
24483,710000,-1.0641
24552,712000,-2.0647
24621,714000,-1.8521
24690,716000,-2.7722
24759,718000,-1.6471
24828,720000,-2.4943
24897,722000,-1.3888
24966,724000,-2.0074
25035,726000,-0.5984
25104,728000,-0.4204
25173,730000,-0.5033
25241,732000,-3.3143
25310,734000,-1.1336
25379,736000,-2.5329
25448,738000,-0.308
25517,740000,-0.6511
25586,742000,-1.6575
25655,744000,-0.2832
25724,746000,0.0024
25793,748000,-0.8255
25862,750000,-2.1488
25931,752000,-1.2219
26000,754000,-1.622
26069,756000,-1.1666
26138,758000,-2.0202
26207,760000,-1.2617
26276,762000,-0.8754
26345,764000,-2.0332
26414,766000,-1.0233
26483,768000,-1.1249
26552,770000,-2.9267
26621,772000,-2.1283
26690,774000,-2.0552
26759,776000,-1.1014
26828,778000,-0.9782
26897,780000,-1.9586
26966,782000,-2.1342
27035,784000,-1.5134
27104,786000,-2.6074
27173,788000,-2.5278
27241,790000,-0.5439
27310,792000,-0.6454
27379,794000,-0.4149
27448,796000,-1.8245
27517,798000,-1.3522
27586,800000,-1.9617
27655,802000,-2.7117
27724,804000,-1.9104
27793,806000,-1.8752
27862,808000,-1.2943
27931,810000,-2.0717
28000,812000,-2.3364
28069,814000,-3.5901
28138,816000,-2.3894
28207,818000,-2.8927
28276,820000,-2.302
28345,822000,-2.3983
28414,824000,-3.2328
28483,826000,-0.3897
28552,828000,0.5496
28621,830000,-2.4576
28690,832000,-0.5494
28759,834000,-1.1445
28828,836000,-0.1976
28897,838000,-1.0987
28966,840000,-2.9073
29035,842000,-2.1603
29104,844000,-0.9124
29173,846000,-1.46
29241,848000,-0.8842
29310,850000,0.1262
29379,852000,-0.5121
29448,854000,-0.8715
29517,856000,-2.1116
29586,858000,-2.8811
29655,860000,0.0907
29724,862000,-0.0137
29793,864000,-1.3331
29862,866000,-0.4792
29931,868000,-2.2869
30000,870000,-1.5267
30069,872000,-2.1413
30138,874000,-1.4365
30207,876000,-2.1699
30276,878000,-0.7328
30345,880000,-2.2374
30414,882000,-1.4289
30483,884000,-0.6708
30552,886000,-1.8612
30621,888000,-2.0815
30690,890000,0.3234
30759,892000,-1.3438
30828,894000,-1.2426
30897,896000,-1.0979
30966,898000,0.2449
31035,900000,-1.9191
31104,902000,-0.5819
31173,904000,-2.4112
31242,906000,-2.766
31311,908000,-1.8486
31380,910000,-2.4122
31449,912000,-0.7112
31517,914000,-1.0193
31586,916000,-1.8112
31655,918000,-1.9726
31724,920000,-1.0814
31793,922000,-1.1328
31862,924000,-2.3372
31931,926000,-3.1462
32000,928000,-2.1262
32069,930000,-0.7186
32138,932000,-1.6827
32207,934000,-2.843
32276,936000,-1.9363
32345,938000,-3.9284
32414,940000,-3.4108
32483,942000,-2.013
32552,944000,-2.5314
32621,946000,-0.3882
32690,948000,-1.9345
32759,950000,-3.0822
32828,952000,-1.268
32897,954000,-1.3764
32966,956000,-1.2193
33035,958000,-2.9147
33104,960000,-0.5686
33173,962000,-0.9651
33242,964000,-1.4835
33311,966000,-0.3162
33380,968000,-1.8047
33449,970000,-1.5617
33517,972000,-1.2398
33586,974000,-1.8296
33655,976000,-2.2459
33724,978000,-0.6513
33793,980000,-1.5548
33862,982000,-0.4009
33931,984000,-1.1617
34000,986000,-0.0527
34069,988000,-0.8943
34138,990000,-1.1668
34207,992000,-2.6807
34276,994000,0.62
34345,996000,-1.7841
34414,998000,-2.4054
34483,1000000,-1.3044
