timestep,action,reward,price,current_amt,qty,order_qty,is_order,reward,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
93,0.61441267,0.011503194,54000,72170347,1318,27,TRUE,0.011503194,-1.100004187,-11.03910336,2.006897256,0.081930933,0.033006387,-11.03910336,-0.01,-0.478047257,-0.01,-1.018073254,-0.01,2.636,0.067125836,-8.801436382,-15.75273797,buy
94,0.62419593,0.324591441,54200,72433863,1329,11,TRUE,0.324591441,-1.383320216,-10.62764633,0.365130571,0.461288762,0.65490537,-10.62764633,-0.01,0.263442783,0.00069378,-0.922031454,-0.01,-2.658,-0.01,-8.59279496,-15.30592751,buy
95,-0.15941194,-0.01,54000,72149355,1118,211,TRUE,-0.01,-0.004642856,-24.12079701,-0.392783138,-15.54415172,-0.01,-24.12079701,-0.01,-14.05479041,-0.01,-15.54879458,-0.01,5.59,0.26837047,-17.68223009,-31.27424745,sell
96,0.81687313,0.495,54500,72706993,1294,176,TRUE,0.495,-16.0136636,-12.65902864,0.77289395,12.47591174,1,-12.65902864,-0.01,-2.097972537,-0.01,-3.537751864,-0.01,-3.882,-0.01,-10.03837572,-17.69421661,buy
97,-0.6861789,-0.01,54200,72239856,407,887,TRUE,-0.01,-3.715726491,-72.57945205,-0.642492532,-65.80428473,-0.01,-72.57945205,-0.01,-61.85337945,-0.01,-69.52001122,-0.01,-0.407,-0.01,-50.59673538,-89.16466289,sell
98,-0.07695404,-0.01,54100,72196403,376,31,TRUE,-0.01,-69.63269141,-74.76164384,-0.060151006,-2.296103995,-0.01,-74.76164384,-0.01,-63.70553823,-0.01,-71.9287954,-0.01,-0.752,-0.01,-52.34041388,-90.7601154,sell
99,0.16401085,0.495,53900,72120002,533,157,TRUE,0.495,-71.66839462,-63.89140722,-0.105823832,11.87249777,1,-63.89140722,-0.01,-53.66038412,-0.01,-59.79589684,-0.01,2.665,0.068558833,-45.18189332,-77.32092126,buy
100,0.007368267,0.106670172,54400,72386464,538,5,TRUE,0.106670172,-60.31322905,-64.02166874,0.369470317,0.224834627,0.223340344,-64.02166874,-0.01,-52.63553013,-0.01,-60.08839443,-0.01,-3.766,-0.01,-45.45190353,-77.43587654,buy
101,0.28790763,0.495,53700,72008111,768,230,TRUE,0.495,-60.38568758,-49.02316314,-0.522684738,17.23261695,1,-49.02316314,-0.01,-36.97695852,-0.01,-43.15307063,-0.01,-3.072,-0.01,-35.31117233,-60.07312046,buy
102,-0.024094105,-0.01,53300,71699336,750,18,TRUE,-0.01,-40.91332294,-48.25653798,-0.42880586,-1.136349593,-0.01,-48.25653798,-0.01,-39.6756799,-0.01,-42.04967254,-0.01,15.75,0.916309098,-34.94145728,-59.25216325,sell
103,-0.9691938,-0.01,55400,73208296,24,726,TRUE,-0.01,-43.20031081,-98.37708593,2.104566212,-55.01956307,-0.01,-98.37708593,-0.01,-87.98104632,-0.01,-98.21987388,-0.01,-0.264,-0.01,-69.22570084,-118.127127,sell
104,0.2674606,0.495,54300,73179175,377,353,TRUE,0.495,-98.2428221,-74.83536737,-0.039778279,25.85614242,1,-74.83536737,-0.01,-63.28421226,-0.01,-72.38667968,-0.01,-2.639,-0.01,-53.27198261,-89.74990825,buy
105,1.0602356,-0.05,53600,72915275,377,0,FALSE,-0.05,-72.33516229,-74.78841843,-0.360621721,0.100126492,0.048890967,-74.78841843,-0.01,-63.40227982,-0.01,-72.2350358,-0.01,0.377,0.00142028,-53.45079286,-89.7147536,wrong
106,0.20663737,0.495,53700,72951435,579,202,TRUE,0.495,-71.51118198,-60.27036115,0.049591804,15.24287828,1,-60.27036115,-0.01,-51.19445355,-0.01,-56.2683037,-0.01,8.106,0.481633294,-43.55593183,-72.76703842,buy
107,0.332723,0.495,55100,73760064,831,252,TRUE,0.495,-55.63336074,-42.15080946,1.108448381,18.6117497,1,-42.15080946,-0.01,-34.39503389,-0.01,-37.02161104,-0.01,6.648,0.357224037,-30.98125553,-51.68275487,buy
108,-0.43380004,-0.01,55900,74391822,471,360,TRUE,-0.01,-36.90894845,-67.15317559,0.856504138,-27.6355414,-0.01,-67.15317559,-0.01,-59.56241652,-0.01,-64.54448985,-0.01,0.471,0.002215951,-48.64381033,-80.92913419,sell
109,1.5823373,-0.05,56000,74438922,471,0,FALSE,-0.05,-64.54448985,-67.15317559,0.063313411,-0.022433889,-0.01,-67.15317559,-0.01,-59.56241652,-0.01,-64.56692374,-0.01,0,0,-48.86055164,-80.92213392,wrong
110,1.062929,-0.05,56000,74438922,471,0,FALSE,-0.05,-63.93419023,-66.56662516,0,0,0,-66.56662516,-0.01,-60.6260311,-0.01,-63.93419023,-0.01,4.71,0.19895728,-48.67023103,-80.24363246,wrong
111,0.35169384,0.495,57000,74907527,767,296,TRUE,0.495,-64.56692374,-46.51058531,0.629516102,21.9069558,1,-46.51058531,-0.01,-38.91982623,-0.01,-42.65996794,-0.01,-7.67,-0.01,-34.58680582,-56.82885688,buy
112,1.0472885,-0.05,56000,74140527,767,0,FALSE,-0.05,-42.86475376,-46.70161893,-1.023929144,0.591076644,0.825679199,-46.70161893,-0.01,-38.78082685,-0.01,-42.27367712,-0.01,-1.534,-0.01,-34.79105868,-57.5407338,wrong
113,0.047611028,0.495,55800,73986921,793,26,TRUE,0.495,-42.4805815,-45.09240349,-0.207182234,2.073276273,1,-45.09240349,-0.01,-36.8415784,-0.01,-40.40730523,-0.01,-1.586,-0.01,-33.84126054,-55.59748427,buy
114,0.84934723,0.495,55600,73824745,1246,453,TRUE,0.495,-40.30012413,-13.57135741,-0.219195498,34.30952436,1,-13.57135741,-0.01,-5.485548829,-0.01,-5.990599764,-0.01,1.246,0.015405266,-11.41260685,-18.63961637,buy
115,0.30799276,0.494999174,55700,73949156,1270,24,TRUE,0.494999174,-7.003268349,-12.85554172,0.168522086,1.631799335,0.999998349,-12.85554172,-0.01,-3.779634128,-0.01,-5.371469013,-0.01,-7.62,-0.01,-10.94106567,-17.79440841,buy
116,-0.13097781,-0.01,55100,73172139,1104,166,TRUE,-0.01,-5.714948254,-24.52104608,-1.05074492,-11.45352484,-0.01,-24.52104608,-0.01,-15.11510548,-0.01,-17.1684731,-0.01,-2.208,-0.01,-19.4323611,-31.81024585,sell
117,1.0199163,-0.05,54900,72951339,1104,0,FALSE,-0.05,-17.1684731,-24.52104608,-0.301754196,0.250704119,0.269672909,-24.52104608,-0.01,-15.11510548,-0.01,-16.91776898,-0.01,0,0,-19.58981005,-31.94821828,wrong
118,0.041894138,0.445832155,54900,72951269,1113,9,TRUE,0.445832155,-16.46376772,-23.48991283,-9.60E-05,0.681082704,0.90166431,-23.48991283,-0.01,-14.57902174,-0.01,-15.78268501,-0.01,3.339,0.105498957,-18.90442698,-30.51654197,buy
119,0.5624417,0.495,55200,73284229,1233,120,TRUE,0.495,-17.46092861,-16.92988792,0.456414267,8.483650565,1,-16.92988792,-0.01,-6.203815313,-0.01,-8.977278044,-0.01,-13.563,-0.01,-14.19461172,-22.8320763,buy
120,-0.12939242,-0.01,54100,71913806,1074,159,TRUE,-0.01,-7.799534877,-26.70585305,-1.870010804,-10.35915638,-0.01,-26.70585305,-0.01,-17.13489596,-0.01,-18.15869125,-0.01,7.518,0.431755355,-21.27955848,-34.38598637,sell
121,0.24212486,0.495,54800,72665140,1134,60,TRUE,0.495,-14.87309127,-19.50435866,1.044770179,3.826336248,1,-19.50435866,-0.01,-13.5637646,-0.01,-11.04675502,-0.01,24.948,0.998018749,-16.01000337,-25.83568848,buy
122,0.40326673,0.495,57000,75159342,1208,74,TRUE,0.495,-13.38762989,-16.50809465,3.432460187,2.590113858,1,-16.50809465,-0.01,-8.092253061,-0.01,-10.79751603,-0.01,-18.12,-0.01,-13.50200154,-22.26965843,buy
123,0.79684323,0.495,55500,73346633,1298,90,TRUE,0.495,-13.04766878,-12.55068493,-2.411821274,8.787305525,1,-12.55068493,-0.01,-1.824612324,-0.01,-4.260363253,-0.01,-18.172,-0.01,-10.63712611,-17.49167401,buy
124,-0.5225651,-0.01,54100,71469205,620,678,TRUE,-0.01,-6.207010211,-59.07845579,-2.559664872,-47.81514521,-0.01,-59.07845579,-0.01,-46.53720167,-0.01,-54.02215542,-0.01,-6.82,-0.01,-43.34144355,-70.91077873,sell
125,0.80847764,0.495,53000,70782855,1198,578,TRUE,0.495,-54.28240737,-21.3765878,-0.960343689,43.4771707,1,-21.3765878,-0.01,-8.340284165,-0.01,-10.80523666,-0.01,-3.594,-0.01,-16.86576741,-27.73218678,buy
126,0.92682046,0.495,52700,70422509,1325,127,TRUE,0.495,-9.958986537,-12.21668742,-0.509086558,10.05482379,1,-12.21668742,-0.01,-0.0054663,-0.01,0.095837256,9.18E-05,6.625,0.355258779,-10.43611716,-17.15749728,buy
127,0.70766926,-0.007597529,53200,71084953,1332,7,TRUE,-0.007597529,-1.973813515,-13.57758406,0.94067083,-0.400462515,-0.01,-13.57758406,-0.01,0.44881858,0.002012354,-2.37427603,-0.01,-14.652,-0.01,-11.43458885,-18.76454555,buy
128,1.1693293,-0.05,52100,69619753,1332,0,FALSE,-0.05,-4.060708882,-15.07048568,-2.061195708,2.019114451,0.999999999,-15.07048568,-0.01,0.441065476,0.001943497,-2.041594431,-0.01,-11.988,-0.01,-12.43429965,-20.46138033,wrong
129,1.3710839,-0.05,51200,68420953,1332,0,FALSE,-0.05,-5.485444627,-18.05628892,-1.721925098,1.655984666,0.99999889,-18.05628892,-0.01,0.425559268,0.001809368,-3.829459961,-0.01,-23.976,-0.01,-14.52571843,-24.03445587,wrong
130,0.71905744,0.497586525,49400,66023339,1334,2,TRUE,0.497586525,-4.9975232,-18.93001245,-3.50421018,3.597807563,1,-18.93001245,-0.01,0.541934741,0.002932624,-1.399715637,-0.01,-8.004,-0.01,-14.90363101,-24.00387877,buy
131,-0.35108933,-0.01,48800,65185439,866,468,TRUE,-0.01,-6.551984594,-50.12141968,-1.269096675,-32.00407852,-0.01,-50.12141968,-0.01,-26.44155169,-0.01,-38.55606311,-0.01,-22.083,-0.01,-36.57138187,-59.24317162,sell
132,0.77779245,0.495,46250,62974613,1251,385,TRUE,0.495,-35.16834335,-23.97409714,-3.391594862,32.11026501,1,-23.97409714,-0.01,-4.502149941,-0.01,-3.05807834,-0.01,31.9005,0.999961943,-18.1780584,-28.88219067,buy
133,-0.46347323,-0.01,48800,66118267,672,579,TRUE,-0.01,-2.362798164,-58.86824408,4.991938577,-47.68307947,-0.01,-58.86824408,-0.01,-39.97385465,-0.01,-50.04587764,-0.01,2.352,0.053816771,-40.34180919,-66.76170579,sell
134,-0.056925893,-0.01,49150,66350401,634,38,TRUE,-0.01,-49.58851538,-60.8388543,0.351089057,-3.017046115,-0.01,-60.8388543,-0.01,-42.68703911,-0.01,-52.60556149,-0.01,2.853,0.078171508,-41.76167251,-68.88077937,sell
135,-0.41333562,-0.01,49600,66614364,372,262,TRUE,-0.01,-53.08332801,-77.25379826,0.397831808,-19.49736044,-0.01,-77.25379826,-0.01,-58.27690057,-0.01,-72.58068845,-0.01,-1.86,-0.01,-52.77936131,-86.77096818,sell
136,0.015012831,0.493923342,49100,66428267,386,14,TRUE,0.493923342,-72.66445417,-76.46986301,-0.279364673,1.108218931,0.997846683,-76.46986301,-0.01,-57.24544057,-0.01,-71.55623524,-0.01,-0.579,-0.01,-52.46375938,-85.90385604,buy
137,0.49184132,0.495,48950,66367059,862,476,TRUE,0.495,-74.4616249,-52.82079701,-0.092141498,31.54551647,1,-52.82079701,-0.01,-25.34554949,-0.01,-42.91610843,-0.01,-43.1,-0.01,-36.97702113,-60.12628699,buy
138,0.48885286,0.495,43950,62055387,1130,268,TRUE,0.495,-43.17587585,-38.43399751,-6.496704939,22.8426097,1,-38.43399751,-0.01,-10.62871698,-0.01,-20.33326615,-0.01,-2.26,-0.01,-25.8512578,-37.22689499,buy
139,0.84285057,0.506965449,43750,61827909,1368,238,TRUE,0.506965449,-22.97364933,-27.93723537,-0.366572527,16.56633415,1,-27.93723537,-0.01,2.260784435,0.049827244,-6.407315182,-0.01,-19.836,-0.01,-19.3179224,-27.78255262,buy
140,0.42861944,0.51673401,42300,59844195,1387,19,TRUE,0.51673401,-7.513611693,-27.8,-3.208444264,4.39284952,1,-27.8,-0.01,3.22310231,0.098670051,-3.120762173,-0.01,-6.935,-0.01,-19.09203932,-27.33903498,buy
141,0.80251706,0.531442609,41800,59150565,1409,22,TRUE,0.531442609,-3.584299196,-27.00572852,-1.159059789,2.67785815,1,-27.00572852,-0.01,4.347406795,0.172213045,-0.906441046,-0.01,-2.818,-0.01,-18.61698164,-26.77293406,buy
142,0.2834804,0.422789147,41600,58868760,1410,1,TRUE,0.422789147,0.046381636,-26.25155666,-0.476419794,0.550267588,0.779965756,-26.25155666,-0.01,4.441512644,0.179031342,0.596649224,0.003553574,5.64,0.272467058,-18.20394007,-26.17012933,buy
143,0.25801116,0.028336355,42000,59432755,1411,1,TRUE,0.028336355,0.237375477,-26.4628269,0.958054832,-0.880800134,-0.01,-26.4628269,-0.01,4.47776716,0.181681773,-0.643424657,-0.01,-2.1165,-0.01,-18.36169883,-26.35380759,buy
144,0.3299309,0.332111353,41850,59221100,1412,1,TRUE,0.332111353,-0.643424657,-26.41070984,-0.35612517,0.425765748,0.596016952,-26.41070984,-0.01,4.529884221,0.185514384,-0.217658909,-0.01,0,0,-18.39556541,-26.36532025,buy
145,0.77302206,0.081667914,41850,59221089,1414,2,TRUE,0.081667914,-1.171373041,-27.01083437,-1.86E-05,0.140002274,0.093353982,-27.01083437,-0.01,4.589825695,0.189954613,-1.031370767,-0.01,-5.656,-0.01,-18.85099601,-26.87607944,buy
146,0.25249684,0.526205664,41450,58655489,1414,0,TRUE,0.526205664,-3.896566306,-29.12391034,-0.95506518,0.92670103,0.986348065,-29.12391034,-0.01,4.45694775,0.180158158,-2.969865276,-0.01,-16.968,-0.01,-20.27022253,-28.99263693,buy
147,0.044229567,0.536232405,40250,56958689,1414,0,TRUE,0.536232405,1.73097355,-25.69016189,-2.892823892,3.030566871,1,-25.69016189,-0.01,4.672874411,0.196162024,4.761540421,0.202858178,27.573,0.9995009,-17.93901166,-25.63215268,buy
148,-0.5752696,-0.01,42200,59659653,601,813,TRUE,-0.01,2.154914415,-69.20155666,4.741970097,-60.70118689,-0.01,-69.20155666,-0.01,-37.10584709,-0.01,-58.54627247,-0.01,-6.3105,-0.01,-44.14187976,-64.89756324,sell
149,0.40597078,0.495,41150,59026626,939,338,TRUE,0.495,-57.03520099,-50.1265878,-1.061063832,24.88314134,1,-50.1265878,-0.01,-20.50612575,-0.01,-32.15205965,-0.01,14.085,0.862464368,-32.45205785,-47.88035715,buy
150,0.21970831,0.495,42650,60434501,1043,104,TRUE,0.495,-31.6748174,-44.21313823,2.385152423,5.799446967,1,-44.21313823,-0.01,-15.08772569,-0.01,-25.87537043,-0.01,3.129,0.093266239,-28.70115325,-42.55553117,buy
151,-0.33220747,-0.01,42950,60722998,697,346,TRUE,-0.01,-25.87537043,-62.71961395,0.477371361,-24.82510388,-0.01,-62.71961395,-0.01,-33.59420141,-0.01,-50.70047431,-0.01,0,0,-40.14405163,-59.35701577,sell
152,1.6251234,-0.05,42950,60722998,697,0,FALSE,-0.05,-49.20828843,-61.59122042,0,0,0,-61.59122042,-0.01,-34.6110224,-0.01,-49.20828843,-0.01,9.061,0.560016129,-39.54132272,-58.27652606,wrong
153,-0.25298458,-0.01,44250,61616311,521,176,TRUE,-0.01,-48.69176255,-70.99788294,1.471127957,-13.51191433,-0.01,-70.99788294,-0.01,-44.76025918,-0.01,-62.20367688,-0.01,2.3445,0.053483431,-45.35407493,-66.84648124,sell
154,-0.060136437,-0.01,44700,61848487,490,31,TRUE,-0.01,-62.54189901,-72.96762142,0.376809316,-2.361041945,-0.01,-72.96762142,-0.01,-46.06993165,-0.01,-64.90294096,-0.01,-1.96,-0.01,-46.70786459,-68.64343915,sell
155,0.4499282,0.495,44300,61649940,895,405,TRUE,0.495,-65.21984442,-51.07036115,-0.321021596,28.95145552,1,-51.07036115,-0.01,-23.51260537,-0.01,-36.26838891,-0.01,-3.58,-0.01,-33.31980027,-48.89346173,buy
156,0.41391274,0.495,43900,61290650,1102,207,TRUE,0.495,-34.4537075,-38.03823163,-0.58279051,15.63297383,1,-38.03823163,-0.01,-12.54318213,-0.01,-18.82073367,-0.01,13.775,0.850057929,-25.32972567,-37.19888977,buy
157,0.6510021,0.495,45150,62666962,1287,185,TRUE,0.495,-17.83183895,-26.75479452,2.245549688,11.68655621,1,-26.75479452,-0.01,-2.167335775,-0.01,-6.145282741,-0.01,7.0785,0.394106846,-18.25007523,-26.9049704,buy
158,0.46322346,0.497313813,45700,63374522,1332,45,TRUE,0.497313813,-5.529168623,-23.69613948,1.129079785,2.211554646,1,-23.69613948,-0.01,0.396269764,0.001569065,-3.317613977,-0.01,3.996,0.147583618,-16.36024009,-24.08983079,buy
159,0.29676867,0.394758049,46000,63774018,1348,16,TRUE,0.394758049,-1.741270727,-21.52054795,0.630373196,0.557374803,0.788458346,-21.52054795,-0.01,1.334237533,0.01764438,-1.183895925,-0.01,10.11,0.640169071,-15.07258069,-22.13991957,buy
160,0.8673683,0.487171215,46750,64784806,1380,32,TRUE,0.487171215,-2.663495344,-20.86052304,1.584952668,0.755940045,0.942572199,-20.86052304,-0.01,3.149377951,0.094425577,-1.907555299,-0.01,-9.66,-0.01,-14.66530551,-21.55033977,buy
161,0.41756365,0.517587624,46050,63818793,1382,2,TRUE,0.517587624,-0.948997208,-19.97135741,-1.491110431,1.645041397,0.999998671,-19.97135741,-0.01,3.295969323,0.102941443,0.696044189,0.004833058,6.219,0.320745639,-14.1346058,-20.86953763,buy
162,0.92809606,0.014021255,46500,64440680,1384,2,TRUE,0.014021255,0.804319505,-19.76936488,0.974457477,-0.828341598,-0.01,-19.76936488,-0.01,3.4154536,0.110106275,-0.024022093,-0.01,0.692,0.004777193,-13.99214705,-20.62541723,buy
163,0.4675086,0.013532873,46550,64509880,1384,0,TRUE,0.013532873,-1.205263507,-20.71731009,0.107385583,-0.105977499,-0.01,-20.71731009,-0.01,3.375099154,0.107664363,-1.311241007,-0.01,-7.612,-0.01,-14.64670863,-21.52570093,buy
164,0.29837286,0.518917042,46000,63748680,1384,0,TRUE,0.518917042,0.512355627,-19.25230386,-1.179974292,1.200181794,0.999255041,-19.25230386,-0.01,3.437465116,0.111447606,1.71253742,0.028901957,11.764,0.749404943,-13.75791638,-20.30275512,buy
165,-0.66917837,-0.01,46850,64853844,458,926,TRUE,-0.01,1.71253742,-73.27858032,1.733626485,-68.62691184,-0.01,-73.27858032,-0.01,-50.58881135,-0.01,-66.91437442,-0.01,0,0,-47.56137343,-70.26022484,sell
166,0.036433846,0.495,46850,64853625,491,33,TRUE,0.495,-66.84375409,-71.29209215,-0.000337682,2.389107181,1,-71.29209215,-0.01,-48.76733968,-0.01,-64.45464691,-0.01,0.491,0.002407906,-46.45609789,-68.30113734,buy
167,-0.52083933,-0.01,46950,64883067,236,255,TRUE,-0.01,-64.49250138,-86.21618929,0.045397617,-18.44850232,-0.01,-86.21618929,-0.01,-63.60892856,-0.01,-82.9410037,-0.01,-0.118,-0.01,-55.99280582,-82.07938842,sell
168,0.030095369,0.495,46900,64871041,270,34,TRUE,0.495,-83.54116028,-84.78518057,-0.018534882,2.374679543,1,-84.78518057,-0.01,-59.45514757,-0.01,-81.16648074,-0.01,-4.455,-0.01,-55.2658326,-80.66537681,buy
169,0.1734124,0.495,45250,64424263,469,199,TRUE,0.495,-81.47863852,-74.00933998,-0.688717174,13.8740421,1,-74.00933998,-0.01,-47.44168321,-0.01,-67.60459642,-0.01,-3.5175,-0.01,-48.69737822,-71.20256551,buy
170,0.2990683,0.495,44500,64070681,759,290,TRUE,0.495,-67.85939173,-58.26917808,-0.548833597,20.1607712,1,-58.26917808,-0.01,-31.12396356,-0.01,-47.69862053,-0.01,-2.6565,-0.01,-38.81592212,-56.79880079,buy
171,-0.91860414,-0.01,44150,63754503,62,697,TRUE,-0.01,-46.51399132,-96.5139477,-0.493483127,-49.09526,-0.01,-96.5139477,-0.01,-71.01889819,-0.01,-95.60925132,-0.01,0.62,0.003836621,-63.17473042,-92.47780045,sell
172,0.17217742,0.495,45150,63815016,294,232,TRUE,0.495,-95.69191215,-83.78057285,0.094915649,16.10121519,1,-83.78057285,-0.01,-56.88288308,-0.01,-79.59069696,-0.01,-2.499,-0.01,-55.29221688,-80.70920139,buy
173,0.79121685,0.495,44300,63559449,1195,901,TRUE,0.495,-79.93622692,-35.19022416,-0.400480978,61.81587003,1,-35.19022416,-0.01,-7.054910628,-0.01,-18.1203569,-0.01,-8.9625,-0.01,-24.4140747,-35.62581614,buy
174,0.30471987,0.495,43550,62662744,1269,74,TRUE,0.495,-17.36830507,-30.54476961,-1.410813048,6.372626357,1,-30.54476961,-0.01,-3.069522089,-0.01,-10.99567871,-0.01,5.076,0.22714031,-21.50196012,-31.50986857,buy
175,1.0115699,-0.05,43950,63170344,1269,0,FALSE,-0.05,-11.5019604,-30.93985056,0.810050706,-0.711118573,-0.01,-30.93985056,-0.01,-3.052061782,-0.01,-12.21307897,-0.01,-3.1725,-0.01,-21.80404296,-31.89432812,wrong
176,-0.69536805,-0.01,43700,62789804,387,882,TRUE,-0.01,-13.51883409,-79.25236613,-0.602402925,-59.94763827,-0.01,-79.25236613,-0.01,-50.29197009,-0.01,-73.46647236,-0.01,-2.5155,-0.01,-52.93569622,-77.52258849,sell
177,-0.2473411,-0.01,43050,62531540,292,95,TRUE,-0.01,-73.37402104,-84.29090909,-0.411315187,-6.453118989,-0.01,-84.29090909,-0.01,-55.5780378,-0.01,-79.82714003,-0.01,0.438,0.001916601,-56.32583067,-82.46935964,sell
178,0.51025647,0.495,43200,62571727,881,589,TRUE,0.495,-79.59365786,-52.05516812,0.064266768,41.12256531,1,-52.05516812,-0.01,-24.16737934,-0.01,-38.47109254,-0.01,4.405,0.176375247,-35.68036068,-52.09744469,buy
179,0.49526322,0.495,43700,63010509,1158,277,TRUE,0.495,-38.54149175,-37.05267746,0.701246427,18.76096752,1,-37.05267746,-0.01,-9.08238043,-0.01,-19.78052423,-0.01,-0.579,-0.01,-26.12705996,-38.07267617,buy
180,0.352973,0.495,43650,62951990,1258,100,TRUE,0.495,-19.59674536,-31.46014944,-0.09287181,7.024481959,1,-31.46014944,-0.01,-3.654868912,-0.01,-12.5722634,-0.01,1.258,0.015701073,-22.57412847,-32.79821187,buy
181,0.9746712,0.563786113,43750,63076685,1436,178,TRUE,0.563786113,-7.776227566,-17.47023661,0.198079521,12.84103876,1,-17.47023661,-0.01,6.374647876,0.333930564,5.06481119,0.226262897,34.464,0.999993056,-13.51080534,-19.57833142,buy
182,1.2214775,-0.05,46150,66523085,1436,0,FALSE,-0.05,4.723322096,-17.7384807,5.463825501,-5.425461812,-0.01,-17.7384807,-0.01,6.353928544,0.332171637,-0.702139716,-0.01,-2.154,-0.01,-13.210613,-19.76814587,wrong
183,0.31820887,0.331961163,46000,66307679,1437,1,TRUE,0.331961163,-0.810072173,-17.77067248,-0.32380639,0.391524873,0.535344325,-17.77067248,-0.01,6.404245014,0.336445005,-0.4185473,-0.01,-0.7185,-0.01,-13.31741601,-19.91347538,buy
184,1.0573821,-0.05,45950,66235831,1437,0,FALSE,-0.05,-0.743622771,-18.03910336,-0.108355474,0.107666381,0.056312539,-18.03910336,-0.01,6.383338882,0.334668691,-0.63595639,-0.01,-2.1555,-0.01,-13.55788257,-20.22098692,wrong
185,0.1338044,0.267147065,45800,66020279,1437,0,TRUE,0.267147065,-0.961384481,-18.30753425,-0.32543111,0.323354763,0.40713675,-18.30753425,-0.01,6.36243275,0.332893453,-0.638029718,-0.01,-2.1555,-0.01,-13.7610559,-20.51181994,buy
186,1.163955,-0.05,45650,65804727,1437,0,FALSE,-0.05,3.824008378,-14.63897883,-0.326493622,0.340089135,0.439150734,-14.63897883,-0.01,6.648149883,0.357236847,4.164097512,0.159196319,29.4585,0.999829714,-11.43651794,-17.0376499,wrong
187,0.416292,0.064463218,47700,68750573,1438,1,TRUE,0.064463218,4.164097512,-14.57957659,4.476648007,-4.393874506,-0.01,-14.57957659,-0.01,6.707552125,0.362316089,-0.229776994,-0.01,0,0,-11.16916504,-16.96513897,buy
188,-0.42509833,-0.01,47700,68702717,827,611,TRUE,-0.01,-0.438938887,-50.97733499,-0.069608147,-42.26318161,-0.01,-50.97733499,-0.01,-29.52518978,-0.01,-42.7021205,-0.01,-0.827,-0.01,-34.01285969,-51.52532273,sell
189,0.9373914,0.534469749,47600,68616131,1402,575,TRUE,0.534469749,-42.76230735,-16.97995019,-0.12602995,39.91890745,1,-16.97995019,-0.01,4.554703279,0.187348743,-2.8433999,-0.01,-0.701,-0.01,-12.66831535,-19.15163826,buy
190,-0.750964,-0.01,47550,68463894,350,1052,TRUE,-0.01,-3.660700426,-79.44894147,-0.221867654,-72.23535363,-0.01,-79.44894147,-0.01,-57.254222,-0.01,-75.89605406,-0.01,-1.4,-0.01,-52.04408759,-78.58739461,sell
191,0.5297508,0.495,47150,68320003,931,581,TRUE,0.495,-75.05254375,-43.42117061,-0.210170634,41.55254083,1,-43.42117061,-0.01,-23.94922342,-0.01,-33.50000292,-0.01,15.3615,0.905556813,-29.42763094,-44.38281979,buy
192,-0.06595895,-0.01,48800,69851268,870,61,TRUE,-0.01,-34.79457254,-48.15753425,2.241312841,-5.608084149,-0.01,-48.15753425,-0.01,-27.11793029,-0.01,-40.40265668,-0.01,-8.265,-0.01,-32.31246159,-48.87514125,sell
193,0.34903014,0.495,47850,69023414,1069,199,TRUE,0.495,-37.7870993,-33.50367372,-1.185166746,15.1471528,1,-33.50367372,-0.01,-15.9294163,-0.01,-22.6399465,-0.01,22.449,0.993523506,-23.1643739,-35.15925654,buy
194,-0.13826916,-0.01,49950,71256261,922,147,TRUE,-0.01,-22.56250901,-42.59028643,3.234912431,-12.74142169,-0.01,-42.59028643,-0.01,-25.09853725,-0.01,-35.3039307,-0.01,0.461,0.002122953,-28.7369423,-43.98561599,sell
195,1.0957059,-0.05,50000,71302361,922,0,FALSE,-0.05,-34.52757786,-41.90136986,0.064696069,-0.042330697,-0.01,-41.90136986,-0.01,-25.3997197,-0.01,-34.56990856,-0.01,5.532,0.263635649,-28.39470636,-43.35131946,wrong
196,0.63379264,0.495,50600,71853305,1236,314,TRUE,0.495,-35.08714249,-22.73075965,0.772686896,21.43974659,1,-22.73075965,-0.01,-5.56904348,-0.01,-13.6473959,-0.01,-4.944,-0.01,-16.42854195,-25.03515118,buy
197,0.37261403,0.495,50200,71358421,1304,68,TRUE,0.495,-14.59349017,-19.37285181,-0.688742153,5.323636789,1,-19.37285181,-0.01,-1.303544875,-0.01,-9.269853379,-0.01,-7.172,-0.01,-14.34862098,-21.90748717,buy
198,-0.048592836,-0.01,49650,70636084,1241,63,TRUE,-0.01,-7.533828418,-21.8,-1.012265952,-3.56741553,-0.01,-21.8,-0.01,-5.298349835,-0.01,-11.10124395,-0.01,11.7895,0.750905541,-15.89042415,-24.3362562,sell
199,-0.06432256,-0.01,50600,71808473,1162,79,TRUE,-0.01,-12.68244712,-28.08044832,1.659759338,-6.893338875,-0.01,-28.08044832,-0.01,-10.09364964,-0.01,-19.57578599,-0.01,-10.458,-0.01,-19.83374875,-30.38745397,sell
