timestep,action,reward,price,current_amt,qty,order_qty,is_order,reward,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
307,-0.002722293,0.035584457,50100,73934903,1406,3,TRUE,0.035584457,-3.003524543,-13.85404732,3.449730886,-3.434169708,-0.01,-13.85404732,-0.01,4.957833866,0.217922287,-6.437694251,-0.01,-12.654,-0.01,-8.971042562,-12.64746272,sell
308,-0.30334896,-0.01,49200,72635089,980,426,TRUE,-0.01,-7.57869798,-40.68742217,-1.758051945,-26.84968828,-0.01,-40.68742217,-0.01,-20.88544197,-0.01,-34.42838626,-0.01,-5.88,-0.01,-22.31585423,-31.53035615,sell
309,0.37346143,0.495,48600,72045799,1167,187,TRUE,0.495,-33.82124169,-28.71562889,-0.811302097,13.27257791,1,-28.71562889,-0.01,-9.656222951,-0.01,-20.54866377,-0.01,5.2515,0.241022027,-16.4336034,-23.25076076,buy
310,0.60016644,0.503380269,49050,72569647,1354,187,TRUE,0.503380269,-19.00985094,-15.69115816,0.727104158,12.29954271,1,-15.69115816,-0.01,1.800591018,0.031901345,-6.710308237,-0.01,12.863,0.808825315,-10.08752972,-14.25227499,buy
311,1.4468215,-0.05,50000,73855947,1354,0,FALSE,-0.05,-7.549915463,-16.44993773,1.772504144,-1.61014175,-0.01,-16.44993773,-0.01,1.784385699,0.031338758,-9.160057212,-0.01,-6.093,-0.01,-10.40375641,-14.69392838,wrong
312,0.73675156,0.585791019,49550,73246009,1445,91,TRUE,0.585791019,-5.951784763,-7.685554172,-0.825848188,7.156616278,1,-7.685554172,-0.01,7.660980482,0.443955093,1.204831515,0.014411338,25.2875,0.998329407,-5.982008938,-8.46052134,buy
313,0.094533026,0.086637846,51300,75774736,1448,3,TRUE,0.086637846,3.177635248,-5.690660025,3.452375132,-3.236145515,-0.01,-5.690660025,-0.01,8.005709612,0.473189229,-0.058510267,-0.01,14.48,0.877139289,-4.94150913,-7.010608953,buy
314,0.46526626,0.099280576,52300,77222644,1461,13,TRUE,0.099280576,-1.01397384,-5.753673724,1.910805733,-0.98394273,-0.01,-5.753673724,-0.01,8.767778422,0.536402882,-1.99791657,-0.01,-7.305,-0.01,-4.990447167,-7.078828441,buy
315,1.2242258,-0.05,51800,76492140,1461,0,FALSE,-0.05,4.056266191,0.068493151,-0.945971236,0.993742869,0.992828385,0.068493151,4.69E-05,9.309417243,0.579643658,5.05000906,0.225103584,46.752,1,-2.03429425,-2.89021336,wrong
316,0.5544365,0.149595124,55000,81167286,1468,7,TRUE,0.149595124,7.72400929,3.107347447,6.111929932,-5.718381062,-0.01,3.107347447,0.092041024,10.03804052,0.634914087,2.005628228,0.039427142,20.552,0.985357793,-0.556074052,-0.800142122,buy
317,-0.47057945,-0.01,56400,83158582,778,690,TRUE,-0.01,-3.058480975,-48.06874222,2.453323375,-46.79540182,-0.01,-48.06874222,-0.01,-36.5175871,-0.01,-49.85388279,-0.01,-21.784,-0.01,-25.56758525,-36.81339539,sell
318,0.3158853,0.495,53600,80978424,1009,231,TRUE,0.495,-49.38610185,-32.02129514,-2.62168732,16.79529222,1,-32.02129514,-0.01,-21.29522254,-0.01,-32.59080962,-0.01,5.045,0.224711647,-17.69306901,-25.50595638,buy
319,0.7314648,0.515950429,54100,81480136,1372,363,TRUE,0.515950429,-32.71541071,-7.735990037,0.619562564,23.64309399,1,-7.735990037,-0.01,3.155099072,0.094752147,-9.072316718,-0.01,-1.372,-0.01,-5.846479085,-8.416099974,buy
320,0.5094946,0.587904378,54000,81342415,1440,68,TRUE,0.587904378,-8.398778323,-2.445828144,-0.169024018,4.702779133,1,-2.445828144,-0.01,7.785194958,0.454521891,-3.695999191,-0.01,5.76,0.282351942,-3.252278663,-4.680365928,buy
321,0.045024484,0.083474376,54400,81918400,1442,2,TRUE,0.083474376,-4.935205083,-3.567372354,0.708099212,-0.537313911,-0.01,-3.567372354,-0.01,7.81876626,0.457371881,-5.472518995,-0.01,-10.094,-0.01,-3.845219541,-5.526034372,buy
322,0.5379053,0.624778783,53700,80908741,1476,34,TRUE,0.624778783,-5.472518995,-1.293648817,-1.232517969,3.436223559,1,-1.293648817,-0.01,10.0924898,0.638893916,-2.036295436,-0.01,0,0,-2.719754352,-3.916200763,buy
323,-0.21858048,-0.01,53700,80880349,1154,322,TRUE,-0.01,-2.218723191,-22.97085928,-0.035091388,-21.30485112,-0.01,-22.97085928,-0.01,-11.41970416,-0.01,-23.52357431,-0.01,-1.154,-0.01,-13.37329472,-19.24229734,sell
324,-0.89598143,-0.01,53600,80674032,121,1033,TRUE,-0.01,-22.81017482,-91.84794521,-0.255089156,-69.07556606,-0.01,-91.84794521,-0.01,-81.1218726,-0.01,-91.88574088,-0.01,0.605,0.003653559,-47.32159172,-68.08909952,sell
325,0.5170989,0.495,54100,80729094,829,708,TRUE,0.495,-91.97573266,-44.76774595,0.068252446,46.91441437,1,-44.76774595,-0.01,-33.05157434,-0.01,-45.06131829,-0.01,-4.974,-0.01,-24.04439961,-34.54342622,buy
326,0.81178045,0.515222183,53500,80227569,1372,543,TRUE,0.515222183,-45.67745304,-9.615442092,-0.62124443,36.14361187,1,-9.615442092,-0.01,3.090828535,0.091110914,-9.533841166,-0.01,-8.232,-0.01,-6.701210838,-9.636520882,buy
327,-0.18784508,-0.01,52900,79382047,1115,257,TRUE,-0.01,-4.403435183,-22.38044832,-1.05390455,-17.07944117,-0.01,-22.38044832,-0.01,-14.62467274,-0.01,-21.48287635,-0.01,33.45,0.999986175,-12.99834847,-18.72373948,sell
328,-0.05825138,-0.01,55900,82721173,1051,64,TRUE,-0.01,-23.168396,-28.40635118,4.206399465,-7.33343574,-0.01,-28.40635118,-0.01,-18.67037759,-0.01,-30.50183174,-0.01,-12.612,-0.01,-15.92104511,-23.04830132,sell
329,0.2994435,0.495,54700,81458956,1182,131,TRUE,0.495,-29.2312985,-18.01070984,-1.52586932,10.05408734,1,-18.01070984,-0.01,-9.924901257,-0.01,-19.17721116,-0.01,11.82,0.752692802,-10.78285812,-15.64201845,buy
330,0.52658784,0.499152874,55700,82639707,1340,158,TRUE,0.499152874,-18.74189991,-6.550435866,1.449504214,9.545706848,1,-6.550435866,-0.01,1.04032321,0.010764369,-9.19619306,-0.01,4.02,0.149221954,-5.109095964,-7.405758308,buy
331,0.18300459,0.51638396,56000,83041509,1365,25,TRUE,0.51638396,-4.493853058,0.122665006,0.486209371,1.311096588,0.999814948,0.122665006,0.000150456,2.927945534,0.082156746,-3.182756469,-0.01,39.585,0.999999843,-1.799806727,-2.60513104,buy
332,1.0564735,-0.05,58900,87000005,1365,0,FALSE,-0.05,-3.182756469,0.122665006,4.766888328,-4.405179876,-0.01,0.122665006,0.000150456,2.927945534,0.082156746,-7.587936346,-0.01,0,0,-1.792282291,-2.611569937,wrong
333,0.006655812,0.021931556,58900,87000005,1365,0,TRUE,0.021931556,-6.489660547,1.312577833,0,0,0,1.312577833,0.017081042,2.96274285,0.084036216,-6.489660547,-0.01,9.555,0.598673613,-1.21034896,-1.760982524,buy
334,0.564832,0.694593107,59600,87954985,1427,62,TRUE,0.694593107,-5.862074376,6.625155666,1.097678098,3.207324335,1,6.625155666,0.355272077,7.615254676,0.440057421,-2.654750041,-0.01,5.708,0.278059562,1.478351788,2.148556521,buy
335,-0.774692,-0.01,60000,88416919,322,1105,TRUE,-0.01,-2.979234207,-76.02042341,0.525193654,-75.24258101,-0.01,-76.02042341,-0.01,-74.7002914,-0.01,-78.22181522,-0.01,-0.644,-0.01,-39.26100531,-56.97952944,sell
336,0.2712729,0.495,59800,88349862,635,313,TRUE,0.495,-78.80450912,-53.97633873,-0.075841819,20.63479517,1,-53.97633873,-0.01,-50.01594269,-0.01,-58.16971395,-0.01,-10.16,-0.01,-28.42782663,-41.23491636,buy
337,0.45980403,0.495,58200,87330582,1032,397,TRUE,0.495,-58.52908067,-25.84508095,-1.153686013,26.71412952,1,-25.84508095,-0.01,-21.0596024,-0.01,-31.81495115,-0.01,-5.16,-0.01,-14.58678404,-21.19686046,buy
338,1.1612767,-0.05,57700,86814582,1032,0,FALSE,-0.05,-33.11483943,-27.25877958,-0.590858309,0.397545459,0.546251392,-27.25877958,-0.01,-20.65811951,-0.01,-32.71729397,-0.01,-11.352,-0.01,-15.30277851,-22.25709564,wrong
339,0.25298303,0.495,56600,85678410,1153,121,TRUE,0.495,-34.0249084,-20.30946451,-1.308734056,8.712919063,1,-20.30946451,-0.01,-11.89362292,-0.01,-25.31198933,-0.01,-12.683,-0.01,-11.87178992,-17.3001846,buy
340,-0.11072093,-0.01,55500,84398538,1026,127,TRUE,-0.01,-26.11942729,-29.85379826,-1.493809234,-7.140791036,-0.01,-29.85379826,-0.01,-20.44785766,-0.01,-33.26021832,-0.01,-6.156,-0.01,-16.56910671,-24.19371374,sell
341,0.25110802,0.495,54900,83781964,1151,125,TRUE,0.495,-35.08370963,-23.45778331,-0.730550569,8.444844965,1,-23.45778331,-0.01,-11.57659519,-0.01,-26.63886466,-0.01,-17.265,-0.01,-13.39959855,-19.58806994,buy
342,0.35432667,0.495,53400,82054433,1287,136,TRUE,0.495,-26.22672345,-13.93287671,-2.061936624,10.45361708,1,-13.93287671,-0.01,-2.546738098,-0.01,-15.77310637,-0.01,3.861,0.138493958,-8.650454209,-12.66819653,buy
343,1.183536,-0.05,53700,82440537,1287,0,FALSE,-0.05,-15.14571797,-13.29178082,0.47054618,-0.397408592,-0.01,-13.29178082,-0.01,-2.565708215,-0.01,-15.54312656,-0.01,5.148,0.232808657,-8.35339411,-12.21623296,wrong
344,0.31112447,0.510090753,54100,82954754,1363,76,TRUE,0.510090753,-13.98200135,-6.474097136,0.623742905,4.51484773,1,-6.474097136,-0.01,2.601810455,0.065453764,-9.467153624,-0.01,13.63,0.843979676,-4.976509597,-7.268151898,buy
345,0.30365235,0.560591429,55100,84317363,1413,50,TRUE,0.560591429,-7.166863517,-0.579701121,1.642593021,1.850208868,0.999999963,-0.579701121,-0.01,6.185975447,0.317957238,-5.316654649,-0.01,19.782,0.980025029,-2.026007299,-2.957435706,buy
346,-0.035150796,0.005910665,56500,86291014,1364,49,TRUE,0.005910665,-7.160047214,-5.895890411,2.340740898,-5.269304932,-0.01,-5.895890411,-0.01,2.684967675,0.069553327,-12.42935215,-0.01,-15.004,-0.01,-4.648396372,-6.788500142,sell
347,0.4304263,0.592832154,55400,84790056,1435,71,TRUE,0.592832154,-10.69058477,0.968244085,-1.739414025,6.312057174,1,0.968244085,0.009331158,7.733920652,0.450164033,-4.378527595,-0.01,15.785,0.917227736,-1.244464957,-1.821030259,buy
348,0.623244,0.729579156,56500,86368099,1492,57,TRUE,0.729579156,-3.870802963,5.536239103,1.861118007,1.992216982,0.999999998,5.536239103,0.263981065,11.80686617,0.751924188,-1.878585981,-0.01,4.476,0.181552282,1.06035201,1.551222909,buy
349,0.06609446,0.215466813,56800,86815683,1494,2,TRUE,0.215466813,-2.396832886,5.119551681,0.51822838,-0.373038774,-0.01,5.119551681,0.230564457,11.88522825,0.756487379,-2.76987166,-0.01,-4.482,-0.01,0.867052427,1.266727484,buy
350,-0.123021334,-0.01,56500,86350510,1311,183,TRUE,-0.01,-1.737339324,-6.776961395,-0.535816783,-11.57168456,-0.01,-6.776961395,-0.01,-1.001383837,-0.01,-13.30902388,-0.01,7.866,0.461377088,-5.059224687,-7.396625467,sell
351,0.0460473,-0.01,57100,87137034,1320,9,TRUE,-0.01,-12.54990851,-5.315068493,0.91085044,-0.194424747,-0.01,-5.315068493,-0.01,-0.364573444,-0.01,-12.74433325,-0.01,6.6,0.353123575,-4.352103579,-6.355466093,buy
352,-0.66615444,-0.01,57600,87713901,441,879,TRUE,-0.01,-11.22947793,-67.81743462,0.662022763,-59.30814529,-0.01,-67.81743462,-0.01,-64.51710459,-0.01,-70.53762322,-0.01,4.41,0.17673818,-35.73200341,-52.11326994,sell
353,0.77380216,0.495,58600,88148061,1263,822,TRUE,0.495,-70.38679194,-7.359028643,0.494972855,54.7796863,1,-7.359028643,-0.01,-4.553748115,-0.01,-15.60710564,-0.01,3.789,0.133735691,-5.473191634,-7.971653628,buy
354,0.72280717,0.650601517,58900,88525527,1435,172,TRUE,0.650601517,-16.18023226,4.54234122,0.428218154,11.00881204,1,4.54234122,0.186434336,8.007687755,0.47335608,-5.171420216,-0.01,-5.74,-0.01,0.525407681,0.764212316,buy
355,0.5642385,0.736790255,58500,87951204,1473,38,TRUE,0.736790255,-5.981920898,6.393524284,-0.648765412,3.119874803,1,6.393524284,0.335533973,10.68395333,0.680650315,-2.862046095,-0.01,-7.365,-0.01,1.42723683,2.077975184,buy
356,0.28889018,0.734369986,58000,87214643,1481,8,TRUE,0.734369986,-3.69944225,6.049190535,-0.837465511,1.34072939,0.999875072,6.049190535,0.306446614,11.16470209,0.712492326,-2.35871286,-0.01,-7.405,-0.01,1.211952461,1.766882042,buy
357,0.47817007,0.781461233,57500,86474058,1491,10,TRUE,0.781461233,-1.679469123,7.507970112,-0.849152131,1.511606063,0.999989078,7.507970112,0.430898315,11.96341566,0.760985998,-0.16786306,-0.01,5.964,0.299312274,1.961763604,2.863851637,buy
358,0.40590182,0.213311981,57900,87070426,1495,4,TRUE,0.213311981,-2.754187851,5.00373599,0.689649606,-0.406961263,-0.01,5.00373599,0.22149023,11.93442906,0.759324559,-3.161149114,-0.01,-22.425,-0.01,0.670737539,0.977947055,buy
359,0.4487391,0.675386815,56400,84827898,1499,4,TRUE,0.675386815,-5.393250287,2.857907846,-2.575533511,2.760863946,1,2.857907846,0.078429844,11.93381544,0.759289307,-2.632386341,-0.01,-19.487,-0.01,-0.437102195,-0.637938907,buy
