timestep,action,reward
1,0.11948690563440323,-1.7156673114119923e-05
2,0.2279340624809265,0.006045222437137331
3,0.1154407262802124,0.02276504835589942
4,0.21839377284049988,0.06641752417794972
5,0.08225119858980179,0.0394815087040619
6,0.1682548224925995,0.06658150870406189
7,0.1277703195810318,0.04331570599613153
8,0.21646840870380402,0.012431914893617021
9,0.05940917506814003,0.002139516441005803
10,0.09641915559768677,-0.002366479690522244
11,-0.11514916270971298,-0.03029504835589942
12,0.0376761369407177,-0.06102193423597679
13,0.20029398798942566,-0.021449671179883945
14,0.086876779794693,-0.028957504835589943
15,0.07568766176700592,-0.023557369439071565
16,0.12066760659217834,-0.06922030947775629
17,0.09653842449188232,-0.04403895551257253
18,0.056126825511455536,-0.020806286266924566
19,0.11302345991134644,-0.0023404448742746615
20,0.07139081507921219,-0.02371512572533849
21,-0.09874507784843445,-0.0074334235976789165
22,0.18859918415546417,-0.03387597678916828
23,0.1621396243572235,-0.022452340425531916
24,0.10699676722288132,-0.039321025145067696
25,0.09129255264997482,-0.037605029013539654
26,0.08323553204536438,-0.0341247582205029
27,0.04026295617222786,-0.03324549323017408
28,-0.0489979162812233,-0.00497174081237911
29,0.05271150544285774,-0.028531818181818182
