timestep,action,reward
1,-0.23025009036064148,-1
2,0.2463986575603485,-3.499009900990099e-05
3,0.4316868484020233,-8.126732673267327e-05
4,-0.13283294439315796,0.004069722772277228
5,-0.07671861350536346,-0.007730534653465347
6,-0.8862152695655823,-0.0026934653465346533
7,-0.019137956202030182,-0.002379227722772277
8,0.5345693230628967,-0.0020214455445544555
9,0.6210543513298035,0.006161425742574257
10,-0.24219734966754913,-0.008417267326732673
11,0.10247041285037994,-0.03615338613861386
12,-1.2596617937088013,-1
13,-0.13110199570655823,-0.02235817821782178
14,0.0006035491824150085,-0.032310871287128715
15,-0.9060118794441223,-0.016765405940594058
16,-0.6171553134918213,-0.014926950495049504
17,1.4633759260177612,-1
18,-0.08177661895751953,-0.014905861386138614
19,0.4177703261375427,-0.01529009900990099
20,-0.6180095672607422,-0.013127960396039603
21,-0.03461796045303345,-0.010960534653465347
22,-0.2054123729467392,-0.007974019801980198
23,0.4978941082954407,-0.007433287128712871
24,0.21234086155891418,-0.017965227722772276
25,0.08359014987945557,-0.017201128712871286
26,0.22295472025871277,-0.027662554455445545
27,0.3165239989757538,-0.03656461386138614
28,-0.042843688279390335,-0.017925089108910892
29,-0.39514124393463135,-0.016553683168316832
