timestep,action,reward
1,0.1727675497531891,-2.5036764705882352e-05
2,0.06080300733447075,0.0023939705882352943
3,0.08604791015386581,0.007623529411764706
4,0.048146553337574005,0.008960110294117647
5,0.030553311109542847,0.019508529411764706
6,-0.11430393159389496,0.017838970588235293
7,-0.0068787336349487305,0.022078198529411765
8,-0.22791516780853271,0.02613955882352941
9,-0.019176002591848373,0.03785242647058824
10,0.05229515582323074,0.031669595588235296
11,-0.024464435875415802,0.03408125
12,0.0043331049382686615,0.04349235294117647
13,0.19299441576004028,0.04347180147058823
14,-0.019264429807662964,0.041691875
15,0.1362210214138031,0.033040551470588236
16,-0.04110516607761383,0.041237830882352944
17,0.006718672811985016,0.05107172794117647
18,0.15466004610061646,0.053044926470588234
19,-0.006061330437660217,0.0738825
20,0.12113675475120544,0.08306522058823529
21,0.10644502937793732,0.11831588235294117
22,-0.09430086612701416,0.12892908088235294
23,0.12100431323051453,0.12164220588235294
24,0.12451483309268951,0.14773819852941175
25,0.037824030965566635,0.1865960661764706
26,0.18299776315689087,0.18658797794117646
27,0.021421395242214203,0.21070481617647058
28,0.010972157120704651,0.27439878676470586
29,0.16904589533805847,0.19810628676470587
