timestep,action,reward
1,0.2355549931526184,-3.3435114503816796e-05
2,0.18728703260421753,0.008213435114503816
3,0.14113646745681763,0.013449847328244275
4,0.34920790791511536,0.01422648854961832
5,0.046369798481464386,0.015338320610687023
6,0.17508187890052795,0.01989496183206107
7,0.10941256582736969,0.007516717557251909
8,0.12040543556213379,-0.015667557251908396
9,0.29567086696624756,0.00574030534351145
10,0.09182479977607727,-0.01305206106870229
11,0.19757822155952454,-0.042445190839694655
12,0.08674394339323044,-0.04244648854961832
13,0.176352396607399,-0.04551916030534351
14,0.08390297740697861,-0.05178725190839695
15,0.2313190996646881,-0.07232175572519084
16,-0.07523176074028015,-0.05631679389312977
17,0.2741242051124573,-0.07569259541984732
18,0.10365073382854462,-0.06792671755725191
19,0.3675771951675415,-0.05850496183206107
20,0.17829468846321106,-0.048755038167938934
21,0.22842758893966675,-0.02741557251908397
22,-0.11141622066497803,-0.04251412213740458
23,0.27139246463775635,-0.04251931297709924
24,0.06392467767000198,-0.04867893129770992
25,0.18319672346115112,-0.02386297709923664
26,0.17873454093933105,-0.044416717557251906
27,0.1535187065601349,0.02459534351145038
28,0.020245134830474854,0.022974198473282442
29,0.20239007472991943,0.02459564885496183
