timestep,action,reward
1,0.09449551999568939,-1.3417190775681342e-05
2,0.08106540143489838,-2.3836477987421382e-05
3,-0.19960017502307892,-0.004711823899371069
4,0.062376610934734344,-0.007287400419287212
5,0.07966571301221848,-0.020270985324947588
6,0.20179542899131775,0.0038038784067085953
7,0.1337328851222992,0.003792578616352201
8,0.008701443672180176,0.009096457023060797
9,0.11377391219139099,0.009088197064989518
10,0.049909964203834534,0.009084989517819707
11,0.03955541551113129,0.014060377358490566
12,0.08285276591777802,0.026863668763102724
13,0.280206561088562,0.01873410901467505
14,0.06520891934633255,0.006115220125786164
15,0.11154308915138245,-0.026194842767295598
16,0.12178505957126617,0.032574821802935014
17,0.21573945879936218,0.04646308176100629
18,0.04378208890557289,0.057410545073375265
19,0.027609877288341522,0.05740995807127883
20,0.13021591305732727,0.05371335429769392
21,0.26485997438430786,0.03862517819706499
22,0.09341523796319962,0.015169874213836478
23,0.010711967945098877,0.005305492662473795
24,-0.077187679708004,-0.006659014675052411
25,0.021199002861976624,0.009741446540880503
26,-0.049733757972717285,0.029791362683438155
27,-0.03159555047750473,0.043653375262054504
28,0.031167037785053253,0.03691907756813417
29,0.06287550926208496,0.04031230607966457
