timestep,action,reward
1,0.3085033893585205,-4.3790322580645165e-05
2,0.5133119225502014,-0.006626653225806451
3,-0.33791816234588623,0.0024921370967741934
4,0.4563460350036621,0.004531733870967742
5,0.01896660029888153,-0.02688070564516129
6,-0.14171451330184937,-0.03038756048387097
7,-0.21937912702560425,-0.034893770161290326
8,0.2646448612213135,-0.048220201612903225
9,0.38418322801589966,-0.04971302419354839
10,-0.22073976695537567,-0.03514235887096774
11,-0.0981755405664444,-0.05830094758064516
12,0.5995619297027588,-0.06866227822580645
13,0.3382899761199951,-0.056513649193548385
14,0.6872975826263428,-0.05215056451612903
15,0.1814919114112854,-0.06660725806451613
16,0.6652191877365112,-0.07632762096774194
17,0.38293278217315674,-0.09616683467741935
18,0.7596954107284546,-0.09367741935483871
19,-0.21880023181438446,-0.1040033064516129
20,-0.0013717859983444214,-0.08455375
21,0.4901503920555115,-0.07489074596774194
22,0.41060012578964233,-0.10359651209677419
23,0.3879392147064209,-0.10825733870967742
24,-0.1269225925207138,-0.13242782258064517
25,0.02621043287217617,-0.13868887096774193
26,-0.46484673023223877,-0.12661709677419355
27,0.4192454516887665,-0.14119247983870967
28,-0.12199874967336655,-0.14130993951612902
29,0.27504658699035645,-0.14586012096774192
