timestep,action,reward
1,0.21555787324905396,-3.06280193236715e-05
2,0.03835202008485794,-0.001141256038647343
3,0.02219860628247261,0.003286280193236715
4,-0.009724564850330353,-0.0014526086956521739
5,-0.04368749260902405,-0.022881545893719806
6,-0.004559256136417389,-0.014594589371980677
7,-0.0854899138212204,-0.01526096618357488
8,0.10094469785690308,-0.01642671497584541
9,0.1330883502960205,-0.006932657004830918
10,0.034533459693193436,-0.010051545893719807
11,0.23792555928230286,-0.010071207729468599
12,0.04087226465344429,-0.020320193236714974
13,-0.039702266454696655,-0.020356666666666665
14,0.14952093362808228,-0.04363188405797101
15,0.14815285801887512,-0.027190531400966184
16,0.0798000767827034,-0.05778594202898551
17,0.07635676115751266,-0.04279400966183575
18,0.04290752485394478,-0.04861449275362319
19,0.2638982832431793,-0.08611951690821255
20,0.11788374185562134,-0.0839392270531401
21,-0.033839933574199677,-0.09975579710144927
22,0.15725499391555786,-0.10628908212560387
23,0.1185983419418335,-0.11310347826086957
24,0.22245825827121735,-0.10610797101449275
25,0.11196300387382507,-0.07692135265700484
26,0.1846383512020111,-0.076923961352657
27,0.0011681914329528809,-0.09208347826086956
28,0.142460897564888,-0.06679521739130435
29,0.18362069129943848,-0.09498782608695652
