timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,0.92657965,0.20957593685616055,20200518, 083650.csv,1840.0,1885.0,8771.0,1308179.0,17446819.0,0.0,-0.013151685393258426,-0.013151685393258426,0.2464088114060394,0.26183397362302363,0.23322471910112358,0.00054378978870806,-0.032732727707387055,-0.01,0.2464088114060394,0.0006069887311461741,3.94695,0.144256111276718,-213.9880392994447,0.0,0,buy
2,1.6535583,-0.5,20200519, 083650.csv,1885.0,1915.0,8771.0,1308179.0,17841514.0,1.724861679842276,-1.9841629213483147,-1.9712704912483152,2.0455964191384033,0.9999999991804974,1.7114831460674158,0.028866900668332418,-0.15021898159215863,-0.01,3.7704580989806793,0.1325206250883041,2.6313000000000004,0.06689486248453669,-3.644170082764674,-3.4473525418948965,0,wrong
3,-0.049233913,-0.7961341613941967,20200520, 083650.csv,1915.0,1910.0,8340.0,2119281.0,18090381.0,3.519094225715301,0.22573595505617974,2.2546344981282838,-2.350384110049995,-0.9999999999989905,1.3970842696629213,0.01932919302497893,-0.19866041118814248,-0.01,1.1687101156653064,0.013565974741263864,-0.41700000000000004,-0.01,-0.7568973769741248,-1.1564814571599926,0,sell
4,1.3203441,-0.5,20200521, 083650.csv,1910.0,1880.0,8340.0,2119281.0,18048681.0,-0.23374202313306125,1.6313539325842694,1.4024521387983677,-1.379822666300511,-0.9999265975285686,-0.008533707865168539,-0.01,-0.008533707865168539,-0.01,-1.6135646894335725,-0.01,-2.5020000000000002,-0.01,0.20085532167860512,0.2955427747479463,0,wrong
5,0.81850237,0.06304491498007371,20200522, 083650.csv,1880.0,1890.0,9247.0,386666.0,17771026.0,-1.1525462067382661,1.3957078651685393,-0.23186355223806507,0.1278590814937297,0.0784882247488159,0.3567191011235955,0.0012716759051050186,-0.17519579249342576,-0.01,-1.0246871252445364,-0.01,0.9247000000000001,0.00851424763138442,0.03656959420472075,0.05559768894215259,0,buy
6,1.9942911,-0.5,20200525, 083650.csv,1890.0,1905.0,9247.0,386666.0,17863496.0,-0.2561717813111341,-0.1627752808988764,-1.5370306878668047,1.5570252041804722,0.9999945594882632,1.1359606741573034,0.01282116603342065,-0.19382655988524977,-0.01,1.300853422869338,0.016779820151307634,1.3870500000000001,0.019055187161306386,-1.0707561077196885,-1.7736747471593575,0,wrong
7,1.0549074,-0.5,20200526, 083650.csv,1905.0,1920.0,9247.0,386666.0,18002202.0,2.081365476590941,0.3567191011235955,0.5203413691477352,-0.5284219766175873,-0.7524515421543333,1.9152022471910113,0.036015435545510344,-0.21245732727707378,-0.01,1.5529434999733536,0.02382785997168091,1.3870500000000001,0.019055187161306386,-0.74491586683981,-1.1649751148721876,0,wrong
8,1.4286959,-0.5,20200527, 083650.csv,1920.0,1935.0,9247.0,386666.0,18140906.0,2.32941524996003,1.1359662921348315,0.7764773479950398,-0.788442651163505,-0.9553190959396451,2.6944438202247194,0.07002751100991211,-0.2310880946688978,-0.01,1.540972598796525,0.023466248488067776,1.3870500000000001,0.019055187161306386,-0.16320626170987965,-0.24472239959932515,0,wrong
9,0.6279869,-0.7592805215267062,20200528, 083650.csv,1935.0,1900.0,9373.0,144712.0,18281468.0,-0.2568352471547647,1.9150112359550564,0.77029465617595,-0.7765219145075853,-0.9509508007632539,0.8618651685393259,0.007400595419484235,-0.2019646186947166,-0.01,-1.03335716166235,-0.01,-3.2805500000000003,-0.01,0.4761614429774557,0.6860825288398065,0,buy
10,1.1590371,-0.5,20200529, 083650.csv,1900.0,2100.0,9373.0,144712.0,17953412.0,9.30021445496115,2.704876404494382,0.7750233836609398,-0.840587470957459,-0.9707810112572965,11.39332584269663,0.7269440985597162,-0.30880181687783903,-0.01,8.459626984003691,0.5111271711762567,18.746000000000002,0.9702261610909793,1.1499055250295183,1.596281666817603,0.9938802272753096,wrong
11,1.6556937,-0.5,20200601, 083650.csv,2100.0,2100.0,9373.0,144712.0,19828012.0,8.459626984003691,0.8618651685393259,-1.794472960267742,1.9818423032827592,0.999999997041237,11.39332584269663,0.7269440985597162,-0.30880181687783903,-0.01,10.44146928728645,0.6638651326975167,0.0,0,-0.42862838538395487,-0.6496965363835261,0,wrong
12,0.84243643,-0.634583206410246,20200602, 083650.csv,2100.0,2135.0,9430.0,24996.0,19827996.0,12.268726412561579,11.39323595505618,10.44138016773636,-10.604160815513849,-1.0,13.247449438202247,0.8270839679487703,-0.31638034903179424,-0.01,1.6645655970477298,0.02732744644625129,3.3005000000000004,0.10320950179301203,3.328774352149573,12.204912767069366,0,buy
13,1.6607816,-0.5,20200603, 083650.csv,2135.0,2365.0,9430.0,24996.0,20158046.0,12.603139520504241,11.39323595505618,0.0,0.0,0,25.432280898876403,0.9984476868678926,-0.36559144154912815,-0.01,12.603139520504241,0.7957460604882818,21.689,0.9909421836595218,3.4275061903281374,12.146418307682858,0,wrong
14,1.3328066,-0.5,20200604, 083650.csv,2365.0,2380.0,9430.0,24996.0,22326946.0,13.316524776381838,13.247449438202247,1.6645655970477298,-1.8553444615834689,-0.9999999664931304,26.22694382022472,0.9989703391692393,-0.36880086062634376,-0.01,11.46118031479837,0.7311459312892296,1.4145,0.019809268720820006,4.193723129553533,14.398715152005447,0,wrong
15,0.057659447,-0.6001555321519139,20200605, 083650.csv,2380.0,2390.0,9430.0,24996.0,22468396.0,11.928983592953404,25.432280898876403,10.759475397565815,-10.873084590913448,-1.0,26.756719101123593,0.9992223392404306,-0.3709404733444899,-0.01,1.0558990020399566,0.011087304735669323,0.9430000000000001,0.008853068748368553,6.607441536264503,29.223199314924624,0,buy
16,0.99639946,-0.4889796387465235,20200608, 083650.csv,2390.0,2355.0,9439.0,3573.0,22562783.0,-0.42235960081598267,26.226926966292137,0.6335259645452629,-0.6278935258762555,-0.8607175508322009,24.901224719101123,0.9979720095961864,-0.3647327277073913,-0.01,-1.0502531266922381,-0.01,-3.30365,-0.01,7.024745213945332,30.190363849460287,0,buy
17,0.14072543,-0.26078189773826843,20200609, 083650.csv,2355.0,2355.0,9439.0,3573.0,22232417.0,-1.0502531266922381,26.757207865168542,0.4201012506768953,-0.4139501145479936,-0.5754703745718821,24.901224719101123,0.9979720095961864,-0.3647327277073913,-0.01,-1.4642032412402317,-0.01,0.0,0,7.382392730930755,30.904826020885523,0,buy
18,1.2389879,-0.5,20200610, 083650.csv,2355.0,2290.0,9439.0,3573.0,22232417.0,-4.183437832114948,24.901219101123594,-1.4642076733176044,1.4238008569718494,0.999960374765253,21.454398876404497,0.989977395745724,-0.35411176189337823,-0.01,-2.7596369751430987,-0.01,-6.135350000000001,-0.01,6.9056845372596785,30.898294823355965,0,wrong
19,1.0011965,-0.5,20200611, 083650.csv,2290.0,2245.0,9439.0,3573.0,21618883.0,-4.670157994967439,24.901219101123594,0.0,0.0,0,19.06813483146067,0.9736407931646792,-0.3467587855606027,-0.01,-4.670157994967439,-0.01,-4.24755,-0.01,7.0664972263268035,30.918014437948173,0,wrong
20,1.3269331,-0.5,20200612, 083650.csv,2245.0,2085.0,9439.0,3573.0,21194129.0,-11.463121621009538,21.454398876404497,-2.7596369751430987,2.5126360663210736,0.9999999999999805,10.583640449438201,0.6737640712781459,-0.32061486971073627,-0.01,-8.950485554688465,-0.01,-15.102400000000001,-0.01,5.982796181050502,22.352745655672166,1.0,wrong
21,0.79518974,0.9984078955119756,20200615, 083650.csv,2085.0,2300.0,9439.0,3573.0,19683889.0,0.43660905144821777,19.068140449438204,-1.9647361059310975,2.012861743034537,0.9999999984076613,21.9846797752809,0.9920394839292327,-0.35574575663399344,-0.01,2.449470794482755,0.05823459220380778,20.293850000000003,0.983729530123324,5.2922818251086765,20.503403379578405,0,buy
22,0.66971475,0.9984078967858466,20200616, 083650.csv,2300.0,2300.0,9439.0,3573.0,21713273.0,2.449470794482755,10.583646067415732,-7.125746946241575,7.8604024221361755,1.0,21.9846797752809,0.9920394839292327,-0.35574575663399344,-0.01,10.30987321661893,0.6545594974576414,0.0,0,2.5198409981937897,4.697237120447839,0,buy
23,0.81374794,-0.6008733475138556,20200617, 083650.csv,2300.0,2325.0,9439.0,3573.0,21713273.0,11.50869627439984,21.9846797752809,10.30987321661893,-10.421918615407574,-1.0,23.31038202247191,0.9956332624307224,-0.35983074348553856,-0.01,1.086777658992267,0.011741382417985169,2.35975,0.0541622162875357,5.0555273529878555,10.526309346848969,0,buy
24,1.9514213,-0.5,20200618, 083650.csv,2325.0,2325.0,9439.0,3573.0,21949249.0,1.086777658992267,21.9846797752809,0.0,0.0,0,23.31038202247191,0.9956332624307224,-0.35983074348553856,-0.01,1.086777658992267,0.011741382417985169,0.0,0,5.164382691176364,10.5462613517893,0,wrong
25,0.82260865,-0.5986937639911136,20200619, 083650.csv,2325.0,2325.0,9439.0,3573.0,21949249.0,1.086777658992267,23.310387640449438,1.086782264470216,-1.0867822149568014,-0.9972755205965725,23.31038202247191,0.9956332624307224,-0.35983074348553856,-0.01,-4.55596453436744e-06,-0.01,0.0,0,5.6024915982940025,11.219364167837439,0,buy
26,1.1405342,-0.5,20200622, 083650.csv,2325.0,2345.0,9439.0,3573.0,21949249.0,0.860070428833351,23.310387640449438,0.0,0.0,0,24.37094382022472,0.9973664671017034,-0.363098732966769,-0.01,0.860070428833351,0.00736991939353826,1.8878000000000001,0.03501033582500679,5.70124454855562,11.214248269134789,0,wrong
27,1.5841267,-0.5,20200623, 083650.csv,2345.0,2395.0,9439.0,3573.0,22138029.0,3.0102578908280644,23.310387640449438,0.0,0.0,0,27.02234831460674,0.9993258602230534,-0.3712687066698521,-0.01,3.0102578908280644,0.0866321031273306,4.7195,0.19967453476181962,5.802124704379629,11.216806218486113,0,wrong
28,1.024284,-0.5,20200624, 083650.csv,2395.0,2365.0,9439.0,3573.0,22609977.0,1.7201454136312362,24.370949438202246,0.8600749847978854,-0.8674091560357656,-0.9767626230175778,25.43150561797753,0.9984470746123358,-0.36636672244800295,-0.01,0.8527362575954706,0.007245217196356291,-2.8317,-0.01,6.196362586350608,11.770633868152256,0,wrong
29,0.39278126,-0.6008733471133171,20200625, 083650.csv,2365.0,2325.0,9439.0,3573.0,22326809.0,-0.8527452918234049,27.022342696629213,2.1318429025456602,-2.0695442797228205,-0.9999999994993268,23.31038202247191,0.9956332624307224,-0.35983074348553856,-0.01,-2.922289571546225,-0.01,-3.7756000000000003,-0.01,7.019197867232476,13.136780008787285,0,buy
30,1.219505,-0.5,20200626, 083650.csv,2325.0,2225.0,9439.0,3573.0,21949249.0,-7.096995277792631,25.431511235955057,-1.252402866221403,1.178276664667039,0.9990333552395272,18.007573033707867,0.9609427541059019,-0.34349079607936517,-0.01,-5.918718613125592,-0.01,-9.439,-0.01,6.662011984833797,12.879341324656886,1.0,wrong
31,0.8678241,0.999883060469681,20200629, 083650.csv,2225.0,2400.0,9439.0,3573.0,21005349.0,1.4796740546309148,23.310387640449438,-1.6910611812014875,1.7456025823966208,0.999999758317723,27.287488764044944,0.9994162690775125,-0.3720857040401633,-0.01,3.2252766370275356,0.09879641630754799,16.518250000000002,0.9346844951510724,6.117308375740627,12.281663085633124,0,buy
32,0.7218543,0.9999649278335808,20200630, 083650.csv,2400.0,2440.0,9439.0,3573.0,22657173.0,4.945426606623307,18.007578651685392,-4.300374923989427,4.715845862593938,1.0,29.408612359550563,0.999824639167904,-0.37862168300262766,-0.01,9.661272469217245,0.6067862246004306,3.7756000000000003,0.13285715119566965,4.5750708195434076,9.105853075142484,0,buy
33,1.1998428,-0.5,20200701, 083650.csv,2440.0,2470.0,9439.0,3573.0,23034733.0,11.009357664088324,27.287488764044944,7.863825542722474,-8.093150951097254,-1.0,30.999455056179777,0.9999329225165792,-0.38352366722447684,-0.01,2.916206712991069,0.0815268580187356,2.8317,0.077054644062719,6.833029262720568,14.169848386256728,0,wrong
34,0.8392397,-0.6000128858840188,20200702, 083650.csv,2470.0,2470.0,9439.0,3573.0,23317903.0,2.916206712991069,29.408612359550563,1.6664038359948965,-1.6868892296931295,-0.9999993379841683,30.999455056179777,0.9999329225165792,-0.38352366722447684,-0.01,1.2293174832979397,0.014998598282313647,0.0,0,7.501725172407018,15.344647372811805,0,buy
35,0.62666154,-0.599573925423287,20200703, 083650.csv,2470.0,2460.0,9439.0,3573.0,23317903.0,0.8195449888652931,30.999455056179777,1.2293174832979397,-1.224341252062717,-0.9994441752479277,30.46917415730337,0.9999070738752754,-0.38188967248386163,-0.01,-0.4047962631974239,-0.01,-0.9439000000000001,-0.01,8.035770695959485,16.21000871630211,0,buy
36,0.6302923,0.19993528759339563,20200706, 083650.csv,2460.0,2420.0,9439.0,3573.0,23223513.0,-2.0239813159871196,30.999455056179777,0.0,0.0,0,28.348050561797756,0.9996764379669781,-0.37535369352139725,-0.01,-2.0239813159871196,-0.01,-3.7756000000000003,-0.01,8.134867240690658,16.19741839916131,0,buy
37,1.1521012,-0.5,20200707, 083650.csv,2420.0,2360.0,9439.0,3573.0,22845953.0,-4.452758895171663,30.46917415730337,-0.4047962631974239,0.3883436622135825,0.5295445448079658,25.16636516853933,0.998224120272953,-0.3655497250776918,-0.01,-4.064415232958081,-0.01,-5.6634,-0.01,8.090851858361155,16.001088789031808,0,wrong
38,1.8220496,-0.5,20200708, 083650.csv,2360.0,2335.0,9439.0,3573.0,22279613.0,-5.0805190411976,28.348050561797756,-1.625766093183232,1.5686716693676748,0.9999954648574036,23.840662921348315,0.9965992935355882,-0.36146473822615377,-0.01,-3.511847371829925,-0.01,-2.35975,-0.01,7.559132443005628,15.371856185376938,0,wrong
39,1.0210329,-0.5,20200709, 083650.csv,2335.0,2305.0,9439.0,3573.0,22043637.0,-4.751322914828723,25.16636516853933,-2.4789510859975947,2.42118818582782,0.9999999999998136,22.2498202247191,0.9929204504793185,-0.3565627540043046,-0.01,-2.330134729000903,-0.01,-2.8317,-0.01,6.682254166109723,13.99279559936667,0,wrong
40,0.59772426,0.9968103076818216,20200710, 083650.csv,2305.0,2350.0,9439.0,3573.0,21760469.0,-0.42366085981834606,23.840657303370786,-1.0591566379541693,1.0659595875645886,0.9965910440636924,24.636084269662923,0.9976873621543381,-0.3639157303370766,-0.01,0.6422987277462426,0.004116978468472365,4.24755,0.16507786504051147,6.368976457712009,13.502053234431095,1.0,buy
41,1.0321169,-0.5,20200713, 083650.csv,2350.0,2405.0,9439.0,3573.0,22185223.0,2.997377429142024,22.24982584269663,-1.2845793096665492,1.3403002192579252,0.9998743516453432,27.552629213483147,0.9994952633580246,-0.37290270141046733,-0.01,4.337677648399949,0.1715132821559593,5.191450000000001,0.23624752737726773,5.962761868558668,12.850918400018564,0,wrong
42,0.5907395,-0.6000299858936008,20200714, 083650.csv,2405.0,2445.0,9439.0,3573.0,22704369.0,6.072750545955604,24.636084269662923,1.9519524142609244,-2.0308484203831005,-0.9999999988931266,29.673752808988763,0.999850066104503,-0.3794386803729388,-0.01,4.041902125572504,0.15072287111249705,3.7756000000000003,0.13285715119566965,6.712315234249192,14.324349546052922,0,buy
43,0.92101115,-0.6000556412946639,20200715, 083650.csv,2445.0,2425.0,9439.0,3573.0,23081929.0,3.190975362294082,27.552634831460676,2.340053106520498,-2.3595098412747575,-0.9999999999991857,28.613191011235955,0.9997217935234229,-0.37617069089170485,-0.01,0.8314655210193246,0.006889506903210552,-1.8878000000000001,-0.01,7.621389429660547,16.12617723468675,0,buy
44,-0.0019180775,-0.6000400507559739,20200716, 083650.csv,2425.0,2435.0,9421.0,47511.0,22893435.0,1.2472004837483042,29.673342696629213,1.662613922456951,-1.6553522549122768,-0.9999988786255519,29.144078651685394,0.9997952607223386,-0.3771979440592901,-0.01,-0.4081517711639727,-0.01,0.9421,0.008836252906000097,8.334762163889879,17.4567537357705,0,sell
45,0.124770164,0.9751922370457717,20200717, 083650.csv,2435.0,2475.0,9423.0,42661.0,22987665.0,1.2244726431216209,28.61481460674157,-0.8163035423279454,0.8335363836575387,0.969004539304755,31.261719101123596,0.9999430280098381,-0.3872170690891714,-0.01,2.0580090267791595,0.041469610320423844,3.7692,0.13243833524816317,8.104470666776782,17.083823835041574,0,buy
46,1.0388275,-0.5,20200720, 083650.csv,2475.0,2510.0,9423.0,42661.0,23364585.0,3.4986184031694325,29.144185393258425,0.4115939428404743,-0.4242478657529527,-0.5934023908789507,33.11455617977528,0.9999827161550358,-0.3960821180970626,-0.01,3.07437053741648,0.0901882254442461,3.2980500000000004,0.10306451090831259,8.355052206759556,17.42426883853189,0,wrong
47,0.8009192,-0.5999997903577606,20200721, 083650.csv,2510.0,2600.0,9436.0,10482.0,23694842.0,6.76360996212534,31.261696629213482,1.6396489160599825,-1.7153707083693774,-0.9999995921976987,37.888101123595504,0.999999417001992,-0.4097712168300305,-0.01,5.048239253755963,0.22496508236561397,8.4924,0.5138356665667699,9.07045822138965,18.737196120861203,0,buy
48,0.8115077,-0.5999995441218529,20200722, 083650.csv,2600.0,2415.0,9439.0,2951.0,24544351.0,-2.423154841802862,33.117084269662925,1.4135027110692586,-1.3612343423237587,-0.9999052998215695,28.079415730337075,0.999623478677014,-0.37803107817356363,-0.01,-3.7843891841266206,-0.01,-17.46215,-0.01,9.730355771695342,19.905941142717293,0,buy
49,0.6750301,-0.6002369249300127,20200723, 083650.csv,2415.0,2375.0,9439.0,2951.0,22798135.0,-5.37781620902204,37.88961235955056,3.5852108060146928,-3.2749894813789826,-1.0,25.958292134831463,0.9988153753499366,-0.3714950992110886,-0.01,-8.652805690401022,-0.01,-3.7756000000000003,-0.01,11.223167171971337,22.913677007196753,0,buy
50,1.4048445,-0.5,20200724, 083650.csv,2375.0,2345.0,9439.0,2951.0,22420575.0,-9.806513115787824,28.079410112359547,-7.1145331974758665,6.908341839935655,1.0,24.367449438202247,0.9973619780953985,-0.36659311498924296,-0.01,-2.8981712758521696,-0.01,-2.8317,-0.01,7.867059099958701,13.768671246991415,1.0,wrong
51,2.5258174,-0.5,20200727, 083650.csv,2345.0,2330.0,9439.0,2951.0,22137407.0,-3.519208917747,25.958286516853935,-1.6561003783862147,1.6247258369161117,0.9999981469362836,23.572028089887638,0.9961373626700261,-0.36414212287832015,-0.01,-1.8944830808308883,-0.01,-1.41585,-0.01,7.285600310024344,12.986661240800794,0,wrong
