timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,1.0783496,-0.5,20161213, 000660.csv,44950.0,45850.0,0.0,11600000,11600000.0,0.0,0.0,0.0,0.0,0,0.0,0,-1.2141280353200883,-0.01,0.0,0,0.0,0,0.0,0.0,0,wrong
2,0.4715051,0.7205994869893985,20161214, 000660.csv,45850.0,45600.0,121.0,6160278.0,11708128.0,0.0,-0.006655172413793104,-0.006655172413793104,0.6780623675989471,0.8996250767922896,0.6713620689655172,0.0044971277778335095,0.009110413336378076,8.299959671775881e-07,0.6780623675989471,0.004587132566033381,-0.30250000000000005,-0.01,-681.3724908702038,0.0,0,buy
3,1.4924991,-0.5,20161215, 000660.csv,45600.0,46400.0,121.0,6160278.0,11677878.0,1.5126006661822666,0.9321379310344827,0.9388555859062344,-0.9441921212808101,-0.9884086228849488,1.5058448275862069,0.02242052535962402,-0.9224112430539697,-0.01,0.5684085449014565,0.003225669053979363,0.9680000000000001,0.009326476100588454,-3.101456018129812,0.0,0,wrong
4,0.68960106,-0.04197270631193431,20161216, 000660.csv,46400.0,45150.0,214.0,1918876.0,11848476.0,-0.7234290571473082,0.6661724137931034,-0.2635092475927834,-0.10124957509534838,-0.04996588288991788,-0.164,-0.01,0.16712582781456956,0.0002792714197021873,-0.8246786322426566,-0.01,-2.6750000000000003,-0.01,-3.61566136690886,-11.686227560618113,0,buy
5,0.75707084,-0.8019998500052404,20161219, 000660.csv,45150.0,45150.0,245.0,480272.0,11542022.0,-0.8246786322426566,2.1402758620689655,1.4643483634368153,-1.7600864710567952,-0.9999998125065505,-0.4998103448275862,-0.01,-0.16868451701301662,-0.01,-2.5847651032994516,-0.01,0.0,0,-0.04442322705722809,-0.21587461995076346,0,buy
6,0.60097533,0.7979999999999963,20161220, 000660.csv,45150.0,45000.0,251.0,209334.0,11541984.0,-2.8949369156953857,-0.5001379310344828,-2.5850858251734934,2.5687364981588514,0.9999999999999953,-0.824706896551724,-0.01,-0.1624552409225849,-0.01,-0.32620041753653445,-0.01,-0.37650000000000006,-0.01,-2.2566738526228844,-2.2964157728756733,0,buy
7,0.44343817,0.00017210640593312565,20161221, 000660.csv,45000.0,45500.0,252.0,164178.0,11504178.0,0.761134307585247,-0.5001896551724139,-5.1984130284706684e-05,0.0030328048455685597,4.598846865444539e-05,0.2601551724137931,0.0006765781550478467,-0.18134593133896626,-0.01,0.7641671124308156,0.005822496936180754,1.26,0.01575064059074449,-2.364079298645815,-2.4044126326487927,0,buy
8,2.2030005,-0.5,20161222, 000660.csv,45500.0,46300.0,252.0,164178.0,11630178.0,2.5108347979869654,-0.826051724137931,-0.32750019104177813,0.3368262865338063,0.4329227473644178,1.9980862068965517,0.03913704313691746,-0.20941931186724538,-0.01,2.8476610845207717,0.07789090351783923,2.016,0.03982772740519214,-2.803473158880583,-2.9780992186371322,0,wrong
9,0.92829597,-0.7973426048447216,20161223, 000660.csv,46300.0,45650.0,254.0,73166.0,11833366.0,1.4238305422603859,0.26005172413793104,1.0951499533473839,-1.096234186370023,-0.9975425890849444,0.5884999999999999,0.003457332116169609,-0.18412693156732907,-0.01,0.32759635589036307,0.0010726180574941457,-1.6510000000000002,-0.01,-1.7617091277172825,-1.8856367413946673,0,buy
10,1.813484,-0.5,20161226, 000660.csv,45650.0,45650.0,254.0,73166.0,11668266.0,0.32759635589036307,2.0117758620689656,1.747180564748603,-1.7228037719374965,-0.9999996411151253,0.5884999999999999,0.003457332116169609,-0.18412693156732907,-0.01,-1.3952074160471333,-0.01,0.0,0,-0.09143085153543724,-0.10397139599297824,-0.01,wrong
