timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,1.2778339,-0.5,20170704, 124500.csv,3940.0,3900.0,0.0,57900000,57900000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.7633587786259541,0.005810221245566849,0.0,0,-0.0,0,0.0,0.0,0,wrong
2,1.0679623,-0.5,20170705, 124500.csv,3900.0,3880.0,0.0,57900000,57900000.0,0.0,0.0,0.0,0.0,0,0.0,0,1.2722646310432568,0.016056274319199093,0.0,0,-0.0,0,0.0,0.0,0,wrong
3,0.6767015,0.8052961314884219,20170706, 124500.csv,3880.0,3995.0,10044.0,18722840.0,57693560.0,0.0,-0.009602763385146805,-0.009602763385146805,1.6481375413597577,0.9999987367045012,1.638376511226252,0.02648571062410454,-0.015567509129981838,-0.01,1.6481375413597577,0.026797961610635745,11.550600000000001,0.7366216279203944,-550.8748134281755,0.0,0,buy
4,0.6272796,0.6975022717212004,20170707, 124500.csv,3995.0,3935.0,13069.0,6984174.0,59194830.0,0.6072085678693844,-0.3594231433506045,-0.34985397561492954,0.6387116995428799,0.8699404915118917,0.8820189982728843,0.0077493925584348755,0.7547925351685586,0.005680919911209115,1.2459202674122642,0.015403309697257339,-7.841400000000001,-0.01,-19.29369602307821,-15.767309840113525,0,buy
5,0.3101622,-0.7982295412151138,20170710, 124500.csv,3935.0,3940.0,13610.0,4822573.0,58377925.0,1.3591857462679247,2.2357944732297064,2.604579076568365,-2.623748642920951,-0.9999999999999989,0.942958549222798,0.00885229392442699,0.6885056230141466,0.004729181966353413,-1.2645628966530267,-0.01,0.6805000000000001,0.004620096865704193,-0.052914300925926645,-0.3127426140328479,0,buy
6,1.6158471,-0.5,20170711, 124500.csv,3940.0,3945.0,13610.0,4822573.0,58445973.0,-1.1496029404746468,0.8254317789291883,-1.379519474140556,1.3827355843635827,0.9999294922892176,1.060488773747841,0.011183360446063495,0.6788093844348639,0.004597222079876007,0.23313264388893576,0.0005433606225875298,0.6805000000000001,0.004620096865704193,-1.304561767169589,-2.497563727252594,0,wrong
7,1.3637793,-0.5,20170712, 124500.csv,3945.0,3910.0,13610.0,4822573.0,58514021.0,-0.5828436005562033,0.942958549222798,0.11656460896820159,-0.11575029572472606,-0.06479605903788177,0.23777720207253886,0.0005652201811113811,0.7466830544898416,0.005559842386654412,-0.6985938962809294,-0.01,-4.7635000000000005,-0.01,-1.2742773176453912,-2.2820282138658863,0,wrong
8,0.5473396,-0.18497405019870247,20170713, 124500.csv,3910.0,3845.0,14278.0,2186939.0,58013919.0,-2.21221400488961,1.059846286701209,0.11579583079231139,-0.22790377207153023,-0.22871756274837807,-1.40613298791019,-0.01,0.7567168848633465,0.005709840978142533,-2.44011777696114,-0.01,-9.280700000000001,-0.01,-1.1981261995657793,-2.0229466977470594,0,buy
9,0.7627796,0.7682849055801309,20170714, 124500.csv,3845.0,3865.0,14704.0,521043.0,57057923.0,-1.9520949051700776,0.19634369602763382,-0.8544467683276165,0.8115363924481738,0.9628561319751635,-0.946454231433506,-0.01,0.7074897889227278,0.004992911784553633,-1.1405585127219038,-0.01,2.9408000000000003,0.08284890233425013,-2.099302361110867,-3.961021312081536,0,buy
10,0.8200433,0.7979992085470554,20170717, 124500.csv,3865.0,3870.0,14814.0,98033.0,57354145.0,-1.0138297890861367,-1.4544645941278067,-1.6475733836791573,1.6629041980216972,0.9999990106838192,-0.8148307426597582,-0.01,0.7118868145921501,0.005055008591004051,0.6490744089355605,0.004204113750139515,0.7407,0.005471342285829128,-3.552787157783105,-6.088650955686246,-0.01,buy
11,1.141031,-0.5,20170718, 124500.csv,3870.0,3875.0,14814.0,98033.0,57428213.0,0.7788899917653772,-0.942754749568221,0.5192623313192668,-0.5206035156963851,-0.7420888421490153,-0.6869032815198618,-0.01,0.7125878126277209,0.005064943603568572,0.2582864760689921,0.000666896562771524,0.7407,0.005471342285829128,-3.1359631848244556,-5.2264286084067635,0,wrong
12,0.529928,-0.06615334615822098,20170719, 124500.csv,3875.0,3885.0,14827.0,47716.0,57502340.0,0.5165764392442778,-0.814846286701209,0.12912580250302746,-0.12929809078678461,-0.08019168269777621,-0.4307236614853195,-0.01,0.7143145064536117,0.0050894567445651795,0.38727834845749315,0.001498720986155,1.4827000000000001,0.021744106034196853,-3.130777786369003,-5.020707431296358,0,buy
13,0.40673864,-0.06620908328190614,20170720, 124500.csv,3885.0,3885.0,14831.0,32214.0,57650650.0,0.38727834845749315,-0.6868082901554404,0.129089880644709,-0.12935666186450628,-0.08026135410238266,-0.43065803108808287,-0.01,0.7143801368508483,0.005090389629927805,0.25792168659298687,0.000665014743763015,0.0,0,-3.08737247991994,-4.777195030418618,0,buy
14,0.42205095,-0.2288120457918813,20170721, 124500.csv,3885.0,3890.0,14834.0,20558.0,57650646.0,0.38688166035961874,-0.4306632124352332,0.2579164694138176,-0.2582239519967324,-0.2835150572398516,-0.302559585492228,-0.01,0.7152521193423775,0.005102792238063758,0.12865770836288634,0.0001655143601985154,0.7417,0.005486085069377311,-2.886281648647545,-4.329270825774861,0,buy
15,1.0319023,-0.5,20170724, 124500.csv,3890.0,3890.0,14834.0,20558.0,57724818.0,0.12865770836288634,-0.4306632124352332,0.0,0.0,0,-0.302559585492228,-0.01,0.7152521193423775,0.005102792238063758,0.12865770836288634,0.0001655143601985154,0.0,0,-2.9819971024258103,-4.330904720530035,0,wrong
