timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.79850006,-0.29143872361476625,20160315, 068270.csv,105600.0,107500.0,704.0,18965408.0,93307808.0,704.0,0.0,-0.011316239316239316,-0.011316239316239316,-0.300888750145743,-0.36407217184279006,0.0651875503950976,-0.31217094017094016,-0.300888750145743,-0.0009049307026708364,-340.45166163141994,0.0,buy
2,0.40921777,0.08864153536261182,20160316, 068270.csv,107500.0,107000.0,777.0,11255514.0,94783018.0,73.0,1.4335349084612512,-0.3133397435897436,-0.30205768584410747,0.14866634663814082,0.1046212027657909,-0.15119049346879554,1.263903846153846,1.582201255099392,0.024722865749895462,-15.882207451102632,-15.27363759179013,buy
3,-1.2482895,-1.0,20160317, 068270.csv,107000.0,108400.0,777.0,11255514.0,94394514.0,0,-0.4098835683786126,1.2639081196581197,1.5822055420363426,-0.4098835683786126,-0.5682992754829885,-0.09455648282535078,0.8488397435897436,-0.40988777124611075,-0.0016786693060724112,-0.8754286547279517,-4.458200838453621,wrong
4,-0.8393218,-0.7924581310741438,20160318, 068270.csv,108400.0,107900.0,125.0,80904964.0,94454964.0,652.0,1.1523974793704643,0.7264572649572649,-0.5307427539393186,-0.9667800983540693,-0.9906587835364075,-1.3507278664731495,0.9134230769230769,0.18561738101639497,0.0003444787749111722,-1.526323888354236,-5.342251220556799,sell
5,0.21932214,-0.08782064879139745,20160321, 068270.csv,107900.0,107900.0,288.0,63233255.0,94308455.0,163.0,-0.06616910044029026,0.9107425213675213,0.1829561581079942,-0.15245765713553977,-0.10971770939883452,-1.0355564626673117,0.7568963675213676,-0.15245765713553977,-0.00023240636164911788,-1.3606460805102991,-4.3482429070776325,buy
6,-0.704371,0.0,20160322, 068270.csv,107900.0,107200.0,86.0,84993267.0,94272667.0,202.0,0.0,0.7186613247863248,-0.19034761986864185,0,0,-1.0737915054023546,0.7186613247863248,0.0,0,-1.732538131015166,-5.892784024450921,sell
7,-0.08602196,0.00010114256524373923,20160323, 068270.csv,107200.0,106200.0,79.0,85747328.0,94216128.0,7.0,-0.06385732144397696,0.7173376068376068,-0.0013142727785562702,0.005196917997028004,0.00013503066587805534,-0.4738190614417028,0.6582564102564104,-0.05866040344694896,-3.4409837293525314e-05,-1.88288962040283,-5.7243605419089105,sell
8,0.09812096,-0.103765080262361,20160324, 068270.csv,106200.0,106500.0,157.0,77384541.0,94057941.0,78.0,-0.08384976296202705,0.6569882478632478,-0.05991953362581927,-0.16664023596851799,-0.12963693754539496,0.30057395984518626,0.48925320512820514,-0.16664023596851799,-0.00027765113022515386,-2.131656394629563,-6.425293878383825,buy
9,0.27755752,0.01646103146230327,20160325, 068270.csv,106500.0,105500.0,359.0,55929095.0,94162595.0,202.0,0.05007551674982977,0.48599893162393165,-0.1698732688268626,0.06443208011687239,0.02054351150248812,0.12936492098048702,0.6010630341880342,0.11450759686670216,0.00013111130156384654,-2.50610823508429,-7.809302694870599,buy
10,-0.6768396,0.2248917888755139,20160328, 068270.csv,105500.0,109500.0,117.0,81659775.0,94003275.0,242.0,-0.3812554231327206,0.5558493589743589,0.069512596872284,0.25694639407389136,0.28115336494647236,0.9025474721819062,0.430849358974359,-0.12430902905882925,-0.00015451540832001065,-2.468396138139614,-7.334263371773515,sell
11,-0.24152923,-0.05450963027454083,20160329, 068270.csv,109500.0,109700.0,89.0,84608925.0,94354425.0,28.0,0.4978549949456549,0.4256677350427351,-0.12946201017793457,-0.11912524495250343,-0.06849537135053929,-2.495877177068215,0.8060096153846154,0.37872974999315145,0.001433334029453004,-2.8241732894311986,-8.586122209005508,sell
12,-0.10421433,-1.397759859471659e-05,20160330, 068270.csv,109700.0,109800.0,80.0,85592808.0,94368808.0,9.0,0.018865039980901794,0.8042820512820512,0.37700950840399716,-0.0019074100606560722,-1.819090024102188e-05,-2.6691899693597807,0.8213760683760684,0.016957629920245722,2.8756079905045695e-06,-2.037907970253995,-6.0583599206494645,sell
13,0.44034714,0.005271684207913174,20160331, 068270.csv,109800.0,114400.0,423.0,47960365.0,94405765.0,343.0,0.008477377397836794,0.8156677350427349,0.011294841378753667,0.03634929360242798,0.006584581734281336,-2.724045617642316,0.8608600427350427,0.04482667100026477,2.0094102440526562e-05,-2.053607715965968,-5.88530207356335,buy
14,-0.11876545,-0.19868048556821205,20160401, 068270.csv,114400.0,118000.0,373.0,53441351.0,96112551.0,50.0,2.061102942177313,0.8512297008547008,0.03527424517529109,-0.24345563776955848,-0.25647525942289096,-5.240178942912433,2.6843493589743592,1.8176473044077546,0.03249860985050368,-2.073623745219914,-5.741652792083538,sell
15,0.18226126,0.32391082571087587,20160404, 068270.csv,118000.0,119000.0,458.0,43715971.0,97759971.0,85.0,1.397112017139156,2.6828749999999997,1.8161853896857107,0.3184013647548174,0.39763827702213095,-6.8763412554426715,4.444413461538462,1.7155133818939734,0.02900102046585551,1.4490444163000482,5.406974847901268,buy
16,-0.7849254,-0.39225078604648234,20160405, 068270.csv,119000.0,110300.0,99.0,86008411.0,97789411.0,359.0,0.4684944106622127,4.370097222222222,1.6431388605180972,-0.367153860462255,-0.49033915600754774,-7.788284490404773,4.475866452991453,0.1013405501999577,0.00010269379777927412,3.7859216481727183,15.876293933243264,sell
17,-0.90082675,0.7651717897695713,20160406, 068270.csv,110300.0,113900.0,10.0,96582022.0,97685022.0,89.0,-0.8807702093634658,4.457288461538462,0.08354044083200755,0.7917876985998038,0.9564845311463777,0.3077359700048383,4.364339743589744,-0.08898251076366202,-7.917573765392483e-05,3.9878834102451437,16.279839377792182,sell
18,-0.24037784,-0.00021553027772236447,20160407, 068270.csv,113900.0,110900.0,8.0,96802261.0,97713461.0,2.0,0.036853142132680275,4.36395405982906,-0.08935173704395721,-0.007370519471994585,-0.0002715859003059595,-3.058106898080955,4.39472329059829,0.02948262266068569,8.692212612015915e-06,3.92829542057006,16.420493973442916,sell
19,-0.2638762,0.00015012182648068697,20160408, 068270.csv,110900.0,107900.0,6.0,97029688.0,97695088.0,2.0,-0.024561610810203516,4.394324786324786,0.02910078174914279,0.006140332383305372,0.0001885006404086509,-0.24754749233994477,4.375094017094018,-0.018421278426898145,-3.3934292311688097e-06,4.046734812423697,16.524809149236848,sell
20,0.032228425,-0.0424580642090862,20160411, 068270.csv,107900.0,107400.0,34.0,93924048.0,97592648.0,28.0,-0.018424672487116243,4.3746239316239315,-0.0188715763440001,-0.10440694765592481,-0.05304532971985265,2.4731967424608934,4.265649572649573,-0.10440694765592481,-0.00010900216602038881,4.113082689479003,16.628152392721812,buy
