timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.07312927,-1.0,20161103, 064350.csv,17000.0,16700.0,0.0,77700000,77700000.0,0,0.0,0.0,0.0,0.0,0,-2.719033232628399,0.0,0.0,0,0.0,0.0,wrong
2,0.52080566,-0.7899114799979577,20161104, 064350.csv,16700.0,17700.0,2379.0,37251256.0,76980556.0,2379.0,0.0,-0.007392535392535393,-0.007392535392535393,-0.9186007264166349,-0.9852886573349191,-1.8322697648014872,-0.925925353925354,-0.9186007264166349,-0.008402770650112412,-483.9177092297138,0.0,buy
3,-0.26022404,-0.7581266730267205,20161107, 064350.csv,17700.0,17800.0,1760.0,47571584.0,78723584.0,619.0,3.0903907734831115,-0.9477683397683397,-0.9404453271294598,-0.8035949818526178,-0.9603959730127035,-5.63128655802976,1.3173539253539253,2.2867957916304937,0.05095052691721147,-6.504111769897396,-5.662634232840257,sell
4,0.49951828,0.10851989375689683,20161108, 064350.csv,17800.0,17350.0,3102.0,23814812.0,79030412.0,1342.0,0.22356705710959499,1.3130141570141571,2.2824144987842563,0.17048675971701618,0.13526197240610327,-5.840628134392484,1.7122419562419562,0.39405381682661117,0.0015515791600710926,-0.36778762706207424,-0.8445092206463872,buy
5,0.033249974,-0.8063158219368369,20161109, 064350.csv,17350.0,18600.0,3146.0,23031501.0,77614601.0,44.0,-1.7662820737920484,1.712099099099099,0.3939128111087912,-1.7913382362038581,-0.9999998923589097,-4.943745480914665,-0.10990862290862291,-1.7913382362038581,-0.031579540248545146,0.010315295919814754,0.021647433432569294,buy
6,-0.55195713,-0.7899355194055779,20161110, 064350.csv,18600.0,19450.0,1410.0,53101645.0,79327645.0,1736.0,5.066701302761319,-0.17355855855855856,-1.853916765418874,-2.79441779191376,-1.0,-10.291925738859273,2.09478120978121,2.272283510847559,0.05032240297211055,-1.5682589365988981,-2.44683634032382,sell
7,-0.17073378,-0.22194975383277923,20161111, 064350.csv,19450.0,20450.0,1170.0,57558316.0,80314816.0,240.0,1.5108226142349241,2.0853487773487775,2.2628346791590475,-0.25704546085091584,-0.28133635826607184,-14.157387053000345,3.3652715572715577,1.2537771533840083,0.015596663900391272,0.19966882312945153,0.3533159002157628,sell
8,-0.12762049,-0.12317546288822624,20161114, 064350.csv,20450.0,19650.0,1021.0,60451608.0,81331058.0,149.0,1.456767329206108,3.359148005148005,1.247778690140367,-0.1854446263884859,-0.15797750359985496,-18.891778363603137,4.673176319176319,1.2713227028176222,0.0160326999582886,1.0975223371687086,1.8851754897346342,sell
9,-0.3114534,0.30690425812954636,20161115, 064350.csv,19650.0,20350.0,704.0,66923615.0,80757215.0,317.0,-1.0042903905172362,4.659478764478765,1.2580703154267427,0.3117213720241555,0.38482658104418654,-14.796478185133774,3.9346396396396393,-0.6925690184930807,-0.004785033529014604,2.0678792565987076,3.4469235151064654,sell
10,-0.34936866,-0.16113351997763567,20161116, 064350.csv,20350.0,20050.0,459.0,71729961.0,81070611.0,245.0,0.6102241143407434,3.9244671814671817,-0.7022885950594325,-0.21232598242974793,-0.20181239411893004,-18.622744380548006,4.337980694980695,0.3978981319109955,0.001581976587541889,1.5122300251291194,2.848478053555076,sell
11,-1.2186147,-1.0,20161117, 064350.csv,20050.0,19850.0,459.0,71729961.0,80932911.0,0,-0.1698519331499796,4.337980694980695,0.3978981319109955,-0.1698519331499796,-0.13432730826061667,-16.987275636015816,4.160760617760618,-0.1698519331499796,-0.00028845518075004684,1.8921141108691832,3.4124509882668494,wrong
12,-0.65334916,0.021536698375224497,20161118, 064350.csv,19850.0,19400.0,160.0,77715068.0,80891068.0,299.0,-0.11342728052868381,4.148092664092664,-0.1819932009640337,0.07388354993260705,0.026924782205039688,-15.832668416366303,4.106908622908623,-0.03954373059607676,-1.5636944036279132e-05,1.7874589886973593,3.1590518887348082,sell
13,-0.86123145,0.022899163612610195,20161121, 064350.csv,19400.0,19900.0,23.0,80430053.0,80876253.0,137.0,-0.08900859115866785,4.101162162162162,-0.04506131675581059,0.07621289988702426,0.02862436383971545,-13.132702107804826,4.087841698841698,-0.012795691271643587,-1.6372958108190616e-06,1.7650464598094269,3.032664706553608,sell
14,-0.054636687,-1.158822643576585e-06,20161122, 064350.csv,19900.0,19350.0,22.0,80449422.0,80887222.0,1.0,0.014219254198138978,4.087801801801802,-0.01283401653052484,-0.0006182232300999402,-1.910997985188345e-06,-16.139733026941485,4.101958815958816,0.013601030968039038,1.8498787228704572e-06,1.821157417333635,3.085257316837047,sell
15,1.2427077,-1.0,20161123, 064350.csv,19350.0,19350.0,22.0,80449422.0,80875122.0,0,-0.014959099473091066,4.101958815958816,0.013601030968039038,-0.014959099473091066,-0.0011182475798984237,-12.832042902635049,4.0863861003861,-0.014959099473091066,-2.2377440667131765e-06,1.8871889166751854,3.1011821941374196,wrong
