timestep,action,reward,current_date,stock_code,price,next_price,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
1,0.18480606,-0.007791972012876729,20220609,datas,101400.0,100000.0,0.0,-0.0026078431372549018,-0.0026078431372549018,-0.0732045234382256,-0.01,-0.07581045751633987,-0.01,0.32259591698565215,0.0010401399356163576,-0.0732045234382256,-0.01,-1.568,-0.01,-2663.9699248120305,0.0,buy
2,0.28037465,0.013401113110545246,20220610,datas,100000.0,94300.0,-1.1163689824329406,0.1771764705882353,0.1797890023406493,-1.7672474179995479,-0.01,-2.711549019607843,-0.01,3.3641481915475353,0.10700556555272622,-2.8836164004324885,-0.01,-14.193000000000001,-0.01,-38.86192309052855,0.0,buy
3,0.19029412,0.005401860938697753,20220613,datas,94300.0,94500.0,-2.8023877694343904,-0.3940081699346405,-0.570174425599402,-0.05773756721269674,-0.01,-3.242864379084967,-0.01,2.6336296448194156,0.06700930469348876,-2.860125336647087,-0.01,0.634,0.0040114923817482495,-14.338357047662026,-14.26443449991038,buy
4,0.13471234,0.5277357101034138,20220614,datas,94500.0,91000.0,-4.680205096331597,-3.347356209150327,-2.965030501633175,2.6829579635578735,0.9999999999999998,-5.277748366013072,-0.01,4.084801434783741,0.1536785505170697,-1.9972471327737231,-0.01,-12.530000000000001,-0.01,-5.9942399117665115,-5.482415124725602,buy
5,0.10401428,0.01724027902388719,20220615,datas,91000.0,91700.0,-1.5735886500641456,-3.2309542483660127,0.12043329206410572,-0.24666068154300147,-0.01,-4.992392156862746,-0.01,3.6729464885555814,0.12620139511943596,-1.820249331607147,-0.01,2.6950000000000003,0.0700553865142548,-6.3195491161651525,-5.472754815505705,buy
6,0.08868945,0.53066843376884,20220616,datas,91700.0,89900.0,-2.9904096162117417,-5.43321568627451,-2.2757912107150347,2.2168441904428517,0.9999999999786932,-6.164751633986928,-0.01,4.293415696690364,0.168342168897467,-0.7735654257688898,-0.01,-7.3260000000000005,-0.01,-7.69742078196095,-7.610088507354543,buy
7,-0.33252686,0.507469509876122,20220617,datas,89900.0,86800.0,-2.953613443844852,-5.00090522875817,0.4571483112740189,0.6611939391939132,0.8876220040362112,-7.178683006535948,-0.01,6.36713372653178,0.3332925392900823,-2.2924195046509386,-0.01,-8.432,-0.01,-7.382704097317533,-7.2756573949689285,sell
8,0.18435025,0.4421915531265627,20220620,datas,86800.0,87500.0,-1.9649310039865187,-5.8023235294117645,-0.8436062497052345,0.5494679232706732,0.7789961139134468,-7.135656862745098,-0.01,5.712948714944146,0.2784674808491965,-1.4154630807158455,-0.01,2.3800000000000003,0.05506959528064148,-8.51929602078751,-8.64811406939726,buy
9,0.29871035,0.5780595804129599,20220621,datas,87500.0,82200.0,-4.541277383963338,-7.526397058823529,-1.8302718219913627,1.0299414780887677,0.995027821681515,-10.773455882352941,-0.01,7.354034157487696,0.4177283478610119,-3.51133590587457,-0.01,-22.896,-0.01,-10.05307447851225,-10.984594334645202,buy
10,-0.03668797,0.07878407905007767,20220622,datas,82200.0,82000.0,-3.6640026843908555,-7.035799019607842,0.5305276572037119,-0.3671716602348458,-0.01,-10.783348039215685,-0.01,7.54334518787595,0.4339203952503884,-4.031174344625701,-0.01,-0.8340000000000001,-0.01,-9.43902603203392,-10.417355816972412,sell
11,0.07112746,0.5694290633303918,20220623,datas,82000.0,84900.0,-1.9056460538230586,-10.647397058823529,-3.8849342016906463,4.048511308250453,1.0,-8.732691176470588,-0.01,6.7055558354816025,0.36214531665195904,2.1428652544273947,0.044880404055137824,12.586,0.7948623291252345,-10.217220418345079,-11.17424447074743,buy
12,0.42065674,0.5702745654817907,20220624,datas,84900.0,86800.0,3.6508074705059324,-10.791071895424837,-0.1607953566790804,1.0176780396785023,0.9943626600354508,-6.6263660130718955,-0.01,6.919450719995832,0.3804661773203263,4.668485510184435,0.19583239659998153,10.089,0.6386395021771887,-10.554669855372579,-10.967662648969586,buy
13,0.42612112,0.0708714471767043,20220627,datas,86800.0,87000.0,4.863005739775453,-8.275978758169934,2.8193289513652537,-2.670794488565626,-0.01,-6.265194444444444,-0.01,7.081419101372288,0.39435723588352145,2.1922112512098266,0.046921399390725815,1.1720000000000002,0.013641933801623374,-7.3899627873460965,-9.120143661944393,buy
14,-0.12568064,0.08043567228479209,20220628,datas,87000.0,83200.0,-1.774647203360336,-6.473696078431372,1.9648971505368806,-1.4518751035129633,-0.01,-9.491343137254903,-0.01,7.640130966330753,0.4421783614239604,-3.2265223068732993,-0.01,-19.494000000000003,-0.01,-5.994265674068104,-7.719517415112756,sell
15,0.3037165,0.07956939958070586,20220629,datas,83200.0,80600.0,-5.556788417392905,-6.3069362745098045,0.17830257043132355,-0.6601462944159486,-0.01,-12.131772875816992,-0.01,7.589342662031612,0.4378469979035293,-6.216934711808854,-0.01,-14.482000000000001,-0.01,-6.056829295660775,-7.582852015026822,buy
16,0.18728983,0.5854312646188164,20220630,datas,80600.0,78200.0,-8.548285228737173,-9.765799019607844,-3.6916956363302473,3.333098191214935,1.0,-14.47168137254902,-0.01,7.639872412311538,0.44215632309408204,-5.215187037522238,-0.01,-13.824000000000002,-0.01,-7.545380491586612,-9.514969878492938,buy
17,0.18783577,0.585823986271321,20220701,datas,78200.0,75200.0,-8.344299260035582,-12.213156862745098,-2.7122286411879064,2.394057486792059,0.9999999999996417,-17.436686274509803,-0.01,7.662915319115694,0.44411993135750083,-5.950241773243523,-0.01,-17.76,-0.01,-8.75575954038363,-11.51437268899652,buy
18,-0.014310449,0.5846836102989276,20220704,datas,75200.0,77700.0,-3.1955002115567064,-14.536401960784314,-2.646461605193864,2.6372225425219864,0.9999999999999992,-15.01352614379085,-0.01,7.596035609197196,0.43841805149463986,-0.55827766903472,-0.01,14.600000000000001,0.881352693787112,-10.02152796567338,-13.674212765168619,sell
19,0.17448592,0.5865176303456341,20220705,datas,77700.0,75000.0,-3.5729770818222075,-17.39940849673203,-3.3499719197803937,3.335991328543209,1.0,-17.595160130718952,-0.01,7.703644650157543,0.4475881517281707,-0.23698575327899857,-0.01,-16.173000000000002,-0.01,-11.30094000565665,-15.75213219370932,buy
20,0.16596076,0.08071821025411324,20220706,datas,75000.0,77500.0,2.7253361627084836,-14.952710784313725,2.962082556420314,-2.9597309412689157,-0.01,-15.152057189542484,-0.01,7.65670775069656,0.4435910512705662,-0.2343947785604322,-0.01,15.250000000000002,0.9022776515068314,-9.230509882780154,-13.83360773527447,buy
21,0.085533224,0.5861101202830051,20220707,datas,77500.0,77800.0,0.1171973892802161,-17.64397385620915,-3.164431337805701,3.2993412927628056,1.0,-14.830248366013072,-0.01,7.679711793349478,0.44555060141502545,3.4165386820430217,0.11017224229944511,1.8450000000000002,0.033467399082612426,-10.496925845198446,-16.116213760528886,buy
22,0.22248508,0.08125515159558905,20220708,datas,77800.0,77900.0,3.5385579206874156,-15.131934640522877,3.050219071158604,-3.0556861598751315,-0.01,-14.722130718954249,-0.01,7.688227846782803,0.44627575797794516,0.4828717608122843,0.0023289351863124974,0.627,0.003923572595898039,-8.77012259448171,-14.224635740456176,buy
23,0.24349415,0.07822028849027968,20220711,datas,77900.0,73900.0,-4.345845847310558,-14.824761437908496,0.3619420347492078,-0.4199919642630663,-0.01,-18.88407516339869,-0.01,7.5103471473582815,0.43110144245139836,-4.765837811573625,-0.01,-25.48,-0.01,-8.77678055231672,-14.007578352955372,buy
24,0.09628742,0.07856420559344418,20220712,datas,73900.0,74700.0,-3.7882300553533943,-14.720730392156863,0.12213766290281286,-0.1358246934110121,-0.01,-18.067135620915032,-0.01,7.5304739408379575,0.4328210279672209,-3.9240547487644064,-0.01,5.12,0.23059977790193076,-8.864692180818771,-13.89986162904877,buy
