timestep,action,reward,current_date,stock_code,price,next_price,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
1,0.8631859,0.33889755818139894,20230711,datas,5450.0,5450.0,0.0,-0.012253275109170306,-0.012253275109170306,0.4777004553483715,0.6804970030873378,0.4653886462882096,0.002163522125766759,-0.08811688876714091,-0.01,0.4777004553483715,0.0022793755197211274,0.0,0,-615.3870277975766,0.0,buy
2,0.11537479,0.0021701631888844273,20230712,datas,5450.0,5530.0,1.7515683362773622,0.46516593886462887,0.4774777206324932,-0.46080397349207747,-0.01,1.7619344978165938,0.03056721062961476,-0.26758579738635824,-0.01,1.2907643627852847,0.01652270408066192,2.9696000000000002,0.08440874457575054,-14.431700454401298,0.0,buy
3,-1.339398,-0.05,20230713,datas,5530.0,5420.0,-0.4840366360444819,0.46516593886462887,0.0,0.0,0,-0.02112227074235808,-0.01,-0.02112227074235808,-0.01,-0.4840366360444819,-0.01,-4.083200000000001,-0.01,-15.302500248419566,0.0,wrong
4,0.58806276,0.04547667493329734,20230714,datas,5420.0,5680.0,3.7109475430076944,1.7609301310043668,1.2897646463135692,-1.1323375952892363,-0.01,4.384947598253275,0.1749222497776578,-0.4121003722264298,-0.01,2.578609947718458,0.0643298726106557,10.415600000000001,0.6620465901227979,-3.8092841843325718,0.0,buy
5,-0.07442122,0.5072336999698248,20230717,datas,5680.0,5540.0,0.1719073298478972,-0.17492576419213976,-1.9023567224713218,1.7745543015945622,0.9999998548088732,1.7681310043668124,0.03077924188462733,-0.4458911358545896,-0.01,1.9464616314424594,0.03717839043701965,-5.1912,-0.01,-4.0029139116951615,-4.057900396451002,sell
6,-0.18777165,0.0007724725029600022,20230718,datas,5540.0,5480.0,0.9732308157212297,4.006689956331877,4.188943261535835,-3.5024601246185583,-0.01,1.3761222707423582,0.018758944204895434,0.26911120063165717,0.0007239462074568603,-2.5292293088973286,-0.01,-1.8072000000000001,-0.01,0.2067188470838325,0.3763708878773618,sell
7,0.4697315,0.5158394066900021,20230719,datas,5480.0,5560.0,-1.517537585338397,2.163344978165939,-1.772333086400388,1.8235805751458831,0.9999999398984719,2.4760087336244543,0.05946478913588682,-0.1070170966338484,-0.01,0.3060429898074861,0.0009361846215842906,2.8640000000000003,0.07875103596476585,-0.7898287504998152,-1.6376652699787584,buy
8,0.12335116,0.4986527737329975,20230720,datas,5560.0,5490.0,-0.7651074745187153,1.2250829694323144,-0.9183939787153085,0.9229985058939928,0.9858724884571559,1.3849082969432314,0.01899694956854503,0.09339538181408003,8.722316928011509e-05,0.1578910313752775,0.00024926470627706365,-2.5620000000000003,-0.01,-1.3787221451742742,-3.1388773006188058,buy
9,-0.93398017,0.5357805206017642,20230721,datas,5490.0,5350.0,-2.052583407878607,2.3674235807860264,1.128515361848281,1.8357943263357104,0.999999951934638,2.1455021834061134,0.044988404022209494,3.437015098535265,0.11142011713891153,-0.2167890815428967,-0.01,-0.33880000000000005,-0.01,-0.7621962378899386,-1.6724252358435259,sell
10,0.120140254,0.08243376483014814,20230724,datas,5350.0,5070.0,-0.505841190266759,2.2918078602620087,-0.07386697630847695,-0.7940618527614405,-0.01,0.962113537117904,0.009213913920836037,7.419678112763661,0.4233479532694866,-1.2999030430281995,-0.01,-2.0300000000000002,-0.01,-0.8481283365318466,-1.677346507548969,buy
11,-0.094160706,0.5738802922615599,20230725,datas,5070.0,4755.0,-2.2748303252993494,1.8459737991266374,-0.4358453237471496,0.5987185085341753,0.8334266060706614,0.13892139737991266,0.0001929729248293377,12.40829409110685,0.7855454867439019,-1.676111816765174,-0.01,-2.06955,-0.01,-1.1992487834283077,-2.4279604107862394,sell
12,0.27274638,0.579115452912385,20230726,datas,4755.0,5140.0,-0.5915688765053556,1.0393100436681224,-0.7920428519339591,1.1125300208599977,0.9979473327553553,1.5656855895196509,0.024215692740052863,6.7317372500362564,0.36438539356345734,0.5209611443546422,0.002710325556879556,6.629700000000001,0.35566030864912335,-1.752333504981742,-3.7346470897807325,buy
13,0.46096948,0.6722867024262813,20230727,datas,5140.0,5220.0,1.1163453093313762,-1.3334934497816593,-2.348396374068945,5.300533391492669,1.0,4.997816593886463,0.2210291916599898,8.687853494255467,0.5298897246414217,6.4168787008240455,0.3375189482155758,2.4944,0.060324159382896925,-3.163756557212756,-6.037437660290001,buy
14,-0.22218488,0.1649851874567259,20230728,datas,5220.0,5290.0,7.382860440733041,3.883056768558952,5.287052720048967,-5.853175987018291,-0.01,5.472139737991267,0.25876912730239143,7.870663723231119,0.46177224633004244,1.5296844537147498,0.023127703471416572,1.6982000000000002,0.02842696205626971,0.07659136619919091,0.18834057089881243,sell
15,0.22053684,0.24624914146951657,20230731,datas,5290.0,5640.0,5.098948179049166,4.729021834061135,0.8143436396821753,-0.013334426676959943,-0.01,10.05513537117904,0.6361659687125476,5.996094780773135,0.3019967542787615,5.085613752372206,0.22789495717900587,10.164000000000001,0.6440869999933335,0.49274860147580973,1.1758131332414135,buy
16,0.3066143,0.2550607683934463,20230801,datas,5640.0,5560.0,4.116925418587025,5.6150349344978165,0.8460053239497766,-0.30457122444130036,-0.01,9.641454148471617,0.6052791137617071,7.0584283182133145,0.392385171324671,3.8123541941457244,0.13527214929428588,-2.732,-0.01,0.9884607790796082,2.293312189754723,buy
17,-0.042939857,0.24642215500858666,20230802,datas,5560.0,5520.0,3.2475609801982093,10.82856768558952,4.936354709653908,-4.793203169941509,-0.01,9.115554585152838,0.5643575121288134,7.270536134968336,0.4105745068497134,-1.5456421897433,-0.01,-1.3076,-0.01,3.2967729868248825,8.545791627260554,sell
