timestep,action,reward,current_date,stock_code,price,next_price,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
1,0.7494814,-0.007461296775105135,20150702,datas,82700.0,80300.0,0.0,-0.010567375886524823,-0.010567375886524823,-1.5434255109227855,-0.01,-1.5538297872340425,-0.01,0.5193409444732746,0.0026935161244743266,-1.5434255109227855,-0.01,-3.072,-0.01,-480.8322147651007,0.0,buy
2,-0.59969425,0.5163029647034001,20150703,datas,80300.0,78600.0,-3.086851021845571,0.551709219858156,0.5623360199056496,1.583090668769411,0.9999963866683906,-0.9603475177304964,-0.01,3.185993945684138,0.09652385684602405,-1.5037603530761599,-0.01,-0.8840000000000001,-0.01,-7.3624554052358,0.0,sell
3,-0.10031375,0.4868294234477943,20150706,datas,78600.0,81000.0,-0.6235103902998711,-0.3380709219858156,-0.8848980775637051,0.8576352316429308,0.9747187168323117,-0.10473758865248227,-0.01,1.114774606469469,0.012350325158192121,0.23412484134305964,0.0005479942096359158,1.1280000000000001,0.01264323418185731,-5.415527740398918,-6.411923810084307,sell
4,-0.2957236,0.48647432686547254,20150707,datas,81000.0,77300.0,-1.0033921771845413,-0.9166312056737588,-0.5805228626821513,0.6870170063365808,0.9055761731850731,-1.2301063829787235,-0.01,4.501600934094448,0.18343120136467994,-0.3163751708479606,-0.01,-1.258,-0.01,-6.7748042302580656,-9.419735840702037,sell
5,-0.5287634,0.040361595278261095,20150708,datas,77300.0,77000.0,-0.38938482565902843,-0.3539361702127659,0.5679005894813846,-0.09459766698603911,-0.01,-0.8362056737588653,-0.01,5.261355301850891,0.24180797639130547,-0.48398249264506754,-0.01,-0.051000000000000004,-0.01,-5.243610207460959,-7.789743946085978,sell
6,0.60440415,0.04272760461868375,20150709,datas,77000.0,76100.0,-0.5928785534902077,-0.807659574468085,-0.45533499951423817,-0.39381396738048413,-0.01,-1.7863829787234042,-0.01,5.408738972496107,0.25363802309341876,-0.9866925208706918,-0.01,-1.0350000000000001,-0.01,-6.360855950507858,-10.474939703608513,buy
7,1.0535887,-0.05,20150710,datas,76100.0,78500.0,0.9866925208706918,-1.0523404255319149,-0.24667313021767295,0.24972303517226235,0.26787789694410613,0.17106382978723406,0.00029258552711852737,4.439356512714063,0.17887412525529134,1.2364155560429542,0.015170977674279773,2.7600000000000002,0.0733468987392849,-7.3129149732754675,-11.987034137343507,wrong
8,0.7174568,0.5491591688739113,20150713,datas,78500.0,78100.0,0.9067047410981663,-1.7899787234042552,-0.745483320216577,1.4330486878863091,0.9999652781959398,0.5078936170212766,0.0025762350580575966,5.263991177996886,0.24201829629262028,2.3397534289844755,0.0532729573527827,-0.648,-0.01,-8.64311114732855,-14.604699157007627,buy
9,-0.50049186,0.03914078475887889,20150714,datas,78100.0,83000.0,8.07214932999644,0.8934326241134752,2.732319281308627,-5.5099346092328565,-0.01,3.4785390070921984,0.11396811039146126,2.259026811970247,0.04975175820720257,2.562214720763584,0.06354091072227852,3.9690000000000003,0.1457484811534807,-1.6137819079061597,-5.472770693076676,sell
10,0.9223643,0.662231885042008,20150715,datas,83000.0,83100.0,2.619152825669441,0.6564113475177306,-0.23492240320416727,3.4755923484549625,1.0,6.791163120567376,0.3694727881200177,5.449699705933229,0.2569502430300138,6.094745174124403,0.31027284516965825,0.17300000000000001,0.0002992452172156934,-1.9227122725430081,-6.419497571779509,buy
11,0.9618427,0.15404575151630706,20150716,datas,83100.0,83000.0,5.972850270641915,6.667886524822696,5.972272502891305,-5.972850270641915,-0.01,6.667886524822696,0.3589238991792517,5.448374329700744,0.2568429088126578,0.0,0,-0.18000000000000002,-0.01,2.236466317492155,14.618662985398164,buy
12,0.10194393,0.11481974527216748,20150717,datas,83000.0,81800.0,-1.4361537886667786,6.795546099290781,0.11967948238889821,-0.11781969496722433,-0.01,5.135971631205673,0.2318590591697144,5.379874070230064,0.25131013760626586,-1.553973483634003,-0.01,-2.16,-0.01,2.3998616332580727,15.102797813707966,buy
13,0.6731026,0.12635043911706118,20150720,datas,81800.0,80900.0,-2.6298012799960047,6.667886524822696,-0.11953642181800023,0.11653214982914184,0.06564489012411023,3.9870354609929075,0.1469733741974384,5.328498875627054,0.24717990897887265,-2.513269130166863,-0.01,-1.62,-0.01,2.407784860414605,14.511144182735324,buy
