timestep,action,reward
1,0.3464432954788208,-4.942857142857143e-05
2,1.012971043586731,-1
3,-0.6482383608818054,-0.0013507857142857143
4,-1.071043610572815,-1
5,-1.5715663433074951,-1
6,0.06919267028570175,-0.0007174285714285714
7,0.7284591197967529,-0.009301142857142857
8,0.05533283203840256,-0.009302928571428571
9,-0.6927769780158997,-0.016736285714285714
10,1.0447818040847778,-1
11,-0.14924532175064087,-0.01872692857142857
12,0.5263676643371582,-0.02039435714285714
13,0.08501074463129044,-0.011649714285714286
14,-0.056040141731500626,-0.020996928571428573
15,-1.0386263132095337,-1
16,0.0051704347133636475,-0.015748714285714286
17,0.5843700170516968,-0.017564714285714284
18,0.8066855072975159,-0.005616714285714286
19,1.0170683860778809,-1
20,-0.6231443881988525,-0.03373628571428571
21,0.21563927829265594,-0.03675542857142857
22,0.7160748243331909,-0.029840642857142857
23,-0.17849405109882355,-0.02051757142857143
24,0.48305097222328186,-0.004823357142857143
25,0.5384125709533691,-0.023691214285714284
26,0.4466916620731354,-0.0108395
27,-0.3498266339302063,0.004655642857142857
28,-0.18027691543102264,-0.004105214285714286
29,0.2720794677734375,-0.005518
