timestep,action,reward
1,0.6444610357284546,-9.149501661129568e-05
2,-0.17047171294689178,-0.005350730897009967
3,-0.24530988931655884,-0.006166345514950166
4,-0.20129235088825226,-0.0076605980066445185
5,-0.27095016837120056,-0.009614485049833888
6,-0.3141070306301117,-0.015280531561461794
7,-0.5064352750778198,-0.018125049833887043
8,0.23057261109352112,-0.01940591362126246
9,-0.619229257106781,-0.019006312292358805
10,0.06323041766881943,-0.020977607973421925
11,0.411561518907547,-0.017838704318936877
12,0.6245424747467041,-0.024561760797342194
13,0.05549243837594986,-0.015773953488372093
14,-0.3649236857891083,-0.007367242524916944
15,0.8910768628120422,0.025224418604651164
16,0.3175387382507324,0.0142021926910299
17,-0.7466084957122803,-0.0004292358803986711
18,-0.04452597722411156,0.013178272425249169
19,0.30123370885849,0.01043451827242525
20,0.2865626811981201,-0.00014209302325581395
21,0.2901206612586975,-0.009988073089700997
22,0.45907700061798096,0.01988262458471761
23,-0.6036047339439392,0.022886146179401993
24,0.846558153629303,0.015514352159468439
25,-0.47248321771621704,0.001452093023255814
26,0.06341500580310822,0.003616112956810631
27,0.4820845425128937,-0.0033824916943521596
28,-0.7096949815750122,-0.004245813953488372
29,-0.5074866414070129,-0.0074026578073089705
