timestep,action,reward
1,0.2875131666660309,-4.0917225950782994e-05
2,0.34946244955062866,-0.0036468232662192394
3,0.5845234394073486,-0.006557740492170022
4,-0.46035537123680115,-0.0013888814317673378
5,-0.5226790308952332,0.010683087248322148
6,-0.32350194454193115,0.011311387024608502
7,-0.20091846585273743,0.015520715883668905
8,-0.11027087271213531,0.01569798657718121
9,0.5539398789405823,0.011738143176733782
10,-0.6359683871269226,0.03330288590604027
11,-0.3905012011528015,0.03546174496644295
12,-0.2975216507911682,0.03446324384787472
13,-0.029713913798332214,0.033803489932885906
14,0.22652050852775574,0.03408630872483222
15,0.339581698179245,0.03818536912751678
16,0.09322360157966614,0.053033489932885904
17,0.12206068634986877,0.05503029082774049
18,0.05069676786661148,0.03759565995525727
19,0.13357140123844147,0.06566474272930649
20,0.4789292514324188,0.05363029082774049
21,-0.6877925992012024,0.05981847874720358
22,-0.6260344982147217,0.06087729306487696
23,-1.103031873703003,-1
24,-0.29359370470046997,0.05931503355704698
25,0.8644923567771912,0.05872859060402685
26,0.29194310307502747,0.0466782774049217
27,0.505910336971283,0.05295337807606264
28,0.8426836133003235,0.05954281879194631
29,0.016579829156398773,0.05268805369127517
