episode,timestep,reward,loss,dist_entropy
5,2000,-679.2963,0.2617967,0.90811294
11,4000,-676.709,0.23647591,0.90811294
16,6000,-617.8799,0.21880552,0.90811294
22,8000,-643.7259,0.74126834,0.90811294
27,10000,-644.1674,0.33057427,0.90811294
33,12000,-623.7234,0.2593493,0.90811294
38,14000,-614.4066,0.42255226,0.90811294
44,16000,-578.2296,0.35755438,0.90811294
50,18000,-598.0047,0.36121494,0.90811294
55,20000,-538.8423,0.5582477,0.90811294
61,22000,-569.2302,0.29225823,0.90811294
66,24000,-548.7848,0.75608283,0.90811294
72,26000,-546.3061,0.3409502,0.90811294
77,28000,-524.354,0.5289737,0.90811294
83,30000,-530.7922,0.6593151,0.90811294
89,32000,-527.1629,0.3916111,0.90811294
94,34000,-545.4719,0.437425,0.90811294
100,36000,-544.5187,0.3958332,0.90811294
105,38000,-538.386,0.12879433,0.90811294
111,40000,-537.1762,0.5378936,0.90811294
116,42000,-538.1254,0.6584066,0.90811294
122,44000,-537.9776,0.33350432,0.90811294
128,46000,-524.3289,0.25333017,0.90811294
133,48000,-524.7703,0.21534085,0.90811294
139,50000,-526.8312,1.4838052,0.90811294
144,52000,-525.889,0.3489312,0.90811294
150,54000,-534.7386,0.51908267,0.90811294
155,56000,-537.5678,0.2668699,0.90811294
161,58000,-532.6948,0.9380021,0.90811294
167,60000,-529.2193,0.32527184,0.90811294
172,62000,-542.2777,0.486403,0.90811294
178,64000,-532.8859,0.6679425,0.90811294
183,66000,-525.9922,0.4366011,0.90811294
189,68000,-524.6792,0.66402256,0.90811294
194,70000,-539.2725,0.4062827,0.90811294
200,72000,-529.1579,0.62712324,0.90811294
206,74000,-534.5827,1.3323847,0.90811294
211,76000,-528.6995,0.31648785,0.90811294
217,78000,-538.1311,0.50266355,0.90811294
222,80000,-543.2876,0.7322299,0.90811294
228,82000,-539.1436,0.17886522,0.90811294
233,84000,-531.8224,0.21822603,0.90811294
239,86000,-530.4893,0.3540327,0.90811294
245,88000,-536.4552,0.25125974,0.90811294
250,90000,-524.142,0.16694921,0.90811294
256,92000,-535.0746,0.35109332,0.90811294
261,94000,-526.0354,0.1238978,0.90811294
267,96000,-525.0356,0.42218903,0.90811294
272,98000,-523.9558,0.14291039,0.90811294
278,100000,-527.7511,0.5005406,0.90811294
284,102000,-519.8322,0.48245078,0.90811294
289,104000,-535.8945,0.08269375,0.90811294
295,106000,-523.4817,0.4787537,0.90811294
300,108000,-523.8114,0.5559448,0.90811294
306,110000,-532.7901,0.37463558,0.90811294
311,112000,-530.1289,0.4888438,0.90811294
317,114000,-531.5557,0.86717117,0.90811294
323,116000,-534.7703,1.0521066,0.90811294
328,118000,-528.1069,0.31587026,0.90811294
334,120000,-526.7602,0.45488733,0.90811294
339,122000,-532.8618,0.29454786,0.90811294
345,124000,-533.2922,0.12183009,0.90811294
350,126000,-536.0676,0.3202713,0.90811294
356,128000,-527.3849,0.62113464,0.90811294
362,130000,-522.3591,0.3953601,0.90811294
367,132000,-534.9831,0.27340007,0.90811294
373,134000,-535.8428,0.6999501,0.90811294
378,136000,-522.4016,0.15487352,0.90811294
384,138000,-531.183,0.25046763,0.90811294
389,140000,-522.1972,0.15011087,0.90811294
395,142000,-530.9471,0.41391084,0.90811294
401,144000,-527.7046,0.30027562,0.90811294
406,146000,-546.3499,0.52207613,0.90811294
412,148000,-538.5997,1.2053139,0.90811294
417,150000,-529.4431,0.6206947,0.90811294
423,152000,-528.0452,0.4830901,0.90811294
428,154000,-526.2367,1.1131965,0.90811294
434,156000,-530.8164,0.32747483,0.90811294
440,158000,-538.4296,0.69684285,0.90811294
445,160000,-522.1383,0.07245129,0.90811294
451,162000,-525.9157,0.36976492,0.90811294
456,164000,-537.343,0.15226889,0.90811294
462,166000,-535.4874,0.32196128,0.90811294
467,168000,-526.9132,0.49681377,0.90811294
473,170000,-524.9526,0.20635405,0.90811294
479,172000,-536.4706,0.33555126,0.90811294
484,174000,-529.1028,0.12426432,0.90811294
490,176000,-529.3809,0.6029154,0.90811294
495,178000,-527.4848,0.13202761,0.90811294
501,180000,-525.0281,0.8861773,0.90811294
506,182000,-535.5743,0.3953251,0.90811294
512,184000,-515.7547,0.6111715,0.90811294
518,186000,-538.9895,0.17453769,0.90811294
523,188000,-527.3864,0.43675607,0.90811294
529,190000,-527.2825,0.51783663,0.90811294
534,192000,-536.1659,0.32060936,0.90811294
540,194000,-532.7508,0.28349316,0.90811294
545,196000,-533.6232,0.1469381,0.90811294
551,198000,-533.4931,0.18156418,0.90811294
557,200000,-533.3091,0.33220014,0.90811294
562,202000,-535.2265,0.5730427,0.90811294
568,204000,-527.1196,0.45403987,0.90811294
573,206000,-521.9802,0.5053541,0.90811294
579,208000,-518.3844,0.40280324,0.90811294
584,210000,-527.7158,0.31029055,0.90811294
590,212000,-535.9702,0.15172887,0.90811294
596,214000,-527.1834,0.57687426,0.90811294
601,216000,-526.5894,1.0482513,0.90811294
607,218000,-531.6892,0.17093499,0.90811294
612,220000,-521.3399,0.35436383,0.90811294
618,222000,-528.7306,0.15210877,0.90811294
623,224000,-529.8766,0.616861,0.90811294
629,226000,-527.9519,0.3369487,0.90811294
635,228000,-529.161,0.35339493,0.90811294
640,230000,-528.6272,0.413555,0.90811294
646,232000,-527.483,0.23549959,0.90811294
651,234000,-526.2086,0.3824493,0.90811294
657,236000,-524.3107,0.3331398,0.90811294
662,238000,-523.1834,0.49058288,0.90811294
668,240000,-527.5434,0.10129581,0.90811294
674,242000,-523.3845,0.18452123,0.90811294
679,244000,-516.9672,0.36910498,0.90811294
685,246000,-533.1802,0.81124246,0.90811294
690,248000,-532.1424,0.31951177,0.90811294
696,250000,-525.4584,0.45030123,0.90811294
701,252000,-531.5981,0.11930251,0.90811294
707,254000,-524.1326,0.5879541,0.90811294
713,256000,-539.0192,0.546331,0.90811294
718,258000,-530.9991,0.71900415,0.90811294
724,260000,-527.9723,0.38998106,0.90811294
729,262000,-525.3884,0.32314467,0.90811294
735,264000,-526.4496,0.3460703,0.90811294
740,266000,-539.2326,0.3074143,0.90811294
746,268000,-523.1627,0.48418954,0.90811294
752,270000,-518.8468,0.6942314,0.90811294
757,272000,-530.8204,0.3238791,0.90811294
763,274000,-529.4244,0.2138085,0.90811294
768,276000,-520.4236,0.15471959,0.90811294
774,278000,-519.8435,0.1991615,0.90811294
779,280000,-518.1966,0.14673723,0.90811294
785,282000,-528.0142,0.34925798,0.90811294
791,284000,-521.168,0.16375011,0.90811294
796,286000,-530.5619,0.328141,0.90811294
802,288000,-529.9461,0.67203367,0.90811294
807,290000,-523.4143,0.2915034,0.90811294
813,292000,-526.1531,0.36098891,0.90811294
818,294000,-536.1536,0.34748316,0.90811294
824,296000,-522.0132,0.5943357,0.90811294
830,298000,-536.6826,0.3877002,0.90811294
835,300000,-528.7999,0.9629387,0.90811294
841,302000,-530.5375,0.8389192,0.90811294
846,304000,-532.4107,0.44837338,0.90811294
852,306000,-534.7388,0.3551964,0.90811294
857,308000,-520.0545,0.3042903,0.90811294
863,310000,-525.1986,0.43988645,0.90811294
869,312000,-527.8558,0.3491923,0.90811294
874,314000,-522.1491,0.4645272,0.90811294
880,316000,-529.1723,0.6437319,0.90811294
885,318000,-527.7934,0.79374003,0.90811294
891,320000,-526.3358,0.09669477,0.90811294
896,322000,-515.5491,0.34423497,0.90811294
902,324000,-531.0202,0.18795162,0.90811294
908,326000,-524.6061,0.30091536,0.90811294
913,328000,-524.556,0.2254865,0.90811294
919,330000,-528.0135,0.674174,0.90811294
924,332000,-523.4034,0.33581102,0.90811294
930,334000,-527.5488,0.6296538,0.90811294
935,336000,-526.3031,0.2865467,0.90811294
941,338000,-526.8409,0.09305665,0.90811294
947,340000,-528.6198,0.37718523,0.90811294
952,342000,-525.7845,0.29002184,0.90811294
958,344000,-530.0122,0.52929544,0.90811294
963,346000,-521.3916,0.81950843,0.90811294
969,348000,-525.3165,0.07867904,0.90811294
974,350000,-536.3921,0.17714883,0.90811294
980,352000,-521.801,0.16353895,0.90811294
986,354000,-521.1541,0.8718878,0.90811294
991,356000,-531.984,0.42919707,0.90811294
997,358000,-531.6452,0.29169706,0.90811294
1002,360000,-521.9932,0.35520825,0.90811294
1008,362000,-529.6291,0.40603364,0.90811294
1013,364000,-527.4007,0.8414561,0.90811294
1019,366000,-538.5568,0.2214184,0.90811294
1025,368000,-529.3023,0.36229143,0.90811294
1030,370000,-515.6065,0.44505483,0.90811294
1036,372000,-532.6623,0.331046,0.90811294
1041,374000,-530.5371,-0.11537814,0.90811294
1047,376000,-523.7036,0.16869521,0.90811294
1052,378000,-525.9609,0.25798604,0.90811294
1058,380000,-530.6403,0.29179788,0.90811294
