timestep,action,reward
1,0.4534199833869934,-6.425963488843814e-05
2,0.219447523355484,-0.014742738336713995
3,0.09832049906253815,-0.042111764705882355
4,0.23766733705997467,-0.03357908722109534
5,0.2320113182067871,-0.03179166328600406
6,-0.06694106757640839,-0.06354624746450305
7,0.432944655418396,-0.07279221095334686
8,0.22425612807273865,-0.06844014198782962
9,0.19967922568321228,-0.15265052738336715
10,0.2054106742143631,-0.1585356186612576
11,0.16800206899642944,-0.1211237322515213
12,0.246037095785141,-0.12726190669371196
13,-0.01397693157196045,-0.058449675456389454
14,0.0766686424612999,-0.09668168356997972
15,0.3393312096595764,-0.11406348884381338
16,-0.19624389708042145,-0.11687304259634888
17,0.14178279042243958,-0.1290962677484787
18,0.3054967522621155,-0.13760695740365111
19,0.24578607082366943,-0.1272967139959432
20,-0.24092954397201538,-0.10856476673427992
21,0.3006289601325989,-0.09593991886409736
22,0.3675806224346161,-0.08773937119675457
23,0.14386557042598724,-0.07302801217038539
24,0.6184278130531311,-0.07535379310344828
25,0.5369174480438232,-0.016535314401622717
26,-0.30577966570854187,-0.025974908722109533
27,0.3310592472553253,-0.007332292089249493
28,0.1978943943977356,-0.014494381338742394
29,0.26544857025146484,-0.016654868154158214
