timestep,action,reward
1,0.28161680698394775,-4e-05
2,0.1693960577249527,0.003295849514563107
3,0.4769449234008789,0.007245109223300971
4,0.0314197838306427,-0.0008606553398058253
5,0.3687320351600647,0.025156334951456312
6,-0.005195051431655884,-0.0033034344660194176
7,0.2677529454231262,0.0014058009708737863
8,0.08220508694648743,-0.01031497572815534
9,-0.010829031467437744,-0.003539502427184466
10,0.5006575584411621,-0.027055473300970873
11,-0.02981504052877426,-0.030740533980582525
12,-0.0980229377746582,-0.01675735436893204
13,0.18806515634059906,-0.026315655339805826
14,0.30888062715530396,-0.024660182038834952
15,-0.12413453310728073,-0.02132891990291262
16,0.44804418087005615,-0.019805412621359222
17,-0.09883566200733185,-0.019945898058252427
18,0.1312415897846222,-0.02772878640776699
19,0.15439066290855408,-0.011634332524271845
20,-0.01012381911277771,-0.009984648058252428
21,0.12904073297977448,-0.021515412621359222
22,-0.031760841608047485,-0.0046855582524271844
23,0.07827527821063995,-0.0210223786407767
24,0.14643830060958862,-0.049238446601941745
25,0.04050743207335472,-0.0526506432038835
26,0.10499758273363113,-0.0715353640776699
27,0.1272570937871933,-0.06281468446601941
28,0.19438141584396362,-0.05926879854368932
29,0.08502733707427979,-0.04294633495145631
