timestep,action,reward
1,0.3784297704696655,-5.365656565656566e-05
2,-0.06663069874048233,-0.0015973636363636363
3,0.4544086158275604,-0.01279069696969697
4,0.32829776406288147,-0.0032515858585858586
5,-0.07204567641019821,0.017158929292929292
6,-0.231169193983078,0.018779878787878786
7,0.16863715648651123,0.03476863636363636
8,0.24483996629714966,0.06540160606060606
9,0.1335499882698059,0.055951353535353535
10,-0.2875429689884186,0.05855139393939394
11,0.2137330174446106,0.050758646464646465
12,0.23187948763370514,0.06835230303030303
13,0.09013441205024719,0.06457041414141414
14,-0.22030487656593323,0.0486069393939394
15,0.3504028618335724,0.03333249494949495
16,0.14296536147594452,0.029487959595959595
17,-0.021531879901885986,0.01727430303030303
18,-0.04184846580028534,0.020186424242424242
19,0.011584706604480743,0.007908151515151516
20,0.3909444212913513,-0.0025523636363636365
21,0.2529413104057312,0.013956232323232324
22,0.45680198073387146,0.004654656565656566
23,0.21913880109786987,-0.010256555555555555
24,0.0842151865363121,-0.005207111111111111
25,-0.2326568067073822,-0.027200181818181818
26,0.1440427005290985,-0.04962489898989899
27,0.2892851233482361,-0.023876757575757575
28,0.5273149013519287,-0.05416159595959596
29,0.18417513370513916,-0.055406030303030304
