timestep,action,reward,current_amt,order_qty
1,0.07157427817583084,0.0,500000.0,0.0
2,-0.26238349080085754,-1,500000.0,0.0
3,0.4033357799053192,-0.000104,499974.0,4.0
4,0.42267468571662903,0.0030960818522563173,500761.0,2.0
5,0.7585815191268921,0.015835116001445798,504342.0,3.0
6,-0.07159020006656647,0.028398768549912558,509292.0,0.0
7,0.2895866632461548,0.029285477345020145,511992.0,0.0
8,0.04175529256463051,0.07201483954436788,524142.0,0.0
9,0.3641354441642761,0.02542290243483636,518292.0,0.0
10,0.23845811188220978,0.006523980551503786,510642.0,0.0
11,-0.01615564525127411,0.04265892333180585,516042.0,0.0
12,-0.11327750980854034,0.04949706995942191,520464.0,1.0
13,-0.28437352180480957,0.026195441175566415,516707.0,2.0
14,0.5272014737129211,0.03218224083668307,516394.0,2.0
15,-0.19872096180915833,-0.005301630568906687,506718.0,1.0
16,-0.9233067631721497,0.024100831768360313,509402.0,6.0
17,-0.7396548390388489,0.019992925838532242,509702.0,0.0
18,-0.13497589528560638,0.021384965348380032,510202.0,0.0
19,-1.1437880992889404,-1,510552.0,0.0
20,0.2230641394853592,0.020458737711339884,510389.0,2.0
21,0.24915453791618347,0.022535924704490107,510833.0,1.0
22,-0.8258259892463684,0.017561982362141834,509796.0,3.0
23,-0.4301305413246155,0.021770862917716106,510346.0,0.0
24,0.3432725965976715,0.01764321968233316,509576.0,3.0
25,-0.6443267464637756,0.0248658036014255,511018.0,2.0
26,-0.405620813369751,0.02757562952381325,512418.0,0.0
27,-0.28582534193992615,0.020094161891268458,511218.0,0.0
28,-0.02132021076977253,0.01927110987484791,510418.0,0.0
29,0.4384959936141968,0.022340487851133777,510798.0,3.0
30,0.735440194606781,0.03339000874709768,513778.0,3.0
31,0.4660213589668274,0.018084721743632463,511378.0,0.0
32,-0.38881927728652954,0.024975035852148508,511939.0,3.0
33,0.8698515295982361,0.01685288332398977,510162.0,4.0
34,-1.0143911838531494,-1,505212.0,0.0
35,0.6695546507835388,0.019377575924562362,507462.0,0.0
36,-0.36445268988609314,0.07648801192601613,522967.0,3.0
37,0.41026464104652405,0.035343765170651305,520260.0,1.0
38,-0.014055225998163223,0.032283556683196865,518160.0,0.0
39,0.3995170593261719,0.05279809510575884,522353.0,1.0
40,0.3768383860588074,0.01339068640938216,514353.0,0.0
