timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,0.053959236,0.036591628641994896,-0.17182792872577518,-0.01,-0.17258513931888544,-0.01,4.40487964941351,0.17636651456797958,-1.6649999618530273,-0.01,buy,140000.0,96899265.0,-0.0007585139318885449,-0.0007585139318885449,-0.17182792872577518,37.0,True,-5254.375510204082,0.0,0.036591628641994896
2,0.034224346,0.039991481045802385,0.023777128833873513,0.0028227677558152475,-0.1111217750257998,-0.01,3.7621176615939182,0.13197546014299888,0.5999999642372131,0.035359702377090074,buy,135500.0,96732323.0,-0.17304127966976265,-0.17228407253656672,0.062026836675885474,23.0,True,-27.1608421163616,-25.664295135660694,0.039991481045802385
3,0.07234846,0.06480996715207318,-0.1663390341284093,-0.01,-0.49491021671826624,-0.01,5.843117952295818,0.28923986860829276,-3.7099997997283936,-0.01,buy,136500.0,96791432.0,-0.11204127966976264,0.06110573815124858,-0.3832983894690183,46.0,True,-24.66395460277174,-25.022991292112096,0.06480996715207318
4,0.19556335,0.6124242794669303,0.49784183255157605,0.7103935802848427,0.43567182662538706,0.0018962991536739526,3.9567985871887674,0.14492196961015247,9.039999961853027,0.9997175926232443,buy,133000.0,96418166.0,-0.49724871001031995,-0.3856395057777428,0.9375826542894418,120.0,True,-15.55471771451381,-16.090654003595137,0.6124242794669303
5,0.21176854,0.40361799032319223,0.31444024800589787,0.39004088449913843,1.4491042311661506,0.02078008630039596,2.857554935391503,0.07841125547565331,9.84000015258789,0.9999376383653058,buy,137000.0,97320182.0,0.43362435500516,0.9355249507649834,1.0110955197350535,102.0,True,-3.8543622739942167,-10.12078131138682,0.40361799032319223
6,-0.29233426,0.30472022842883334,0.338051537517408,0.43526247318793854,0.5849783281733747,0.0034161480874134176,4.458217764793092,0.18025097806428103,-8.154999732971191,-0.01,sell,140000.0,98282344.0,1.4265675954592363,0.9886561864423968,-0.8297522899942231,95.0,True,-1.3331372402407444,-4.226684313283303,0.30472022842883334
7,0.1077119,0.28705140779598093,0.20931375955841514,0.19672748355572356,1.7563013415892674,0.030375061914026724,2.8126393697582817,0.07606116206575453,11.359999656677246,0.9999975143073876,buy,136500.0,97465856.0,0.5839587203302373,-0.8307575570236705,1.1655363699878654,51.0,True,-2.708879203289092,-5.048209049619803,0.28705140779598093
8,-0.60357374,0.04305324232636081,0.08668942869333437,0.03687809386855778,1.6572817337461299,0.02709207126984614,3.065732437971482,0.08970554402090458,-0.5649999976158142,-0.01,sell,140500.0,98562406.0,1.715589267285862,1.125060657139255,-0.05732408764453254,171.0,True,-0.5995332838978009,-1.2311470026897642,0.04305324232636081
9,0.7069832,0.7514687577969823,0.8467402995911862,0.97225905157159,2.7426388028895765,0.07246122183401749,2.7426388028895765,0.07246122183401749,10.59999942779541,0.9999868093034928,buy,140000.0,98497617.0,1.6487275541795667,-0.06573398786551538,1.0761681676014556,417.0,True,-0.7955219079529632,-1.618702515713181,0.7514687577969823
10,-0.35212696,0.6001592585214958,0.7467036334170891,0.9384454546379406,1.2778627450980393,0.016196731153985122,4.094764153548744,0.15436794295492529,-13.75999927520752,-0.01,sell,142000.0,99514249.0,2.6978833849329207,1.03213867600472,-1.3827165595150097,186.0,True,0.8659039560421451,1.8275511439949745,0.6001592585214958
11,-0.21118173,0.03830089921579774,0.0,0,1.2610268317853457,0.015776119233606,4.07792824023605,0.15320359686319096,0.0,0,sell,138000.0,98121935.0,1.2610268317853457,-1.3991101917475155,0.0,72.0,True,-1.106727269494908,-1.6914858390881107,0.03830089921579774
12,-0.4761557,0.3924199834361573,0.39427693345237247,0.540341520570085,0.7881351909184726,0.006192318867978441,5.717712655707205,0.2788602843764252,-4.289999961853027,-0.01,sell,138000.0,98092703.0,1.230859649122807,-0.02979150380595328,-0.4373413993903298,129.0,True,-1.134222056267137,-1.705231203285267,0.3924199834361573
